"exp","id","block","trial","isold","condition1","condition2","rating","RT_CONF","RT_ON","excluding"
"ZSB2021_e1","ZSB2021_e1_15",1,101,0,"older","AssocMemFirst",1,339,1384,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,62,1,"older","AssocMemFirst",1,364,2168,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,63,1,"older","AssocMemFirst",12,507,1225,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,64,1,"older","AssocMemFirst",1,19,1817,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,65,1,"older","AssocMemFirst",3,445,4269,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,66,1,"older","AssocMemFirst",3,335,2671,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,67,1,"older","AssocMemFirst",10,449,4148,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,68,0,"older","AssocMemFirst",1,326,1361,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,69,0,"older","AssocMemFirst",10,434,2124,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,70,1,"older","AssocMemFirst",12,467,2075,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,71,0,"older","AssocMemFirst",1,432,1555,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,72,0,"older","AssocMemFirst",1,411,1441,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,73,0,"older","AssocMemFirst",1,377,1365,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,74,0,"older","AssocMemFirst",1,147,1533,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,75,1,"older","AssocMemFirst",12,412,768,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,76,0,"older","AssocMemFirst",1,352,1231,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,77,1,"older","AssocMemFirst",12,476,2085,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,78,1,"older","AssocMemFirst",12,215,1012,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,79,1,"older","AssocMemFirst",3,496,1905,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,80,0,"older","AssocMemFirst",3,3,2183,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,81,0,"older","AssocMemFirst",1,371,1317,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,82,1,"older","AssocMemFirst",3,49,2239,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,83,1,"older","AssocMemFirst",12,393,1465,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,84,1,"older","AssocMemFirst",12,345,973,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,85,0,"older","AssocMemFirst",1,318,1278,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,86,0,"older","AssocMemFirst",12,377,2740,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,87,0,"older","AssocMemFirst",1,288,1405,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,88,0,"older","AssocMemFirst",1,118,1303,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,89,0,"older","AssocMemFirst",12,288,2580,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,90,0,"older","AssocMemFirst",1,2485,4527,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,91,0,"older","AssocMemFirst",1,373,1669,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,92,1,"older","AssocMemFirst",1,475,1425,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,93,0,"older","AssocMemFirst",1,239,1963,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,94,1,"older","AssocMemFirst",1,261,1961,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,95,1,"older","AssocMemFirst",12,401,982,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,96,0,"older","AssocMemFirst",1,60,1468,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,97,0,"older","AssocMemFirst",1,1721,1373,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,98,1,"older","AssocMemFirst",1,59,1175,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,99,1,"older","AssocMemFirst",10,681,3139,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,100,0,"older","AssocMemFirst",12,479,1929,"Include"
"ZSB2021_e1","ZSB2021_e1_15",2,101,1,"older","AssocMemFirst",12,91,975,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,38,1,"older","RecogFirst",9,2619,7217,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,39,1,"older","RecogFirst",10,1342,3061,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,40,1,"older","RecogFirst",5,1718,2779,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,41,1,"older","RecogFirst",9,1393,1548,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,42,1,"older","RecogFirst",10,1572,1492,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,43,1,"older","RecogFirst",10,1168,1280,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,44,1,"older","RecogFirst",8,927,3988,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,45,1,"older","RecogFirst",9,539,1917,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,46,1,"older","RecogFirst",10,1032,1480,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,47,1,"older","RecogFirst",10,722,1466,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,48,0,"older","RecogFirst",5,1266,3216,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,49,0,"older","RecogFirst",5,751,1946,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,50,0,"older","RecogFirst",5,630,1412,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,51,0,"older","RecogFirst",9,1319,1896,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,52,0,"older","RecogFirst",5,1301,4477,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,53,0,"older","RecogFirst",5,549,1636,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,54,0,"older","RecogFirst",9,563,3642,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,55,1,"older","RecogFirst",9,388,1576,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,56,1,"older","RecogFirst",10,394,1407,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,57,0,"older","RecogFirst",5,502,1653,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,58,1,"older","RecogFirst",10,304,1588,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,59,0,"older","RecogFirst",5,547,2350,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,60,1,"older","RecogFirst",9,252,2576,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,61,0,"older","RecogFirst",5,1564,1885,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,62,1,"older","RecogFirst",10,366,1737,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,63,0,"older","RecogFirst",5,509,4002,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,64,0,"older","RecogFirst",5,162,1500,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,65,0,"older","RecogFirst",5,65,1823,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,66,0,"older","RecogFirst",5,70,1370,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,67,0,"older","RecogFirst",5,68,1318,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,68,1,"older","RecogFirst",9,292,1860,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,69,0,"older","RecogFirst",9,210,1308,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,70,0,"older","RecogFirst",5,434,1341,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,71,1,"older","RecogFirst",9,368,1572,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,72,1,"older","RecogFirst",11,126,1412,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,73,0,"older","RecogFirst",11,4,1084,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,74,0,"older","RecogFirst",5,203,2558,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,75,0,"older","RecogFirst",5,100,1718,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,76,1,"older","RecogFirst",10,151,1354,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,77,1,"older","RecogFirst",10,152,1148,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,39,0,"older","RecogFirst",9,1641,6065,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,40,1,"older","RecogFirst",9,1351,1362,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,41,0,"older","RecogFirst",5,606,1812,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,42,0,"older","RecogFirst",9,3506,2833,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,43,1,"older","RecogFirst",9,1008,2681,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,44,0,"older","RecogFirst",5,946,1507,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,45,1,"older","RecogFirst",10,428,2335,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,46,1,"older","RecogFirst",10,550,1262,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,47,1,"older","RecogFirst",8,348,2276,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,48,0,"older","RecogFirst",4,597,1369,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,49,0,"older","RecogFirst",4,349,2560,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,50,0,"older","RecogFirst",4,256,1298,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,51,1,"older","RecogFirst",9,328,1305,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,52,1,"older","RecogFirst",9,252,1502,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,53,0,"older","RecogFirst",4,160,1381,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,54,1,"older","RecogFirst",9,1251,1525,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,55,0,"older","RecogFirst",4,111,1388,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,56,1,"older","RecogFirst",9,775,1038,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,57,0,"older","RecogFirst",4,240,1563,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,58,0,"older","RecogFirst",4,548,1393,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,59,0,"older","RecogFirst",4,66,1458,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,60,0,"older","RecogFirst",9,464,2122,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,61,1,"older","RecogFirst",9,415,929,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,62,1,"older","RecogFirst",9,404,1426,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,63,1,"older","RecogFirst",10,167,1254,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,64,0,"older","RecogFirst",4,179,1875,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,65,1,"older","RecogFirst",8,212,4943,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,66,0,"older","RecogFirst",4,126,1487,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,67,0,"older","RecogFirst",4,2,1532,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,68,1,"older","RecogFirst",9,380,1068,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,69,1,"older","RecogFirst",10,440,896,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,70,1,"older","RecogFirst",10,2,1457,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,71,0,"older","RecogFirst",4,121,1556,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,72,1,"older","RecogFirst",9,320,1055,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,73,0,"older","RecogFirst",3,160,1414,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,74,1,"older","RecogFirst",9,252,1676,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,75,1,"older","RecogFirst",4,43,1325,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,76,1,"older","RecogFirst",10,594,1740,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,77,0,"older","RecogFirst",10,142,1261,"Include"
"ZSB2021_e1","ZSB2021_e1_17",3,78,0,"older","RecogFirst",4,10,1883,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,40,1,"older","RecogFirst",9,1377,5065,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,41,1,"older","RecogFirst",9,501,2079,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,42,0,"older","RecogFirst",4,353,1732,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,43,1,"older","RecogFirst",9,283,2142,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,44,0,"older","RecogFirst",4,231,1979,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,45,0,"older","RecogFirst",4,193,1273,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,46,0,"older","RecogFirst",5,137,1548,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,47,1,"older","RecogFirst",4,122,1774,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,48,1,"older","RecogFirst",8,67,2192,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,49,1,"older","RecogFirst",8,2189,1035,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,50,0,"older","RecogFirst",4,103,2088,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,51,0,"older","RecogFirst",4,59,1542,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,52,1,"older","RecogFirst",8,413,2860,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,53,0,"older","RecogFirst",5,172,1959,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,54,1,"older","RecogFirst",9,36,1768,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,55,1,"older","RecogFirst",8,1928,1197,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,56,0,"older","RecogFirst",5,651,3158,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,57,0,"older","RecogFirst",5,160,1355,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,58,1,"older","RecogFirst",9,91,1701,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,59,1,"older","RecogFirst",4,58,1883,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,60,1,"older","RecogFirst",5,1857,1499,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,61,0,"older","RecogFirst",8,474,2866,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,62,0,"older","RecogFirst",5,72,1722,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,63,0,"older","RecogFirst",5,1469,1936,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,64,0,"older","RecogFirst",9,50,2157,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,65,0,"older","RecogFirst",4,293,2011,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,66,1,"older","RecogFirst",5,151,2429,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,67,1,"older","RecogFirst",9,1948,2059,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,68,1,"older","RecogFirst",9,504,1505,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,69,1,"older","RecogFirst",9,393,1207,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,70,1,"older","RecogFirst",9,1110,1437,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,71,1,"older","RecogFirst",9,257,1157,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,72,0,"older","RecogFirst",4,58,1674,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,73,0,"older","RecogFirst",4,510,1395,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,74,1,"older","RecogFirst",10,149,1477,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,75,0,"older","RecogFirst",9,220,2209,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,76,1,"older","RecogFirst",9,373,1286,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,77,0,"older","RecogFirst",4,271,1737,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,78,0,"older","RecogFirst",4,391,1063,"Include"
"ZSB2021_e1","ZSB2021_e1_17",1,79,0,"older","RecogFirst",4,355,1067,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,42,1,"older","RecogFirst",9,2021,3786,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,43,1,"older","RecogFirst",9,512,1047,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,44,0,"older","RecogFirst",4,879,2271,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,45,1,"older","RecogFirst",9,513,1399,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,46,1,"older","RecogFirst",9,507,1008,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,47,1,"older","RecogFirst",10,134,1561,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,48,1,"older","RecogFirst",9,376,2147,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,49,0,"older","RecogFirst",4,455,1388,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,50,0,"older","RecogFirst",4,175,1504,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,51,0,"older","RecogFirst",4,147,1075,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,52,1,"older","RecogFirst",9,136,1272,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,53,1,"older","RecogFirst",9,645,885,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,54,1,"older","RecogFirst",9,425,1782,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,55,1,"older","RecogFirst",10,640,1347,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,56,0,"older","RecogFirst",4,1181,2193,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,57,0,"older","RecogFirst",4,469,953,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,58,1,"older","RecogFirst",9,406,1861,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,59,1,"older","RecogFirst",10,917,953,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,60,1,"older","RecogFirst",9,351,1987,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,61,1,"older","RecogFirst",10,504,963,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,62,0,"older","RecogFirst",4,322,1383,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,63,0,"older","RecogFirst",4,384,1080,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,64,1,"older","RecogFirst",10,344,1163,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,65,0,"older","RecogFirst",4,320,1197,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,66,0,"older","RecogFirst",4,328,1422,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,67,1,"older","RecogFirst",11,750,2070,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,68,0,"older","RecogFirst",4,467,1051,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,69,0,"older","RecogFirst",4,250,1099,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,70,0,"older","RecogFirst",4,376,747,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,71,0,"older","RecogFirst",4,350,1028,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,72,1,"older","RecogFirst",10,392,931,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,73,1,"older","RecogFirst",11,249,1515,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,74,0,"older","RecogFirst",4,375,1355,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,75,0,"older","RecogFirst",4,500,1051,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,76,1,"older","RecogFirst",10,40,1531,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,77,0,"older","RecogFirst",4,295,945,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,78,0,"older","RecogFirst",4,27,942,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,79,0,"older","RecogFirst",4,127,1021,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,80,1,"older","RecogFirst",10,947,1341,"Include"
"ZSB2021_e1","ZSB2021_e1_17",2,81,0,"older","RecogFirst",4,457,1832,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,58,1,"older","AssocMemFirst",3,5110,8045,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,59,0,"older","AssocMemFirst",2,341,2253,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,60,1,"older","AssocMemFirst",12,239,3355,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,61,0,"older","AssocMemFirst",1,297,2449,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,62,1,"older","AssocMemFirst",1,4019,1817,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,63,1,"older","AssocMemFirst",11,1840,2781,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,64,0,"older","AssocMemFirst",1,43,3033,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,65,1,"older","AssocMemFirst",2,55,2804,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,66,0,"older","AssocMemFirst",1,100,1959,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,67,1,"older","AssocMemFirst",3,741,4603,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,68,0,"older","AssocMemFirst",1,11,2051,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,69,1,"older","AssocMemFirst",1,871,1654,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,70,1,"older","AssocMemFirst",12,133,2503,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,71,0,"older","AssocMemFirst",1,679,2363,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,72,0,"older","AssocMemFirst",12,229,3135,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,73,0,"older","AssocMemFirst",1,592,2231,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,74,1,"older","AssocMemFirst",12,281,1731,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,75,1,"older","AssocMemFirst",12,177,1857,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,76,1,"older","AssocMemFirst",2,448,3205,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,77,0,"older","AssocMemFirst",1,377,2473,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,78,0,"older","AssocMemFirst",1,1325,1685,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,79,1,"older","AssocMemFirst",12,631,3563,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,80,1,"older","AssocMemFirst",2,368,2913,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,81,0,"older","AssocMemFirst",1,287,4204,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,82,0,"older","AssocMemFirst",2,892,2726,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,83,1,"older","AssocMemFirst",9,879,7795,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,84,0,"older","AssocMemFirst",10,133,4503,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,85,0,"older","AssocMemFirst",2,326,2195,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,86,0,"older","AssocMemFirst",2,59,3292,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,87,1,"older","AssocMemFirst",2,438,1828,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,88,0,"older","AssocMemFirst",2,407,2871,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,89,0,"older","AssocMemFirst",1,353,1482,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,90,0,"older","AssocMemFirst",1,347,1750,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,91,1,"older","AssocMemFirst",11,210,5416,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,92,0,"older","AssocMemFirst",1,717,1653,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,93,1,"older","AssocMemFirst",11,325,2819,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,94,1,"older","AssocMemFirst",1,419,2075,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,95,1,"older","AssocMemFirst",11,446,3453,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,96,1,"older","AssocMemFirst",12,370,2799,"Include"
"ZSB2021_e1","ZSB2021_e1_21",2,97,0,"older","AssocMemFirst",2,230,5478,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,58,1,"older","AssocMemFirst",12,2411,2484,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,59,0,"older","AssocMemFirst",1,543,2638,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,60,0,"older","AssocMemFirst",1,356,1477,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,61,0,"older","AssocMemFirst",1,347,1617,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,62,0,"older","AssocMemFirst",3,479,4313,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,63,0,"older","AssocMemFirst",3,484,2759,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,64,0,"older","AssocMemFirst",2,2349,1427,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,65,1,"older","AssocMemFirst",12,367,2146,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,66,1,"older","AssocMemFirst",11,265,3331,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,67,1,"older","AssocMemFirst",12,440,2289,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,68,1,"older","AssocMemFirst",12,336,1330,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,69,1,"older","AssocMemFirst",12,330,1549,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,70,0,"older","AssocMemFirst",1,332,1576,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,71,1,"older","AssocMemFirst",12,350,1553,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,72,1,"older","AssocMemFirst",12,361,2506,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,73,1,"older","AssocMemFirst",12,303,1446,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,74,1,"older","AssocMemFirst",12,295,2662,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,75,0,"older","AssocMemFirst",1,522,1574,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,76,0,"older","AssocMemFirst",1,218,1608,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,77,1,"older","AssocMemFirst",12,330,1525,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,78,0,"older","AssocMemFirst",11,708,2985,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,79,0,"older","AssocMemFirst",3,296,5139,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,80,0,"older","AssocMemFirst",10,422,3911,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,81,1,"older","AssocMemFirst",12,298,1408,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,82,1,"older","AssocMemFirst",12,352,1705,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,83,0,"older","AssocMemFirst",12,328,1973,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,84,0,"older","AssocMemFirst",2,413,4310,"Include"
"ZSB2021_e1","ZSB2021_e1_21",3,85,1,"older","AssocMemFirst",12,344,2064,"Include"
