"exp","id","condition1","block","trial","isold","rating","RT","excluding"
"JCM2019_e1","JCM2019_e1_24","Old85",1,52,1,2,3306,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,53,1,6,894,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,54,1,2,2561,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,55,0,6,1091,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,56,1,6,800,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,57,1,5,4296,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,58,1,2,1220,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,59,1,2,1635,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,60,1,6,2913,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,61,1,6,638,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,62,1,5,1550,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,63,1,6,896,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,64,1,6,721,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,65,1,6,1205,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,66,1,6,671,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,67,1,6,681,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,68,0,2,2988,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,69,0,2,2747,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,70,1,2,902,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,71,1,6,759,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,72,1,6,2056,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,73,1,6,2208,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,74,1,5,3551,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,75,1,6,848,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,76,0,5,1581,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,77,1,6,2362,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,78,1,5,2817,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,79,1,6,2959,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,80,1,6,1042,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,81,0,6,640,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,82,1,6,1150,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,83,1,6,806,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,84,1,6,707,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,85,1,6,2510,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,86,1,6,736,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,87,1,6,1372,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,88,0,2,1491,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,89,1,5,3638,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,90,1,6,898,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,91,0,5,4467,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,92,0,2,1569,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,93,1,6,754,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,94,1,3,2874,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,95,1,6,963,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,96,1,2,4381,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,97,1,6,768,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,98,1,6,689,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,99,1,6,971,"Include"
"JCM2019_e1","JCM2019_e1_24","Old85",1,100,1,2,1854,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,1,0,2,2226,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,2,1,6,902,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,3,1,6,857,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,4,1,6,847,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,5,1,6,725,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,6,0,2,970,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,7,0,2,8850,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,8,0,2,2040,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,9,0,1,1260,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,10,1,6,2079,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,11,1,6,1387,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,12,0,2,4461,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,13,1,6,896,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,14,1,6,1584,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,15,0,1,1279,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,16,1,6,1020,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,17,0,5,5468,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,18,1,6,912,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,19,1,2,2723,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,20,1,6,912,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,21,0,1,2348,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,22,1,6,952,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,23,0,5,1403,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,24,0,1,1533,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,25,0,2,1668,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,26,0,2,1739,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,27,1,6,2127,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,28,0,1,1024,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,29,1,6,1032,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,30,1,5,2453,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,31,1,6,737,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,32,1,6,3733,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,33,1,2,2576,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,34,1,6,1056,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,35,1,6,687,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,36,1,6,787,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,37,0,2,973,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,38,1,1,2903,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,39,1,6,1109,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,40,0,1,1433,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,41,1,1,1385,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,42,0,2,2639,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,43,1,2,6883,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,44,1,6,908,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,45,1,5,3182,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,46,0,2,992,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,47,1,5,8484,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,48,1,5,1742,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,49,0,2,1403,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,50,1,6,718,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,51,1,2,1276,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,52,1,6,656,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,53,1,6,1660,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,54,1,6,802,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,55,1,1,2636,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,56,1,6,1403,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,57,1,6,647,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,58,1,6,680,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,59,0,3,1279,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,60,1,6,4250,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,61,1,6,593,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,62,1,6,1124,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,63,0,1,1240,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,64,0,6,6327,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,65,1,6,710,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,66,1,5,2660,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,67,0,6,652,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,68,0,1,1219,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,69,0,6,1571,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,70,1,2,1281,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,71,1,6,1800,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,72,0,1,1560,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,73,0,1,1557,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,74,1,6,671,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,75,1,6,717,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,76,1,6,618,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,77,1,6,1484,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,78,1,5,3777,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,79,0,1,1484,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,80,1,6,1504,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,81,1,6,685,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,82,1,6,765,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,83,0,1,1159,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,84,1,6,1009,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,85,1,6,1287,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,86,1,5,1690,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,87,1,1,1133,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,88,0,1,1850,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,89,1,6,6243,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,90,1,5,1275,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,91,1,6,709,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,92,0,1,1258,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,93,0,1,2116,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,94,1,6,1079,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,95,0,1,4323,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,96,0,1,1344,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,97,1,6,883,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,98,1,6,729,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,99,1,6,764,"Include"
"JCM2019_e1","JCM2019_e1_24","Old65",2,100,0,1,1102,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,1,1,5,1710,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,2,0,6,1525,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,3,0,1,1654,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,4,1,6,1653,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,5,1,1,1173,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,6,1,6,843,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,7,1,1,1433,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,8,1,6,2134,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,9,0,1,2383,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,10,0,1,990,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,11,0,1,1821,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,12,1,5,1707,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,13,0,1,1723,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,14,0,1,1140,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,15,1,6,10832,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,16,1,6,993,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,17,1,6,1352,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,18,1,1,1170,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,19,1,6,804,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,20,0,6,661,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,21,1,1,2694,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,22,0,6,817,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,23,1,5,4224,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,24,1,6,829,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,25,1,5,777,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,26,1,6,944,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,27,1,6,927,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,28,0,5,2999,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,29,1,6,1418,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,30,1,6,737,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,31,1,6,1090,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,32,1,6,771,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,33,0,1,956,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,34,0,2,1648,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,35,1,5,1433,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,36,1,6,842,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,37,0,5,4716,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,38,0,1,1367,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,39,0,6,3089,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,40,1,6,847,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,41,0,6,2310,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,42,0,6,2529,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,43,1,6,2063,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,44,1,5,1651,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,45,0,1,4752,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,46,1,5,1026,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,47,0,2,1185,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,48,0,6,1008,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,49,0,1,3309,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,50,0,1,1191,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,51,0,1,2674,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,52,0,1,3603,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,53,1,1,1937,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,54,0,1,1692,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,55,0,6,6824,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,56,0,6,1888,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,57,0,6,799,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,58,1,6,4279,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,59,1,6,2453,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,60,0,1,1467,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,61,1,6,1031,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,62,0,1,1103,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,63,0,1,3533,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,64,1,1,1048,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,65,0,1,5390,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,66,1,6,2310,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,67,0,1,1272,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,68,1,6,991,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,69,1,6,733,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,70,0,5,1544,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,71,0,2,5837,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,72,1,6,1229,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,73,0,2,1037,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,74,0,5,2163,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,75,1,6,1310,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,76,0,2,2569,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,77,1,6,1211,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,78,0,2,2157,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,79,1,6,817,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,80,1,6,1084,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,81,0,2,2588,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,82,1,6,1441,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,83,0,1,2385,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,84,0,1,2507,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,85,1,6,802,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,86,0,1,3240,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,87,0,1,1366,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,88,1,1,1640,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,89,1,6,3959,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,90,0,6,1580,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,91,0,6,1041,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,92,0,5,920,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,93,0,1,1771,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,94,1,6,768,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,95,1,6,886,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,96,0,1,1067,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,97,1,1,870,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,98,1,6,1551,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,99,1,6,849,"Include"
"JCM2019_e1","JCM2019_e1_24","Old50",3,100,0,1,920,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,1,1,6,3515,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,2,0,1,1561,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,3,0,5,5322,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,4,0,5,2091,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,5,0,2,2685,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,6,0,2,1128,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,7,0,2,1216,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,8,0,2,1480,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,9,0,2,7362,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,10,1,2,2035,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,11,1,6,915,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,12,0,6,1991,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,13,1,1,10721,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,14,0,6,975,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,15,0,5,8897,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,16,0,1,1471,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,17,1,6,799,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,18,1,5,1449,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,19,0,1,1048,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,20,1,6,751,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,21,1,5,2392,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,22,1,1,3273,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,23,1,6,1227,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,24,1,6,1290,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,25,1,5,2269,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,26,0,2,6432,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,27,0,2,1522,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,28,0,2,1718,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,29,0,1,6067,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,30,0,1,4548,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,31,0,2,1822,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,32,1,2,2694,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,33,1,5,3848,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,34,0,1,2766,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,35,1,2,5237,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,36,0,2,1931,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,37,1,2,1231,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,38,0,1,1283,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,39,1,6,1067,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,40,0,1,1222,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,41,0,6,1006,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,42,0,6,3310,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,43,0,1,2799,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,44,0,6,5710,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,45,0,6,996,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,46,1,1,2070,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,47,0,5,2485,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,48,0,1,1960,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,49,1,6,1003,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,50,1,6,1169,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,51,0,2,865,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,52,0,6,1587,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,53,0,1,1068,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,54,0,1,807,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,55,1,6,1219,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,56,0,1,2034,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,57,0,1,1049,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,58,0,1,1768,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,59,1,1,777,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,60,1,5,1585,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,61,1,6,1170,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,62,0,1,1117,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,63,0,2,5152,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,64,0,2,3854,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,65,1,6,918,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,66,1,6,816,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,67,0,1,839,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,68,0,6,946,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,69,0,2,1523,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,70,0,1,1506,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,71,1,6,1121,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,72,0,1,1246,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,73,0,2,1461,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,74,0,1,1081,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,75,0,1,838,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,76,0,1,1277,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,77,1,5,2940,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,78,0,5,2527,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,79,1,6,1074,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,80,0,2,1574,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,81,0,2,2793,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,82,1,6,1017,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,83,0,2,1256,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,84,1,6,1222,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,85,1,2,1373,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,86,0,2,2668,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,87,0,6,930,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,88,1,6,813,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,89,0,2,1128,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,90,0,5,4901,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,91,0,5,2185,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,92,0,2,978,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,93,0,2,7136,"Include"
"JCM2019_e1","JCM2019_e1_24","Old35",4,94,0,1,1712,"Include"
