"exp","id","condition1","block","trial","isold","rating","RT","excluding"
"JCM2019_e1","JCM2019_e1_8","Old85",1,53,1,6,931,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,54,1,2,1340,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,55,1,2,1478,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,56,0,2,1048,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,57,1,6,1043,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,58,1,6,877,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,59,1,6,787,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,60,0,2,1161,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,61,1,5,1005,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,62,1,6,945,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,63,1,2,871,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,64,1,2,1479,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,65,1,6,977,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,66,1,6,767,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,67,1,2,1663,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,68,0,5,688,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,69,1,6,1115,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,70,1,6,941,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,71,1,2,1100,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,72,1,5,1154,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,73,1,5,1464,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,74,1,5,767,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,75,1,5,818,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,76,1,2,1428,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,77,1,2,2763,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,78,1,6,746,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,79,1,6,536,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,80,0,2,928,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,81,1,6,712,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,82,1,6,562,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,83,1,2,953,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,84,1,3,1066,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,85,1,6,1526,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,86,1,5,1951,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,87,1,2,961,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,88,1,6,832,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,89,1,6,583,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,90,1,2,633,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,91,1,6,1116,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,92,1,6,1286,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,93,1,6,649,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,94,1,6,647,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,95,1,2,821,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,96,1,5,567,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,97,1,6,1323,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,98,1,6,533,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,99,0,6,657,"Include"
"JCM2019_e1","JCM2019_e1_8","Old85",1,100,1,6,813,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,1,0,6,757,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,2,1,6,1262,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,3,0,1,810,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,4,1,5,907,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,5,1,2,1559,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,6,1,6,675,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,7,1,6,815,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,8,1,2,903,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,9,1,5,1652,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,10,1,5,682,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,11,1,6,663,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,12,1,5,436,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,13,1,6,1328,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,14,0,2,1251,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,15,1,6,913,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,16,0,6,1061,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,17,0,5,732,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,18,0,6,1042,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,19,1,5,1935,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,20,0,1,1305,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,21,0,2,855,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,22,0,2,757,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,23,0,1,749,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,24,0,5,1127,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,25,1,1,1108,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,26,1,6,1744,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,27,0,1,1129,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,28,1,5,1120,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,29,1,6,1032,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,30,0,5,861,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,31,1,2,1027,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,32,1,6,852,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,33,1,6,791,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,34,1,6,792,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,35,1,5,1353,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,36,1,6,827,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,37,0,1,1224,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,38,1,6,945,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,39,1,6,700,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,40,1,5,1074,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,41,1,6,915,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,42,1,6,952,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,43,0,5,786,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,44,1,6,870,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,45,0,5,1372,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,46,0,6,814,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,47,1,6,1106,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,48,1,4,910,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,49,1,6,1740,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,50,1,6,1751,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,51,1,2,1948,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,52,1,6,1960,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,53,1,6,1235,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,54,0,2,1003,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,55,1,2,1150,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,56,1,1,853,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,57,0,1,1517,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,58,0,1,1028,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,59,1,6,3043,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,60,1,6,837,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,61,1,6,724,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,62,0,2,912,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,63,1,5,1542,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,64,1,1,909,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,65,0,1,1421,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,66,1,5,872,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,67,1,2,1292,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,68,1,6,747,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,69,0,1,1452,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,70,0,6,2824,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,71,1,6,758,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,72,1,6,774,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,73,0,5,1625,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,74,1,1,1373,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,75,1,2,1372,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,76,1,6,958,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,77,0,6,933,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,78,1,2,1056,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,79,0,6,1458,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,80,1,6,953,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,81,0,2,1144,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,82,1,6,870,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,83,0,6,1484,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,84,0,1,1136,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,85,1,6,1825,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,86,1,1,1033,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,87,1,6,741,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,88,1,1,752,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,89,0,6,2314,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,90,0,2,983,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,91,1,2,1824,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,92,1,6,1335,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,93,0,2,2067,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,94,1,2,1239,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,95,1,6,1045,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,96,0,2,842,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,97,1,6,871,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,98,1,6,693,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,99,0,2,1748,"Include"
"JCM2019_e1","JCM2019_e1_8","Old65",2,100,1,6,1454,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,1,1,2,1274,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,2,1,6,936,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,3,0,2,828,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,4,1,2,1044,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,5,1,2,1097,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,6,1,6,914,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,7,1,6,916,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,8,1,6,680,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,9,0,1,1399,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,10,0,1,991,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,11,0,6,954,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,12,1,2,904,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,13,0,6,1020,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,14,1,2,889,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,15,0,1,1445,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,16,1,6,1046,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,17,0,6,813,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,18,1,5,1692,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,19,0,1,999,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,20,0,1,839,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,21,1,2,1191,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,22,1,5,1081,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,23,0,2,1064,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,24,0,2,1569,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,25,1,2,941,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,26,1,6,790,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,27,1,6,990,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,28,0,1,934,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,29,0,2,1042,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,30,1,6,956,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,31,0,2,1284,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,32,0,1,1336,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,33,1,2,1647,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,34,1,6,843,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,35,0,2,1193,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,36,1,5,1256,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,37,1,1,790,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,38,0,2,1295,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,39,0,2,3372,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,40,0,6,2183,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,41,0,5,1366,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,42,0,2,1126,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,43,0,1,1008,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,44,1,1,931,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,45,0,2,1254,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,46,0,2,1000,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,47,1,6,943,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,48,0,2,865,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,49,0,6,897,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,50,0,2,766,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,51,0,2,1484,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,52,0,1,1652,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,53,1,6,968,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,54,1,1,1859,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,55,1,6,1657,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,56,0,2,1010,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,57,0,6,1442,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,58,0,1,1705,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,59,0,6,1036,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,60,0,1,759,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,61,0,1,1013,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,62,1,2,1239,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,63,1,6,1918,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,64,1,2,866,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,65,1,6,1593,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,66,1,6,835,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,67,0,2,1428,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,68,1,6,880,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,69,0,1,712,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,70,1,2,972,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,71,1,6,804,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,72,0,2,1044,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,73,1,6,1076,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,74,0,2,858,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,75,1,2,797,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,76,1,6,1206,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,77,0,2,637,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,78,0,6,819,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,79,0,6,921,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,80,1,2,661,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,81,1,2,915,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,82,1,6,876,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,83,1,6,783,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,84,1,6,1227,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,85,0,1,1003,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,86,0,2,891,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,87,1,6,1129,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,88,1,2,701,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,89,1,1,751,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,90,0,2,671,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,91,0,1,796,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,92,0,1,890,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,93,1,1,674,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,94,0,2,1124,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,95,0,5,494,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,96,1,1,839,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,97,0,2,843,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,98,1,3,846,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,99,1,6,910,"Include"
"JCM2019_e1","JCM2019_e1_8","Old50",3,100,1,1,724,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,1,0,1,1116,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,2,1,1,826,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,3,0,2,1079,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,4,1,6,762,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,5,1,6,781,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,6,0,6,844,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,7,1,6,691,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,8,0,5,1041,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,9,1,6,625,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,10,0,5,976,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,11,0,5,1202,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,12,1,2,826,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,13,1,6,817,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,14,0,2,969,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,15,0,1,1441,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,16,1,6,1049,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,17,1,6,574,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,18,0,6,1153,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,19,0,1,783,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,20,1,5,1425,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,21,1,2,912,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,22,1,1,1060,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,23,1,1,813,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,24,0,1,684,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,25,0,1,1265,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,26,0,6,612,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,27,1,6,763,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,28,0,2,758,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,29,1,5,896,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,30,0,5,972,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,31,1,6,729,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,32,1,5,1190,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,33,1,1,972,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,34,0,1,1105,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,35,0,1,1138,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,36,1,6,904,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,37,0,1,745,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,38,1,1,2502,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,39,0,1,1646,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,40,0,2,2068,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,41,0,2,936,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,42,1,6,875,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,43,0,5,939,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,44,0,5,1597,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,45,0,5,939,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,46,1,1,953,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,47,0,2,1722,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,48,0,2,1001,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,49,0,2,1091,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,50,0,2,1030,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,51,0,2,1195,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,52,0,2,676,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,53,1,6,745,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,54,0,5,850,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,55,0,2,969,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,56,1,6,757,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,57,0,2,1013,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,58,1,6,1114,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,59,1,2,2119,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,60,0,6,1081,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,61,0,1,1774,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,62,1,2,918,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,63,0,2,735,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,64,0,1,1280,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,65,0,5,2628,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,66,0,1,988,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,67,0,1,1017,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,68,0,6,1425,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,69,1,6,650,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,70,0,6,992,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,71,1,6,664,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,72,0,1,927,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,73,1,6,666,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,74,0,1,1080,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,75,0,1,1074,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,76,1,2,1158,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,77,0,3,1604,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,78,0,3,1306,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,79,0,1,785,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,80,1,2,1476,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,81,0,1,955,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,82,0,1,886,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,83,0,1,1444,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,84,0,1,1005,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,85,0,2,1014,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,86,0,2,936,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,87,0,2,1026,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,88,0,2,839,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,89,1,6,1015,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,90,1,6,733,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,91,0,2,1729,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,92,0,2,1091,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,93,0,2,1297,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,94,0,2,678,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,95,0,1,1467,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,96,0,1,680,"Include"
"JCM2019_e1","JCM2019_e1_8","Old35",4,97,0,1,742,"Include"
