"exp","id","trial","isold","condition1","rating","RT","excluding"
"HUW2015_e1","HUW2015_e1_26",1,0,"JudgeOldness",2,1637.382495,"Include"
"HUW2015_e1","HUW2015_e1_26",2,1,"JudgeOldness",3,1746.629722,"Include"
"HUW2015_e1","HUW2015_e1_26",3,0,"JudgeOldness",3,1577.067221,"Include"
"HUW2015_e1","HUW2015_e1_26",4,1,"JudgeOldness",2,1926.720875,"Include"
"HUW2015_e1","HUW2015_e1_26",5,1,"JudgeOldness",2,1341.02332,"Include"
"HUW2015_e1","HUW2015_e1_26",6,0,"JudgeOldness",2,1219.733203,"Include"
"HUW2015_e1","HUW2015_e1_26",7,0,"JudgeOldness",4,2242.654664,"Include"
"HUW2015_e1","HUW2015_e1_26",8,1,"JudgeOldness",5,1671.837661,"Include"
"HUW2015_e1","HUW2015_e1_26",9,1,"JudgeOldness",5,1580.205211,"Include"
"HUW2015_e1","HUW2015_e1_26",10,1,"JudgeOldness",4,2315.374742,"Include"
"HUW2015_e1","HUW2015_e1_26",11,0,"JudgeOldness",2,1784.387992,"Include"
"HUW2015_e1","HUW2015_e1_26",12,1,"JudgeOldness",1,2247.230327,"Include"
"HUW2015_e1","HUW2015_e1_26",13,1,"JudgeOldness",5,1365.620248,"Include"
"HUW2015_e1","HUW2015_e1_26",14,0,"JudgeOldness",1,2738.187113,"Include"
"HUW2015_e1","HUW2015_e1_26",15,0,"JudgeOldness",5,1567.773154,"Include"
"HUW2015_e1","HUW2015_e1_26",16,0,"JudgeOldness",1,1676.14324,"Include"
"HUW2015_e1","HUW2015_e1_26",17,1,"JudgeOldness",5,922.470589,"Include"
"HUW2015_e1","HUW2015_e1_26",18,0,"JudgeOldness",3,2193.117338,"Include"
"HUW2015_e1","HUW2015_e1_26",19,0,"JudgeOldness",1,1395.92909,"Include"
"HUW2015_e1","HUW2015_e1_26",20,0,"JudgeOldness",5,1482.252121,"Include"
"HUW2015_e1","HUW2015_e1_26",21,1,"JudgeOldness",1,1350.90977,"Include"
"HUW2015_e1","HUW2015_e1_26",22,0,"JudgeOldness",2,1894.045885,"Include"
"HUW2015_e1","HUW2015_e1_26",23,1,"JudgeOldness",4,1994.138972,"Include"
"HUW2015_e1","HUW2015_e1_26",24,1,"JudgeOldness",3,2086.195565,"Include"
"HUW2015_e1","HUW2015_e1_26",25,0,"JudgeOldness",1,1316.774471,"Include"
"HUW2015_e1","HUW2015_e1_26",26,1,"JudgeOldness",4,2810.082296,"Include"
"HUW2015_e1","HUW2015_e1_26",27,1,"JudgeOldness",5,2560.652924,"Include"
"HUW2015_e1","HUW2015_e1_26",28,1,"JudgeOldness",3,2709.292464,"Include"
"HUW2015_e1","HUW2015_e1_26",29,0,"JudgeOldness",1,2492.670756,"Include"
"HUW2015_e1","HUW2015_e1_26",30,1,"JudgeOldness",5,1425.5334,"Include"
"HUW2015_e1","HUW2015_e1_26",31,1,"JudgeOldness",5,967.703457,"Include"
"HUW2015_e1","HUW2015_e1_26",32,0,"JudgeOldness",1,2077.178459,"Include"
"HUW2015_e1","HUW2015_e1_26",33,1,"JudgeOldness",5,1857.693428,"Include"
"HUW2015_e1","HUW2015_e1_26",34,1,"JudgeOldness",2,1815.199624,"Include"
"HUW2015_e1","HUW2015_e1_26",35,0,"JudgeOldness",1,2933.86189,"Include"
"HUW2015_e1","HUW2015_e1_26",36,1,"JudgeOldness",1,1474.805557,"Include"
"HUW2015_e1","HUW2015_e1_26",37,1,"JudgeOldness",5,1487.604474,"Include"
"HUW2015_e1","HUW2015_e1_26",38,0,"JudgeOldness",2,2477.907972,"Include"
"HUW2015_e1","HUW2015_e1_26",39,1,"JudgeOldness",2,2124.333163,"Include"
"HUW2015_e1","HUW2015_e1_26",40,0,"JudgeOldness",4,2248.575139,"Include"
"HUW2015_e1","HUW2015_e1_26",41,0,"JudgeOldness",1,2213.034348,"Include"
"HUW2015_e1","HUW2015_e1_26",42,1,"JudgeOldness",4,2153.149173,"Include"
"HUW2015_e1","HUW2015_e1_26",43,1,"JudgeOldness",5,2816.384088,"Include"
"HUW2015_e1","HUW2015_e1_26",44,1,"JudgeOldness",4,1854.561594,"Include"
"HUW2015_e1","HUW2015_e1_26",45,1,"JudgeOldness",5,1525.183979,"Include"
"HUW2015_e1","HUW2015_e1_26",46,0,"JudgeOldness",1,2255.644112,"Include"
"HUW2015_e1","HUW2015_e1_26",47,0,"JudgeOldness",2,1734.588925,"Include"
"HUW2015_e1","HUW2015_e1_26",48,1,"JudgeOldness",1,2539.993929,"Include"
"HUW2015_e1","HUW2015_e1_26",49,0,"JudgeOldness",1,1618.876151,"Include"
"HUW2015_e1","HUW2015_e1_26",50,0,"JudgeOldness",5,2414.67725,"Include"
"HUW2015_e1","HUW2015_e1_26",51,0,"JudgeOldness",1,1923.643739,"Include"
"HUW2015_e1","HUW2015_e1_26",52,0,"JudgeOldness",1,1576.092772,"Include"
"HUW2015_e1","HUW2015_e1_26",53,1,"JudgeOldness",3,2830.377279,"Include"
"HUW2015_e1","HUW2015_e1_26",54,1,"JudgeOldness",3,1939.335676,"Include"
"HUW2015_e1","HUW2015_e1_26",55,0,"JudgeOldness",1,1416.87485,"Include"
"HUW2015_e1","HUW2015_e1_26",56,1,"JudgeOldness",5,1743.253255,"Include"
"HUW2015_e1","HUW2015_e1_26",57,0,"JudgeOldness",3,1957.534502,"Include"
"HUW2015_e1","HUW2015_e1_26",58,0,"JudgeOldness",2,1435.791656,"Include"
"HUW2015_e1","HUW2015_e1_26",59,0,"JudgeOldness",2,1553.719468,"Include"
"HUW2015_e1","HUW2015_e1_26",60,0,"JudgeOldness",2,1639.822117,"Include"
"HUW2015_e1","HUW2015_e1_26",61,0,"JudgeOldness",2,2152.290016,"Include"
"HUW2015_e1","HUW2015_e1_26",62,1,"JudgeOldness",4,1918.594931,"Include"
"HUW2015_e1","HUW2015_e1_26",63,1,"JudgeOldness",5,1498.326697,"Include"
"HUW2015_e1","HUW2015_e1_26",64,1,"JudgeOldness",3,2528.933236,"Include"
"HUW2015_e1","HUW2015_e1_26",65,1,"JudgeOldness",4,1895.131392,"Include"
"HUW2015_e1","HUW2015_e1_26",66,1,"JudgeOldness",5,3078.282002,"Include"
"HUW2015_e1","HUW2015_e1_26",67,1,"JudgeOldness",5,1338.179147,"Include"
"HUW2015_e1","HUW2015_e1_26",68,1,"JudgeOldness",2,1330.68768,"Include"
"HUW2015_e1","HUW2015_e1_26",69,1,"JudgeOldness",5,1222.593718,"Include"
"HUW2015_e1","HUW2015_e1_26",70,1,"JudgeOldness",4,2780.345103,"Include"
"HUW2015_e1","HUW2015_e1_26",71,1,"JudgeOldness",5,1899.467305,"Include"
"HUW2015_e1","HUW2015_e1_26",72,0,"JudgeOldness",1,1450.191174,"Include"
"HUW2015_e1","HUW2015_e1_26",73,0,"JudgeOldness",1,1505.110983,"Include"
"HUW2015_e1","HUW2015_e1_26",74,0,"JudgeOldness",1,1436.915389,"Include"
"HUW2015_e1","HUW2015_e1_26",75,0,"JudgeOldness",1,2576.587143,"Include"
"HUW2015_e1","HUW2015_e1_26",76,1,"JudgeOldness",4,2894.020051,"Include"
"HUW2015_e1","HUW2015_e1_26",77,0,"JudgeOldness",2,2035.389795,"Include"
"HUW2015_e1","HUW2015_e1_26",78,1,"JudgeOldness",4,2487.216152,"Include"
"HUW2015_e1","HUW2015_e1_26",79,1,"JudgeOldness",5,2347.931359,"Include"
"HUW2015_e1","HUW2015_e1_26",80,0,"JudgeOldness",1,2794.276517,"Include"
"HUW2015_e1","HUW2015_e1_26",81,0,"JudgeOldness",1,2095.898715,"Include"
"HUW2015_e1","HUW2015_e1_26",82,1,"JudgeOldness",1,1397.979264,"Include"
"HUW2015_e1","HUW2015_e1_26",83,1,"JudgeOldness",5,1316.605583,"Include"
"HUW2015_e1","HUW2015_e1_26",84,0,"JudgeOldness",3,3049.629427,"Include"
"HUW2015_e1","HUW2015_e1_26",85,0,"JudgeOldness",3,3096.155778,"Include"
"HUW2015_e1","HUW2015_e1_26",86,0,"JudgeOldness",1,1350.012688,"Include"
"HUW2015_e1","HUW2015_e1_26",87,1,"JudgeOldness",5,1788.175776,"Include"
"HUW2015_e1","HUW2015_e1_26",88,0,"JudgeOldness",2,2472.650346,"Include"
"HUW2015_e1","HUW2015_e1_26",89,0,"JudgeOldness",1,1415.562307,"Include"
"HUW2015_e1","HUW2015_e1_26",90,0,"JudgeOldness",2,2499.519151,"Include"
"HUW2015_e1","HUW2015_e1_26",91,1,"JudgeOldness",1,1274.606316,"Include"
"HUW2015_e1","HUW2015_e1_26",92,0,"JudgeOldness",1,2919.356483,"Include"
"HUW2015_e1","HUW2015_e1_26",93,1,"JudgeOldness",5,1958.260245,"Include"
"HUW2015_e1","HUW2015_e1_26",94,0,"JudgeOldness",5,1316.024016,"Include"
"HUW2015_e1","HUW2015_e1_26",95,1,"JudgeOldness",5,1362.461958,"Include"
"HUW2015_e1","HUW2015_e1_26",96,0,"JudgeOldness",5,1389.059018,"Include"
"HUW2015_e1","HUW2015_e1_26",97,1,"JudgeOldness",5,1562.806006,"Include"
"HUW2015_e1","HUW2015_e1_26",98,0,"JudgeOldness",1,1346.25868,"Include"
"HUW2015_e1","HUW2015_e1_26",99,0,"JudgeOldness",3,2192.569044,"Include"
"HUW2015_e1","HUW2015_e1_26",100,0,"JudgeOldness",2,2227.679477,"Include"
"HUW2015_e1","HUW2015_e1_26",101,0,"JudgeOldness",2,1915.136724,"Include"
"HUW2015_e1","HUW2015_e1_26",102,1,"JudgeOldness",1,2432.843139,"Include"
"HUW2015_e1","HUW2015_e1_26",103,1,"JudgeOldness",1,1336.879457,"Include"
"HUW2015_e1","HUW2015_e1_26",104,0,"JudgeOldness",4,2034.65462,"Include"
"HUW2015_e1","HUW2015_e1_26",105,0,"JudgeOldness",4,2040.695845,"Include"
"HUW2015_e1","HUW2015_e1_26",106,0,"JudgeOldness",3,1438.697726,"Include"
"HUW2015_e1","HUW2015_e1_26",107,1,"JudgeOldness",5,2457.966675,"Include"
"HUW2015_e1","HUW2015_e1_26",108,0,"JudgeOldness",5,1408.847035,"Include"
"HUW2015_e1","HUW2015_e1_26",109,1,"JudgeOldness",2,2079.692911,"Include"
"HUW2015_e1","HUW2015_e1_26",110,0,"JudgeOldness",1,1331.852764,"Include"
"HUW2015_e1","HUW2015_e1_26",111,1,"JudgeOldness",1,1939.116898,"Include"
"HUW2015_e1","HUW2015_e1_26",112,0,"JudgeOldness",1,1944.591993,"Include"
"HUW2015_e1","HUW2015_e1_26",113,0,"JudgeOldness",3,1558.109677,"Include"
"HUW2015_e1","HUW2015_e1_26",114,0,"JudgeOldness",2,1994.317941,"Include"
"HUW2015_e1","HUW2015_e1_26",115,1,"JudgeOldness",5,1624.198186,"Include"
"HUW2015_e1","HUW2015_e1_26",116,0,"JudgeOldness",1,2582.672924,"Include"
"HUW2015_e1","HUW2015_e1_26",117,1,"JudgeOldness",2,2093.004795,"Include"
"HUW2015_e1","HUW2015_e1_26",118,1,"JudgeOldness",5,1881.182762,"Include"
"HUW2015_e1","HUW2015_e1_26",119,1,"JudgeOldness",4,1725.891321,"Include"
"HUW2015_e1","HUW2015_e1_26",120,1,"JudgeOldness",3,1620.110622,"Include"
"HUW2015_e1","HUW2015_e1_26",121,0,"JudgeOldness",2,2024.844594,"Include"
"HUW2015_e1","HUW2015_e1_26",122,0,"JudgeOldness",2,1543.490742,"Include"
"HUW2015_e1","HUW2015_e1_26",123,0,"JudgeOldness",3,1923.748787,"Include"
"HUW2015_e1","HUW2015_e1_26",124,1,"JudgeOldness",5,1426.478282,"Include"
"HUW2015_e1","HUW2015_e1_26",125,1,"JudgeOldness",4,2904.400804,"Include"
"HUW2015_e1","HUW2015_e1_26",126,1,"JudgeOldness",5,2228.824565,"Include"
"HUW2015_e1","HUW2015_e1_26",127,0,"JudgeOldness",4,2308.350833,"Include"
"HUW2015_e1","HUW2015_e1_26",128,0,"JudgeOldness",1,1602.495093,"Include"
"HUW2015_e1","HUW2015_e1_26",129,0,"JudgeOldness",2,1568.166521,"Include"
"HUW2015_e1","HUW2015_e1_26",130,1,"JudgeOldness",3,2381.113279,"Include"
"HUW2015_e1","HUW2015_e1_26",131,1,"JudgeOldness",5,1434.99177,"Include"
"HUW2015_e1","HUW2015_e1_26",132,0,"JudgeOldness",1,2056.317083,"Include"
"HUW2015_e1","HUW2015_e1_26",133,0,"JudgeOldness",4,1829.571711,"Include"
"HUW2015_e1","HUW2015_e1_26",134,0,"JudgeOldness",4,2532.071685,"Include"
"HUW2015_e1","HUW2015_e1_26",135,1,"JudgeOldness",1,1929.770843,"Include"
"HUW2015_e1","HUW2015_e1_26",136,0,"JudgeOldness",2,1536.071132,"Include"
"HUW2015_e1","HUW2015_e1_26",137,0,"JudgeOldness",2,1318.781646,"Include"
"HUW2015_e1","HUW2015_e1_26",138,0,"JudgeOldness",3,1396.368542,"Include"
"HUW2015_e1","HUW2015_e1_26",139,0,"JudgeOldness",1,1802.253723,"Include"
"HUW2015_e1","HUW2015_e1_26",140,1,"JudgeOldness",4,1728.270806,"Include"
"HUW2015_e1","HUW2015_e1_26",141,0,"JudgeOldness",3,1197.503742,"Include"
"HUW2015_e1","HUW2015_e1_26",142,1,"JudgeOldness",3,2946.901865,"Include"
"HUW2015_e1","HUW2015_e1_26",143,0,"JudgeOldness",NA,0,"Exclude"
"HUW2015_e1","HUW2015_e1_26",144,0,"JudgeOldness",3,2933.148603,"Include"
"HUW2015_e1","HUW2015_e1_26",145,0,"JudgeOldness",2,1547.231557,"Include"
"HUW2015_e1","HUW2015_e1_26",146,1,"JudgeOldness",5,1239.610843,"Include"
"HUW2015_e1","HUW2015_e1_26",147,1,"JudgeOldness",5,1382.732724,"Include"
"HUW2015_e1","HUW2015_e1_26",148,0,"JudgeOldness",4,3043.815228,"Include"
"HUW2015_e1","HUW2015_e1_26",149,0,"JudgeOldness",2,2298.642966,"Include"
"HUW2015_e1","HUW2015_e1_26",150,0,"JudgeOldness",4,2062.3585,"Include"
"HUW2015_e1","HUW2015_e1_26",151,1,"JudgeOldness",3,2178.507158,"Include"
"HUW2015_e1","HUW2015_e1_26",152,1,"JudgeOldness",5,2134.887016,"Include"
"HUW2015_e1","HUW2015_e1_26",153,1,"JudgeOldness",3,2246.03343,"Include"
"HUW2015_e1","HUW2015_e1_26",154,1,"JudgeOldness",2,2132.362074,"Include"
"HUW2015_e1","HUW2015_e1_26",155,0,"JudgeOldness",2,2695.130719,"Include"
"HUW2015_e1","HUW2015_e1_26",156,1,"JudgeOldness",5,1189.236366,"Include"
"HUW2015_e1","HUW2015_e1_26",157,1,"JudgeOldness",4,1612.471277,"Include"
"HUW2015_e1","HUW2015_e1_26",158,1,"JudgeOldness",2,1362.045932,"Include"
"HUW2015_e1","HUW2015_e1_26",159,1,"JudgeOldness",5,1369.003246,"Include"
"HUW2015_e1","HUW2015_e1_26",160,1,"JudgeOldness",4,2383.280019,"Include"
"HUW2015_e1","HUW2015_e1_26",161,0,"JudgeOldness",4,2115.23237,"Include"
"HUW2015_e1","HUW2015_e1_26",162,0,"JudgeOldness",1,2928.450105,"Include"
"HUW2015_e1","HUW2015_e1_26",163,1,"JudgeOldness",5,1292.738444,"Include"
"HUW2015_e1","HUW2015_e1_26",164,0,"JudgeOldness",1,1371.680838,"Include"
"HUW2015_e1","HUW2015_e1_26",165,0,"JudgeOldness",1,1559.783507,"Include"
"HUW2015_e1","HUW2015_e1_26",166,1,"JudgeOldness",4,3173.219397,"Include"
"HUW2015_e1","HUW2015_e1_26",167,1,"JudgeOldness",5,1305.980861,"Include"
"HUW2015_e1","HUW2015_e1_26",168,1,"JudgeOldness",5,1527.607005,"Include"
"HUW2015_e1","HUW2015_e1_26",169,1,"JudgeOldness",5,1741.077056,"Include"
"HUW2015_e1","HUW2015_e1_26",170,0,"JudgeOldness",2,2043.721554,"Include"
"HUW2015_e1","HUW2015_e1_26",171,0,"JudgeOldness",2,1751.930067,"Include"
"HUW2015_e1","HUW2015_e1_26",172,1,"JudgeOldness",1,1774.893135,"Include"
"HUW2015_e1","HUW2015_e1_26",173,1,"JudgeOldness",4,3196.034652,"Include"
"HUW2015_e1","HUW2015_e1_26",174,0,"JudgeOldness",3,3018.57344,"Include"
"HUW2015_e1","HUW2015_e1_26",175,1,"JudgeOldness",3,1329.18767,"Include"
"HUW2015_e1","HUW2015_e1_26",176,1,"JudgeOldness",3,1911.520642,"Include"
"HUW2015_e1","HUW2015_e1_26",177,1,"JudgeOldness",4,1148.357639,"Include"
"HUW2015_e1","HUW2015_e1_26",178,0,"JudgeOldness",3,3311.762881,"Include"
"HUW2015_e1","HUW2015_e1_26",179,1,"JudgeOldness",2,1726.334414,"Include"
"HUW2015_e1","HUW2015_e1_26",180,0,"JudgeOldness",4,3795.911276,"Include"
"HUW2015_e1","HUW2015_e1_26",181,0,"JudgeOldness",1,2405.835059,"Include"
"HUW2015_e1","HUW2015_e1_26",182,0,"JudgeOldness",1,1484.007692,"Include"
"HUW2015_e1","HUW2015_e1_26",183,1,"JudgeOldness",1,1721.380509,"Include"
"HUW2015_e1","HUW2015_e1_26",184,0,"JudgeOldness",5,1645.462884,"Include"
"HUW2015_e1","HUW2015_e1_26",185,0,"JudgeOldness",3,2018.369992,"Include"
"HUW2015_e1","HUW2015_e1_26",186,0,"JudgeOldness",5,1438.908074,"Include"
"HUW2015_e1","HUW2015_e1_26",187,0,"JudgeOldness",5,1491.113303,"Include"
"HUW2015_e1","HUW2015_e1_26",188,0,"JudgeOldness",1,1368.93152,"Include"
"HUW2015_e1","HUW2015_e1_26",189,0,"JudgeOldness",1,1527.296123,"Include"
"HUW2015_e1","HUW2015_e1_26",190,0,"JudgeOldness",1,1748.427356,"Include"
"HUW2015_e1","HUW2015_e1_26",191,1,"JudgeOldness",5,2395.006575,"Include"
"HUW2015_e1","HUW2015_e1_26",192,0,"JudgeOldness",2,2697.569073,"Include"
"HUW2015_e1","HUW2015_e1_26",193,0,"JudgeOldness",3,1758.998392,"Include"
"HUW2015_e1","HUW2015_e1_26",194,1,"JudgeOldness",5,1644.327053,"Include"
"HUW2015_e1","HUW2015_e1_26",195,0,"JudgeOldness",2,2561.389796,"Include"
"HUW2015_e1","HUW2015_e1_26",196,0,"JudgeOldness",3,1855.580798,"Include"
"HUW2015_e1","HUW2015_e1_26",197,1,"JudgeOldness",3,2526.365363,"Include"
"HUW2015_e1","HUW2015_e1_26",198,0,"JudgeOldness",4,1540.147894,"Include"
"HUW2015_e1","HUW2015_e1_26",199,1,"JudgeOldness",4,2354.346061,"Include"
"HUW2015_e1","HUW2015_e1_26",200,0,"JudgeOldness",2,2512.283193,"Include"
"HUW2015_e1","HUW2015_e1_26",201,0,"JudgeOldness",1,1630.519065,"Include"
"HUW2015_e1","HUW2015_e1_26",202,1,"JudgeOldness",5,1859.67399,"Include"
"HUW2015_e1","HUW2015_e1_26",203,0,"JudgeOldness",4,1993.530101,"Include"
"HUW2015_e1","HUW2015_e1_26",204,0,"JudgeOldness",5,1670.861428,"Include"
"HUW2015_e1","HUW2015_e1_26",205,1,"JudgeOldness",5,1325.307425,"Include"
"HUW2015_e1","HUW2015_e1_26",206,0,"JudgeOldness",4,2001.157333,"Include"
"HUW2015_e1","HUW2015_e1_26",207,0,"JudgeOldness",4,1663.62487,"Include"
"HUW2015_e1","HUW2015_e1_26",208,0,"JudgeOldness",1,2493.450455,"Include"
"HUW2015_e1","HUW2015_e1_26",209,1,"JudgeOldness",5,1979.196093,"Include"
"HUW2015_e1","HUW2015_e1_26",210,1,"JudgeOldness",4,3304.935173,"Include"
"HUW2015_e1","HUW2015_e1_26",211,1,"JudgeOldness",4,1644.84065,"Include"
"HUW2015_e1","HUW2015_e1_26",212,0,"JudgeOldness",4,1610.598816,"Include"
"HUW2015_e1","HUW2015_e1_26",213,1,"JudgeOldness",5,1353.073269,"Include"
"HUW2015_e1","HUW2015_e1_26",214,0,"JudgeOldness",1,1501.661377,"Include"
"HUW2015_e1","HUW2015_e1_26",215,0,"JudgeOldness",1,2283.193218,"Include"
"HUW2015_e1","HUW2015_e1_26",216,1,"JudgeOldness",5,2158.453974,"Include"
"HUW2015_e1","HUW2015_e1_26",217,1,"JudgeOldness",4,1357.241846,"Include"
"HUW2015_e1","HUW2015_e1_26",218,0,"JudgeOldness",2,1874.721189,"Include"
"HUW2015_e1","HUW2015_e1_26",219,1,"JudgeOldness",5,2082.160416,"Include"
"HUW2015_e1","HUW2015_e1_26",220,1,"JudgeOldness",5,1351.487303,"Include"
"HUW2015_e1","HUW2015_e1_26",221,0,"JudgeOldness",2,1933.137716,"Include"
"HUW2015_e1","HUW2015_e1_26",222,0,"JudgeOldness",3,1632.769492,"Include"
"HUW2015_e1","HUW2015_e1_26",223,1,"JudgeOldness",5,1806.536875,"Include"
"HUW2015_e1","HUW2015_e1_26",224,1,"JudgeOldness",5,1811.607588,"Include"
"HUW2015_e1","HUW2015_e1_26",225,1,"JudgeOldness",5,1465.157893,"Include"
"HUW2015_e1","HUW2015_e1_26",226,0,"JudgeOldness",4,1984.118803,"Include"
"HUW2015_e1","HUW2015_e1_26",227,1,"JudgeOldness",3,2275.594261,"Include"
"HUW2015_e1","HUW2015_e1_26",228,1,"JudgeOldness",4,1817.745139,"Include"
"HUW2015_e1","HUW2015_e1_26",229,1,"JudgeOldness",4,3134.970142,"Include"
"HUW2015_e1","HUW2015_e1_26",230,1,"JudgeOldness",3,1676.304714,"Include"
"HUW2015_e1","HUW2015_e1_26",231,1,"JudgeOldness",5,1787.43475,"Include"
"HUW2015_e1","HUW2015_e1_26",232,1,"JudgeOldness",3,2025.771093,"Include"
"HUW2015_e1","HUW2015_e1_26",233,1,"JudgeOldness",2,2638.84091,"Include"
"HUW2015_e1","HUW2015_e1_26",234,1,"JudgeOldness",4,1684.577662,"Include"
"HUW2015_e1","HUW2015_e1_26",235,0,"JudgeOldness",2,1746.754026,"Include"
"HUW2015_e1","HUW2015_e1_26",236,1,"JudgeOldness",3,1376.864682,"Include"
"HUW2015_e1","HUW2015_e1_26",237,1,"JudgeOldness",5,1373.204517,"Include"
"HUW2015_e1","HUW2015_e1_26",238,1,"JudgeOldness",5,1963.92405,"Include"
"HUW2015_e1","HUW2015_e1_26",239,0,"JudgeOldness",4,1769.059675,"Include"
"HUW2015_e1","HUW2015_e1_26",240,1,"JudgeOldness",2,1542.771835,"Include"
"HUW2015_e1","HUW2015_e1_26",241,0,"JudgeOldness",2,2022.380994,"Include"
"HUW2015_e1","HUW2015_e1_26",242,0,"JudgeOldness",4,2861.393775,"Include"
"HUW2015_e1","HUW2015_e1_26",243,0,"JudgeOldness",2,1547.578628,"Include"
"HUW2015_e1","HUW2015_e1_26",244,0,"JudgeOldness",2,1392.807263,"Include"
"HUW2015_e1","HUW2015_e1_26",245,1,"JudgeOldness",4,2054.57733,"Include"
"HUW2015_e1","HUW2015_e1_26",246,0,"JudgeOldness",3,3060.146407,"Include"
"HUW2015_e1","HUW2015_e1_26",247,0,"JudgeOldness",1,1538.214917,"Include"
"HUW2015_e1","HUW2015_e1_26",248,1,"JudgeOldness",2,1592.624228,"Include"
"HUW2015_e1","HUW2015_e1_26",249,0,"JudgeOldness",2,1807.413804,"Include"
"HUW2015_e1","HUW2015_e1_26",250,1,"JudgeOldness",5,2164.314107,"Include"
"HUW2015_e1","HUW2015_e1_26",251,0,"JudgeOldness",1,1258.510131,"Include"
"HUW2015_e1","HUW2015_e1_26",252,0,"JudgeOldness",3,1136.264084,"Include"
"HUW2015_e1","HUW2015_e1_26",253,0,"JudgeOldness",2,2598.714493,"Include"
"HUW2015_e1","HUW2015_e1_26",254,0,"JudgeOldness",1,3300.978144,"Include"
"HUW2015_e1","HUW2015_e1_26",255,0,"JudgeOldness",2,1762.577325,"Include"
"HUW2015_e1","HUW2015_e1_26",256,1,"JudgeOldness",4,2424.65116,"Include"
"HUW2015_e1","HUW2015_e1_26",257,0,"JudgeOldness",2,2868.766785,"Include"
"HUW2015_e1","HUW2015_e1_26",258,1,"JudgeOldness",3,1906.055821,"Include"
"HUW2015_e1","HUW2015_e1_26",259,0,"JudgeOldness",1,1969.018228,"Include"
"HUW2015_e1","HUW2015_e1_26",260,0,"JudgeOldness",1,2558.207666,"Include"
"HUW2015_e1","HUW2015_e1_26",261,0,"JudgeOldness",2,1875.071507,"Include"
"HUW2015_e1","HUW2015_e1_26",262,0,"JudgeOldness",3,2321.446197,"Include"
"HUW2015_e1","HUW2015_e1_26",263,1,"JudgeOldness",5,2031.428051,"Include"
"HUW2015_e1","HUW2015_e1_26",264,0,"JudgeOldness",2,2553.767363,"Include"
"HUW2015_e1","HUW2015_e1_26",265,1,"JudgeOldness",5,3198.897678,"Include"
"HUW2015_e1","HUW2015_e1_26",266,0,"JudgeOldness",3,2555.949255,"Include"
"HUW2015_e1","HUW2015_e1_26",267,1,"JudgeOldness",2,2505.486954,"Include"
"HUW2015_e1","HUW2015_e1_26",268,1,"JudgeOldness",5,1399.966328,"Include"
"HUW2015_e1","HUW2015_e1_26",269,1,"JudgeOldness",3,3475.712132,"Include"
"HUW2015_e1","HUW2015_e1_26",270,1,"JudgeOldness",2,2950.259905,"Include"
"HUW2015_e1","HUW2015_e1_26",271,0,"JudgeOldness",5,1373.91408,"Include"
"HUW2015_e1","HUW2015_e1_26",272,1,"JudgeOldness",3,1507.412855,"Include"
"HUW2015_e1","HUW2015_e1_26",273,0,"JudgeOldness",2,2428.686445,"Include"
"HUW2015_e1","HUW2015_e1_26",274,1,"JudgeOldness",5,1520.733199,"Include"
"HUW2015_e1","HUW2015_e1_26",275,1,"JudgeOldness",2,1924.556884,"Include"
"HUW2015_e1","HUW2015_e1_26",276,1,"JudgeOldness",3,2162.975887,"Include"
"HUW2015_e1","HUW2015_e1_26",277,1,"JudgeOldness",3,1887.432792,"Include"
"HUW2015_e1","HUW2015_e1_26",278,0,"JudgeOldness",2,1622.545545,"Include"
"HUW2015_e1","HUW2015_e1_26",279,0,"JudgeOldness",4,2035.520876,"Include"
"HUW2015_e1","HUW2015_e1_26",280,1,"JudgeOldness",5,1954.468383,"Include"
"HUW2015_e1","HUW2015_e1_26",281,1,"JudgeOldness",5,1503.797393,"Include"
"HUW2015_e1","HUW2015_e1_26",282,1,"JudgeOldness",2,2524.376339,"Include"
"HUW2015_e1","HUW2015_e1_26",283,1,"JudgeOldness",3,2147.224491,"Include"
"HUW2015_e1","HUW2015_e1_26",284,1,"JudgeOldness",2,2016.735897,"Include"
"HUW2015_e1","HUW2015_e1_26",285,1,"JudgeOldness",4,2005.88202,"Include"
"HUW2015_e1","HUW2015_e1_26",286,0,"JudgeOldness",2,2731.41158,"Include"
"HUW2015_e1","HUW2015_e1_26",287,0,"JudgeOldness",1,1354.369792,"Include"
"HUW2015_e1","HUW2015_e1_26",288,1,"JudgeOldness",4,2029.690369,"Include"
"HUW2015_e1","HUW2015_e1_26",289,0,"JudgeOldness",4,1874.745302,"Include"
"HUW2015_e1","HUW2015_e1_26",290,1,"JudgeOldness",5,2233.179949,"Include"
"HUW2015_e1","HUW2015_e1_26",291,1,"JudgeOldness",5,1463.669467,"Include"
"HUW2015_e1","HUW2015_e1_26",292,1,"JudgeOldness",3,1964.483057,"Include"
"HUW2015_e1","HUW2015_e1_26",293,0,"JudgeOldness",2,2337.369862,"Include"
"HUW2015_e1","HUW2015_e1_26",294,1,"JudgeOldness",5,1415.943573,"Include"
"HUW2015_e1","HUW2015_e1_26",295,0,"JudgeOldness",3,2182.950907,"Include"
"HUW2015_e1","HUW2015_e1_26",296,1,"JudgeOldness",5,2344.731775,"Include"
"HUW2015_e1","HUW2015_e1_26",297,1,"JudgeOldness",5,1582.079391,"Include"
