"exp","id","trial","isold","condition1","rating","RT","excluding"
"HUW2015_e1","HUW2015_e1_31",171,1,"JudgeOldness",5,1767.154334,"Include"
"HUW2015_e1","HUW2015_e1_31",172,0,"JudgeOldness",1,2597.599652,"Include"
"HUW2015_e1","HUW2015_e1_31",173,0,"JudgeOldness",1,2787.177989,"Include"
"HUW2015_e1","HUW2015_e1_31",174,1,"JudgeOldness",2,2746.125976,"Include"
"HUW2015_e1","HUW2015_e1_31",175,0,"JudgeOldness",4,2615.970145,"Include"
"HUW2015_e1","HUW2015_e1_31",176,0,"JudgeOldness",3,2534.671545,"Include"
"HUW2015_e1","HUW2015_e1_31",177,0,"JudgeOldness",2,3897.811039,"Include"
"HUW2015_e1","HUW2015_e1_31",178,1,"JudgeOldness",2,2534.679726,"Include"
"HUW2015_e1","HUW2015_e1_31",179,0,"JudgeOldness",1,3045.704077,"Include"
"HUW2015_e1","HUW2015_e1_31",180,1,"JudgeOldness",4,3898.210423,"Include"
"HUW2015_e1","HUW2015_e1_31",181,1,"JudgeOldness",4,2373.230027,"Include"
"HUW2015_e1","HUW2015_e1_31",182,1,"JudgeOldness",1,2083.698366,"Include"
"HUW2015_e1","HUW2015_e1_31",183,0,"JudgeOldness",1,2487.669857,"Include"
"HUW2015_e1","HUW2015_e1_31",184,1,"JudgeOldness",5,2077.941732,"Include"
"HUW2015_e1","HUW2015_e1_31",185,1,"JudgeOldness",5,1698.546075,"Include"
"HUW2015_e1","HUW2015_e1_31",186,1,"JudgeOldness",4,1734.447724,"Include"
"HUW2015_e1","HUW2015_e1_31",187,1,"JudgeOldness",3,3122.836253,"Include"
"HUW2015_e1","HUW2015_e1_31",188,1,"JudgeOldness",5,1976.762875,"Include"
"HUW2015_e1","HUW2015_e1_31",189,1,"JudgeOldness",4,2352.39561,"Include"
"HUW2015_e1","HUW2015_e1_31",190,1,"JudgeOldness",4,2300.125119,"Include"
"HUW2015_e1","HUW2015_e1_31",191,0,"JudgeOldness",3,2162.58188,"Include"
"HUW2015_e1","HUW2015_e1_31",192,1,"JudgeOldness",5,2024.555155,"Include"
"HUW2015_e1","HUW2015_e1_31",193,1,"JudgeOldness",5,1726.139774,"Include"
"HUW2015_e1","HUW2015_e1_31",194,0,"JudgeOldness",2,2490.976332,"Include"
"HUW2015_e1","HUW2015_e1_31",195,1,"JudgeOldness",2,2552.929651,"Include"
"HUW2015_e1","HUW2015_e1_31",196,1,"JudgeOldness",5,1856.173533,"Include"
"HUW2015_e1","HUW2015_e1_31",197,0,"JudgeOldness",5,2118.010767,"Include"
"HUW2015_e1","HUW2015_e1_31",198,1,"JudgeOldness",5,2460.72784,"Include"
"HUW2015_e1","HUW2015_e1_31",199,0,"JudgeOldness",2,2619.231635,"Include"
"HUW2015_e1","HUW2015_e1_31",200,1,"JudgeOldness",2,3087.612977,"Include"
"HUW2015_e1","HUW2015_e1_31",201,1,"JudgeOldness",5,1477.678042,"Include"
"HUW2015_e1","HUW2015_e1_31",202,0,"JudgeOldness",3,2571.25046,"Include"
"HUW2015_e1","HUW2015_e1_31",203,1,"JudgeOldness",5,2153.861268,"Include"
"HUW2015_e1","HUW2015_e1_31",204,1,"JudgeOldness",4,2287.36888,"Include"
"HUW2015_e1","HUW2015_e1_31",205,0,"JudgeOldness",2,2229.73997,"Include"
"HUW2015_e1","HUW2015_e1_31",206,1,"JudgeOldness",2,2226.717285,"Include"
"HUW2015_e1","HUW2015_e1_31",207,1,"JudgeOldness",4,3144.20099,"Include"
"HUW2015_e1","HUW2015_e1_31",208,1,"JudgeOldness",1,1725.57219,"Include"
"HUW2015_e1","HUW2015_e1_31",209,0,"JudgeOldness",5,2594.140537,"Include"
"HUW2015_e1","HUW2015_e1_31",210,0,"JudgeOldness",4,2625.584948,"Include"
"HUW2015_e1","HUW2015_e1_31",211,0,"JudgeOldness",3,2268.470573,"Include"
"HUW2015_e1","HUW2015_e1_31",212,1,"JudgeOldness",4,2266.473693,"Include"
"HUW2015_e1","HUW2015_e1_31",213,0,"JudgeOldness",1,1448.805186,"Include"
"HUW2015_e1","HUW2015_e1_31",214,1,"JudgeOldness",2,2382.566043,"Include"
"HUW2015_e1","HUW2015_e1_31",215,1,"JudgeOldness",3,2331.609689,"Include"
"HUW2015_e1","HUW2015_e1_31",216,0,"JudgeOldness",1,2334.806615,"Include"
"HUW2015_e1","HUW2015_e1_31",217,0,"JudgeOldness",1,2581.12177,"Include"
"HUW2015_e1","HUW2015_e1_31",218,1,"JudgeOldness",5,1571.964024,"Include"
"HUW2015_e1","HUW2015_e1_31",219,0,"JudgeOldness",5,1993.055533,"Include"
"HUW2015_e1","HUW2015_e1_31",220,0,"JudgeOldness",1,1991.720567,"Include"
"HUW2015_e1","HUW2015_e1_31",221,1,"JudgeOldness",2,2491.998173,"Include"
"HUW2015_e1","HUW2015_e1_31",222,1,"JudgeOldness",4,2241.363356,"Include"
"HUW2015_e1","HUW2015_e1_31",223,0,"JudgeOldness",2,2439.153309,"Include"
"HUW2015_e1","HUW2015_e1_31",224,0,"JudgeOldness",4,2595.864824,"Include"
"HUW2015_e1","HUW2015_e1_31",225,0,"JudgeOldness",3,1801.554561,"Include"
"HUW2015_e1","HUW2015_e1_31",226,1,"JudgeOldness",4,2360.262752,"Include"
"HUW2015_e1","HUW2015_e1_31",227,0,"JudgeOldness",3,2699.096124,"Include"
"HUW2015_e1","HUW2015_e1_31",228,0,"JudgeOldness",2,2337.407342,"Include"
"HUW2015_e1","HUW2015_e1_31",229,0,"JudgeOldness",1,2279.077228,"Include"
"HUW2015_e1","HUW2015_e1_31",230,0,"JudgeOldness",2,2596.825576,"Include"
"HUW2015_e1","HUW2015_e1_31",231,0,"JudgeOldness",NA,0,"Exclude"
"HUW2015_e1","HUW2015_e1_31",232,0,"JudgeOldness",1,2713.588151,"Include"
"HUW2015_e1","HUW2015_e1_31",233,0,"JudgeOldness",2,2493.814653,"Include"
"HUW2015_e1","HUW2015_e1_31",234,0,"JudgeOldness",3,2540.98372,"Include"
"HUW2015_e1","HUW2015_e1_31",235,1,"JudgeOldness",5,2778.602333,"Include"
"HUW2015_e1","HUW2015_e1_31",236,0,"JudgeOldness",4,2129.274002,"Include"
"HUW2015_e1","HUW2015_e1_31",237,0,"JudgeOldness",3,2581.242997,"Include"
"HUW2015_e1","HUW2015_e1_31",238,0,"JudgeOldness",2,3011.749735,"Include"
"HUW2015_e1","HUW2015_e1_31",239,1,"JudgeOldness",4,2929.513883,"Include"
"HUW2015_e1","HUW2015_e1_31",240,0,"JudgeOldness",1,2838.503125,"Include"
"HUW2015_e1","HUW2015_e1_31",241,1,"JudgeOldness",2,2397.501112,"Include"
"HUW2015_e1","HUW2015_e1_31",242,1,"JudgeOldness",5,1395.605335,"Include"
"HUW2015_e1","HUW2015_e1_31",243,1,"JudgeOldness",5,2001.872455,"Include"
"HUW2015_e1","HUW2015_e1_31",244,1,"JudgeOldness",3,2342.951843,"Include"
"HUW2015_e1","HUW2015_e1_31",245,0,"JudgeOldness",4,2398.76467,"Include"
"HUW2015_e1","HUW2015_e1_31",246,1,"JudgeOldness",5,1571.109535,"Include"
"HUW2015_e1","HUW2015_e1_31",247,1,"JudgeOldness",1,2785.893172,"Include"
"HUW2015_e1","HUW2015_e1_31",248,0,"JudgeOldness",3,2520.285341,"Include"
"HUW2015_e1","HUW2015_e1_31",249,1,"JudgeOldness",2,2854.149803,"Include"
"HUW2015_e1","HUW2015_e1_31",250,0,"JudgeOldness",1,2226.912113,"Include"
"HUW2015_e1","HUW2015_e1_31",251,1,"JudgeOldness",4,2224.753143,"Include"
"HUW2015_e1","HUW2015_e1_31",252,1,"JudgeOldness",5,1800.620199,"Include"
"HUW2015_e1","HUW2015_e1_31",253,1,"JudgeOldness",2,2461.817422,"Include"
"HUW2015_e1","HUW2015_e1_31",254,1,"JudgeOldness",2,2620.181312,"Include"
"HUW2015_e1","HUW2015_e1_31",255,1,"JudgeOldness",4,2543.937598,"Include"
"HUW2015_e1","HUW2015_e1_31",256,0,"JudgeOldness",2,2542.315805,"Include"
"HUW2015_e1","HUW2015_e1_31",257,1,"JudgeOldness",5,1843.99831,"Include"
"HUW2015_e1","HUW2015_e1_31",258,0,"JudgeOldness",2,2432.876082,"Include"
"HUW2015_e1","HUW2015_e1_31",259,1,"JudgeOldness",2,2375.300759,"Include"
"HUW2015_e1","HUW2015_e1_31",260,1,"JudgeOldness",5,1693.583142,"Include"
"HUW2015_e1","HUW2015_e1_31",261,1,"JudgeOldness",2,3105.722058,"Include"
"HUW2015_e1","HUW2015_e1_31",262,1,"JudgeOldness",4,3135.744988,"Include"
"HUW2015_e1","HUW2015_e1_31",263,0,"JudgeOldness",1,2261.575654,"Include"
"HUW2015_e1","HUW2015_e1_31",264,1,"JudgeOldness",2,2775.67827,"Include"
"HUW2015_e1","HUW2015_e1_31",265,0,"JudgeOldness",2,2542.738718,"Include"
"HUW2015_e1","HUW2015_e1_31",266,1,"JudgeOldness",3,2635.713109,"Include"
"HUW2015_e1","HUW2015_e1_31",267,0,"JudgeOldness",2,2407.895502,"Include"
"HUW2015_e1","HUW2015_e1_31",268,0,"JudgeOldness",1,2909.321783,"Include"
"HUW2015_e1","HUW2015_e1_31",269,0,"JudgeOldness",2,2465.679193,"Include"
"HUW2015_e1","HUW2015_e1_31",270,0,"JudgeOldness",4,2534.456886,"Include"
"HUW2015_e1","HUW2015_e1_31",271,1,"JudgeOldness",5,1836.740219,"Include"
"HUW2015_e1","HUW2015_e1_31",272,0,"JudgeOldness",3,3042.622967,"Include"
"HUW2015_e1","HUW2015_e1_31",273,1,"JudgeOldness",2,3329.175372,"Include"
"HUW2015_e1","HUW2015_e1_31",274,0,"JudgeOldness",2,2783.163057,"Include"
"HUW2015_e1","HUW2015_e1_31",275,0,"JudgeOldness",2,2771.605704,"Include"
"HUW2015_e1","HUW2015_e1_31",276,0,"JudgeOldness",3,2729.230378,"Include"
"HUW2015_e1","HUW2015_e1_31",277,0,"JudgeOldness",2,2767.429476,"Include"
"HUW2015_e1","HUW2015_e1_31",278,1,"JudgeOldness",4,1912.15673,"Include"
"HUW2015_e1","HUW2015_e1_31",279,1,"JudgeOldness",4,2033.848034,"Include"
"HUW2015_e1","HUW2015_e1_31",280,0,"JudgeOldness",1,3112.328184,"Include"
"HUW2015_e1","HUW2015_e1_31",281,0,"JudgeOldness",2,2252.591526,"Include"
"HUW2015_e1","HUW2015_e1_31",282,0,"JudgeOldness",2,3714.600867,"Include"
"HUW2015_e1","HUW2015_e1_31",283,0,"JudgeOldness",2,3768.144601,"Include"
"HUW2015_e1","HUW2015_e1_31",284,0,"JudgeOldness",1,2293.615337,"Include"
"HUW2015_e1","HUW2015_e1_31",285,0,"JudgeOldness",1,1820.980331,"Include"
"HUW2015_e1","HUW2015_e1_31",286,1,"JudgeOldness",3,3202.735259,"Include"
"HUW2015_e1","HUW2015_e1_31",287,1,"JudgeOldness",1,2224.984435,"Include"
"HUW2015_e1","HUW2015_e1_31",288,0,"JudgeOldness",4,2483.798222,"Include"
"HUW2015_e1","HUW2015_e1_31",289,1,"JudgeOldness",4,2320.914376,"Include"
"HUW2015_e1","HUW2015_e1_31",290,0,"JudgeOldness",1,2671.949515,"Include"
"HUW2015_e1","HUW2015_e1_31",291,0,"JudgeOldness",3,3013.451174,"Include"
"HUW2015_e1","HUW2015_e1_31",292,0,"JudgeOldness",3,2315.301825,"Include"
"HUW2015_e1","HUW2015_e1_31",293,1,"JudgeOldness",4,2304.420048,"Include"
"HUW2015_e1","HUW2015_e1_31",294,0,"JudgeOldness",2,2006.315324,"Include"
"HUW2015_e1","HUW2015_e1_31",295,1,"JudgeOldness",3,3381.300232,"Include"
"HUW2015_e1","HUW2015_e1_31",296,0,"JudgeOldness",5,1974.55601,"Include"
"HUW2015_e1","HUW2015_e1_31",297,0,"JudgeOldness",3,2397.193448,"Include"
"HUW2015_e1","HUW2015_e1_31",298,0,"JudgeOldness",2,3051.376633,"Include"
"HUW2015_e1","HUW2015_e1_31",299,1,"JudgeOldness",5,2680.532168,"Include"
"HUW2015_e1","HUW2015_e1_31",300,1,"JudgeOldness",3,2558.618116,"Include"
"HUW2015_e1","HUW2015_e1_25",1,1,"JudgeNewness",1,3165.034134,"Include"
"HUW2015_e1","HUW2015_e1_25",2,0,"JudgeNewness",1,2594.910879,"Include"
"HUW2015_e1","HUW2015_e1_25",3,1,"JudgeNewness",3,2920.99819,"Include"
"HUW2015_e1","HUW2015_e1_25",4,0,"JudgeNewness",5,3966.095809,"Include"
"HUW2015_e1","HUW2015_e1_25",5,0,"JudgeNewness",5,1860.797542,"Include"
"HUW2015_e1","HUW2015_e1_25",6,1,"JudgeNewness",1,2651.222538,"Include"
"HUW2015_e1","HUW2015_e1_25",7,1,"JudgeNewness",1,3521.000038,"Include"
"HUW2015_e1","HUW2015_e1_25",8,0,"JudgeNewness",3,3391.716708,"Include"
"HUW2015_e1","HUW2015_e1_25",9,0,"JudgeNewness",2,3356.140639,"Include"
"HUW2015_e1","HUW2015_e1_25",10,0,"JudgeNewness",2,3435.951365,"Include"
"HUW2015_e1","HUW2015_e1_25",11,1,"JudgeNewness",3,3424.547285,"Include"
"HUW2015_e1","HUW2015_e1_25",12,0,"JudgeNewness",3,2534.484993,"Include"
"HUW2015_e1","HUW2015_e1_25",13,0,"JudgeNewness",1,1965.487369,"Include"
"HUW2015_e1","HUW2015_e1_25",14,1,"JudgeNewness",5,2922.256437,"Include"
"HUW2015_e1","HUW2015_e1_25",15,1,"JudgeNewness",4,2615.874,"Include"
"HUW2015_e1","HUW2015_e1_25",16,1,"JudgeNewness",5,2515.171841,"Include"
"HUW2015_e1","HUW2015_e1_25",17,0,"JudgeNewness",1,2690.565099,"Include"
"HUW2015_e1","HUW2015_e1_25",18,1,"JudgeNewness",5,1534.805646,"Include"
"HUW2015_e1","HUW2015_e1_25",19,1,"JudgeNewness",5,1667.778399,"Include"
"HUW2015_e1","HUW2015_e1_25",20,1,"JudgeNewness",5,1514.123259,"Include"
"HUW2015_e1","HUW2015_e1_25",21,0,"JudgeNewness",2,2583.472752,"Include"
"HUW2015_e1","HUW2015_e1_25",22,1,"JudgeNewness",5,2085.887182,"Include"
"HUW2015_e1","HUW2015_e1_25",23,0,"JudgeNewness",1,2922.721141,"Include"
"HUW2015_e1","HUW2015_e1_25",24,0,"JudgeNewness",3,2885.611982,"Include"
"HUW2015_e1","HUW2015_e1_25",25,1,"JudgeNewness",5,2100.620873,"Include"
"HUW2015_e1","HUW2015_e1_25",26,0,"JudgeNewness",4,3361.883994,"Include"
"HUW2015_e1","HUW2015_e1_25",27,0,"JudgeNewness",5,2246.946513,"Include"
"HUW2015_e1","HUW2015_e1_25",28,0,"JudgeNewness",2,1797.330526,"Include"
"HUW2015_e1","HUW2015_e1_25",29,1,"JudgeNewness",4,3923.177222,"Include"
"HUW2015_e1","HUW2015_e1_25",30,0,"JudgeNewness",3,2456.924645,"Include"
"HUW2015_e1","HUW2015_e1_25",31,0,"JudgeNewness",2,3168.034557,"Include"
"HUW2015_e1","HUW2015_e1_25",32,1,"JudgeNewness",5,1858.986037,"Include"
"HUW2015_e1","HUW2015_e1_25",33,0,"JudgeNewness",5,1017.33374,"Include"
"HUW2015_e1","HUW2015_e1_25",34,0,"JudgeNewness",2,2799.442252,"Include"
"HUW2015_e1","HUW2015_e1_25",35,1,"JudgeNewness",5,1389.592266,"Include"
"HUW2015_e1","HUW2015_e1_25",36,0,"JudgeNewness",3,2465.637676,"Include"
"HUW2015_e1","HUW2015_e1_25",37,0,"JudgeNewness",2,3622.886476,"Include"
"HUW2015_e1","HUW2015_e1_25",38,1,"JudgeNewness",1,2014.430491,"Include"
"HUW2015_e1","HUW2015_e1_25",39,0,"JudgeNewness",2,2484.386148,"Include"
"HUW2015_e1","HUW2015_e1_25",40,1,"JudgeNewness",5,1264.40712,"Include"
"HUW2015_e1","HUW2015_e1_25",41,1,"JudgeNewness",5,934.432246,"Include"
"HUW2015_e1","HUW2015_e1_25",42,0,"JudgeNewness",3,2913.766031,"Include"
"HUW2015_e1","HUW2015_e1_25",43,0,"JudgeNewness",2,2680.76444,"Include"
"HUW2015_e1","HUW2015_e1_25",44,0,"JudgeNewness",5,1806.398475,"Include"
"HUW2015_e1","HUW2015_e1_25",45,0,"JudgeNewness",2,3300.707249,"Include"
"HUW2015_e1","HUW2015_e1_25",46,1,"JudgeNewness",5,1448.470864,"Include"
"HUW2015_e1","HUW2015_e1_25",47,1,"JudgeNewness",5,847.042934,"Include"
"HUW2015_e1","HUW2015_e1_25",48,0,"JudgeNewness",2,2507.285419,"Include"
"HUW2015_e1","HUW2015_e1_25",49,1,"JudgeNewness",5,2632.704877,"Include"
"HUW2015_e1","HUW2015_e1_25",50,1,"JudgeNewness",5,1389.287845,"Include"
"HUW2015_e1","HUW2015_e1_25",51,1,"JudgeNewness",5,1186.699488,"Include"
"HUW2015_e1","HUW2015_e1_25",52,1,"JudgeNewness",NA,0,"Exclude"
"HUW2015_e1","HUW2015_e1_25",53,0,"JudgeNewness",5,1166.327145,"Include"
"HUW2015_e1","HUW2015_e1_25",54,0,"JudgeNewness",5,2266.67685,"Include"
"HUW2015_e1","HUW2015_e1_25",55,1,"JudgeNewness",5,961.82434,"Include"
"HUW2015_e1","HUW2015_e1_25",56,0,"JudgeNewness",2,2848.191435,"Include"
"HUW2015_e1","HUW2015_e1_25",57,1,"JudgeNewness",5,2310.163566,"Include"
"HUW2015_e1","HUW2015_e1_25",58,1,"JudgeNewness",5,1964.091764,"Include"
"HUW2015_e1","HUW2015_e1_25",59,1,"JudgeNewness",3,2233.702636,"Include"
"HUW2015_e1","HUW2015_e1_25",60,1,"JudgeNewness",5,2102.956068,"Include"
"HUW2015_e1","HUW2015_e1_25",61,1,"JudgeNewness",3,3184.335562,"Include"
"HUW2015_e1","HUW2015_e1_25",62,0,"JudgeNewness",3,2558.946177,"Include"
"HUW2015_e1","HUW2015_e1_25",63,0,"JudgeNewness",4,3770.001271,"Include"
"HUW2015_e1","HUW2015_e1_25",64,0,"JudgeNewness",NA,0,"Exclude"
"HUW2015_e1","HUW2015_e1_25",65,0,"JudgeNewness",NA,0,"Exclude"
"HUW2015_e1","HUW2015_e1_25",66,0,"JudgeNewness",1,3917.709383,"Include"
"HUW2015_e1","HUW2015_e1_25",67,0,"JudgeNewness",1,3858.382016,"Include"
"HUW2015_e1","HUW2015_e1_25",68,0,"JudgeNewness",NA,0,"Exclude"
"HUW2015_e1","HUW2015_e1_25",69,0,"JudgeNewness",1,2783.394357,"Include"
"HUW2015_e1","HUW2015_e1_25",70,0,"JudgeNewness",NA,0,"Exclude"
"HUW2015_e1","HUW2015_e1_25",71,0,"JudgeNewness",3,419.738558,"Include"
"HUW2015_e1","HUW2015_e1_25",72,1,"JudgeNewness",5,2849.198321,"Include"
"HUW2015_e1","HUW2015_e1_25",73,1,"JudgeNewness",5,2200.384481,"Include"
"HUW2015_e1","HUW2015_e1_25",74,1,"JudgeNewness",3,3132.066644,"Include"
"HUW2015_e1","HUW2015_e1_25",75,1,"JudgeNewness",5,2097.866258,"Include"
"HUW2015_e1","HUW2015_e1_25",76,0,"JudgeNewness",NA,0,"Exclude"
"HUW2015_e1","HUW2015_e1_25",77,1,"JudgeNewness",3,3946.255238,"Include"
"HUW2015_e1","HUW2015_e1_25",78,0,"JudgeNewness",5,2823.160605,"Include"
"HUW2015_e1","HUW2015_e1_25",79,0,"JudgeNewness",NA,0,"Exclude"
"HUW2015_e1","HUW2015_e1_25",80,1,"JudgeNewness",3,412.293451,"Include"
"HUW2015_e1","HUW2015_e1_25",81,1,"JudgeNewness",1,3583.641397,"Include"
"HUW2015_e1","HUW2015_e1_25",82,0,"JudgeNewness",1,2462.661278,"Include"
"HUW2015_e1","HUW2015_e1_25",83,0,"JudgeNewness",4,2412.618983,"Include"
"HUW2015_e1","HUW2015_e1_25",84,1,"JudgeNewness",1,3185.568893,"Include"
"HUW2015_e1","HUW2015_e1_25",85,1,"JudgeNewness",5,2326.965137,"Include"
"HUW2015_e1","HUW2015_e1_25",86,1,"JudgeNewness",3,2758.00774,"Include"
"HUW2015_e1","HUW2015_e1_25",87,0,"JudgeNewness",5,2868.433066,"Include"
"HUW2015_e1","HUW2015_e1_25",88,1,"JudgeNewness",5,2169.838497,"Include"
"HUW2015_e1","HUW2015_e1_25",89,1,"JudgeNewness",5,1688.047028,"Include"
"HUW2015_e1","HUW2015_e1_25",90,1,"JudgeNewness",5,2372.570388,"Include"
"HUW2015_e1","HUW2015_e1_25",91,0,"JudgeNewness",4,2386.162004,"Include"
"HUW2015_e1","HUW2015_e1_25",92,1,"JudgeNewness",2,2582.68727,"Include"
"HUW2015_e1","HUW2015_e1_25",93,0,"JudgeNewness",1,3077.242101,"Include"
"HUW2015_e1","HUW2015_e1_25",94,1,"JudgeNewness",5,2357.365434,"Include"
"HUW2015_e1","HUW2015_e1_25",95,0,"JudgeNewness",2,3275.725182,"Include"
"HUW2015_e1","HUW2015_e1_25",96,1,"JudgeNewness",5,1422.332636,"Include"
"HUW2015_e1","HUW2015_e1_25",97,0,"JudgeNewness",5,1347.167188,"Include"
"HUW2015_e1","HUW2015_e1_25",98,1,"JudgeNewness",1,1649.890502,"Include"
"HUW2015_e1","HUW2015_e1_25",99,1,"JudgeNewness",1,2624.682428,"Include"
"HUW2015_e1","HUW2015_e1_25",100,1,"JudgeNewness",1,2316.206118,"Include"
"HUW2015_e1","HUW2015_e1_25",101,1,"JudgeNewness",5,1986.862668,"Include"
"HUW2015_e1","HUW2015_e1_25",102,0,"JudgeNewness",3,2880.966795,"Include"
"HUW2015_e1","HUW2015_e1_25",103,0,"JudgeNewness",1,1336.124374,"Include"
"HUW2015_e1","HUW2015_e1_25",104,1,"JudgeNewness",5,1466.856516,"Include"
"HUW2015_e1","HUW2015_e1_25",105,1,"JudgeNewness",5,1936.564413,"Include"
"HUW2015_e1","HUW2015_e1_25",106,1,"JudgeNewness",NA,0,"Exclude"
"HUW2015_e1","HUW2015_e1_25",107,0,"JudgeNewness",1,1715.644146,"Include"
"HUW2015_e1","HUW2015_e1_25",108,1,"JudgeNewness",5,1169.639882,"Include"
"HUW2015_e1","HUW2015_e1_25",109,0,"JudgeNewness",4,1936.153721,"Include"
"HUW2015_e1","HUW2015_e1_25",110,1,"JudgeNewness",1,2588.798344,"Include"
"HUW2015_e1","HUW2015_e1_25",111,0,"JudgeNewness",1,2915.357939,"Include"
"HUW2015_e1","HUW2015_e1_25",112,1,"JudgeNewness",4,2303.619812,"Include"
"HUW2015_e1","HUW2015_e1_25",113,1,"JudgeNewness",5,1613.880015,"Include"
"HUW2015_e1","HUW2015_e1_25",114,1,"JudgeNewness",2,2770.366569,"Include"
"HUW2015_e1","HUW2015_e1_25",115,0,"JudgeNewness",5,1824.409742,"Include"
"HUW2015_e1","HUW2015_e1_25",116,1,"JudgeNewness",5,2560.917328,"Include"
"HUW2015_e1","HUW2015_e1_25",117,0,"JudgeNewness",2,2454.452045,"Include"
"HUW2015_e1","HUW2015_e1_25",118,0,"JudgeNewness",1,1960.868217,"Include"
"HUW2015_e1","HUW2015_e1_25",119,0,"JudgeNewness",1,3149.573369,"Include"
"HUW2015_e1","HUW2015_e1_25",120,0,"JudgeNewness",1,1796.27622,"Include"
"HUW2015_e1","HUW2015_e1_25",121,1,"JudgeNewness",1,3351.435461,"Include"
"HUW2015_e1","HUW2015_e1_25",122,1,"JudgeNewness",3,3756.973448,"Include"
"HUW2015_e1","HUW2015_e1_25",123,1,"JudgeNewness",5,1690.359756,"Include"
"HUW2015_e1","HUW2015_e1_25",124,0,"JudgeNewness",2,3296.629923,"Include"
"HUW2015_e1","HUW2015_e1_25",125,0,"JudgeNewness",5,2453.777886,"Include"
"HUW2015_e1","HUW2015_e1_25",126,0,"JudgeNewness",3,3059.391201,"Include"
"HUW2015_e1","HUW2015_e1_25",127,1,"JudgeNewness",5,1553.322999,"Include"
"HUW2015_e1","HUW2015_e1_25",128,1,"JudgeNewness",5,1367.642697,"Include"
"HUW2015_e1","HUW2015_e1_25",129,1,"JudgeNewness",5,2358.380532,"Include"
"HUW2015_e1","HUW2015_e1_25",130,0,"JudgeNewness",5,3314.996193,"Include"
"HUW2015_e1","HUW2015_e1_25",131,0,"JudgeNewness",NA,0,"Exclude"
"HUW2015_e1","HUW2015_e1_25",132,1,"JudgeNewness",5,3262.199547,"Include"
"HUW2015_e1","HUW2015_e1_25",133,1,"JudgeNewness",2,2556.052146,"Include"
"HUW2015_e1","HUW2015_e1_25",134,1,"JudgeNewness",5,1232.959814,"Include"
"HUW2015_e1","HUW2015_e1_25",135,0,"JudgeNewness",NA,0,"Exclude"
"HUW2015_e1","HUW2015_e1_25",136,1,"JudgeNewness",5,2262.551452,"Include"
"HUW2015_e1","HUW2015_e1_25",137,1,"JudgeNewness",2,3420.414576,"Include"
"HUW2015_e1","HUW2015_e1_25",138,1,"JudgeNewness",1,2066.964775,"Include"
"HUW2015_e1","HUW2015_e1_25",139,1,"JudgeNewness",3,2777.232845,"Include"
"HUW2015_e1","HUW2015_e1_25",140,0,"JudgeNewness",5,1126.787475,"Include"
"HUW2015_e1","HUW2015_e1_25",141,1,"JudgeNewness",5,3634.671796,"Include"
"HUW2015_e1","HUW2015_e1_25",142,0,"JudgeNewness",3,3032.952709,"Include"
"HUW2015_e1","HUW2015_e1_25",143,1,"JudgeNewness",5,1271.377514,"Include"
"HUW2015_e1","HUW2015_e1_25",144,1,"JudgeNewness",3,3522.114251,"Include"
"HUW2015_e1","HUW2015_e1_25",145,1,"JudgeNewness",4,1921.736629,"Include"
"HUW2015_e1","HUW2015_e1_25",146,0,"JudgeNewness",3,2806.427984,"Include"
"HUW2015_e1","HUW2015_e1_25",147,0,"JudgeNewness",2,3188.837838,"Include"
"HUW2015_e1","HUW2015_e1_25",148,1,"JudgeNewness",5,2970.774338,"Include"
"HUW2015_e1","HUW2015_e1_25",149,1,"JudgeNewness",1,3400.824056,"Include"
"HUW2015_e1","HUW2015_e1_25",150,1,"JudgeNewness",2,3236.015598,"Include"
"HUW2015_e1","HUW2015_e1_25",151,0,"JudgeNewness",2,3680.822184,"Include"
"HUW2015_e1","HUW2015_e1_25",152,0,"JudgeNewness",4,2893.209745,"Include"
"HUW2015_e1","HUW2015_e1_25",153,0,"JudgeNewness",2,3092.426666,"Include"
"HUW2015_e1","HUW2015_e1_25",154,0,"JudgeNewness",4,3242.060453,"Include"
"HUW2015_e1","HUW2015_e1_25",155,1,"JudgeNewness",2,3668.591945,"Include"
"HUW2015_e1","HUW2015_e1_25",156,0,"JudgeNewness",1,1876.440712,"Include"
"HUW2015_e1","HUW2015_e1_25",157,0,"JudgeNewness",5,1450.497546,"Include"
"HUW2015_e1","HUW2015_e1_25",158,0,"JudgeNewness",3,2625.188988,"Include"
"HUW2015_e1","HUW2015_e1_25",159,0,"JudgeNewness",5,1567.364412,"Include"
"HUW2015_e1","HUW2015_e1_25",160,0,"JudgeNewness",5,1356.468486,"Include"
"HUW2015_e1","HUW2015_e1_25",161,1,"JudgeNewness",5,2112.763048,"Include"
"HUW2015_e1","HUW2015_e1_25",162,1,"JudgeNewness",5,1207.239397,"Include"
"HUW2015_e1","HUW2015_e1_25",163,0,"JudgeNewness",3,1810.956691,"Include"
"HUW2015_e1","HUW2015_e1_25",164,1,"JudgeNewness",5,1610.220647,"Include"
"HUW2015_e1","HUW2015_e1_25",165,1,"JudgeNewness",5,1654.413833,"Include"
"HUW2015_e1","HUW2015_e1_25",166,0,"JudgeNewness",1,2947.629625,"Include"
"HUW2015_e1","HUW2015_e1_25",167,0,"JudgeNewness",2,3143.916904,"Include"
