"exp","id","block","trial","isold","condition1","condition2","rating","excluding"
"RS2009_e2","RS2009_e2_1","2_1",1,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_1",2,1,"Speed","HighF",1,"Include"
"RS2009_e2","RS2009_e2_1","2_1",3,0,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_1",4,0,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_1",5,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_1",6,1,"Speed","LowF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_1",7,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_1",8,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_1",9,1,"Speed","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_1",10,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_1",11,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_1",12,1,"Speed","LowF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_1",13,1,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_1",14,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_1",15,0,"Speed","LowF",1,"Include"
"RS2009_e2","RS2009_e2_1","2_1",16,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_1",17,1,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_1",18,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_1",19,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_1",20,0,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_1",21,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_1",22,1,"Speed","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_1",23,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_1",24,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_1",25,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_1",26,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_1",27,1,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_1",28,1,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_1",29,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_1",30,0,"Speed","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_1",31,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_1",32,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_1",33,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_1",34,0,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_1",35,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_1",36,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_1",37,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_1",38,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_1",39,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_1",40,0,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_1",41,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_1",42,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_1",43,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_1",44,1,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_1",45,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_1",46,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_1",47,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_1",48,1,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",49,1,"Accuracy","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_2",50,1,"Accuracy","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_2",51,0,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_2",52,1,"Accuracy","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_2",53,1,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",54,1,"Accuracy","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_2",55,0,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_2",56,1,"Accuracy","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_2",57,0,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",58,0,"Accuracy","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_2",59,0,"Accuracy","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_2",60,1,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",61,0,"Accuracy","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_2",62,1,"Accuracy","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_2",63,0,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",64,0,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_2",65,1,"Accuracy","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_2",66,0,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",67,0,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_2",68,0,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",69,1,"Accuracy","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_2",70,1,"Accuracy","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_2",71,0,"Accuracy","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_2",72,0,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",73,0,"Accuracy","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_2",74,1,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",75,0,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_2",76,1,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",77,1,"Accuracy","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_2",78,0,"Accuracy","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_2",79,1,"Accuracy","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_2",80,0,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",81,1,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_2",82,1,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",83,1,"Accuracy","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_2",84,1,"Accuracy","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_2",85,1,"Accuracy","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_2",86,1,"Accuracy","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_2",87,0,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_2",88,1,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",89,0,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",90,1,"Accuracy","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_2",91,0,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",92,0,"Accuracy","LowF",1,"Include"
"RS2009_e2","RS2009_e2_1","2_2",93,0,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",94,0,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",95,0,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_2",96,1,"Accuracy","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",97,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",98,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",99,0,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_3",100,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",101,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",102,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_3",103,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",104,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",105,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",106,0,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_3",107,1,"Speed","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_3",108,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",109,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_3",110,1,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_3",111,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",112,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",113,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",114,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",115,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_3",116,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",117,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_3",118,1,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_3",119,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",120,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",121,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",122,1,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_3",123,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",124,0,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_3",125,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",126,0,"Speed","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_3",127,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",128,1,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",129,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_3",130,1,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",131,0,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_3",132,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",133,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",134,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",135,1,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",136,1,"Speed","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_3",137,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",138,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",139,1,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",140,1,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_3",141,0,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_3",142,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_3",143,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_3",144,1,"Speed","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_4",145,1,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",146,0,"Accuracy","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",147,0,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",148,0,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",149,0,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",150,1,"Accuracy","LowF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_4",151,1,"Accuracy","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_4",152,1,"Accuracy","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_4",153,1,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",154,1,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",155,0,"Accuracy","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_4",156,0,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",157,0,"Accuracy","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_4",158,0,"Accuracy","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",159,0,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",160,1,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",161,1,"Accuracy","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_4",162,0,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",163,0,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",164,0,"Accuracy","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_4",165,1,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",166,1,"Accuracy","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_4",167,0,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",168,0,"Accuracy","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_4",169,1,"Accuracy","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",170,0,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",171,1,"Accuracy","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_4",172,0,"Accuracy","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",173,1,"Accuracy","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_4",174,1,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",175,0,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",176,1,"Accuracy","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_4",177,1,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",178,1,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",179,0,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",180,1,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",181,1,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",182,1,"Accuracy","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_4",183,0,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",184,0,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",185,0,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",186,1,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",187,1,"Accuracy","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_4",188,1,"Accuracy","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_4",189,0,"Accuracy","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_4",190,1,"Accuracy","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_4",191,0,"Accuracy","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_4",192,0,"Accuracy","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",193,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_5",194,0,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_5",195,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",196,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",197,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",198,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",199,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_5",200,0,"Speed","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_5",201,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_5",202,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",203,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_5",204,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",205,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",206,1,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",207,1,"Speed","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_5",208,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",209,0,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_5",210,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",211,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",212,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",213,1,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_5",214,1,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",215,1,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",216,1,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_5",217,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",218,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",219,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",220,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",221,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",222,0,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_5",223,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",224,0,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_5",225,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_5",226,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",227,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",228,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",229,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",230,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",231,1,"Speed","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_5",232,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_5",233,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",234,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",235,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",236,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",237,0,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_5",238,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_5",239,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_5",240,0,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_6",241,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_6",242,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",243,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_6",244,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",245,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_6",246,0,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_6",247,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",248,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_6",249,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",250,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_6",251,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",252,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_6",253,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_6",254,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",255,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_6",256,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",257,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_6",258,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_6",259,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",260,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_6",261,1,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_6",262,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",263,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_6",264,1,"Speed","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_6",265,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_6",266,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",267,1,"Speed","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_6",268,1,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_6",269,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",270,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_6",271,0,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_6",272,0,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_6",273,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",274,0,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_6",275,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",276,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_6",277,0,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_6",278,1,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",279,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_6",280,1,"Speed","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_6",281,1,"Speed","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_6",282,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_6",283,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",284,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_6",285,1,"Speed","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_6",286,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_6",287,1,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_6",288,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_7",289,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_7",290,0,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_7",291,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_7",292,1,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_7",293,1,"Speed","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_7",294,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_7",295,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_7",296,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_7",297,0,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_7",298,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_7",299,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_7",300,1,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_7",301,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_7",302,0,"Speed","LowF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_7",303,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_7",304,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_7",305,1,"Speed","LowF",1,"Include"
"RS2009_e2","RS2009_e2_1","2_7",306,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_7",307,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_7",308,0,"Speed","LowF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_7",309,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_7",310,0,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_7",311,1,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_7",312,1,"Speed","HighF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_7",313,0,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_7",314,0,"Speed","HighF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_7",315,1,"Speed","HighF",2,"Include"
"RS2009_e2","RS2009_e2_1","2_7",316,0,"Speed","LowF",3,"Include"
"RS2009_e2","RS2009_e2_1","2_7",317,1,"Speed","LowF",5,"Include"
"RS2009_e2","RS2009_e2_1","2_7",318,1,"Speed","HighF",4,"Include"
"RS2009_e2","RS2009_e2_1","2_7",319,1,"Speed","HighF",6,"Include"
"RS2009_e2","RS2009_e2_1","2_7",320,0,"Speed","LowF",3,"Include"
