"exp","id","block","trial","isold","condition1","rating","RT","excluding"
"RS2009_e1","RS2009_e1_2",64,3055,1,"HighF",6,726,"Include"
"RS2009_e1","RS2009_e1_2",64,3056,1,"HighF",6,692,"Include"
"RS2009_e1","RS2009_e1_2",64,3057,1,"LowF",4,640,"Include"
"RS2009_e1","RS2009_e1_2",64,3058,1,"LowF",5,614,"Include"
"RS2009_e1","RS2009_e1_2",64,3059,0,"HighF",1,666,"Include"
"RS2009_e1","RS2009_e1_2",64,3060,0,"HighF",2,910,"Include"
"RS2009_e1","RS2009_e1_2",64,3061,0,"HighF",1,597,"Include"
"RS2009_e1","RS2009_e1_2",64,3062,0,"HighF",1,693,"Include"
"RS2009_e1","RS2009_e1_2",64,3063,0,"LowF",5,753,"Include"
"RS2009_e1","RS2009_e1_2",64,3064,1,"LowF",4,711,"Include"
"RS2009_e1","RS2009_e1_2",64,3065,0,"LowF",5,630,"Include"
"RS2009_e1","RS2009_e1_2",64,3066,0,"LowF",1,616,"Include"
"RS2009_e1","RS2009_e1_2",64,3067,1,"HighF",6,675,"Include"
"RS2009_e1","RS2009_e1_2",64,3068,0,"LowF",1,857,"Include"
"RS2009_e1","RS2009_e1_2",64,3069,1,"LowF",2,754,"Include"
"RS2009_e1","RS2009_e1_2",64,3070,0,"LowF",4,625,"Include"
"RS2009_e1","RS2009_e1_2",64,3071,0,"HighF",2,789,"Include"
"RS2009_e1","RS2009_e1_2",64,3072,0,"HighF",1,736,"Include"
"RS2009_e1","RS2009_e1_2",65,3073,0,"HighF",1,637,"Include"
"RS2009_e1","RS2009_e1_2",65,3074,0,"LowF",4,928,"Include"
"RS2009_e1","RS2009_e1_2",65,3075,0,"LowF",2,808,"Include"
"RS2009_e1","RS2009_e1_2",65,3076,0,"HighF",1,552,"Include"
"RS2009_e1","RS2009_e1_2",65,3077,1,"HighF",4,553,"Include"
"RS2009_e1","RS2009_e1_2",65,3078,0,"LowF",2,545,"Include"
"RS2009_e1","RS2009_e1_2",65,3079,0,"HighF",1,685,"Include"
"RS2009_e1","RS2009_e1_2",65,3080,1,"HighF",5,667,"Include"
"RS2009_e1","RS2009_e1_2",65,3081,1,"LowF",6,759,"Include"
"RS2009_e1","RS2009_e1_2",65,3082,0,"HighF",1,700,"Include"
"RS2009_e1","RS2009_e1_2",65,3083,1,"HighF",5,579,"Include"
"RS2009_e1","RS2009_e1_2",65,3084,1,"LowF",4,685,"Include"
"RS2009_e1","RS2009_e1_2",65,3085,0,"LowF",5,623,"Include"
"RS2009_e1","RS2009_e1_2",65,3086,0,"HighF",2,799,"Include"
"RS2009_e1","RS2009_e1_2",65,3087,0,"LowF",1,562,"Include"
"RS2009_e1","RS2009_e1_2",65,3088,0,"LowF",3,753,"Include"
"RS2009_e1","RS2009_e1_2",65,3089,1,"LowF",5,700,"Include"
"RS2009_e1","RS2009_e1_2",65,3090,1,"HighF",6,779,"Include"
"RS2009_e1","RS2009_e1_2",65,3091,1,"LowF",4,657,"Include"
"RS2009_e1","RS2009_e1_2",65,3092,1,"HighF",2,796,"Include"
"RS2009_e1","RS2009_e1_2",65,3093,0,"HighF",1,612,"Include"
"RS2009_e1","RS2009_e1_2",65,3094,0,"HighF",5,667,"Include"
"RS2009_e1","RS2009_e1_2",65,3095,1,"HighF",6,651,"Include"
"RS2009_e1","RS2009_e1_2",65,3096,0,"LowF",4,578,"Include"
"RS2009_e1","RS2009_e1_2",65,3097,0,"HighF",2,703,"Include"
"RS2009_e1","RS2009_e1_2",65,3098,1,"HighF",6,752,"Include"
"RS2009_e1","RS2009_e1_2",65,3099,0,"LowF",2,823,"Include"
"RS2009_e1","RS2009_e1_2",65,3100,1,"LowF",6,876,"Include"
"RS2009_e1","RS2009_e1_2",65,3101,1,"HighF",4,639,"Include"
"RS2009_e1","RS2009_e1_2",65,3102,1,"HighF",5,571,"Include"
"RS2009_e1","RS2009_e1_2",65,3103,1,"LowF",6,624,"Include"
"RS2009_e1","RS2009_e1_2",65,3104,1,"HighF",5,859,"Include"
"RS2009_e1","RS2009_e1_2",65,3105,0,"HighF",1,656,"Include"
"RS2009_e1","RS2009_e1_2",65,3106,0,"LowF",2,640,"Include"
"RS2009_e1","RS2009_e1_2",65,3107,1,"LowF",4,868,"Include"
"RS2009_e1","RS2009_e1_2",65,3108,1,"LowF",5,823,"Include"
"RS2009_e1","RS2009_e1_2",65,3109,1,"LowF",2,840,"Include"
"RS2009_e1","RS2009_e1_2",65,3110,0,"HighF",1,739,"Include"
"RS2009_e1","RS2009_e1_2",65,3111,1,"LowF",4,614,"Include"
"RS2009_e1","RS2009_e1_2",65,3112,0,"LowF",2,578,"Include"
"RS2009_e1","RS2009_e1_2",65,3113,0,"LowF",5,789,"Include"
"RS2009_e1","RS2009_e1_2",65,3114,1,"HighF",6,634,"Include"
"RS2009_e1","RS2009_e1_2",65,3115,1,"LowF",5,648,"Include"
"RS2009_e1","RS2009_e1_2",65,3116,0,"HighF",1,718,"Include"
"RS2009_e1","RS2009_e1_2",65,3117,1,"LowF",5,762,"Include"
"RS2009_e1","RS2009_e1_2",65,3118,1,"HighF",5,718,"Include"
"RS2009_e1","RS2009_e1_2",65,3119,0,"LowF",2,971,"Include"
"RS2009_e1","RS2009_e1_2",65,3120,0,"HighF",2,902,"Include"
"RS2009_e1","RS2009_e1_2",66,3121,1,"LowF",5,871,"Include"
"RS2009_e1","RS2009_e1_2",66,3122,0,"LowF",2,726,"Include"
"RS2009_e1","RS2009_e1_2",66,3123,1,"LowF",1,596,"Include"
"RS2009_e1","RS2009_e1_2",66,3124,0,"HighF",2,633,"Include"
"RS2009_e1","RS2009_e1_2",66,3125,0,"LowF",5,640,"Include"
"RS2009_e1","RS2009_e1_2",66,3126,1,"HighF",5,572,"Include"
"RS2009_e1","RS2009_e1_2",66,3127,1,"HighF",1,728,"Include"
"RS2009_e1","RS2009_e1_2",66,3128,0,"HighF",2,572,"Include"
"RS2009_e1","RS2009_e1_2",66,3129,0,"HighF",2,648,"Include"
"RS2009_e1","RS2009_e1_2",66,3130,1,"LowF",6,675,"Include"
"RS2009_e1","RS2009_e1_2",66,3131,1,"HighF",4,710,"Include"
"RS2009_e1","RS2009_e1_2",66,3132,1,"HighF",5,588,"Include"
"RS2009_e1","RS2009_e1_2",66,3133,1,"HighF",6,588,"Include"
"RS2009_e1","RS2009_e1_2",66,3134,1,"HighF",5,668,"Include"
"RS2009_e1","RS2009_e1_2",66,3135,0,"LowF",2,675,"Include"
"RS2009_e1","RS2009_e1_2",66,3136,0,"HighF",1,657,"Include"
"RS2009_e1","RS2009_e1_2",66,3137,0,"LowF",3,684,"Include"
"RS2009_e1","RS2009_e1_2",66,3138,1,"LowF",5,710,"Include"
"RS2009_e1","RS2009_e1_2",66,3139,1,"HighF",6,588,"Include"
"RS2009_e1","RS2009_e1_2",66,3140,0,"LowF",4,632,"Include"
"RS2009_e1","RS2009_e1_2",66,3141,1,"HighF",2,834,"Include"
"RS2009_e1","RS2009_e1_2",66,3142,0,"HighF",1,679,"Include"
"RS2009_e1","RS2009_e1_2",66,3143,0,"LowF",5,841,"Include"
"RS2009_e1","RS2009_e1_2",66,3144,0,"LowF",4,633,"Include"
"RS2009_e1","RS2009_e1_2",66,3145,1,"LowF",3,703,"Include"
"RS2009_e1","RS2009_e1_2",66,3146,1,"LowF",5,607,"Include"
"RS2009_e1","RS2009_e1_2",66,3147,1,"LowF",6,700,"Include"
"RS2009_e1","RS2009_e1_2",66,3148,1,"LowF",1,744,"Include"
"RS2009_e1","RS2009_e1_2",66,3149,1,"LowF",2,669,"Include"
"RS2009_e1","RS2009_e1_2",66,3150,1,"HighF",5,625,"Include"
"RS2009_e1","RS2009_e1_2",66,3151,1,"LowF",4,552,"Include"
"RS2009_e1","RS2009_e1_2",66,3152,0,"HighF",1,674,"Include"
"RS2009_e1","RS2009_e1_2",66,3153,0,"HighF",2,726,"Include"
"RS2009_e1","RS2009_e1_2",66,3154,0,"HighF",1,606,"Include"
"RS2009_e1","RS2009_e1_2",66,3155,0,"LowF",2,588,"Include"
"RS2009_e1","RS2009_e1_2",66,3156,0,"HighF",1,798,"Include"
"RS2009_e1","RS2009_e1_2",66,3157,0,"HighF",1,622,"Include"
"RS2009_e1","RS2009_e1_2",66,3158,0,"LowF",2,823,"Include"
"RS2009_e1","RS2009_e1_2",66,3159,0,"LowF",5,736,"Include"
"RS2009_e1","RS2009_e1_2",66,3160,0,"HighF",1,694,"Include"
"RS2009_e1","RS2009_e1_2",66,3161,0,"LowF",2,701,"Include"
"RS2009_e1","RS2009_e1_2",66,3162,1,"LowF",4,840,"Include"
"RS2009_e1","RS2009_e1_2",66,3163,0,"HighF",2,692,"Include"
"RS2009_e1","RS2009_e1_2",66,3164,1,"LowF",6,675,"Include"
"RS2009_e1","RS2009_e1_2",66,3165,1,"HighF",5,849,"Include"
"RS2009_e1","RS2009_e1_2",66,3166,1,"HighF",6,588,"Include"
"RS2009_e1","RS2009_e1_2",66,3167,0,"LowF",4,597,"Include"
"RS2009_e1","RS2009_e1_2",66,3168,1,"HighF",5,671,"Include"
"RS2009_e1","RS2009_e1_2",67,3169,1,"LowF",6,663,"Include"
"RS2009_e1","RS2009_e1_2",67,3170,1,"LowF",5,535,"Include"
"RS2009_e1","RS2009_e1_2",67,3171,1,"HighF",6,553,"Include"
"RS2009_e1","RS2009_e1_2",67,3172,1,"HighF",5,719,"Include"
"RS2009_e1","RS2009_e1_2",67,3173,1,"LowF",4,674,"Include"
"RS2009_e1","RS2009_e1_2",67,3174,0,"HighF",1,666,"Include"
"RS2009_e1","RS2009_e1_2",67,3175,0,"LowF",2,578,"Include"
"RS2009_e1","RS2009_e1_2",67,3176,1,"HighF",6,675,"Include"
"RS2009_e1","RS2009_e1_2",67,3177,0,"LowF",1,666,"Include"
"RS2009_e1","RS2009_e1_2",67,3178,0,"HighF",2,684,"Include"
"RS2009_e1","RS2009_e1_2",67,3179,1,"HighF",1,736,"Include"
"RS2009_e1","RS2009_e1_2",67,3180,0,"LowF",1,904,"Include"
"RS2009_e1","RS2009_e1_2",67,3181,1,"HighF",5,604,"Include"
"RS2009_e1","RS2009_e1_2",67,3182,0,"LowF",6,631,"Include"
"RS2009_e1","RS2009_e1_2",67,3183,1,"LowF",2,920,"Include"
"RS2009_e1","RS2009_e1_2",67,3184,0,"LowF",3,818,"Include"
"RS2009_e1","RS2009_e1_2",67,3185,1,"HighF",5,831,"Include"
"RS2009_e1","RS2009_e1_2",67,3186,0,"LowF",1,675,"Include"
"RS2009_e1","RS2009_e1_2",67,3187,1,"LowF",2,711,"Include"
"RS2009_e1","RS2009_e1_2",67,3188,0,"HighF",1,695,"Include"
"RS2009_e1","RS2009_e1_2",67,3189,1,"LowF",6,622,"Include"
"RS2009_e1","RS2009_e1_2",67,3190,0,"HighF",1,744,"Include"
"RS2009_e1","RS2009_e1_2",67,3191,1,"HighF",5,832,"Include"
"RS2009_e1","RS2009_e1_2",67,3192,1,"HighF",2,639,"Include"
"RS2009_e1","RS2009_e1_2",67,3193,1,"LowF",6,939,"Include"
"RS2009_e1","RS2009_e1_2",67,3194,0,"LowF",4,700,"Include"
"RS2009_e1","RS2009_e1_2",67,3195,0,"HighF",2,738,"Include"
"RS2009_e1","RS2009_e1_2",67,3196,1,"HighF",6,693,"Include"
"RS2009_e1","RS2009_e1_2",67,3197,0,"LowF",2,675,"Include"
"RS2009_e1","RS2009_e1_2",67,3198,0,"HighF",1,632,"Include"
"RS2009_e1","RS2009_e1_2",67,3199,1,"LowF",2,712,"Include"
"RS2009_e1","RS2009_e1_2",67,3200,0,"HighF",1,853,"Include"
"RS2009_e1","RS2009_e1_2",67,3201,0,"LowF",3,918,"Include"
"RS2009_e1","RS2009_e1_2",67,3202,0,"HighF",2,692,"Include"
"RS2009_e1","RS2009_e1_2",67,3203,1,"HighF",6,779,"Include"
"RS2009_e1","RS2009_e1_2",67,3204,1,"HighF",5,649,"Include"
"RS2009_e1","RS2009_e1_2",67,3205,0,"HighF",1,683,"Include"
"RS2009_e1","RS2009_e1_2",67,3206,0,"LowF",2,639,"Include"
"RS2009_e1","RS2009_e1_2",67,3207,0,"HighF",3,763,"Include"
"RS2009_e1","RS2009_e1_2",67,3208,1,"LowF",2,665,"Include"
"RS2009_e1","RS2009_e1_2",67,3209,1,"HighF",1,642,"Include"
"RS2009_e1","RS2009_e1_2",67,3210,1,"LowF",6,668,"Include"
"RS2009_e1","RS2009_e1_2",67,3211,1,"LowF",6,638,"Include"
"RS2009_e1","RS2009_e1_2",67,3212,0,"LowF",5,647,"Include"
"RS2009_e1","RS2009_e1_2",67,3213,0,"HighF",4,640,"Include"
"RS2009_e1","RS2009_e1_2",67,3214,0,"LowF",4,850,"Include"
"RS2009_e1","RS2009_e1_2",67,3215,0,"HighF",2,554,"Include"
"RS2009_e1","RS2009_e1_2",67,3216,1,"LowF",1,821,"Include"
"RS2009_e1","RS2009_e1_2",68,3217,0,"HighF",1,656,"Include"
"RS2009_e1","RS2009_e1_2",68,3218,1,"LowF",6,675,"Include"
"RS2009_e1","RS2009_e1_2",68,3219,1,"HighF",6,630,"Include"
"RS2009_e1","RS2009_e1_2",68,3220,0,"HighF",5,613,"Include"
"RS2009_e1","RS2009_e1_2",68,3221,0,"HighF",1,729,"Include"
"RS2009_e1","RS2009_e1_2",68,3222,0,"HighF",2,622,"Include"
"RS2009_e1","RS2009_e1_2",68,3223,1,"HighF",6,657,"Include"
"RS2009_e1","RS2009_e1_2",68,3224,0,"LowF",4,727,"Include"
"RS2009_e1","RS2009_e1_2",68,3225,0,"HighF",3,999,"Include"
"RS2009_e1","RS2009_e1_2",68,3226,1,"LowF",6,770,"Include"
"RS2009_e1","RS2009_e1_2",68,3227,0,"HighF",1,683,"Include"
"RS2009_e1","RS2009_e1_2",68,3228,1,"LowF",4,779,"Include"
"RS2009_e1","RS2009_e1_2",68,3229,0,"LowF",5,649,"Include"
"RS2009_e1","RS2009_e1_2",68,3230,1,"HighF",6,755,"Include"
"RS2009_e1","RS2009_e1_2",68,3231,0,"LowF",4,752,"Include"
"RS2009_e1","RS2009_e1_2",68,3232,0,"HighF",1,781,"Include"
"RS2009_e1","RS2009_e1_2",68,3233,1,"HighF",6,692,"Include"
"RS2009_e1","RS2009_e1_2",68,3234,1,"LowF",5,718,"Include"
"RS2009_e1","RS2009_e1_2",68,3235,0,"LowF",1,648,"Include"
"RS2009_e1","RS2009_e1_2",68,3236,1,"LowF",5,744,"Include"
"RS2009_e1","RS2009_e1_2",68,3237,0,"HighF",2,1022,"Include"
"RS2009_e1","RS2009_e1_2",68,3238,0,"LowF",5,955,"Include"
"RS2009_e1","RS2009_e1_2",68,3239,0,"HighF",1,651,"Include"
"RS2009_e1","RS2009_e1_2",68,3240,1,"HighF",5,815,"Include"
"RS2009_e1","RS2009_e1_2",68,3241,1,"HighF",6,34,"Include"
"RS2009_e1","RS2009_e1_2",68,3242,0,"LowF",2,1011,"Include"
"RS2009_e1","RS2009_e1_2",68,3243,1,"LowF",1,1111,"Include"
"RS2009_e1","RS2009_e1_2",68,3244,0,"HighF",2,650,"Include"
"RS2009_e1","RS2009_e1_2",68,3245,1,"HighF",6,736,"Include"
"RS2009_e1","RS2009_e1_2",68,3246,1,"HighF",5,684,"Include"
"RS2009_e1","RS2009_e1_2",68,3247,0,"HighF",1,631,"Include"
"RS2009_e1","RS2009_e1_2",68,3248,0,"LowF",2,736,"Include"
"RS2009_e1","RS2009_e1_2",68,3249,1,"HighF",6,762,"Include"
"RS2009_e1","RS2009_e1_2",68,3250,1,"LowF",4,650,"Include"
"RS2009_e1","RS2009_e1_2",68,3251,1,"LowF",5,667,"Include"
"RS2009_e1","RS2009_e1_2",68,3252,0,"LowF",1,719,"Include"
"RS2009_e1","RS2009_e1_2",68,3253,1,"LowF",2,727,"Include"
"RS2009_e1","RS2009_e1_2",68,3254,1,"LowF",3,940,"Include"
"RS2009_e1","RS2009_e1_2",68,3255,0,"LowF",1,738,"Include"
"RS2009_e1","RS2009_e1_2",68,3256,0,"LowF",5,885,"Include"
"RS2009_e1","RS2009_e1_2",68,3257,1,"HighF",1,728,"Include"
"RS2009_e1","RS2009_e1_2",68,3258,1,"LowF",5,581,"Include"
"RS2009_e1","RS2009_e1_2",68,3259,1,"HighF",6,639,"Include"
"RS2009_e1","RS2009_e1_2",68,3260,1,"LowF",4,640,"Include"
"RS2009_e1","RS2009_e1_2",68,3261,0,"LowF",2,736,"Include"
"RS2009_e1","RS2009_e1_2",68,3262,0,"LowF",5,762,"Include"
"RS2009_e1","RS2009_e1_2",68,3263,1,"HighF",6,748,"Include"
"RS2009_e1","RS2009_e1_2",68,3264,0,"HighF",1,744,"Include"
"RS2009_e1","RS2009_e1_2",69,3265,0,"HighF",1,654,"Include"
"RS2009_e1","RS2009_e1_2",69,3266,1,"HighF",6,570,"Include"
"RS2009_e1","RS2009_e1_2",69,3267,0,"HighF",1,677,"Include"
"RS2009_e1","RS2009_e1_2",69,3268,0,"HighF",6,902,"Include"
"RS2009_e1","RS2009_e1_2",69,3269,1,"HighF",5,599,"Include"
"RS2009_e1","RS2009_e1_2",69,3270,1,"HighF",6,666,"Include"
"RS2009_e1","RS2009_e1_2",69,3271,0,"HighF",1,614,"Include"
"RS2009_e1","RS2009_e1_2",69,3272,0,"HighF",1,710,"Include"
"RS2009_e1","RS2009_e1_2",69,3273,1,"LowF",4,641,"Include"
"RS2009_e1","RS2009_e1_2",69,3274,1,"LowF",5,544,"Include"
"RS2009_e1","RS2009_e1_2",69,3275,1,"LowF",4,763,"Include"
"RS2009_e1","RS2009_e1_2",69,3276,0,"LowF",1,640,"Include"
"RS2009_e1","RS2009_e1_2",69,3277,1,"LowF",5,597,"Include"
"RS2009_e1","RS2009_e1_2",69,3278,0,"HighF",1,631,"Include"
"RS2009_e1","RS2009_e1_2",69,3279,1,"HighF",6,667,"Include"
"RS2009_e1","RS2009_e1_2",69,3280,0,"LowF",2,597,"Include"
"RS2009_e1","RS2009_e1_2",69,3281,1,"HighF",6,730,"Include"
"RS2009_e1","RS2009_e1_2",69,3282,1,"HighF",5,789,"Include"
"RS2009_e1","RS2009_e1_2",69,3283,0,"LowF",6,622,"Include"
"RS2009_e1","RS2009_e1_2",69,3284,1,"HighF",6,887,"Include"
"RS2009_e1","RS2009_e1_2",69,3285,0,"HighF",2,623,"Include"
"RS2009_e1","RS2009_e1_2",69,3286,1,"LowF",4,973,"Include"
"RS2009_e1","RS2009_e1_2",69,3287,1,"LowF",5,805,"Include"
"RS2009_e1","RS2009_e1_2",69,3288,0,"HighF",1,623,"Include"
"RS2009_e1","RS2009_e1_2",69,3289,1,"HighF",6,614,"Include"
"RS2009_e1","RS2009_e1_2",69,3290,1,"HighF",5,765,"Include"
"RS2009_e1","RS2009_e1_2",69,3291,1,"LowF",2,867,"Include"
"RS2009_e1","RS2009_e1_2",69,3292,0,"LowF",1,765,"Include"
"RS2009_e1","RS2009_e1_2",69,3293,0,"HighF",1,684,"Include"
"RS2009_e1","RS2009_e1_2",69,3294,0,"LowF",4,989,"Include"
"RS2009_e1","RS2009_e1_2",69,3295,0,"LowF",5,782,"Include"
"RS2009_e1","RS2009_e1_2",69,3296,1,"HighF",6,703,"Include"
"RS2009_e1","RS2009_e1_2",69,3297,0,"HighF",1,867,"Include"
"RS2009_e1","RS2009_e1_2",69,3298,1,"HighF",5,858,"Include"
"RS2009_e1","RS2009_e1_2",69,3299,0,"LowF",4,709,"Include"
"RS2009_e1","RS2009_e1_2",69,3300,0,"LowF",1,695,"Include"
"RS2009_e1","RS2009_e1_2",69,3301,0,"LowF",2,744,"Include"
"RS2009_e1","RS2009_e1_2",69,3302,1,"LowF",5,745,"Include"
"RS2009_e1","RS2009_e1_2",69,3303,1,"LowF",6,762,"Include"
"RS2009_e1","RS2009_e1_2",69,3304,1,"LowF",5,867,"Include"
"RS2009_e1","RS2009_e1_2",69,3305,1,"LowF",6,709,"Include"
"RS2009_e1","RS2009_e1_2",69,3306,0,"HighF",1,657,"Include"
"RS2009_e1","RS2009_e1_2",69,3307,0,"LowF",1,771,"Include"
"RS2009_e1","RS2009_e1_2",69,3308,1,"LowF",5,754,"Include"
"RS2009_e1","RS2009_e1_2",69,3309,0,"HighF",2,727,"Include"
"RS2009_e1","RS2009_e1_2",69,3310,1,"HighF",5,928,"Include"
"RS2009_e1","RS2009_e1_2",69,3311,0,"LowF",2,771,"Include"
"RS2009_e1","RS2009_e1_2",69,3312,0,"LowF",1,789,"Include"
"RS2009_e1","RS2009_e1_2",70,3313,1,"LowF",4,820,"Include"
"RS2009_e1","RS2009_e1_2",70,3314,1,"HighF",5,613,"Include"
"RS2009_e1","RS2009_e1_2",70,3315,0,"LowF",2,605,"Include"
"RS2009_e1","RS2009_e1_2",70,3316,1,"LowF",5,631,"Include"
"RS2009_e1","RS2009_e1_2",70,3317,1,"HighF",6,562,"Include"
"RS2009_e1","RS2009_e1_2",70,3318,0,"LowF",5,562,"Include"
"RS2009_e1","RS2009_e1_2",70,3319,1,"HighF",6,634,"Include"
"RS2009_e1","RS2009_e1_2",70,3320,0,"HighF",1,571,"Include"
"RS2009_e1","RS2009_e1_2",70,3321,0,"HighF",2,631,"Include"
"RS2009_e1","RS2009_e1_2",70,3322,0,"HighF",1,649,"Include"
"RS2009_e1","RS2009_e1_2",70,3323,1,"LowF",5,597,"Include"
"RS2009_e1","RS2009_e1_2",70,3324,0,"LowF",2,667,"Include"
"RS2009_e1","RS2009_e1_2",70,3325,1,"LowF",4,737,"Include"
"RS2009_e1","RS2009_e1_2",70,3326,0,"HighF",2,631,"Include"
"RS2009_e1","RS2009_e1_2",70,3327,0,"LowF",6,613,"Include"
"RS2009_e1","RS2009_e1_2",70,3328,0,"HighF",2,834,"Include"
"RS2009_e1","RS2009_e1_2",70,3329,0,"LowF",5,675,"Include"
"RS2009_e1","RS2009_e1_2",70,3330,1,"HighF",6,669,"Include"
"RS2009_e1","RS2009_e1_2",70,3331,0,"HighF",5,597,"Include"
"RS2009_e1","RS2009_e1_2",70,3332,1,"LowF",4,599,"Include"
"RS2009_e1","RS2009_e1_2",70,3333,1,"HighF",2,606,"Include"
"RS2009_e1","RS2009_e1_2",70,3334,0,"LowF",3,844,"Include"
"RS2009_e1","RS2009_e1_2",70,3335,0,"HighF",1,665,"Include"
"RS2009_e1","RS2009_e1_2",70,3336,1,"LowF",5,614,"Include"
"RS2009_e1","RS2009_e1_2",70,3337,1,"HighF",6,632,"Include"
"RS2009_e1","RS2009_e1_2",70,3338,1,"HighF",4,623,"Include"
"RS2009_e1","RS2009_e1_2",70,3339,1,"LowF",2,658,"Include"
"RS2009_e1","RS2009_e1_2",70,3340,0,"LowF",1,747,"Include"
"RS2009_e1","RS2009_e1_2",70,3341,1,"HighF",6,727,"Include"
"RS2009_e1","RS2009_e1_2",70,3342,1,"LowF",5,604,"Include"
"RS2009_e1","RS2009_e1_2",70,3343,1,"LowF",5,657,"Include"
"RS2009_e1","RS2009_e1_2",70,3344,0,"LowF",4,588,"Include"
"RS2009_e1","RS2009_e1_2",70,3345,1,"LowF",6,651,"Include"
"RS2009_e1","RS2009_e1_2",70,3346,0,"HighF",1,579,"Include"
"RS2009_e1","RS2009_e1_2",70,3347,1,"HighF",2,616,"Include"
"RS2009_e1","RS2009_e1_2",70,3348,0,"LowF",5,609,"Include"
"RS2009_e1","RS2009_e1_2",70,3349,0,"HighF",1,668,"Include"
"RS2009_e1","RS2009_e1_2",70,3350,0,"HighF",2,623,"Include"
"RS2009_e1","RS2009_e1_2",70,3351,0,"LowF",1,711,"Include"
"RS2009_e1","RS2009_e1_2",70,3352,0,"LowF",1,720,"Include"
"RS2009_e1","RS2009_e1_2",70,3353,1,"LowF",4,649,"Include"
"RS2009_e1","RS2009_e1_2",70,3354,0,"LowF",5,561,"Include"
"RS2009_e1","RS2009_e1_2",70,3355,1,"HighF",6,850,"Include"
"RS2009_e1","RS2009_e1_2",70,3356,1,"LowF",4,665,"Include"
"RS2009_e1","RS2009_e1_2",70,3357,0,"HighF",2,709,"Include"
"RS2009_e1","RS2009_e1_2",70,3358,1,"HighF",6,700,"Include"
"RS2009_e1","RS2009_e1_2",70,3359,1,"HighF",6,709,"Include"
"RS2009_e1","RS2009_e1_2",70,3360,0,"HighF",5,606,"Include"
"RS2009_e1","RS2009_e1_3",1,1,0,"HighF",1,934,"Include"
"RS2009_e1","RS2009_e1_3",1,2,1,"LowF",6,847,"Include"
"RS2009_e1","RS2009_e1_3",1,3,1,"LowF",6,762,"Include"
"RS2009_e1","RS2009_e1_3",1,4,0,"LowF",1,822,"Include"
"RS2009_e1","RS2009_e1_3",1,5,0,"HighF",1,717,"Include"
"RS2009_e1","RS2009_e1_3",1,6,0,"HighF",1,726,"Include"
"RS2009_e1","RS2009_e1_3",1,7,0,"LowF",1,710,"Include"
"RS2009_e1","RS2009_e1_3",1,8,1,"LowF",1,718,"Include"
"RS2009_e1","RS2009_e1_3",1,9,0,"LowF",1,982,"Include"
"RS2009_e1","RS2009_e1_3",1,10,0,"HighF",1,728,"Include"
"RS2009_e1","RS2009_e1_3",1,11,1,"LowF",5,1146,"Include"
"RS2009_e1","RS2009_e1_3",1,12,0,"LowF",2,891,"Include"
"RS2009_e1","RS2009_e1_3",1,13,1,"HighF",6,942,"Include"
"RS2009_e1","RS2009_e1_3",1,14,0,"LowF",2,734,"Include"
"RS2009_e1","RS2009_e1_3",1,15,1,"HighF",6,786,"Include"
"RS2009_e1","RS2009_e1_3",1,16,1,"HighF",6,613,"Include"
"RS2009_e1","RS2009_e1_3",1,17,1,"LowF",6,752,"Include"
"RS2009_e1","RS2009_e1_3",1,18,0,"LowF",6,290,"Include"
"RS2009_e1","RS2009_e1_3",1,19,0,"HighF",1,1027,"Include"
"RS2009_e1","RS2009_e1_3",1,20,1,"HighF",6,788,"Include"
"RS2009_e1","RS2009_e1_3",1,21,0,"LowF",2,908,"Include"
"RS2009_e1","RS2009_e1_3",1,22,1,"HighF",2,743,"Include"
"RS2009_e1","RS2009_e1_3",1,23,0,"LowF",6,919,"Include"
"RS2009_e1","RS2009_e1_3",1,24,0,"HighF",1,902,"Include"
"RS2009_e1","RS2009_e1_3",1,25,1,"LowF",6,684,"Include"
"RS2009_e1","RS2009_e1_3",1,26,1,"LowF",5,734,"Include"
"RS2009_e1","RS2009_e1_3",1,27,1,"HighF",6,1056,"Include"
"RS2009_e1","RS2009_e1_3",1,28,0,"LowF",5,892,"Include"
"RS2009_e1","RS2009_e1_3",1,29,1,"LowF",2,1051,"Include"
"RS2009_e1","RS2009_e1_3",1,30,1,"LowF",2,842,"Include"
"RS2009_e1","RS2009_e1_3",1,31,0,"LowF",2,519,"Include"
"RS2009_e1","RS2009_e1_3",1,32,1,"LowF",6,1423,"Include"
"RS2009_e1","RS2009_e1_3",1,33,1,"LowF",5,803,"Include"
"RS2009_e1","RS2009_e1_3",1,34,0,"HighF",1,865,"Include"
"RS2009_e1","RS2009_e1_3",1,35,1,"HighF",1,875,"Include"
"RS2009_e1","RS2009_e1_3",1,36,0,"HighF",1,1096,"Include"
"RS2009_e1","RS2009_e1_3",1,37,1,"HighF",6,832,"Include"
"RS2009_e1","RS2009_e1_3",1,38,0,"HighF",2,742,"Include"
"RS2009_e1","RS2009_e1_3",1,39,0,"HighF",5,1014,"Include"
"RS2009_e1","RS2009_e1_3",1,40,1,"HighF",2,910,"Include"
"RS2009_e1","RS2009_e1_3",1,41,0,"HighF",2,666,"Include"
"RS2009_e1","RS2009_e1_3",1,42,0,"HighF",1,926,"Include"
"RS2009_e1","RS2009_e1_3",1,43,0,"LowF",1,761,"Include"
"RS2009_e1","RS2009_e1_3",1,44,0,"LowF",1,797,"Include"
