"exp","id","block","trial","isold","condition1","rating","RT","excluding"
"RS2009_e1","RS2009_e1_1",1,1,1,"LowF",6,731,"Include"
"RS2009_e1","RS2009_e1_1",1,2,0,"LowF",1,1008,"Include"
"RS2009_e1","RS2009_e1_1",1,3,1,"HighF",6,617,"Include"
"RS2009_e1","RS2009_e1_1",1,4,1,"LowF",6,556,"Include"
"RS2009_e1","RS2009_e1_1",1,5,1,"LowF",6,564,"Include"
"RS2009_e1","RS2009_e1_1",1,6,0,"LowF",6,660,"Include"
"RS2009_e1","RS2009_e1_1",1,7,1,"HighF",6,703,"Include"
"RS2009_e1","RS2009_e1_1",1,8,1,"HighF",6,590,"Include"
"RS2009_e1","RS2009_e1_1",1,9,0,"LowF",1,625,"Include"
"RS2009_e1","RS2009_e1_1",1,10,1,"HighF",5,1374,"Include"
"RS2009_e1","RS2009_e1_1",1,11,0,"LowF",6,1070,"Include"
"RS2009_e1","RS2009_e1_1",1,12,0,"LowF",1,1626,"Include"
"RS2009_e1","RS2009_e1_1",1,13,0,"HighF",2,975,"Include"
"RS2009_e1","RS2009_e1_1",1,14,1,"HighF",2,748,"Include"
"RS2009_e1","RS2009_e1_1",1,15,0,"HighF",2,800,"Include"
"RS2009_e1","RS2009_e1_1",1,16,1,"LowF",6,895,"Include"
"RS2009_e1","RS2009_e1_1",1,17,0,"HighF",1,1921,"Include"
"RS2009_e1","RS2009_e1_1",1,18,0,"HighF",2,1635,"Include"
"RS2009_e1","RS2009_e1_1",1,19,0,"HighF",2,948,"Include"
"RS2009_e1","RS2009_e1_1",1,20,1,"HighF",6,887,"Include"
"RS2009_e1","RS2009_e1_1",1,21,0,"HighF",2,947,"Include"
"RS2009_e1","RS2009_e1_1",1,22,1,"LowF",2,835,"Include"
"RS2009_e1","RS2009_e1_1",1,23,1,"HighF",6,1009,"Include"
"RS2009_e1","RS2009_e1_1",1,24,1,"LowF",2,1712,"Include"
"RS2009_e1","RS2009_e1_1",1,25,1,"HighF",6,791,"Include"
"RS2009_e1","RS2009_e1_1",1,26,0,"LowF",1,887,"Include"
"RS2009_e1","RS2009_e1_1",1,27,0,"HighF",1,765,"Include"
"RS2009_e1","RS2009_e1_1",1,28,1,"HighF",6,817,"Include"
"RS2009_e1","RS2009_e1_1",1,29,0,"LowF",1,825,"Include"
"RS2009_e1","RS2009_e1_1",1,30,1,"LowF",6,774,"Include"
"RS2009_e1","RS2009_e1_1",1,31,0,"HighF",6,660,"Include"
"RS2009_e1","RS2009_e1_1",1,32,1,"HighF",6,703,"Include"
"RS2009_e1","RS2009_e1_1",1,33,1,"HighF",6,773,"Include"
"RS2009_e1","RS2009_e1_1",1,34,1,"LowF",6,556,"Include"
"RS2009_e1","RS2009_e1_1",1,35,1,"LowF",6,1069,"Include"
"RS2009_e1","RS2009_e1_1",1,36,0,"HighF",6,903,"Include"
"RS2009_e1","RS2009_e1_1",1,37,0,"HighF",1,755,"Include"
"RS2009_e1","RS2009_e1_1",1,38,1,"LowF",5,1312,"Include"
"RS2009_e1","RS2009_e1_1",1,39,0,"LowF",3,1504,"Include"
"RS2009_e1","RS2009_e1_1",1,40,0,"LowF",1,1705,"Include"
"RS2009_e1","RS2009_e1_1",1,41,0,"LowF",1,669,"Include"
"RS2009_e1","RS2009_e1_1",1,42,0,"LowF",5,1478,"Include"
"RS2009_e1","RS2009_e1_1",1,43,0,"HighF",5,1121,"Include"
"RS2009_e1","RS2009_e1_1",1,44,1,"LowF",6,800,"Include"
"RS2009_e1","RS2009_e1_1",1,45,0,"LowF",1,652,"Include"
"RS2009_e1","RS2009_e1_1",1,46,1,"LowF",1,764,"Include"
"RS2009_e1","RS2009_e1_1",1,47,0,"HighF",1,1304,"Include"
"RS2009_e1","RS2009_e1_1",1,48,1,"HighF",5,1609,"Include"
"RS2009_e1","RS2009_e1_1",2,49,0,"HighF",1,966,"Include"
"RS2009_e1","RS2009_e1_1",2,50,0,"LowF",6,643,"Include"
"RS2009_e1","RS2009_e1_1",2,51,1,"LowF",6,938,"Include"
"RS2009_e1","RS2009_e1_1",2,52,1,"HighF",6,1052,"Include"
"RS2009_e1","RS2009_e1_1",2,53,0,"LowF",2,1591,"Include"
"RS2009_e1","RS2009_e1_1",2,54,1,"HighF",6,853,"Include"
"RS2009_e1","RS2009_e1_1",2,55,0,"HighF",6,1008,"Include"
"RS2009_e1","RS2009_e1_1",2,56,1,"HighF",6,1235,"Include"
"RS2009_e1","RS2009_e1_1",2,57,0,"HighF",1,1382,"Include"
"RS2009_e1","RS2009_e1_1",2,58,1,"HighF",6,799,"Include"
"RS2009_e1","RS2009_e1_1",2,59,0,"HighF",4,2278,"Include"
"RS2009_e1","RS2009_e1_1",2,60,1,"LowF",6,826,"Include"
"RS2009_e1","RS2009_e1_1",2,61,0,"HighF",1,1321,"Include"
"RS2009_e1","RS2009_e1_1",2,62,0,"LowF",1,870,"Include"
"RS2009_e1","RS2009_e1_1",2,63,1,"LowF",5,1209,"Include"
"RS2009_e1","RS2009_e1_1",2,64,1,"LowF",5,714,"Include"
"RS2009_e1","RS2009_e1_1",2,65,0,"LowF",2,1104,"Include"
"RS2009_e1","RS2009_e1_1",2,66,0,"LowF",2,948,"Include"
"RS2009_e1","RS2009_e1_1",2,67,1,"LowF",2,1278,"Include"
"RS2009_e1","RS2009_e1_1",2,68,1,"HighF",6,912,"Include"
"RS2009_e1","RS2009_e1_1",2,69,0,"HighF",1,920,"Include"
"RS2009_e1","RS2009_e1_1",2,70,1,"HighF",6,695,"Include"
"RS2009_e1","RS2009_e1_1",2,71,1,"LowF",6,729,"Include"
"RS2009_e1","RS2009_e1_1",2,72,1,"LowF",6,598,"Include"
"RS2009_e1","RS2009_e1_1",2,73,0,"HighF",1,634,"Include"
"RS2009_e1","RS2009_e1_1",2,74,1,"HighF",6,765,"Include"
"RS2009_e1","RS2009_e1_1",2,75,1,"LowF",6,573,"Include"
"RS2009_e1","RS2009_e1_1",2,76,1,"HighF",1,764,"Include"
"RS2009_e1","RS2009_e1_1",2,77,1,"LowF",6,547,"Include"
"RS2009_e1","RS2009_e1_1",2,78,0,"LowF",1,668,"Include"
"RS2009_e1","RS2009_e1_1",2,79,0,"LowF",5,799,"Include"
"RS2009_e1","RS2009_e1_1",2,80,0,"HighF",2,937,"Include"
"RS2009_e1","RS2009_e1_1",2,81,0,"HighF",1,791,"Include"
"RS2009_e1","RS2009_e1_1",2,82,1,"HighF",2,749,"Include"
"RS2009_e1","RS2009_e1_1",2,83,1,"HighF",1,808,"Include"
"RS2009_e1","RS2009_e1_1",2,84,0,"HighF",5,782,"Include"
"RS2009_e1","RS2009_e1_1",2,85,1,"HighF",6,738,"Include"
"RS2009_e1","RS2009_e1_1",2,86,0,"LowF",5,912,"Include"
"RS2009_e1","RS2009_e1_1",2,87,1,"LowF",2,651,"Include"
"RS2009_e1","RS2009_e1_1",2,88,1,"HighF",6,816,"Include"
"RS2009_e1","RS2009_e1_1",2,89,0,"LowF",1,1445,"Include"
"RS2009_e1","RS2009_e1_1",2,90,0,"HighF",1,905,"Include"
"RS2009_e1","RS2009_e1_1",2,91,0,"LowF",1,853,"Include"
"RS2009_e1","RS2009_e1_1",2,92,1,"LowF",6,801,"Include"
"RS2009_e1","RS2009_e1_1",2,93,0,"LowF",5,869,"Include"
"RS2009_e1","RS2009_e1_1",2,94,0,"LowF",5,834,"Include"
"RS2009_e1","RS2009_e1_1",2,95,1,"LowF",4,3295,"Include"
"RS2009_e1","RS2009_e1_1",2,96,0,"HighF",1,1148,"Include"
"RS2009_e1","RS2009_e1_1",3,97,1,"HighF",6,651,"Include"
"RS2009_e1","RS2009_e1_1",3,98,1,"HighF",6,686,"Include"
"RS2009_e1","RS2009_e1_1",3,99,0,"LowF",2,1469,"Include"
"RS2009_e1","RS2009_e1_1",3,100,0,"LowF",2,1052,"Include"
"RS2009_e1","RS2009_e1_1",3,101,1,"LowF",2,1113,"Include"
"RS2009_e1","RS2009_e1_1",3,102,0,"HighF",2,964,"Include"
"RS2009_e1","RS2009_e1_1",3,103,0,"LowF",2,1157,"Include"
"RS2009_e1","RS2009_e1_1",3,104,0,"HighF",2,1087,"Include"
"RS2009_e1","RS2009_e1_1",3,105,0,"LowF",2,973,"Include"
"RS2009_e1","RS2009_e1_1",3,106,1,"LowF",5,635,"Include"
"RS2009_e1","RS2009_e1_1",3,107,0,"LowF",2,878,"Include"
"RS2009_e1","RS2009_e1_1",3,108,0,"HighF",1,1087,"Include"
"RS2009_e1","RS2009_e1_1",3,109,0,"HighF",1,627,"Include"
"RS2009_e1","RS2009_e1_1",3,110,0,"LowF",1,591,"Include"
"RS2009_e1","RS2009_e1_1",3,111,0,"LowF",5,966,"Include"
"RS2009_e1","RS2009_e1_1",3,112,1,"LowF",5,964,"Include"
"RS2009_e1","RS2009_e1_1",3,113,0,"HighF",2,973,"Include"
"RS2009_e1","RS2009_e1_1",3,114,0,"HighF",5,1052,"Include"
"RS2009_e1","RS2009_e1_1",3,115,1,"LowF",5,731,"Include"
"RS2009_e1","RS2009_e1_1",3,116,1,"HighF",5,625,"Include"
"RS2009_e1","RS2009_e1_1",3,117,0,"HighF",1,887,"Include"
"RS2009_e1","RS2009_e1_1",3,118,0,"HighF",1,845,"Include"
"RS2009_e1","RS2009_e1_1",3,119,1,"LowF",5,791,"Include"
"RS2009_e1","RS2009_e1_1",3,120,1,"HighF",5,844,"Include"
"RS2009_e1","RS2009_e1_1",3,121,1,"HighF",5,791,"Include"
"RS2009_e1","RS2009_e1_1",3,122,1,"HighF",6,721,"Include"
"RS2009_e1","RS2009_e1_1",3,123,0,"HighF",1,886,"Include"
"RS2009_e1","RS2009_e1_1",3,124,1,"LowF",1,1548,"Include"
"RS2009_e1","RS2009_e1_1",3,125,1,"HighF",1,835,"Include"
"RS2009_e1","RS2009_e1_1",3,126,1,"HighF",6,966,"Include"
"RS2009_e1","RS2009_e1_1",3,127,0,"HighF",1,1530,"Include"
"RS2009_e1","RS2009_e1_1",3,128,0,"HighF",5,1609,"Include"
"RS2009_e1","RS2009_e1_1",3,129,1,"LowF",5,686,"Include"
"RS2009_e1","RS2009_e1_1",3,130,0,"LowF",1,1139,"Include"
"RS2009_e1","RS2009_e1_1",3,131,1,"HighF",1,660,"Include"
"RS2009_e1","RS2009_e1_1",3,132,0,"HighF",2,721,"Include"
"RS2009_e1","RS2009_e1_1",3,133,0,"LowF",2,712,"Include"
"RS2009_e1","RS2009_e1_1",3,134,0,"LowF",2,695,"Include"
"RS2009_e1","RS2009_e1_1",3,135,1,"LowF",5,643,"Include"
"RS2009_e1","RS2009_e1_1",3,136,1,"HighF",5,948,"Include"
"RS2009_e1","RS2009_e1_1",3,137,0,"LowF",1,1078,"Include"
"RS2009_e1","RS2009_e1_1",3,138,1,"HighF",6,930,"Include"
"RS2009_e1","RS2009_e1_1",3,139,1,"LowF",6,843,"Include"
"RS2009_e1","RS2009_e1_1",3,140,1,"LowF",6,1130,"Include"
"RS2009_e1","RS2009_e1_1",3,141,1,"LowF",1,1522,"Include"
"RS2009_e1","RS2009_e1_1",3,142,0,"LowF",5,2191,"Include"
"RS2009_e1","RS2009_e1_1",3,143,1,"LowF",5,869,"Include"
"RS2009_e1","RS2009_e1_1",3,144,1,"HighF",6,991,"Include"
"RS2009_e1","RS2009_e1_1",4,145,0,"HighF",1,954,"Include"
"RS2009_e1","RS2009_e1_1",4,146,1,"HighF",6,905,"Include"
"RS2009_e1","RS2009_e1_1",4,147,1,"LowF",5,1096,"Include"
"RS2009_e1","RS2009_e1_1",4,148,0,"LowF",2,1017,"Include"
"RS2009_e1","RS2009_e1_1",4,149,1,"HighF",5,983,"Include"
"RS2009_e1","RS2009_e1_1",4,150,0,"HighF",3,2584,"Include"
"RS2009_e1","RS2009_e1_1",4,151,0,"LowF",3,1026,"Include"
"RS2009_e1","RS2009_e1_1",4,152,0,"HighF",1,757,"Include"
"RS2009_e1","RS2009_e1_1",4,153,0,"LowF",1,1130,"Include"
"RS2009_e1","RS2009_e1_1",4,154,0,"LowF",1,679,"Include"
"RS2009_e1","RS2009_e1_1",4,155,0,"HighF",2,879,"Include"
"RS2009_e1","RS2009_e1_1",4,156,0,"LowF",2,869,"Include"
"RS2009_e1","RS2009_e1_1",4,157,0,"HighF",2,939,"Include"
"RS2009_e1","RS2009_e1_1",4,158,0,"LowF",2,861,"Include"
"RS2009_e1","RS2009_e1_1",4,159,0,"LowF",2,843,"Include"
"RS2009_e1","RS2009_e1_1",4,160,0,"LowF",1,905,"Include"
"RS2009_e1","RS2009_e1_1",4,161,1,"LowF",1,862,"Include"
"RS2009_e1","RS2009_e1_1",4,162,1,"HighF",2,922,"Include"
"RS2009_e1","RS2009_e1_1",4,163,1,"LowF",5,616,"Include"
"RS2009_e1","RS2009_e1_1",4,164,1,"HighF",5,670,"Include"
"RS2009_e1","RS2009_e1_1",4,165,1,"LowF",5,582,"Include"
"RS2009_e1","RS2009_e1_1",4,166,0,"HighF",1,965,"Include"
"RS2009_e1","RS2009_e1_1",4,167,1,"LowF",6,617,"Include"
"RS2009_e1","RS2009_e1_1",4,168,1,"LowF",6,635,"Include"
"RS2009_e1","RS2009_e1_1",4,169,0,"HighF",1,894,"Include"
"RS2009_e1","RS2009_e1_1",4,170,1,"HighF",6,748,"Include"
"RS2009_e1","RS2009_e1_1",4,171,0,"LowF",1,592,"Include"
"RS2009_e1","RS2009_e1_1",4,172,1,"HighF",1,704,"Include"
"RS2009_e1","RS2009_e1_1",4,173,0,"HighF",1,782,"Include"
"RS2009_e1","RS2009_e1_1",4,174,0,"LowF",2,697,"Include"
"RS2009_e1","RS2009_e1_1",4,175,1,"LowF",2,852,"Include"
"RS2009_e1","RS2009_e1_1",4,176,1,"HighF",2,781,"Include"
"RS2009_e1","RS2009_e1_1",4,177,0,"HighF",2,651,"Include"
"RS2009_e1","RS2009_e1_1",4,178,0,"HighF",2,704,"Include"
"RS2009_e1","RS2009_e1_1",4,179,1,"HighF",2,521,"Include"
"RS2009_e1","RS2009_e1_1",4,180,1,"LowF",5,798,"Include"
"RS2009_e1","RS2009_e1_1",4,181,1,"LowF",5,563,"Include"
"RS2009_e1","RS2009_e1_1",4,182,0,"HighF",1,816,"Include"
"RS2009_e1","RS2009_e1_1",4,183,1,"HighF",5,591,"Include"
"RS2009_e1","RS2009_e1_1",4,184,1,"HighF",6,835,"Include"
"RS2009_e1","RS2009_e1_1",4,185,0,"LowF",1,860,"Include"
"RS2009_e1","RS2009_e1_1",4,186,0,"LowF",1,601,"Include"
"RS2009_e1","RS2009_e1_1",4,187,0,"HighF",2,1070,"Include"
"RS2009_e1","RS2009_e1_1",4,188,1,"LowF",1,634,"Include"
"RS2009_e1","RS2009_e1_1",4,189,1,"HighF",5,723,"Include"
"RS2009_e1","RS2009_e1_1",4,190,1,"LowF",5,547,"Include"
"RS2009_e1","RS2009_e1_1",4,191,1,"LowF",5,712,"Include"
"RS2009_e1","RS2009_e1_1",4,192,1,"HighF",5,590,"Include"
"RS2009_e1","RS2009_e1_1",5,193,1,"HighF",2,1467,"Include"
"RS2009_e1","RS2009_e1_1",5,194,1,"LowF",5,625,"Include"
"RS2009_e1","RS2009_e1_1",5,195,0,"LowF",1,904,"Include"
"RS2009_e1","RS2009_e1_1",5,196,0,"LowF",1,731,"Include"
"RS2009_e1","RS2009_e1_1",5,197,0,"LowF",5,707,"Include"
"RS2009_e1","RS2009_e1_1",5,198,1,"HighF",5,677,"Include"
"RS2009_e1","RS2009_e1_1",5,199,1,"LowF",1,929,"Include"
"RS2009_e1","RS2009_e1_1",5,200,1,"LowF",5,609,"Include"
"RS2009_e1","RS2009_e1_1",5,201,1,"HighF",5,582,"Include"
"RS2009_e1","RS2009_e1_1",5,202,1,"LowF",5,565,"Include"
"RS2009_e1","RS2009_e1_1",5,203,0,"LowF",1,739,"Include"
"RS2009_e1","RS2009_e1_1",5,204,0,"HighF",2,1000,"Include"
"RS2009_e1","RS2009_e1_1",5,205,0,"HighF",2,1114,"Include"
"RS2009_e1","RS2009_e1_1",5,206,0,"LowF",2,765,"Include"
"RS2009_e1","RS2009_e1_1",5,207,1,"HighF",5,635,"Include"
"RS2009_e1","RS2009_e1_1",5,208,0,"LowF",2,809,"Include"
"RS2009_e1","RS2009_e1_1",5,209,1,"LowF",5,574,"Include"
"RS2009_e1","RS2009_e1_1",5,210,1,"HighF",5,583,"Include"
"RS2009_e1","RS2009_e1_1",5,211,1,"LowF",5,704,"Include"
"RS2009_e1","RS2009_e1_1",5,212,0,"LowF",2,703,"Include"
"RS2009_e1","RS2009_e1_1",5,213,1,"HighF",5,756,"Include"
"RS2009_e1","RS2009_e1_1",5,214,0,"HighF",2,722,"Include"
"RS2009_e1","RS2009_e1_1",5,215,0,"HighF",2,852,"Include"
"RS2009_e1","RS2009_e1_1",5,216,1,"LowF",6,852,"Include"
"RS2009_e1","RS2009_e1_1",5,217,0,"LowF",2,669,"Include"
"RS2009_e1","RS2009_e1_1",5,218,0,"LowF",6,504,"Include"
"RS2009_e1","RS2009_e1_1",5,219,0,"HighF",5,721,"Include"
"RS2009_e1","RS2009_e1_1",5,220,0,"LowF",2,737,"Include"
"RS2009_e1","RS2009_e1_1",5,221,1,"LowF",2,747,"Include"
"RS2009_e1","RS2009_e1_1",5,222,1,"LowF",5,616,"Include"
"RS2009_e1","RS2009_e1_1",5,223,1,"HighF",6,686,"Include"
"RS2009_e1","RS2009_e1_1",5,224,1,"LowF",2,991,"Include"
"RS2009_e1","RS2009_e1_1",5,225,1,"LowF",2,876,"Include"
"RS2009_e1","RS2009_e1_1",5,226,1,"HighF",5,522,"Include"
"RS2009_e1","RS2009_e1_1",5,227,1,"HighF",5,572,"Include"
"RS2009_e1","RS2009_e1_1",5,228,1,"HighF",5,703,"Include"
"RS2009_e1","RS2009_e1_1",5,229,0,"HighF",6,704,"Include"
"RS2009_e1","RS2009_e1_1",5,230,0,"HighF",6,623,"Include"
"RS2009_e1","RS2009_e1_1",5,231,0,"HighF",2,729,"Include"
"RS2009_e1","RS2009_e1_1",5,232,0,"HighF",2,599,"Include"
"RS2009_e1","RS2009_e1_1",5,233,1,"HighF",5,713,"Include"
"RS2009_e1","RS2009_e1_1",5,234,0,"HighF",2,816,"Include"
"RS2009_e1","RS2009_e1_1",5,235,0,"HighF",5,730,"Include"
"RS2009_e1","RS2009_e1_1",5,236,1,"HighF",5,642,"Include"
"RS2009_e1","RS2009_e1_1",5,237,0,"LowF",2,1243,"Include"
"RS2009_e1","RS2009_e1_1",5,238,0,"HighF",1,1324,"Include"
"RS2009_e1","RS2009_e1_1",5,239,1,"LowF",6,922,"Include"
"RS2009_e1","RS2009_e1_1",5,240,0,"LowF",2,748,"Include"
"RS2009_e1","RS2009_e1_1",6,241,0,"HighF",1,789,"Include"
"RS2009_e1","RS2009_e1_1",6,242,1,"LowF",6,565,"Include"
"RS2009_e1","RS2009_e1_1",6,243,0,"LowF",2,739,"Include"
"RS2009_e1","RS2009_e1_1",6,244,0,"HighF",1,921,"Include"
"RS2009_e1","RS2009_e1_1",6,245,0,"LowF",1,947,"Include"
"RS2009_e1","RS2009_e1_1",6,246,0,"HighF",1,723,"Include"
"RS2009_e1","RS2009_e1_1",6,247,1,"HighF",2,1035,"Include"
"RS2009_e1","RS2009_e1_1",6,248,1,"HighF",2,861,"Include"
"RS2009_e1","RS2009_e1_1",6,249,1,"HighF",6,807,"Include"
"RS2009_e1","RS2009_e1_1",6,250,1,"HighF",2,809,"Include"
"RS2009_e1","RS2009_e1_1",6,251,1,"LowF",2,1608,"Include"
"RS2009_e1","RS2009_e1_1",6,252,1,"HighF",5,521,"Include"
"RS2009_e1","RS2009_e1_1",6,253,0,"LowF",5,618,"Include"
"RS2009_e1","RS2009_e1_1",6,254,0,"HighF",2,670,"Include"
"RS2009_e1","RS2009_e1_1",6,255,0,"LowF",2,1035,"Include"
"RS2009_e1","RS2009_e1_1",6,256,0,"LowF",3,1131,"Include"
"RS2009_e1","RS2009_e1_1",6,257,1,"HighF",3,1365,"Include"
"RS2009_e1","RS2009_e1_1",6,258,1,"LowF",5,582,"Include"
"RS2009_e1","RS2009_e1_1",6,259,0,"HighF",5,696,"Include"
"RS2009_e1","RS2009_e1_1",6,260,0,"LowF",2,817,"Include"
"RS2009_e1","RS2009_e1_1",6,261,0,"LowF",3,860,"Include"
"RS2009_e1","RS2009_e1_1",6,262,1,"HighF",2,1026,"Include"
"RS2009_e1","RS2009_e1_1",6,263,1,"LowF",5,554,"Include"
"RS2009_e1","RS2009_e1_1",6,264,1,"LowF",5,642,"Include"
"RS2009_e1","RS2009_e1_1",6,265,0,"LowF",2,798,"Include"
"RS2009_e1","RS2009_e1_1",6,266,1,"LowF",5,860,"Include"
"RS2009_e1","RS2009_e1_1",6,267,1,"LowF",2,852,"Include"
"RS2009_e1","RS2009_e1_1",6,268,1,"LowF",4,1181,"Include"
"RS2009_e1","RS2009_e1_1",6,269,0,"HighF",3,1095,"Include"
"RS2009_e1","RS2009_e1_1",6,270,0,"LowF",3,903,"Include"
"RS2009_e1","RS2009_e1_1",6,271,0,"HighF",1,1088,"Include"
"RS2009_e1","RS2009_e1_1",6,272,0,"HighF",2,869,"Include"
"RS2009_e1","RS2009_e1_1",6,273,0,"HighF",1,1156,"Include"
"RS2009_e1","RS2009_e1_1",6,274,0,"HighF",5,818,"Include"
"RS2009_e1","RS2009_e1_1",6,275,1,"HighF",5,843,"Include"
"RS2009_e1","RS2009_e1_1",6,276,0,"HighF",2,938,"Include"
"RS2009_e1","RS2009_e1_1",6,277,1,"HighF",3,1295,"Include"
"RS2009_e1","RS2009_e1_1",6,278,1,"LowF",4,661,"Include"
"RS2009_e1","RS2009_e1_1",6,279,0,"LowF",1,895,"Include"
"RS2009_e1","RS2009_e1_1",6,280,1,"HighF",6,887,"Include"
"RS2009_e1","RS2009_e1_1",6,281,1,"LowF",4,991,"Include"
"RS2009_e1","RS2009_e1_1",6,282,0,"LowF",1,955,"Include"
"RS2009_e1","RS2009_e1_1",6,283,1,"LowF",1,861,"Include"
"RS2009_e1","RS2009_e1_1",6,284,1,"LowF",5,677,"Include"
"RS2009_e1","RS2009_e1_1",6,285,1,"HighF",5,834,"Include"
"RS2009_e1","RS2009_e1_1",6,286,0,"LowF",5,1218,"Include"
"RS2009_e1","RS2009_e1_1",6,287,1,"HighF",6,1026,"Include"
"RS2009_e1","RS2009_e1_1",6,288,0,"HighF",1,921,"Include"
"RS2009_e1","RS2009_e1_1",7,289,1,"LowF",6,815,"Include"
"RS2009_e1","RS2009_e1_1",7,290,1,"LowF",1,1078,"Include"
"RS2009_e1","RS2009_e1_1",7,291,0,"LowF",2,774,"Include"
"RS2009_e1","RS2009_e1_1",7,292,0,"HighF",2,1060,"Include"
"RS2009_e1","RS2009_e1_1",7,293,1,"HighF",6,877,"Include"
"RS2009_e1","RS2009_e1_1",7,294,1,"LowF",6,651,"Include"
"RS2009_e1","RS2009_e1_1",7,295,0,"LowF",2,799,"Include"
"RS2009_e1","RS2009_e1_1",7,296,1,"HighF",6,929,"Include"
"RS2009_e1","RS2009_e1_1",7,297,0,"HighF",1,965,"Include"
"RS2009_e1","RS2009_e1_1",7,298,0,"LowF",1,808,"Include"
"RS2009_e1","RS2009_e1_1",7,299,0,"HighF",1,852,"Include"
"RS2009_e1","RS2009_e1_1",7,300,1,"LowF",2,1191,"Include"
"RS2009_e1","RS2009_e1_1",7,301,0,"HighF",3,1477,"Include"
"RS2009_e1","RS2009_e1_1",7,302,0,"LowF",3,1036,"Include"
"RS2009_e1","RS2009_e1_1",7,303,0,"LowF",5,1199,"Include"
"RS2009_e1","RS2009_e1_1",7,304,0,"HighF",1,895,"Include"
"RS2009_e1","RS2009_e1_1",7,305,0,"LowF",1,799,"Include"
"RS2009_e1","RS2009_e1_1",7,306,0,"LowF",1,695,"Include"
"RS2009_e1","RS2009_e1_1",7,307,0,"LowF",4,1365,"Include"
"RS2009_e1","RS2009_e1_1",7,308,0,"LowF",1,895,"Include"
"RS2009_e1","RS2009_e1_1",7,309,1,"HighF",5,920,"Include"
"RS2009_e1","RS2009_e1_1",7,310,1,"LowF",2,1026,"Include"
"RS2009_e1","RS2009_e1_1",7,311,1,"HighF",6,711,"Include"
"RS2009_e1","RS2009_e1_1",7,312,1,"HighF",6,826,"Include"
"RS2009_e1","RS2009_e1_1",7,313,1,"HighF",5,904,"Include"
"RS2009_e1","RS2009_e1_1",7,314,1,"LowF",5,712,"Include"
"RS2009_e1","RS2009_e1_1",7,315,1,"HighF",5,1069,"Include"
"RS2009_e1","RS2009_e1_1",7,316,0,"HighF",2,712,"Include"
"RS2009_e1","RS2009_e1_1",7,317,1,"LowF",2,739,"Include"
"RS2009_e1","RS2009_e1_1",7,318,0,"LowF",2,546,"Include"
"RS2009_e1","RS2009_e1_1",7,319,0,"LowF",1,477,"Include"
"RS2009_e1","RS2009_e1_1",7,320,1,"HighF",5,546,"Include"
"RS2009_e1","RS2009_e1_1",7,321,0,"HighF",2,1060,"Include"
"RS2009_e1","RS2009_e1_1",7,322,1,"HighF",6,1217,"Include"
"RS2009_e1","RS2009_e1_1",7,323,1,"LowF",5,598,"Include"
"RS2009_e1","RS2009_e1_1",7,324,1,"LowF",4,573,"Include"
"RS2009_e1","RS2009_e1_1",7,325,1,"HighF",5,998,"Include"
"RS2009_e1","RS2009_e1_1",7,326,0,"HighF",2,679,"Include"
"RS2009_e1","RS2009_e1_1",7,327,1,"LowF",5,547,"Include"
"RS2009_e1","RS2009_e1_1",7,328,0,"HighF",6,852,"Include"
"RS2009_e1","RS2009_e1_1",7,329,1,"LowF",5,730,"Include"
"RS2009_e1","RS2009_e1_1",7,330,0,"LowF",5,678,"Include"
"RS2009_e1","RS2009_e1_1",7,331,0,"HighF",2,729,"Include"
"RS2009_e1","RS2009_e1_1",7,332,1,"HighF",1,719,"Include"
"RS2009_e1","RS2009_e1_1",7,333,0,"HighF",1,694,"Include"
"RS2009_e1","RS2009_e1_1",7,334,1,"LowF",3,922,"Include"
"RS2009_e1","RS2009_e1_1",7,335,1,"HighF",6,946,"Include"
"RS2009_e1","RS2009_e1_1",7,336,0,"HighF",2,1068,"Include"
"RS2009_e1","RS2009_e1_1",8,337,0,"HighF",1,946,"Include"
"RS2009_e1","RS2009_e1_1",8,338,0,"HighF",2,722,"Include"
"RS2009_e1","RS2009_e1_1",8,339,1,"HighF",2,660,"Include"
"RS2009_e1","RS2009_e1_1",8,340,0,"HighF",5,634,"Include"
"RS2009_e1","RS2009_e1_1",8,341,1,"LowF",1,807,"Include"
"RS2009_e1","RS2009_e1_1",8,342,1,"HighF",5,617,"Include"
"RS2009_e1","RS2009_e1_1",8,343,0,"LowF",5,555,"Include"
"RS2009_e1","RS2009_e1_1",8,344,1,"LowF",2,938,"Include"
"RS2009_e1","RS2009_e1_1",8,345,1,"LowF",4,702,"Include"
"RS2009_e1","RS2009_e1_1",8,346,1,"HighF",6,877,"Include"
"RS2009_e1","RS2009_e1_1",8,347,1,"LowF",4,800,"Include"
"RS2009_e1","RS2009_e1_1",8,348,1,"HighF",6,695,"Include"
"RS2009_e1","RS2009_e1_1",8,349,0,"LowF",3,1077,"Include"
"RS2009_e1","RS2009_e1_1",8,350,0,"LowF",2,774,"Include"
"RS2009_e1","RS2009_e1_1",8,351,0,"HighF",2,930,"Include"
"RS2009_e1","RS2009_e1_1",8,352,1,"LowF",3,774,"Include"
"RS2009_e1","RS2009_e1_1",8,353,1,"HighF",4,643,"Include"
"RS2009_e1","RS2009_e1_1",8,354,1,"LowF",4,877,"Include"
"RS2009_e1","RS2009_e1_1",8,355,1,"HighF",6,833,"Include"
"RS2009_e1","RS2009_e1_1",8,356,1,"LowF",1,1068,"Include"
