"exp","id","item","isold","condition1","rating","RT","excluding","trial"
"FO2016_e2b","FO2016_e2b_18","love",1,"Aloud",5,1898,"Include",172
"FO2016_e2b","FO2016_e2b_18","foam",1,"Aloud",6,1346,"Include",173
"FO2016_e2b","FO2016_e2b_18","majority",1,"Aloud",5,3330,"Include",174
"FO2016_e2b","FO2016_e2b_18","gentleman",0,"Aloud",1,6642,"Include",175
"FO2016_e2b","FO2016_e2b_18","series",0,"Aloud",2,1378,"Include",176
"FO2016_e2b","FO2016_e2b_18","situation",1,"Aloud",4,2394,"Include",177
"FO2016_e2b","FO2016_e2b_18","person",1,"Aloud",4,1002,"Include",178
"FO2016_e2b","FO2016_e2b_18","charter",1,"Aloud",5,1930,"Include",179
"FO2016_e2b","FO2016_e2b_18","folly",0,"Aloud",1,2962,"Include",180
"FO2016_e2b","FO2016_e2b_18","bosom",0,"Aloud",1,1010,"Include",181
"FO2016_e2b","FO2016_e2b_18","boulder",0,"Aloud",1,810,"Include",182
"FO2016_e2b","FO2016_e2b_18","christmas",0,"Aloud",2,1018,"Include",183
"FO2016_e2b","FO2016_e2b_18","costume",0,"Aloud",1,2754,"Include",184
"FO2016_e2b","FO2016_e2b_18","tablespoon",1,"Aloud",6,1290,"Include",185
"FO2016_e2b","FO2016_e2b_18","anxiety",0,"Aloud",1,1522,"Include",186
"FO2016_e2b","FO2016_e2b_18","dirt",0,"Aloud",3,2882,"Include",187
"FO2016_e2b","FO2016_e2b_18","charm",0,"Aloud",4,7130,"Include",188
"FO2016_e2b","FO2016_e2b_18","misery",0,"Aloud",4,1506,"Include",189
"FO2016_e2b","FO2016_e2b_18","welfare",0,"Aloud",2,1842,"Include",190
"FO2016_e2b","FO2016_e2b_18","earth",0,"Aloud",2,2330,"Include",191
"FO2016_e2b","FO2016_e2b_18","warmth",1,"Aloud",2,1186,"Include",192
"FO2016_e2b","FO2016_e2b_18","sea",1,"Aloud",4,1810,"Include",193
"FO2016_e2b","FO2016_e2b_18","steam",0,"Aloud",2,1738,"Include",194
"FO2016_e2b","FO2016_e2b_18","custom",0,"Aloud",3,3258,"Include",195
"FO2016_e2b","FO2016_e2b_18","butter",1,"Aloud",4,2202,"Include",196
"FO2016_e2b","FO2016_e2b_18","tobacco",0,"Aloud",1,1322,"Include",197
"FO2016_e2b","FO2016_e2b_18","priest",1,"Aloud",6,1322,"Include",198
"FO2016_e2b","FO2016_e2b_18","marriage",1,"Aloud",6,722,"Include",199
"FO2016_e2b","FO2016_e2b_18","cash",1,"Aloud",5,2618,"Include",200
"FO2016_e2b","FO2016_e2b_18","item",0,"Aloud",1,1650,"Include",201
"FO2016_e2b","FO2016_e2b_18","democracy",0,"Aloud",1,1426,"Include",202
"FO2016_e2b","FO2016_e2b_18","amount",1,"Aloud",1,1330,"Include",203
"FO2016_e2b","FO2016_e2b_18","star",1,"Aloud",4,1746,"Include",204
"FO2016_e2b","FO2016_e2b_18","ambassador",1,"Aloud",2,3834,"Include",205
"FO2016_e2b","FO2016_e2b_18","rock",1,"Aloud",2,1002,"Include",206
"FO2016_e2b","FO2016_e2b_18","honour",1,"Aloud",4,1322,"Include",207
"FO2016_e2b","FO2016_e2b_18","baron",1,"Aloud",4,802,"Include",208
"FO2016_e2b","FO2016_e2b_18","fox",0,"Aloud",2,8066,"Include",209
"FO2016_e2b","FO2016_e2b_18","conquest",0,"Aloud",2,2850,"Include",210
"FO2016_e2b","FO2016_e2b_18","idea",1,"Aloud",2,2354,"Include",211
"FO2016_e2b","FO2016_e2b_18","horse",1,"Aloud",4,1874,"Include",212
"FO2016_e2b","FO2016_e2b_18","length",1,"Aloud",2,2922,"Include",213
"FO2016_e2b","FO2016_e2b_18","vanity",1,"Aloud",5,2002,"Include",214
"FO2016_e2b","FO2016_e2b_18","convention",1,"Aloud",6,1882,"Include",215
"FO2016_e2b","FO2016_e2b_18","captive",1,"Aloud",4,1738,"Include",216
"FO2016_e2b","FO2016_e2b_18","beaver",0,"Aloud",3,2762,"Include",217
"FO2016_e2b","FO2016_e2b_18","cellar",0,"Aloud",2,3818,"Include",218
"FO2016_e2b","FO2016_e2b_18","colony",1,"Aloud",5,2514,"Include",219
"FO2016_e2b","FO2016_e2b_18","trouble",1,"Aloud",6,2314,"Include",220
"FO2016_e2b","FO2016_e2b_18","metal",0,"Aloud",5,1802,"Include",221
"FO2016_e2b","FO2016_e2b_18","grief",1,"Aloud",4,1938,"Include",222
"FO2016_e2b","FO2016_e2b_18","duty",0,"Aloud",5,1210,"Include",223
"FO2016_e2b","FO2016_e2b_18","garden",0,"Aloud",2,1562,"Include",224
"FO2016_e2b","FO2016_e2b_18","corner",0,"Aloud",1,4130,"Include",225
"FO2016_e2b","FO2016_e2b_18","pupil",0,"Aloud",2,1858,"Include",226
"FO2016_e2b","FO2016_e2b_18","grandmother",1,"Aloud",6,1266,"Include",227
"FO2016_e2b","FO2016_e2b_18","prison",1,"Aloud",6,1074,"Include",228
"FO2016_e2b","FO2016_e2b_18","judge",0,"Aloud",3,6066,"Include",229
"FO2016_e2b","FO2016_e2b_18","decree",0,"Aloud",5,2066,"Include",230
"FO2016_e2b","FO2016_e2b_18","tomb",1,"Aloud",5,746,"Include",231
"FO2016_e2b","FO2016_e2b_18","library",1,"Aloud",6,1874,"Include",232
"FO2016_e2b","FO2016_e2b_18","ankle",1,"Aloud",6,690,"Include",233
"FO2016_e2b","FO2016_e2b_18","cabin",0,"Aloud",2,1586,"Include",234
"FO2016_e2b","FO2016_e2b_18","moisture",0,"Aloud",1,1882,"Include",235
"FO2016_e2b","FO2016_e2b_18","fork",0,"Aloud",2,1850,"Include",236
"FO2016_e2b","FO2016_e2b_19","mind",0,"Silent",2,3578,"Include",1
"FO2016_e2b","FO2016_e2b_19","glory",1,"Silent",6,5522,"Include",2
"FO2016_e2b","FO2016_e2b_19","picture",1,"Silent",6,2354,"Include",3
"FO2016_e2b","FO2016_e2b_19","railroad",0,"Silent",1,2210,"Include",4
"FO2016_e2b","FO2016_e2b_19","child",0,"Silent",1,2314,"Include",5
"FO2016_e2b","FO2016_e2b_19","air",1,"Silent",2,2442,"Include",6
"FO2016_e2b","FO2016_e2b_19","cat",0,"Silent",2,3010,"Include",7
"FO2016_e2b","FO2016_e2b_19","procession",1,"Silent",2,5674,"Include",8
"FO2016_e2b","FO2016_e2b_19","quest",0,"Silent",2,2234,"Include",9
"FO2016_e2b","FO2016_e2b_19","maker",1,"Silent",1,2378,"Include",10
"FO2016_e2b","FO2016_e2b_19","virtue",1,"Silent",6,1642,"Include",11
"FO2016_e2b","FO2016_e2b_19","lecture",1,"Silent",6,1698,"Include",12
"FO2016_e2b","FO2016_e2b_19","contents",0,"Silent",2,2914,"Include",13
"FO2016_e2b","FO2016_e2b_19","intellect",0,"Silent",1,1586,"Include",14
"FO2016_e2b","FO2016_e2b_19","baron",0,"Silent",1,1298,"Include",15
"FO2016_e2b","FO2016_e2b_19","leader",1,"Silent",4,5402,"Include",16
"FO2016_e2b","FO2016_e2b_19","harness",0,"Silent",1,3578,"Include",17
"FO2016_e2b","FO2016_e2b_19","institute",1,"Silent",5,3226,"Include",18
"FO2016_e2b","FO2016_e2b_19","rod",0,"Silent",1,1554,"Include",19
"FO2016_e2b","FO2016_e2b_19","death",0,"Silent",2,2466,"Include",20
"FO2016_e2b","FO2016_e2b_19","mercy",1,"Silent",2,2106,"Include",21
"FO2016_e2b","FO2016_e2b_19","thorn",0,"Silent",2,1482,"Include",22
"FO2016_e2b","FO2016_e2b_19","vapour",1,"Silent",6,2058,"Include",23
"FO2016_e2b","FO2016_e2b_19","river",1,"Silent",6,1514,"Include",24
"FO2016_e2b","FO2016_e2b_19","form",0,"Silent",1,1658,"Include",25
"FO2016_e2b","FO2016_e2b_19","convention",0,"Silent",3,6570,"Include",26
"FO2016_e2b","FO2016_e2b_19","woods",0,"Silent",1,1354,"Include",27
"FO2016_e2b","FO2016_e2b_19","beaver",1,"Silent",6,1426,"Include",28
"FO2016_e2b","FO2016_e2b_19","wheat",0,"Silent",1,2058,"Include",29
"FO2016_e2b","FO2016_e2b_19","murder",1,"Silent",2,3210,"Include",30
"FO2016_e2b","FO2016_e2b_19","dirt",0,"Silent",1,2226,"Include",31
"FO2016_e2b","FO2016_e2b_19","sugar",0,"Silent",1,1978,"Include",32
"FO2016_e2b","FO2016_e2b_19","idea",1,"Silent",3,3490,"Include",33
"FO2016_e2b","FO2016_e2b_19","moment",1,"Silent",3,2554,"Include",34
"FO2016_e2b","FO2016_e2b_19","jury",0,"Silent",3,2354,"Include",35
"FO2016_e2b","FO2016_e2b_19","disease",1,"Silent",4,4562,"Include",36
"FO2016_e2b","FO2016_e2b_19","honour",1,"Silent",6,2242,"Include",37
"FO2016_e2b","FO2016_e2b_19","nephew",0,"Silent",5,6922,"Include",38
"FO2016_e2b","FO2016_e2b_19","physician",0,"Silent",1,2090,"Include",39
"FO2016_e2b","FO2016_e2b_19","slipper",1,"Silent",2,1914,"Include",40
"FO2016_e2b","FO2016_e2b_19","misery",1,"Silent",5,1906,"Include",41
"FO2016_e2b","FO2016_e2b_19","sauce",0,"Silent",1,1378,"Include",42
"FO2016_e2b","FO2016_e2b_19","reflection",0,"Silent",2,1858,"Include",43
"FO2016_e2b","FO2016_e2b_19","ocean",1,"Silent",2,1234,"Include",44
"FO2016_e2b","FO2016_e2b_19","law",1,"Silent",6,1242,"Include",45
"FO2016_e2b","FO2016_e2b_19","amount",1,"Silent",6,2258,"Include",46
"FO2016_e2b","FO2016_e2b_19","church",0,"Silent",2,1426,"Include",47
"FO2016_e2b","FO2016_e2b_19","anxiety",0,"Silent",1,1322,"Include",48
"FO2016_e2b","FO2016_e2b_19","shame",1,"Silent",6,2306,"Include",49
"FO2016_e2b","FO2016_e2b_19","storm",1,"Silent",3,1682,"Include",50
"FO2016_e2b","FO2016_e2b_19","money",0,"Silent",6,1298,"Include",51
"FO2016_e2b","FO2016_e2b_19","moss",0,"Silent",1,1954,"Include",52
"FO2016_e2b","FO2016_e2b_19","hope",0,"Silent",1,1858,"Include",53
"FO2016_e2b","FO2016_e2b_19","ability",0,"Silent",2,1482,"Include",54
"FO2016_e2b","FO2016_e2b_19","interest",0,"Silent",4,2106,"Include",55
"FO2016_e2b","FO2016_e2b_19","rock",1,"Silent",6,1490,"Include",56
"FO2016_e2b","FO2016_e2b_19","slave",1,"Silent",5,4194,"Include",57
"FO2016_e2b","FO2016_e2b_19","moisture",1,"Silent",4,2458,"Include",58
"FO2016_e2b","FO2016_e2b_19","code",1,"Silent",2,1186,"Include",59
"FO2016_e2b","FO2016_e2b_19","captive",1,"Silent",2,2906,"Include",60
"FO2016_e2b","FO2016_e2b_19","thief",1,"Silent",4,2258,"Include",61
"FO2016_e2b","FO2016_e2b_19","jail",1,"Silent",6,3330,"Include",62
"FO2016_e2b","FO2016_e2b_19","claw",1,"Silent",2,1642,"Include",63
"FO2016_e2b","FO2016_e2b_19","tribute",1,"Silent",3,2162,"Include",64
"FO2016_e2b","FO2016_e2b_19","grass",0,"Silent",1,1978,"Include",65
"FO2016_e2b","FO2016_e2b_19","sunset",0,"Silent",2,1386,"Include",66
"FO2016_e2b","FO2016_e2b_19","lake",1,"Silent",1,2018,"Include",67
"FO2016_e2b","FO2016_e2b_19","substitute",1,"Silent",6,1698,"Include",68
"FO2016_e2b","FO2016_e2b_19","item",0,"Silent",4,2234,"Include",69
"FO2016_e2b","FO2016_e2b_19","string",0,"Silent",2,2074,"Include",70
"FO2016_e2b","FO2016_e2b_19","car",1,"Silent",6,1106,"Include",71
"FO2016_e2b","FO2016_e2b_19","vessel",0,"Silent",1,1114,"Include",72
"FO2016_e2b","FO2016_e2b_19","scarlet",1,"Silent",6,1130,"Include",73
"FO2016_e2b","FO2016_e2b_19","comparison",1,"Silent",6,1810,"Include",74
"FO2016_e2b","FO2016_e2b_19","valley",1,"Silent",6,1274,"Include",75
"FO2016_e2b","FO2016_e2b_19","diamond",0,"Silent",1,2418,"Include",76
"FO2016_e2b","FO2016_e2b_19","oxygen",0,"Silent",2,1322,"Include",77
"FO2016_e2b","FO2016_e2b_19","speech",0,"Silent",2,1234,"Include",78
"FO2016_e2b","FO2016_e2b_19","time",0,"Silent",5,1450,"Include",79
"FO2016_e2b","FO2016_e2b_19","hammer",1,"Silent",6,1282,"Include",80
"FO2016_e2b","FO2016_e2b_19","journal",0,"Silent",2,1471,"Include",81
"FO2016_e2b","FO2016_e2b_19","drama",0,"Silent",3,2362,"Include",82
"FO2016_e2b","FO2016_e2b_19","skin",0,"Silent",2,2258,"Include",83
"FO2016_e2b","FO2016_e2b_19","ticket",0,"Silent",1,1346,"Include",84
"FO2016_e2b","FO2016_e2b_19","queen",1,"Silent",6,1050,"Include",85
"FO2016_e2b","FO2016_e2b_19","facility",0,"Silent",2,1802,"Include",86
"FO2016_e2b","FO2016_e2b_19","hint",0,"Silent",2,1266,"Include",87
"FO2016_e2b","FO2016_e2b_19","door",1,"Silent",6,1050,"Include",88
"FO2016_e2b","FO2016_e2b_19","confidence",1,"Silent",3,3010,"Include",89
"FO2016_e2b","FO2016_e2b_19","appearance",1,"Silent",3,3802,"Include",90
"FO2016_e2b","FO2016_e2b_19","science",0,"Silent",2,3354,"Include",91
"FO2016_e2b","FO2016_e2b_19","duty",1,"Silent",6,2458,"Include",92
"FO2016_e2b","FO2016_e2b_19","sky",1,"Silent",5,3074,"Include",93
"FO2016_e2b","FO2016_e2b_19","folly",0,"Silent",2,2474,"Include",94
"FO2016_e2b","FO2016_e2b_19","fire",1,"Silent",5,1698,"Include",95
"FO2016_e2b","FO2016_e2b_19","shadow",0,"Silent",3,1698,"Include",96
"FO2016_e2b","FO2016_e2b_19","party",0,"Silent",3,1882,"Include",97
"FO2016_e2b","FO2016_e2b_19","soil",1,"Silent",6,1066,"Include",98
"FO2016_e2b","FO2016_e2b_19","justice",0,"Silent",3,2922,"Include",99
"FO2016_e2b","FO2016_e2b_19","necessity",0,"Silent",2,2010,"Include",100
"FO2016_e2b","FO2016_e2b_19","animal",1,"Silent",6,1682,"Include",101
"FO2016_e2b","FO2016_e2b_19","menace",1,"Silent",4,2970,"Include",102
"FO2016_e2b","FO2016_e2b_19","committee",1,"Silent",5,3882,"Include",103
"FO2016_e2b","FO2016_e2b_19","circuit",0,"Silent",2,1338,"Include",104
"FO2016_e2b","FO2016_e2b_19","capacity",1,"Silent",5,1426,"Include",105
"FO2016_e2b","FO2016_e2b_19","affection",1,"Silent",6,1466,"Include",106
"FO2016_e2b","FO2016_e2b_19","warmth",1,"Silent",5,3122,"Include",107
"FO2016_e2b","FO2016_e2b_19","inhabitant",0,"Silent",1,1434,"Include",108
"FO2016_e2b","FO2016_e2b_19","excuse",0,"Silent",1,1050,"Include",109
"FO2016_e2b","FO2016_e2b_19","decree",1,"Silent",5,1346,"Include",110
"FO2016_e2b","FO2016_e2b_19","conquest",1,"Silent",5,970,"Include",111
"FO2016_e2b","FO2016_e2b_19","frog",1,"Silent",6,1138,"Include",112
"FO2016_e2b","FO2016_e2b_19","gallery",1,"Silent",3,2482,"Include",113
"FO2016_e2b","FO2016_e2b_19","butterfly",0,"Silent",1,1298,"Include",114
"FO2016_e2b","FO2016_e2b_19","cotton",1,"Silent",6,938,"Include",115
"FO2016_e2b","FO2016_e2b_19","quality",1,"Silent",5,3101,"Include",116
"FO2016_e2b","FO2016_e2b_19","brain",1,"Silent",6,1098,"Include",117
"FO2016_e2b","FO2016_e2b_19","camp",0,"Silent",1,1922,"Include",118
"FO2016_e2b","FO2016_e2b_19","elephant",1,"Silent",2,3938,"Include",119
"FO2016_e2b","FO2016_e2b_19","effort",1,"Silent",3,2018,"Include",120
"FO2016_e2b","FO2016_e2b_19","cellar",1,"Silent",5,1874,"Include",121
"FO2016_e2b","FO2016_e2b_19","comrade",0,"Silent",2,1874,"Include",122
"FO2016_e2b","FO2016_e2b_19","library",1,"Silent",6,1378,"Include",123
"FO2016_e2b","FO2016_e2b_19","sea",1,"Silent",1,1882,"Include",124
"FO2016_e2b","FO2016_e2b_19","horse",1,"Silent",2,1530,"Include",125
"FO2016_e2b","FO2016_e2b_19","cabin",0,"Silent",5,1698,"Include",126
"FO2016_e2b","FO2016_e2b_19","atmosphere",1,"Silent",6,1170,"Include",127
"FO2016_e2b","FO2016_e2b_19","banker",1,"Silent",2,3026,"Include",128
"FO2016_e2b","FO2016_e2b_19","sovereign",0,"Silent",1,1802,"Include",129
"FO2016_e2b","FO2016_e2b_19","ankle",0,"Silent",2,1562,"Include",130
"FO2016_e2b","FO2016_e2b_19","butter",1,"Silent",6,1530,"Include",131
"FO2016_e2b","FO2016_e2b_19","winter",1,"Silent",6,1106,"Include",132
"FO2016_e2b","FO2016_e2b_19","chin",1,"Silent",6,1210,"Include",133
"FO2016_e2b","FO2016_e2b_19","ambassador",0,"Silent",2,1482,"Include",134
"FO2016_e2b","FO2016_e2b_19","iron",0,"Silent",3,2018,"Include",135
"FO2016_e2b","FO2016_e2b_19","revolt",0,"Silent",1,1010,"Include",136
"FO2016_e2b","FO2016_e2b_19","king",0,"Silent",1,1266,"Include",137
"FO2016_e2b","FO2016_e2b_19","pupil",1,"Silent",6,1098,"Include",138
"FO2016_e2b","FO2016_e2b_19","deed",1,"Silent",4,1978,"Include",139
"FO2016_e2b","FO2016_e2b_19","charter",0,"Silent",2,2234,"Include",140
"FO2016_e2b","FO2016_e2b_19","earth",0,"Silent",2,2018,"Include",141
"FO2016_e2b","FO2016_e2b_19","bowl",0,"Silent",2,2018,"Include",142
"FO2016_e2b","FO2016_e2b_19","star",1,"Silent",6,1210,"Include",143
"FO2016_e2b","FO2016_e2b_19","vision",0,"Silent",4,1930,"Include",144
"FO2016_e2b","FO2016_e2b_19","assault",1,"Silent",2,1322,"Include",145
"FO2016_e2b","FO2016_e2b_19","spray",1,"Silent",4,3250,"Include",146
"FO2016_e2b","FO2016_e2b_19","material",0,"Silent",2,1618,"Include",147
"FO2016_e2b","FO2016_e2b_19","love",0,"Silent",1,1482,"Include",148
"FO2016_e2b","FO2016_e2b_19","fork",1,"Silent",2,2346,"Include",149
"FO2016_e2b","FO2016_e2b_19","boulder",1,"Silent",6,1298,"Include",150
"FO2016_e2b","FO2016_e2b_19","foam",0,"Silent",2,1386,"Include",151
"FO2016_e2b","FO2016_e2b_19","prairie",1,"Silent",6,1162,"Include",152
"FO2016_e2b","FO2016_e2b_19","clock",0,"Silent",2,1738,"Include",153
"FO2016_e2b","FO2016_e2b_19","marriage",0,"Silent",1,2498,"Include",154
"FO2016_e2b","FO2016_e2b_19","tobacco",0,"Silent",1,906,"Include",155
"FO2016_e2b","FO2016_e2b_19","sickness",1,"Silent",2,2202,"Include",156
"FO2016_e2b","FO2016_e2b_19","colony",1,"Silent",1,1370,"Include",157
"FO2016_e2b","FO2016_e2b_19","weapon",0,"Silent",4,3874,"Include",158
"FO2016_e2b","FO2016_e2b_19","army",0,"Silent",1,986,"Include",159
"FO2016_e2b","FO2016_e2b_19","instance",0,"Silent",2,1026,"Include",160
"FO2016_e2b","FO2016_e2b_19","christmas",1,"Silent",6,1202,"Include",161
"FO2016_e2b","FO2016_e2b_19","artist",0,"Silent",2,1082,"Include",162
"FO2016_e2b","FO2016_e2b_19","tower",0,"Silent",3,2658,"Include",163
"FO2016_e2b","FO2016_e2b_19","fisherman",1,"Silent",6,1114,"Include",164
"FO2016_e2b","FO2016_e2b_19","meeting",1,"Silent",5,3362,"Include",165
"FO2016_e2b","FO2016_e2b_19","impulse",1,"Silent",2,1954,"Include",166
"FO2016_e2b","FO2016_e2b_19","poetry",1,"Silent",6,2386,"Include",167
"FO2016_e2b","FO2016_e2b_19","robber",1,"Silent",5,1706,"Include",168
"FO2016_e2b","FO2016_e2b_19","steam",1,"Silent",4,2746,"Include",169
"FO2016_e2b","FO2016_e2b_19","vanity",0,"Silent",3,1682,"Include",170
"FO2016_e2b","FO2016_e2b_19","master",1,"Silent",5,2914,"Include",171
"FO2016_e2b","FO2016_e2b_19","length",0,"Silent",2,1090,"Include",172
"FO2016_e2b","FO2016_e2b_19","nail",0,"Silent",4,1994,"Include",173
"FO2016_e2b","FO2016_e2b_19","grief",0,"Silent",2,1554,"Include",174
"FO2016_e2b","FO2016_e2b_19","oven",0,"Silent",2,2762,"Include",175
"FO2016_e2b","FO2016_e2b_19","attendant",1,"Silent",4,1650,"Include",176
"FO2016_e2b","FO2016_e2b_19","person",1,"Silent",5,2194,"Include",177
"FO2016_e2b","FO2016_e2b_19","priest",1,"Silent",6,1162,"Include",178
"FO2016_e2b","FO2016_e2b_19","tablespoon",0,"Silent",2,1530,"Include",179
"FO2016_e2b","FO2016_e2b_19","prison",0,"Silent",2,3394,"Include",180
"FO2016_e2b","FO2016_e2b_19","forest",0,"Silent",5,3890,"Include",181
"FO2016_e2b","FO2016_e2b_19","array",0,"Silent",1,1322,"Include",182
"FO2016_e2b","FO2016_e2b_19","sensation",1,"Silent",3,1698,"Include",183
"FO2016_e2b","FO2016_e2b_19","hatred",0,"Silent",1,1810,"Include",184
"FO2016_e2b","FO2016_e2b_19","stone",0,"Silent",1,1466,"Include",185
"FO2016_e2b","FO2016_e2b_19","creature",0,"Silent",2,1882,"Include",186
"FO2016_e2b","FO2016_e2b_19","beggar",0,"Silent",3,1890,"Include",187
"FO2016_e2b","FO2016_e2b_19","monarch",1,"Silent",6,1258,"Include",188
"FO2016_e2b","FO2016_e2b_19","democracy",0,"Silent",2,1938,"Include",189
"FO2016_e2b","FO2016_e2b_19","situation",1,"Silent",2,1426,"Include",190
"FO2016_e2b","FO2016_e2b_19","lark",0,"Silent",1,1050,"Include",191
"FO2016_e2b","FO2016_e2b_19","salute",0,"Silent",1,1442,"Include",192
"FO2016_e2b","FO2016_e2b_19","link",0,"Silent",1,1122,"Include",193
"FO2016_e2b","FO2016_e2b_19","boss",1,"Silent",6,970,"Include",194
"FO2016_e2b","FO2016_e2b_19","attitude",0,"Silent",4,1610,"Include",195
"FO2016_e2b","FO2016_e2b_19","victim",0,"Silent",4,1434,"Include",196
"FO2016_e2b","FO2016_e2b_19","product",0,"Silent",2,2490,"Include",197
"FO2016_e2b","FO2016_e2b_19","window",0,"Silent",3,2066,"Include",198
"FO2016_e2b","FO2016_e2b_19","wife",0,"Silent",3,2658,"Include",199
"FO2016_e2b","FO2016_e2b_19","prayer",0,"Silent",3,1154,"Include",200
"FO2016_e2b","FO2016_e2b_19","trouble",1,"Silent",2,1442,"Include",201
"FO2016_e2b","FO2016_e2b_19","direction",0,"Silent",2,1010,"Include",202
"FO2016_e2b","FO2016_e2b_19","competition",1,"Silent",6,1242,"Include",203
"FO2016_e2b","FO2016_e2b_19","toast",0,"Silent",2,1378,"Include",204
"FO2016_e2b","FO2016_e2b_19","plain",0,"Silent",1,1658,"Include",205
"FO2016_e2b","FO2016_e2b_19","chance",0,"Silent",2,1378,"Include",206
"FO2016_e2b","FO2016_e2b_19","majority",0,"Silent",2,1154,"Include",207
"FO2016_e2b","FO2016_e2b_19","welfare",0,"Silent",1,1138,"Include",208
"FO2016_e2b","FO2016_e2b_19","goddess",1,"Silent",4,1564,"Include",209
"FO2016_e2b","FO2016_e2b_19","metal",0,"Silent",3,1802,"Include",210
"FO2016_e2b","FO2016_e2b_19","cash",1,"Silent",6,1226,"Include",211
"FO2016_e2b","FO2016_e2b_19","disposition",1,"Silent",4,1666,"Include",212
"FO2016_e2b","FO2016_e2b_19","baby",1,"Silent",6,1106,"Include",213
"FO2016_e2b","FO2016_e2b_19","headquarters",1,"Silent",6,3274,"Include",214
"FO2016_e2b","FO2016_e2b_19","garden",0,"Silent",2,1610,"Include",215
"FO2016_e2b","FO2016_e2b_19","costume",1,"Silent",6,1314,"Include",216
"FO2016_e2b","FO2016_e2b_19","vegetable",1,"Silent",6,834,"Include",217
"FO2016_e2b","FO2016_e2b_19","sulphur",0,"Silent",1,1162,"Include",218
"FO2016_e2b","FO2016_e2b_19","fowl",1,"Silent",5,2610,"Include",219
"FO2016_e2b","FO2016_e2b_19","city",0,"Silent",4,1474,"Include",220
"FO2016_e2b","FO2016_e2b_19","grandmother",1,"Silent",6,1066,"Include",221
"FO2016_e2b","FO2016_e2b_19","tomb",0,"Silent",2,1242,"Include",222
"FO2016_e2b","FO2016_e2b_19","disaster",1,"Silent",3,1970,"Include",223
"FO2016_e2b","FO2016_e2b_19","arm",0,"Silent",2,1706,"Include",224
"FO2016_e2b","FO2016_e2b_19","judge",1,"Silent",4,2730,"Include",225
"FO2016_e2b","FO2016_e2b_19","flesh",1,"Silent",6,1106,"Include",226
"FO2016_e2b","FO2016_e2b_19","joke",1,"Silent",4,1874,"Include",227
"FO2016_e2b","FO2016_e2b_19","settler",0,"Silent",2,1274,"Include",228
"FO2016_e2b","FO2016_e2b_19","gentleman",1,"Silent",6,1090,"Include",229
"FO2016_e2b","FO2016_e2b_19","wine",0,"Silent",4,2058,"Include",230
"FO2016_e2b","FO2016_e2b_19","attribute",1,"Silent",4,1886,"Include",231
"FO2016_e2b","FO2016_e2b_19","custom",0,"Silent",3,2442,"Include",232
"FO2016_e2b","FO2016_e2b_19","book",0,"Silent",2,1202,"Include",233
"FO2016_e2b","FO2016_e2b_19","corner",1,"Silent",2,738,"Include",234
"FO2016_e2b","FO2016_e2b_19","bosom",1,"Silent",6,1441,"Include",235
"FO2016_e2b","FO2016_e2b_19","fox",1,"Silent",6,826,"Include",236
"FO2016_e2b","FO2016_e2b_19","chair",0,"Silent",2,1138,"Include",237
"FO2016_e2b","FO2016_e2b_19","series",1,"Silent",6,1458,"Include",238
"FO2016_e2b","FO2016_e2b_19","charm",1,"Silent",3,2346,"Include",239
"FO2016_e2b","FO2016_e2b_20","victim",1,"Silent",6,1570,"Include",1
"FO2016_e2b","FO2016_e2b_20","tablespoon",0,"Silent",1,3274,"Include",2
"FO2016_e2b","FO2016_e2b_20","bosom",0,"Silent",1,1346,"Include",3
"FO2016_e2b","FO2016_e2b_20","moral",0,"Silent",1,930,"Include",4
"FO2016_e2b","FO2016_e2b_20","justice",0,"Silent",1,554,"Include",5
"FO2016_e2b","FO2016_e2b_20","substitute",0,"Silent",1,818,"Include",6
"FO2016_e2b","FO2016_e2b_20","fisherman",0,"Silent",1,674,"Include",7
"FO2016_e2b","FO2016_e2b_20","grandmother",1,"Silent",6,1098,"Include",8
"FO2016_e2b","FO2016_e2b_20","picture",0,"Silent",3,6202,"Include",9
"FO2016_e2b","FO2016_e2b_20","duty",0,"Silent",4,3362,"Include",10
"FO2016_e2b","FO2016_e2b_20","foam",1,"Silent",6,2122,"Include",11
"FO2016_e2b","FO2016_e2b_20","lecture",0,"Silent",6,2562,"Include",12
"FO2016_e2b","FO2016_e2b_20","headquarters",1,"Silent",6,730,"Include",13
"FO2016_e2b","FO2016_e2b_20","person",1,"Silent",3,3946,"Include",14
"FO2016_e2b","FO2016_e2b_20","convention",0,"Silent",3,1146,"Include",15
"FO2016_e2b","FO2016_e2b_20","fire",0,"Silent",3,682,"Include",16
"FO2016_e2b","FO2016_e2b_20","hint",1,"Silent",1,2282,"Include",17
"FO2016_e2b","FO2016_e2b_20","tobacco",0,"Silent",1,818,"Include",18
"FO2016_e2b","FO2016_e2b_20","thief",1,"Silent",6,1298,"Include",19
"FO2016_e2b","FO2016_e2b_20","river",1,"Silent",6,970,"Include",20
"FO2016_e2b","FO2016_e2b_20","child",1,"Silent",6,634,"Include",21
"FO2016_e2b","FO2016_e2b_20","slipper",1,"Silent",6,554,"Include",22
"FO2016_e2b","FO2016_e2b_20","brain",1,"Silent",5,2674,"Include",23
"FO2016_e2b","FO2016_e2b_20","steam",0,"Silent",2,3410,"Include",24
"FO2016_e2b","FO2016_e2b_20","institute",0,"Silent",6,1874,"Include",25
