"exp","id","item","isold","condition1","rating","RT","excluding","trial"
"FO2016_e2b","FO2016_e2b_38","door",1,"Silent",5,834,"Include",94
"FO2016_e2b","FO2016_e2b_38","cotton",1,"Silent",6,1746,"Include",95
"FO2016_e2b","FO2016_e2b_38","trouble",0,"Silent",4,946,"Include",96
"FO2016_e2b","FO2016_e2b_38","amount",0,"Silent",3,1010,"Include",97
"FO2016_e2b","FO2016_e2b_38","journal",1,"Silent",1,1138,"Include",98
"FO2016_e2b","FO2016_e2b_38","comparison",0,"Silent",5,1490,"Include",99
"FO2016_e2b","FO2016_e2b_38","array",0,"Silent",2,1074,"Include",100
"FO2016_e2b","FO2016_e2b_38","garden",1,"Silent",6,1562,"Include",101
"FO2016_e2b","FO2016_e2b_38","monarch",1,"Silent",4,1066,"Include",102
"FO2016_e2b","FO2016_e2b_38","tower",0,"Silent",3,1058,"Include",103
"FO2016_e2b","FO2016_e2b_38","animal",0,"Silent",2,2050,"Include",104
"FO2016_e2b","FO2016_e2b_38","soil",1,"Silent",6,1210,"Include",105
"FO2016_e2b","FO2016_e2b_38","rock",0,"Silent",5,1066,"Include",106
"FO2016_e2b","FO2016_e2b_38","lake",1,"Silent",4,1130,"Include",107
"FO2016_e2b","FO2016_e2b_38","goddess",1,"Silent",6,970,"Include",108
"FO2016_e2b","FO2016_e2b_38","welfare",1,"Silent",4,1194,"Include",109
"FO2016_e2b","FO2016_e2b_38","sea",0,"Silent",4,1026,"Include",110
"FO2016_e2b","FO2016_e2b_38","plain",1,"Silent",5,1586,"Include",111
"FO2016_e2b","FO2016_e2b_38","fire",0,"Silent",5,890,"Include",112
"FO2016_e2b","FO2016_e2b_38","car",0,"Silent",5,1426,"Include",113
"FO2016_e2b","FO2016_e2b_38","physician",0,"Silent",3,1082,"Include",114
"FO2016_e2b","FO2016_e2b_38","moment",1,"Silent",2,1202,"Include",115
"FO2016_e2b","FO2016_e2b_38","interest",0,"Silent",5,1106,"Include",116
"FO2016_e2b","FO2016_e2b_38","custom",1,"Silent",5,1290,"Include",117
"FO2016_e2b","FO2016_e2b_38","air",0,"Silent",4,2354,"Include",118
"FO2016_e2b","FO2016_e2b_38","conquest",1,"Silent",6,1322,"Include",119
"FO2016_e2b","FO2016_e2b_38","fowl",1,"Silent",6,730,"Include",120
"FO2016_e2b","FO2016_e2b_38","headquarters",1,"Silent",6,706,"Include",121
"FO2016_e2b","FO2016_e2b_38","code",1,"Silent",4,1298,"Include",122
"FO2016_e2b","FO2016_e2b_38","time",0,"Silent",4,1474,"Include",123
"FO2016_e2b","FO2016_e2b_38","bowl",0,"Silent",4,930,"Include",124
"FO2016_e2b","FO2016_e2b_38","comrade",0,"Silent",4,746,"Include",125
"FO2016_e2b","FO2016_e2b_38","assault",1,"Silent",6,1114,"Include",126
"FO2016_e2b","FO2016_e2b_38","beaver",0,"Silent",1,1338,"Include",127
"FO2016_e2b","FO2016_e2b_38","fisherman",0,"Silent",2,754,"Include",128
"FO2016_e2b","FO2016_e2b_38","democracy",0,"Silent",3,1306,"Include",129
"FO2016_e2b","FO2016_e2b_38","committee",1,"Silent",6,1178,"Include",130
"FO2016_e2b","FO2016_e2b_38","excuse",1,"Silent",4,1090,"Include",131
"FO2016_e2b","FO2016_e2b_38","corner",0,"Silent",3,778,"Include",132
"FO2016_e2b","FO2016_e2b_38","item",1,"Silent",5,3138,"Include",133
"FO2016_e2b","FO2016_e2b_38","substitute",0,"Silent",4,1506,"Include",134
"FO2016_e2b","FO2016_e2b_38","reflection",1,"Silent",5,914,"Include",135
"FO2016_e2b","FO2016_e2b_38","attribute",0,"Silent",3,1162,"Include",136
"FO2016_e2b","FO2016_e2b_38","child",1,"Silent",2,2130,"Include",137
"FO2016_e2b","FO2016_e2b_38","fork",1,"Silent",6,1034,"Include",138
"FO2016_e2b","FO2016_e2b_38","joke",1,"Silent",6,642,"Include",139
"FO2016_e2b","FO2016_e2b_38","revolt",0,"Silent",5,1034,"Include",140
"FO2016_e2b","FO2016_e2b_38","nail",1,"Silent",4,1098,"Include",141
"FO2016_e2b","FO2016_e2b_38","sauce",0,"Silent",3,1474,"Include",142
"FO2016_e2b","FO2016_e2b_38","slipper",0,"Silent",3,1786,"Include",143
"FO2016_e2b","FO2016_e2b_38","camp",1,"Silent",6,994,"Include",144
"FO2016_e2b","FO2016_e2b_38","ankle",0,"Silent",1,1432,"Include",145
"FO2016_e2b","FO2016_e2b_38","gentleman",1,"Silent",6,1042,"Include",146
"FO2016_e2b","FO2016_e2b_38","moral",1,"Silent",6,1034,"Include",147
"FO2016_e2b","FO2016_e2b_38","banker",0,"Silent",4,986,"Include",148
"FO2016_e2b","FO2016_e2b_38","capacity",1,"Silent",5,1146,"Include",149
"FO2016_e2b","FO2016_e2b_38","disease",1,"Silent",2,946,"Include",150
"FO2016_e2b","FO2016_e2b_38","virtue",0,"Silent",3,1850,"Include",151
"FO2016_e2b","FO2016_e2b_38","ocean",1,"Silent",2,1490,"Include",152
"FO2016_e2b","FO2016_e2b_38","party",1,"Silent",1,1202,"Include",153
"FO2016_e2b","FO2016_e2b_38","contents",1,"Silent",2,938,"Include",154
"FO2016_e2b","FO2016_e2b_38","string",0,"Silent",2,698,"Include",155
"FO2016_e2b","FO2016_e2b_38","slave",0,"Silent",1,1338,"Include",156
"FO2016_e2b","FO2016_e2b_38","mercy",0,"Silent",3,890,"Include",157
"FO2016_e2b","FO2016_e2b_38","idea",1,"Silent",6,1498,"Include",158
"FO2016_e2b","FO2016_e2b_38","sunset",0,"Silent",1,1610,"Include",159
"FO2016_e2b","FO2016_e2b_38","grandmother",1,"Silent",6,1522,"Include",160
"FO2016_e2b","FO2016_e2b_38","competition",1,"Silent",6,874,"Include",161
"FO2016_e2b","FO2016_e2b_38","maker",0,"Silent",5,706,"Include",162
"FO2016_e2b","FO2016_e2b_38","honour",0,"Silent",3,1034,"Include",163
"FO2016_e2b","FO2016_e2b_38","prison",0,"Silent",5,1594,"Include",164
"FO2016_e2b","FO2016_e2b_38","spray",1,"Silent",6,1906,"Include",165
"FO2016_e2b","FO2016_e2b_38","meeting",1,"Silent",5,1010,"Include",166
"FO2016_e2b","FO2016_e2b_38","weapon",0,"Silent",5,794,"Include",167
"FO2016_e2b","FO2016_e2b_38","scarlet",0,"Silent",3,1290,"Include",168
"FO2016_e2b","FO2016_e2b_38","stone",1,"Silent",2,1202,"Include",169
"FO2016_e2b","FO2016_e2b_38","inhabitant",0,"Silent",4,1138,"Include",170
"FO2016_e2b","FO2016_e2b_38","impulse",1,"Silent",6,1210,"Include",171
"FO2016_e2b","FO2016_e2b_38","christmas",1,"Silent",6,890,"Include",172
"FO2016_e2b","FO2016_e2b_38","prairie",1,"Silent",6,1098,"Include",173
"FO2016_e2b","FO2016_e2b_38","poetry",0,"Silent",1,970,"Include",174
"FO2016_e2b","FO2016_e2b_38","effort",1,"Silent",6,874,"Include",175
"FO2016_e2b","FO2016_e2b_38","hope",0,"Silent",5,1336,"Include",176
"FO2016_e2b","FO2016_e2b_38","brain",0,"Silent",2,1170,"Include",177
"FO2016_e2b","FO2016_e2b_38","settler",0,"Silent",1,1626,"Include",178
"FO2016_e2b","FO2016_e2b_38","vapour",1,"Silent",1,1634,"Include",179
"FO2016_e2b","FO2016_e2b_38","vegetable",1,"Silent",4,2698,"Include",180
"FO2016_e2b","FO2016_e2b_38","lecture",0,"Silent",5,1514,"Include",181
"FO2016_e2b","FO2016_e2b_38","woods",1,"Silent",4,898,"Include",182
"FO2016_e2b","FO2016_e2b_38","misery",1,"Silent",3,1002,"Include",183
"FO2016_e2b","FO2016_e2b_38","costume",1,"Silent",4,2434,"Include",184
"FO2016_e2b","FO2016_e2b_38","ability",1,"Silent",4,826,"Include",185
"FO2016_e2b","FO2016_e2b_38","oven",1,"Silent",2,562,"Include",186
"FO2016_e2b","FO2016_e2b_38","iron",1,"Silent",6,1146,"Include",187
"FO2016_e2b","FO2016_e2b_38","situation",0,"Silent",4,1386,"Include",188
"FO2016_e2b","FO2016_e2b_38","facility",0,"Silent",3,1122,"Include",189
"FO2016_e2b","FO2016_e2b_38","form",0,"Silent",5,2082,"Include",190
"FO2016_e2b","FO2016_e2b_38","charm",0,"Silent",4,1002,"Include",191
"FO2016_e2b","FO2016_e2b_38","sensation",0,"Silent",3,1122,"Include",192
"FO2016_e2b","FO2016_e2b_38","frog",0,"Silent",1,1562,"Include",193
"FO2016_e2b","FO2016_e2b_38","circuit",0,"Silent",1,682,"Include",194
"FO2016_e2b","FO2016_e2b_38","railroad",0,"Silent",2,778,"Include",195
"FO2016_e2b","FO2016_e2b_38","length",0,"Silent",1,538,"Include",196
"FO2016_e2b","FO2016_e2b_38","valley",1,"Silent",6,1394,"Include",197
"FO2016_e2b","FO2016_e2b_38","sugar",0,"Silent",2,1498,"Include",198
"FO2016_e2b","FO2016_e2b_38","sovereign",0,"Silent",2,2770,"Include",199
"FO2016_e2b","FO2016_e2b_38","ambassador",0,"Silent",5,1434,"Include",200
"FO2016_e2b","FO2016_e2b_38","priest",0,"Silent",5,786,"Include",201
"FO2016_e2b","FO2016_e2b_38","moisture",1,"Silent",5,842,"Include",202
"FO2016_e2b","FO2016_e2b_38","duty",0,"Silent",4,2378,"Include",203
"FO2016_e2b","FO2016_e2b_38","majority",1,"Silent",4,1594,"Include",204
"FO2016_e2b","FO2016_e2b_38","warmth",1,"Silent",3,762,"Include",205
"FO2016_e2b","FO2016_e2b_38","dirt",0,"Silent",5,1514,"Include",206
"FO2016_e2b","FO2016_e2b_38","tablespoon",1,"Silent",6,962,"Include",207
"FO2016_e2b","FO2016_e2b_38","clock",1,"Silent",2,1610,"Include",208
"FO2016_e2b","FO2016_e2b_38","river",1,"Silent",2,922,"Include",209
"FO2016_e2b","FO2016_e2b_38","captive",1,"Silent",1,850,"Include",210
"FO2016_e2b","FO2016_e2b_38","quality",1,"Silent",2,858,"Include",211
"FO2016_e2b","FO2016_e2b_38","queen",0,"Silent",2,1122,"Include",212
"FO2016_e2b","FO2016_e2b_38","bosom",0,"Silent",2,690,"Include",213
"FO2016_e2b","FO2016_e2b_38","harness",0,"Silent",3,746,"Include",214
"FO2016_e2b","FO2016_e2b_38","vision",0,"Silent",4,1066,"Include",215
"FO2016_e2b","FO2016_e2b_38","butter",1,"Silent",2,1074,"Include",216
"FO2016_e2b","FO2016_e2b_38","hint",0,"Silent",3,834,"Include",217
"FO2016_e2b","FO2016_e2b_38","cabin",1,"Silent",5,914,"Include",218
"FO2016_e2b","FO2016_e2b_38","direction",0,"Silent",4,1130,"Include",219
"FO2016_e2b","FO2016_e2b_38","victim",0,"Silent",5,1466,"Include",220
"FO2016_e2b","FO2016_e2b_38","charter",1,"Silent",4,986,"Include",221
"FO2016_e2b","FO2016_e2b_38","decree",1,"Silent",5,1258,"Include",222
"FO2016_e2b","FO2016_e2b_38","arm",1,"Silent",3,610,"Include",223
"FO2016_e2b","FO2016_e2b_38","boulder",1,"Silent",3,1018,"Include",224
"FO2016_e2b","FO2016_e2b_38","creature",0,"Silent",3,698,"Include",225
"FO2016_e2b","FO2016_e2b_38","flesh",1,"Silent",2,818,"Include",226
"FO2016_e2b","FO2016_e2b_38","wife",1,"Silent",1,562,"Include",227
"FO2016_e2b","FO2016_e2b_38","earth",1,"Silent",1,962,"Include",228
"FO2016_e2b","FO2016_e2b_38","procession",0,"Silent",2,754,"Include",229
"FO2016_e2b","FO2016_e2b_38","convention",1,"Silent",4,1530,"Include",230
"FO2016_e2b","FO2016_e2b_38","window",1,"Silent",5,1050,"Include",231
"FO2016_e2b","FO2016_e2b_38","series",1,"Silent",4,933,"Include",232
"FO2016_e2b","FO2016_e2b_38","tomb",1,"Silent",6,1546,"Include",233
"FO2016_e2b","FO2016_e2b_38","elephant",0,"Silent",4,1362,"Include",234
"FO2016_e2b","FO2016_e2b_38","metal",1,"Silent",4,2410,"Include",235
"FO2016_e2b","FO2016_e2b_38","nephew",0,"Silent",5,850,"Include",236
"FO2016_e2b","FO2016_e2b_38","jury",0,"Silent",6,1194,"Include",237
"FO2016_e2b","FO2016_e2b_38","intellect",1,"Silent",6,730,"Include",238
"FO2016_e2b","FO2016_e2b_39","effort",1,"Aloud",5,1418,"Include",1
"FO2016_e2b","FO2016_e2b_39","thief",1,"Aloud",6,1002,"Include",2
"FO2016_e2b","FO2016_e2b_39","interest",0,"Aloud",5,1026,"Include",3
"FO2016_e2b","FO2016_e2b_39","tower",0,"Aloud",1,2986,"Include",4
"FO2016_e2b","FO2016_e2b_39","impulse",1,"Aloud",6,2754,"Include",5
"FO2016_e2b","FO2016_e2b_39","wife",1,"Aloud",6,746,"Include",6
"FO2016_e2b","FO2016_e2b_39","instance",0,"Aloud",2,1802,"Include",7
"FO2016_e2b","FO2016_e2b_39","drama",1,"Aloud",2,1890,"Include",8
"FO2016_e2b","FO2016_e2b_39","moral",1,"Aloud",5,1626,"Include",9
"FO2016_e2b","FO2016_e2b_39","conquest",1,"Aloud",6,1354,"Include",10
"FO2016_e2b","FO2016_e2b_39","priest",1,"Aloud",4,2098,"Include",11
"FO2016_e2b","FO2016_e2b_39","queen",1,"Aloud",6,1626,"Include",12
"FO2016_e2b","FO2016_e2b_39","king",0,"Aloud",1,1954,"Include",13
"FO2016_e2b","FO2016_e2b_39","thorn",1,"Aloud",1,1250,"Include",14
"FO2016_e2b","FO2016_e2b_39","substitute",1,"Aloud",6,1554,"Include",15
"FO2016_e2b","FO2016_e2b_39","animal",0,"Aloud",3,1290,"Include",16
"FO2016_e2b","FO2016_e2b_39","river",0,"Aloud",1,1250,"Include",17
"FO2016_e2b","FO2016_e2b_39","picture",1,"Aloud",2,1746,"Include",18
"FO2016_e2b","FO2016_e2b_39","vision",0,"Aloud",3,1250,"Include",19
"FO2016_e2b","FO2016_e2b_39","warmth",1,"Aloud",5,1362,"Include",20
"FO2016_e2b","FO2016_e2b_39","book",0,"Aloud",2,1330,"Include",21
"FO2016_e2b","FO2016_e2b_39","vessel",1,"Aloud",6,1162,"Include",22
"FO2016_e2b","FO2016_e2b_39","headquarters",1,"Aloud",6,1602,"Include",23
"FO2016_e2b","FO2016_e2b_39","fork",0,"Aloud",3,1770,"Include",24
"FO2016_e2b","FO2016_e2b_39","vapour",0,"Aloud",1,1458,"Include",25
"FO2016_e2b","FO2016_e2b_39","form",1,"Aloud",5,1298,"Include",26
"FO2016_e2b","FO2016_e2b_39","metal",1,"Aloud",1,1466,"Include",27
"FO2016_e2b","FO2016_e2b_39","disposition",1,"Aloud",6,1106,"Include",28
"FO2016_e2b","FO2016_e2b_39","elephant",0,"Aloud",2,1610,"Include",29
"FO2016_e2b","FO2016_e2b_39","anxiety",1,"Aloud",6,914,"Include",30
"FO2016_e2b","FO2016_e2b_39","virtue",1,"Aloud",6,658,"Include",31
"FO2016_e2b","FO2016_e2b_39","affection",0,"Aloud",4,1338,"Include",32
"FO2016_e2b","FO2016_e2b_39","appearance",0,"Aloud",3,1738,"Include",33
"FO2016_e2b","FO2016_e2b_39","grass",0,"Aloud",1,1002,"Include",34
"FO2016_e2b","FO2016_e2b_39","convention",0,"Aloud",4,1530,"Include",35
"FO2016_e2b","FO2016_e2b_39","disaster",1,"Aloud",5,1258,"Include",36
"FO2016_e2b","FO2016_e2b_39","committee",0,"Aloud",3,1682,"Include",37
"FO2016_e2b","FO2016_e2b_39","attribute",0,"Aloud",6,1522,"Include",38
"FO2016_e2b","FO2016_e2b_39","goddess",1,"Aloud",6,858,"Include",39
"FO2016_e2b","FO2016_e2b_39","atmosphere",0,"Aloud",3,1578,"Include",40
"FO2016_e2b","FO2016_e2b_39","pupil",0,"Aloud",4,1082,"Include",41
"FO2016_e2b","FO2016_e2b_39","arm",0,"Aloud",1,1434,"Include",42
"FO2016_e2b","FO2016_e2b_39","bosom",1,"Aloud",6,1154,"Include",43
"FO2016_e2b","FO2016_e2b_39","welfare",0,"Aloud",2,1370,"Include",44
"FO2016_e2b","FO2016_e2b_39","sugar",0,"Aloud",1,3434,"Include",45
"FO2016_e2b","FO2016_e2b_39","maker",0,"Aloud",1,1034,"Include",46
"FO2016_e2b","FO2016_e2b_39","democracy",1,"Aloud",6,1074,"Include",47
"FO2016_e2b","FO2016_e2b_39","army",1,"Aloud",1,1210,"Include",48
"FO2016_e2b","FO2016_e2b_39","poetry",1,"Aloud",3,1282,"Include",49
"FO2016_e2b","FO2016_e2b_39","corner",0,"Aloud",3,1098,"Include",50
"FO2016_e2b","FO2016_e2b_39","science",1,"Aloud",6,1154,"Include",51
"FO2016_e2b","FO2016_e2b_39","weapon",0,"Aloud",3,1322,"Include",52
"FO2016_e2b","FO2016_e2b_39","speech",1,"Aloud",4,1258,"Include",53
"FO2016_e2b","FO2016_e2b_39","chin",1,"Aloud",6,1050,"Include",54
"FO2016_e2b","FO2016_e2b_39","sovereign",0,"Aloud",1,1498,"Include",55
"FO2016_e2b","FO2016_e2b_39","cash",1,"Aloud",6,1258,"Include",56
"FO2016_e2b","FO2016_e2b_39","cabin",0,"Aloud",4,2210,"Include",57
"FO2016_e2b","FO2016_e2b_39","duty",0,"Aloud",3,1642,"Include",58
"FO2016_e2b","FO2016_e2b_39","jury",0,"Aloud",2,1290,"Include",59
"FO2016_e2b","FO2016_e2b_39","sensation",0,"Aloud",5,1394,"Include",60
"FO2016_e2b","FO2016_e2b_39","grief",1,"Aloud",6,1178,"Include",61
"FO2016_e2b","FO2016_e2b_39","glory",1,"Aloud",2,2458,"Include",62
"FO2016_e2b","FO2016_e2b_39","tribute",1,"Aloud",6,906,"Include",63
"FO2016_e2b","FO2016_e2b_39","custom",1,"Aloud",6,882,"Include",64
"FO2016_e2b","FO2016_e2b_39","ticket",0,"Aloud",3,1314,"Include",65
"FO2016_e2b","FO2016_e2b_39","disease",0,"Aloud",2,1226,"Include",66
"FO2016_e2b","FO2016_e2b_39","chair",1,"Aloud",6,1258,"Include",67
"FO2016_e2b","FO2016_e2b_39","banker",1,"Aloud",1,2042,"Include",68
"FO2016_e2b","FO2016_e2b_39","stone",0,"Aloud",2,1194,"Include",69
"FO2016_e2b","FO2016_e2b_39","fisherman",0,"Aloud",1,2106,"Include",70
"FO2016_e2b","FO2016_e2b_39","slipper",0,"Aloud",1,1178,"Include",71
"FO2016_e2b","FO2016_e2b_39","direction",1,"Aloud",2,2058,"Include",72
"FO2016_e2b","FO2016_e2b_39","sulphur",1,"Aloud",6,1146,"Include",73
"FO2016_e2b","FO2016_e2b_39","tobacco",1,"Aloud",6,1218,"Include",74
"FO2016_e2b","FO2016_e2b_39","claw",0,"Aloud",4,1930,"Include",75
"FO2016_e2b","FO2016_e2b_39","rod",0,"Aloud",1,1138,"Include",76
"FO2016_e2b","FO2016_e2b_39","idea",1,"Aloud",3,2114,"Include",77
"FO2016_e2b","FO2016_e2b_39","charter",1,"Aloud",6,1458,"Include",78
"FO2016_e2b","FO2016_e2b_39","railroad",0,"Aloud",3,1488,"Include",79
"FO2016_e2b","FO2016_e2b_39","attendant",0,"Aloud",3,1282,"Include",80
"FO2016_e2b","FO2016_e2b_39","money",1,"Aloud",6,1050,"Include",81
"FO2016_e2b","FO2016_e2b_39","boss",1,"Aloud",2,1898,"Include",82
"FO2016_e2b","FO2016_e2b_39","dirt",0,"Aloud",1,1298,"Include",83
"FO2016_e2b","FO2016_e2b_39","material",1,"Aloud",4,1698,"Include",84
"FO2016_e2b","FO2016_e2b_39","harness",1,"Aloud",5,1314,"Include",85
"FO2016_e2b","FO2016_e2b_39","shame",0,"Aloud",2,1194,"Include",86
"FO2016_e2b","FO2016_e2b_39","party",0,"Aloud",1,1306,"Include",87
"FO2016_e2b","FO2016_e2b_39","ability",1,"Aloud",2,1250,"Include",88
"FO2016_e2b","FO2016_e2b_39","robber",1,"Aloud",6,3450,"Include",89
"FO2016_e2b","FO2016_e2b_39","shadow",1,"Aloud",5,1442,"Include",90
"FO2016_e2b","FO2016_e2b_39","plain",0,"Aloud",2,1114,"Include",91
"FO2016_e2b","FO2016_e2b_39","horse",1,"Aloud",6,1274,"Include",92
"FO2016_e2b","FO2016_e2b_39","marriage",1,"Aloud",6,738,"Include",93
"FO2016_e2b","FO2016_e2b_39","church",1,"Aloud",6,674,"Include",94
"FO2016_e2b","FO2016_e2b_39","law",1,"Aloud",3,1466,"Include",95
"FO2016_e2b","FO2016_e2b_39","nail",0,"Aloud",2,1226,"Include",96
"FO2016_e2b","FO2016_e2b_39","amount",1,"Aloud",1,1002,"Include",97
"FO2016_e2b","FO2016_e2b_39","comrade",0,"Aloud",6,1370,"Include",98
"FO2016_e2b","FO2016_e2b_39","hatred",0,"Aloud",3,1546,"Include",99
"FO2016_e2b","FO2016_e2b_39","child",1,"Aloud",4,1682,"Include",100
"FO2016_e2b","FO2016_e2b_39","settler",0,"Aloud",3,3058,"Include",101
"FO2016_e2b","FO2016_e2b_39","facility",0,"Aloud",3,3514,"Include",102
"FO2016_e2b","FO2016_e2b_39","air",1,"Aloud",2,1122,"Include",103
"FO2016_e2b","FO2016_e2b_39","monarch",0,"Aloud",1,1098,"Include",104
"FO2016_e2b","FO2016_e2b_39","series",1,"Aloud",5,1546,"Include",105
"FO2016_e2b","FO2016_e2b_39","steam",0,"Aloud",4,978,"Include",106
"FO2016_e2b","FO2016_e2b_39","link",1,"Aloud",2,994,"Include",107
"FO2016_e2b","FO2016_e2b_39","array",1,"Aloud",1,2250,"Include",108
"FO2016_e2b","FO2016_e2b_39","capacity",1,"Aloud",3,3250,"Include",109
"FO2016_e2b","FO2016_e2b_39","skin",0,"Aloud",4,1410,"Include",110
"FO2016_e2b","FO2016_e2b_39","attitude",1,"Aloud",6,1274,"Include",111
"FO2016_e2b","FO2016_e2b_39","star",1,"Aloud",2,1274,"Include",112
"FO2016_e2b","FO2016_e2b_39","trouble",1,"Aloud",6,1178,"Include",113
"FO2016_e2b","FO2016_e2b_39","mind",1,"Aloud",3,1290,"Include",114
"FO2016_e2b","FO2016_e2b_39","time",1,"Aloud",2,1242,"Include",115
"FO2016_e2b","FO2016_e2b_39","captive",1,"Aloud",1,1106,"Include",116
"FO2016_e2b","FO2016_e2b_39","ankle",0,"Aloud",1,1298,"Include",117
"FO2016_e2b","FO2016_e2b_39","toast",1,"Aloud",1,1042,"Include",118
"FO2016_e2b","FO2016_e2b_39","inhabitant",0,"Aloud",2,1762,"Include",119
"FO2016_e2b","FO2016_e2b_39","situation",0,"Aloud",5,1282,"Include",120
"FO2016_e2b","FO2016_e2b_39","moisture",0,"Aloud",3,2194,"Include",121
"FO2016_e2b","FO2016_e2b_39","prayer",0,"Aloud",4,1338,"Include",122
"FO2016_e2b","FO2016_e2b_39","meeting",0,"Aloud",3,4002,"Include",123
"FO2016_e2b","FO2016_e2b_39","fire",0,"Aloud",2,1178,"Include",124
"FO2016_e2b","FO2016_e2b_39","forest",1,"Aloud",5,2674,"Include",125
"FO2016_e2b","FO2016_e2b_39","assault",1,"Aloud",4,1194,"Include",126
"FO2016_e2b","FO2016_e2b_39","moment",1,"Aloud",3,2066,"Include",127
"FO2016_e2b","FO2016_e2b_39","garden",0,"Aloud",1,1306,"Include",128
"FO2016_e2b","FO2016_e2b_39","winter",0,"Aloud",1,1066,"Include",129
"FO2016_e2b","FO2016_e2b_39","cat",1,"Aloud",1,1154,"Include",130
"FO2016_e2b","FO2016_e2b_39","confidence",0,"Aloud",5,1322,"Include",131
"FO2016_e2b","FO2016_e2b_39","code",0,"Aloud",3,1266,"Include",132
"FO2016_e2b","FO2016_e2b_39","cellar",1,"Aloud",2,1706,"Include",133
"FO2016_e2b","FO2016_e2b_39","journal",0,"Aloud",1,1202,"Include",134
"FO2016_e2b","FO2016_e2b_39","fox",1,"Aloud",6,1298,"Include",135
"FO2016_e2b","FO2016_e2b_39","cotton",1,"Aloud",5,4122,"Include",136
"FO2016_e2b","FO2016_e2b_39","joke",0,"Aloud",3,2298,"Include",137
"FO2016_e2b","FO2016_e2b_39","hammer",1,"Aloud",5,1738,"Include",138
"FO2016_e2b","FO2016_e2b_39","necessity",1,"Aloud",6,1042,"Include",139
"FO2016_e2b","FO2016_e2b_39","master",1,"Aloud",3,1506,"Include",140
"FO2016_e2b","FO2016_e2b_39","chance",1,"Aloud",6,1394,"Include",141
"FO2016_e2b","FO2016_e2b_39","circuit",0,"Aloud",2,3098,"Include",142
"FO2016_e2b","FO2016_e2b_39","sickness",0,"Aloud",1,1106,"Include",143
"FO2016_e2b","FO2016_e2b_39","valley",1,"Aloud",4,1082,"Include",144
"FO2016_e2b","FO2016_e2b_39","decree",0,"Aloud",1,1274,"Include",145
"FO2016_e2b","FO2016_e2b_39","reflection",0,"Aloud",2,1242,"Include",146
"FO2016_e2b","FO2016_e2b_39","quest",1,"Aloud",6,1146,"Include",147
"FO2016_e2b","FO2016_e2b_39","boulder",0,"Aloud",2,1475,"Include",148
"FO2016_e2b","FO2016_e2b_39","death",0,"Aloud",1,954,"Include",149
"FO2016_e2b","FO2016_e2b_39","ambassador",1,"Aloud",6,1090,"Include",150
"FO2016_e2b","FO2016_e2b_39","competition",0,"Aloud",3,2650,"Include",151
"FO2016_e2b","FO2016_e2b_39","comparison",0,"Aloud",2,1850,"Include",152
"FO2016_e2b","FO2016_e2b_39","rock",1,"Aloud",1,1018,"Include",153
"FO2016_e2b","FO2016_e2b_39","baby",1,"Aloud",6,986,"Include",154
"FO2016_e2b","FO2016_e2b_39","excuse",1,"Aloud",2,1450,"Include",155
"FO2016_e2b","FO2016_e2b_39","wine",1,"Aloud",6,3554,"Include",156
"FO2016_e2b","FO2016_e2b_39","mercy",1,"Aloud",4,1514,"Include",157
"FO2016_e2b","FO2016_e2b_39","creature",0,"Aloud",4,2034,"Include",158
"FO2016_e2b","FO2016_e2b_39","camp",1,"Aloud",1,1082,"Include",159
"FO2016_e2b","FO2016_e2b_39","ocean",0,"Aloud",2,1114,"Include",160
"FO2016_e2b","FO2016_e2b_39","car",1,"Aloud",1,946,"Include",161
"FO2016_e2b","FO2016_e2b_39","sea",0,"Aloud",2,1290,"Include",162
"FO2016_e2b","FO2016_e2b_39","city",1,"Aloud",3,2010,"Include",163
"FO2016_e2b","FO2016_e2b_39","sky",0,"Aloud",1,1170,"Include",164
"FO2016_e2b","FO2016_e2b_39","salute",0,"Aloud",3,1234,"Include",165
"FO2016_e2b","FO2016_e2b_39","baron",0,"Aloud",1,1370,"Include",166
"FO2016_e2b","FO2016_e2b_39","tablespoon",1,"Aloud",4,2186,"Include",167
"FO2016_e2b","FO2016_e2b_39","menace",1,"Aloud",5,1154,"Include",168
"FO2016_e2b","FO2016_e2b_39","christmas",0,"Aloud",1,1186,"Include",169
"FO2016_e2b","FO2016_e2b_39","folly",1,"Aloud",1,1394,"Include",170
"FO2016_e2b","FO2016_e2b_39","physician",1,"Aloud",3,1290,"Include",171
"FO2016_e2b","FO2016_e2b_39","hope",0,"Aloud",3,1130,"Include",172
"FO2016_e2b","FO2016_e2b_39","tomb",0,"Aloud",3,898,"Include",173
"FO2016_e2b","FO2016_e2b_39","sauce",1,"Aloud",2,1282,"Include",174
"FO2016_e2b","FO2016_e2b_39","misery",1,"Aloud",4,1866,"Include",175
"FO2016_e2b","FO2016_e2b_39","item",1,"Aloud",4,2706,"Include",176
"FO2016_e2b","FO2016_e2b_39","woods",0,"Aloud",2,2498,"Include",177
"FO2016_e2b","FO2016_e2b_39","beggar",1,"Aloud",6,1123,"Include",178
"FO2016_e2b","FO2016_e2b_39","artist",1,"Aloud",2,1370,"Include",179
"FO2016_e2b","FO2016_e2b_39","colony",0,"Aloud",3,1330,"Include",180
"FO2016_e2b","FO2016_e2b_39","honour",1,"Aloud",6,1034,"Include",181
"FO2016_e2b","FO2016_e2b_39","door",1,"Aloud",3,1442,"Include",182
