"exp","id","block","trial","isold","condition1","condition2","rating","RT","excluding"
"PCM2006_e1","PCM2006_e1_1",1,76,1,"young","L1",5,20437,"Include"
"PCM2006_e1","PCM2006_e1_1",1,77,1,"young","L2",6,3983,"Include"
"PCM2006_e1","PCM2006_e1_1",1,78,1,"young","L2",6,3045,"Include"
"PCM2006_e1","PCM2006_e1_1",1,79,0,"young","new",1,4803,"Include"
"PCM2006_e1","PCM2006_e1_1",1,80,0,"young","new",2,4516,"Include"
"PCM2006_e1","PCM2006_e1_1",1,81,0,"young","new",2,3179,"Include"
"PCM2006_e1","PCM2006_e1_1",1,82,1,"young","L1",6,2656,"Include"
"PCM2006_e1","PCM2006_e1_1",1,83,1,"young","L2",2,5748,"Include"
"PCM2006_e1","PCM2006_e1_1",1,84,0,"young","new",1,3339,"Include"
"PCM2006_e1","PCM2006_e1_1",1,85,1,"young","L2",6,1771,"Include"
"PCM2006_e1","PCM2006_e1_1",1,86,1,"young","L1",6,1867,"Include"
"PCM2006_e1","PCM2006_e1_1",1,87,1,"young","L2",6,980,"Include"
"PCM2006_e1","PCM2006_e1_1",1,88,0,"young","new",3,6600,"Include"
"PCM2006_e1","PCM2006_e1_1",1,89,1,"young","L2",6,2115,"Include"
"PCM2006_e1","PCM2006_e1_1",1,90,1,"young","L2",6,776,"Include"
"PCM2006_e1","PCM2006_e1_1",1,91,0,"young","new",1,2095,"Include"
"PCM2006_e1","PCM2006_e1_1",1,92,0,"young","new",1,2496,"Include"
"PCM2006_e1","PCM2006_e1_1",1,93,1,"young","L1",4,6978,"Include"
"PCM2006_e1","PCM2006_e1_1",1,94,0,"young","new",2,2674,"Include"
"PCM2006_e1","PCM2006_e1_1",1,95,1,"young","L2",1,5296,"Include"
"PCM2006_e1","PCM2006_e1_1",1,96,1,"young","L1",3,4747,"Include"
"PCM2006_e1","PCM2006_e1_1",1,97,0,"young","new",1,5729,"Include"
"PCM2006_e1","PCM2006_e1_1",1,98,1,"young","L2",2,4541,"Include"
"PCM2006_e1","PCM2006_e1_1",1,99,1,"young","L2",6,1677,"Include"
"PCM2006_e1","PCM2006_e1_1",1,100,1,"young","L2",6,1228,"Include"
"PCM2006_e1","PCM2006_e1_1",1,101,1,"young","L1",6,2080,"Include"
"PCM2006_e1","PCM2006_e1_1",1,102,0,"young","new",1,1686,"Include"
"PCM2006_e1","PCM2006_e1_1",1,103,1,"young","L2",6,1170,"Include"
"PCM2006_e1","PCM2006_e1_1",1,104,1,"young","L2",6,1681,"Include"
"PCM2006_e1","PCM2006_e1_1",1,105,1,"young","L1",3,4559,"Include"
"PCM2006_e1","PCM2006_e1_1",1,106,0,"young","new",5,3995,"Include"
"PCM2006_e1","PCM2006_e1_1",1,107,1,"young","L1",5,2615,"Include"
"PCM2006_e1","PCM2006_e1_1",1,108,1,"young","L2",6,1829,"Include"
"PCM2006_e1","PCM2006_e1_1",1,109,1,"young","L2",6,992,"Include"
"PCM2006_e1","PCM2006_e1_1",1,110,1,"young","L1",5,1658,"Include"
"PCM2006_e1","PCM2006_e1_1",1,111,0,"young","new",1,2885,"Include"
"PCM2006_e1","PCM2006_e1_1",1,112,0,"young","new",1,1290,"Include"
"PCM2006_e1","PCM2006_e1_1",1,113,1,"young","L1",5,1725,"Include"
"PCM2006_e1","PCM2006_e1_1",1,114,0,"young","new",2,4455,"Include"
"PCM2006_e1","PCM2006_e1_1",1,115,1,"young","L2",5,1724,"Include"
"PCM2006_e1","PCM2006_e1_1",1,116,1,"young","L1",6,2377,"Include"
"PCM2006_e1","PCM2006_e1_1",1,117,1,"young","L1",6,945,"Include"
"PCM2006_e1","PCM2006_e1_1",1,118,0,"young","new",1,1776,"Include"
"PCM2006_e1","PCM2006_e1_1",1,119,1,"young","L1",4,5239,"Include"
"PCM2006_e1","PCM2006_e1_1",1,120,1,"young","L2",6,2167,"Include"
"PCM2006_e1","PCM2006_e1_1",1,121,1,"young","L1",3,7550,"Include"
"PCM2006_e1","PCM2006_e1_1",1,122,1,"young","L1",6,1134,"Include"
"PCM2006_e1","PCM2006_e1_1",1,123,1,"young","L2",6,1464,"Include"
"PCM2006_e1","PCM2006_e1_1",1,124,1,"young","L1",6,721,"Include"
"PCM2006_e1","PCM2006_e1_1",1,125,0,"young","new",1,1181,"Include"
"PCM2006_e1","PCM2006_e1_1",1,126,1,"young","L1",5,1698,"Include"
"PCM2006_e1","PCM2006_e1_1",1,127,1,"young","L1",2,2730,"Include"
"PCM2006_e1","PCM2006_e1_1",1,128,1,"young","L2",4,2509,"Include"
"PCM2006_e1","PCM2006_e1_1",1,129,1,"young","L1",5,2260,"Include"
"PCM2006_e1","PCM2006_e1_1",1,130,1,"young","L2",3,5183,"Include"
"PCM2006_e1","PCM2006_e1_1",1,131,1,"young","L1",5,1887,"Include"
"PCM2006_e1","PCM2006_e1_1",1,132,1,"young","L2",6,2211,"Include"
"PCM2006_e1","PCM2006_e1_1",1,133,0,"young","new",2,1657,"Include"
"PCM2006_e1","PCM2006_e1_1",1,134,1,"young","L1",6,917,"Include"
"PCM2006_e1","PCM2006_e1_1",1,135,1,"young","L2",6,2552,"Include"
"PCM2006_e1","PCM2006_e1_1",1,136,0,"young","new",3,3941,"Include"
"PCM2006_e1","PCM2006_e1_1",1,137,0,"young","new",1,3054,"Include"
"PCM2006_e1","PCM2006_e1_1",1,138,1,"young","L1",6,1850,"Include"
"PCM2006_e1","PCM2006_e1_1",1,139,0,"young","new",2,4079,"Include"
"PCM2006_e1","PCM2006_e1_1",1,140,0,"young","new",2,4558,"Include"
"PCM2006_e1","PCM2006_e1_1",1,141,1,"young","L2",4,2403,"Include"
"PCM2006_e1","PCM2006_e1_1",1,142,0,"young","new",2,4739,"Include"
"PCM2006_e1","PCM2006_e1_1",1,143,1,"young","L1",5,3020,"Include"
"PCM2006_e1","PCM2006_e1_1",1,144,1,"young","L2",5,1264,"Include"
"PCM2006_e1","PCM2006_e1_1",1,145,0,"young","new",1,2208,"Include"
"PCM2006_e1","PCM2006_e1_1",1,146,0,"young","new",1,1561,"Include"
"PCM2006_e1","PCM2006_e1_1",1,147,1,"young","L1",5,4538,"Include"
"PCM2006_e1","PCM2006_e1_1",1,148,0,"young","new",2,2028,"Include"
"PCM2006_e1","PCM2006_e1_1",1,149,0,"young","new",1,1295,"Include"
"PCM2006_e1","PCM2006_e1_1",1,150,1,"young","L1",6,1048,"Include"
"PCM2006_e1","PCM2006_e1_1",1,151,1,"young","L2",6,1102,"Include"
"PCM2006_e1","PCM2006_e1_1",1,152,1,"young","L2",6,887,"Include"
"PCM2006_e1","PCM2006_e1_1",1,153,1,"young","L1",6,1602,"Include"
"PCM2006_e1","PCM2006_e1_1",1,154,1,"young","L2",2,4658,"Include"
"PCM2006_e1","PCM2006_e1_1",1,155,0,"young","new",1,1664,"Include"
"PCM2006_e1","PCM2006_e1_1",1,156,1,"young","L1",5,3512,"Include"
"PCM2006_e1","PCM2006_e1_1",1,157,1,"young","L1",1,2351,"Include"
"PCM2006_e1","PCM2006_e1_1",1,158,0,"young","new",2,4660,"Include"
"PCM2006_e1","PCM2006_e1_1",1,159,1,"young","L2",5,4094,"Include"
"PCM2006_e1","PCM2006_e1_1",1,160,1,"young","L1",6,1954,"Include"
"PCM2006_e1","PCM2006_e1_1",1,161,1,"young","L1",5,2230,"Include"
"PCM2006_e1","PCM2006_e1_1",1,162,0,"young","new",2,1903,"Include"
"PCM2006_e1","PCM2006_e1_1",1,163,0,"young","new",3,6552,"Include"
"PCM2006_e1","PCM2006_e1_1",1,164,1,"young","L2",6,1647,"Include"
"PCM2006_e1","PCM2006_e1_1",1,165,1,"young","L2",6,1046,"Include"
"PCM2006_e1","PCM2006_e1_1",2,241,1,"young","L2",5,2042,"Include"
"PCM2006_e1","PCM2006_e1_1",2,242,1,"young","L1",6,1783,"Include"
"PCM2006_e1","PCM2006_e1_1",2,243,1,"young","L2",6,733,"Include"
"PCM2006_e1","PCM2006_e1_1",2,244,1,"young","L1",3,3501,"Include"
"PCM2006_e1","PCM2006_e1_1",2,245,0,"young","new",2,1576,"Include"
"PCM2006_e1","PCM2006_e1_1",2,246,0,"young","new",3,1784,"Include"
"PCM2006_e1","PCM2006_e1_1",2,247,1,"young","L2",6,1493,"Include"
"PCM2006_e1","PCM2006_e1_1",2,248,0,"young","new",1,1241,"Include"
"PCM2006_e1","PCM2006_e1_1",2,249,1,"young","L2",6,1120,"Include"
"PCM2006_e1","PCM2006_e1_1",2,250,1,"young","L2",4,3139,"Include"
"PCM2006_e1","PCM2006_e1_1",2,251,1,"young","L2",6,1548,"Include"
"PCM2006_e1","PCM2006_e1_1",2,252,0,"young","new",3,5663,"Include"
"PCM2006_e1","PCM2006_e1_1",2,253,1,"young","L1",6,2210,"Include"
"PCM2006_e1","PCM2006_e1_1",2,254,0,"young","new",5,2768,"Include"
"PCM2006_e1","PCM2006_e1_1",2,255,0,"young","new",2,3912,"Include"
"PCM2006_e1","PCM2006_e1_1",2,256,0,"young","new",2,3392,"Include"
"PCM2006_e1","PCM2006_e1_1",2,257,1,"young","L1",6,1435,"Include"
"PCM2006_e1","PCM2006_e1_1",2,258,1,"young","L2",6,1188,"Include"
"PCM2006_e1","PCM2006_e1_1",2,259,1,"young","L2",6,969,"Include"
"PCM2006_e1","PCM2006_e1_1",2,260,0,"young","new",3,2944,"Include"
"PCM2006_e1","PCM2006_e1_1",2,261,1,"young","L2",6,1113,"Include"
"PCM2006_e1","PCM2006_e1_1",2,262,1,"young","L2",2,3103,"Include"
"PCM2006_e1","PCM2006_e1_1",2,263,1,"young","L1",4,5048,"Include"
"PCM2006_e1","PCM2006_e1_1",2,264,1,"young","L1",2,3360,"Include"
"PCM2006_e1","PCM2006_e1_1",2,265,1,"young","L2",2,3347,"Include"
"PCM2006_e1","PCM2006_e1_1",2,266,1,"young","L1",5,1713,"Include"
"PCM2006_e1","PCM2006_e1_1",2,267,1,"young","L1",5,1448,"Include"
"PCM2006_e1","PCM2006_e1_1",2,268,0,"young","new",1,2101,"Include"
"PCM2006_e1","PCM2006_e1_1",2,269,1,"young","L1",3,3471,"Include"
"PCM2006_e1","PCM2006_e1_1",2,270,0,"young","new",3,3241,"Include"
"PCM2006_e1","PCM2006_e1_1",2,271,0,"young","new",1,1648,"Include"
"PCM2006_e1","PCM2006_e1_1",2,272,0,"young","new",1,2358,"Include"
"PCM2006_e1","PCM2006_e1_1",2,273,1,"young","L2",6,1289,"Include"
"PCM2006_e1","PCM2006_e1_1",2,274,1,"young","L1",6,1020,"Include"
"PCM2006_e1","PCM2006_e1_1",2,275,1,"young","L2",6,2377,"Include"
"PCM2006_e1","PCM2006_e1_1",2,276,1,"young","L2",6,1010,"Include"
"PCM2006_e1","PCM2006_e1_1",2,277,1,"young","L1",6,777,"Include"
"PCM2006_e1","PCM2006_e1_1",2,278,0,"young","new",4,4328,"Include"
"PCM2006_e1","PCM2006_e1_1",2,279,1,"young","L1",6,1523,"Include"
"PCM2006_e1","PCM2006_e1_1",2,280,0,"young","new",1,1360,"Include"
"PCM2006_e1","PCM2006_e1_1",2,281,1,"young","L2",5,3194,"Include"
"PCM2006_e1","PCM2006_e1_1",2,282,1,"young","L1",6,2197,"Include"
"PCM2006_e1","PCM2006_e1_1",2,283,1,"young","L2",4,1336,"Include"
"PCM2006_e1","PCM2006_e1_1",2,284,1,"young","L2",5,1655,"Include"
"PCM2006_e1","PCM2006_e1_1",2,285,0,"young","new",1,1858,"Include"
"PCM2006_e1","PCM2006_e1_1",2,286,1,"young","L1",4,5685,"Include"
"PCM2006_e1","PCM2006_e1_1",2,287,1,"young","L1",6,1012,"Include"
"PCM2006_e1","PCM2006_e1_1",2,288,0,"young","new",5,2073,"Include"
"PCM2006_e1","PCM2006_e1_1",2,289,1,"young","L2",6,1264,"Include"
"PCM2006_e1","PCM2006_e1_1",2,290,1,"young","L1",5,1593,"Include"
"PCM2006_e1","PCM2006_e1_1",2,291,1,"young","L2",6,1803,"Include"
"PCM2006_e1","PCM2006_e1_1",2,292,0,"young","new",4,4627,"Include"
"PCM2006_e1","PCM2006_e1_1",2,293,0,"young","new",2,1616,"Include"
"PCM2006_e1","PCM2006_e1_1",2,294,0,"young","new",1,917,"Include"
"PCM2006_e1","PCM2006_e1_1",2,295,1,"young","L1",5,1569,"Include"
"PCM2006_e1","PCM2006_e1_1",2,296,1,"young","L2",1,1665,"Include"
"PCM2006_e1","PCM2006_e1_1",2,297,1,"young","L2",5,2346,"Include"
"PCM2006_e1","PCM2006_e1_1",2,298,0,"young","new",2,2087,"Include"
"PCM2006_e1","PCM2006_e1_1",2,299,1,"young","L1",6,1659,"Include"
"PCM2006_e1","PCM2006_e1_1",2,300,1,"young","L2",6,2335,"Include"
"PCM2006_e1","PCM2006_e1_1",2,301,1,"young","L2",3,3248,"Include"
"PCM2006_e1","PCM2006_e1_1",2,302,1,"young","L1",1,3351,"Include"
"PCM2006_e1","PCM2006_e1_1",2,303,0,"young","new",2,3844,"Include"
"PCM2006_e1","PCM2006_e1_1",2,304,0,"young","new",3,5299,"Include"
"PCM2006_e1","PCM2006_e1_1",2,305,1,"young","L1",4,2087,"Include"
"PCM2006_e1","PCM2006_e1_1",2,306,0,"young","new",2,1698,"Include"
"PCM2006_e1","PCM2006_e1_1",2,307,0,"young","new",1,2404,"Include"
"PCM2006_e1","PCM2006_e1_1",2,308,1,"young","L1",3,2300,"Include"
"PCM2006_e1","PCM2006_e1_1",2,309,0,"young","new",1,1142,"Include"
"PCM2006_e1","PCM2006_e1_1",2,310,1,"young","L2",4,1590,"Include"
"PCM2006_e1","PCM2006_e1_1",2,311,0,"young","new",2,1808,"Include"
"PCM2006_e1","PCM2006_e1_1",2,312,1,"young","L1",1,2264,"Include"
"PCM2006_e1","PCM2006_e1_1",2,313,1,"young","L2",2,8832,"Include"
"PCM2006_e1","PCM2006_e1_1",2,314,0,"young","new",1,1382,"Include"
"PCM2006_e1","PCM2006_e1_1",2,315,1,"young","L2",5,8209,"Include"
"PCM2006_e1","PCM2006_e1_1",2,316,0,"young","new",2,3210,"Include"
"PCM2006_e1","PCM2006_e1_1",2,317,1,"young","L1",3,3457,"Include"
"PCM2006_e1","PCM2006_e1_1",2,318,1,"young","L1",2,2509,"Include"
"PCM2006_e1","PCM2006_e1_1",2,319,1,"young","L2",4,2820,"Include"
"PCM2006_e1","PCM2006_e1_1",2,320,1,"young","L1",6,1360,"Include"
"PCM2006_e1","PCM2006_e1_1",2,321,0,"young","new",2,2609,"Include"
"PCM2006_e1","PCM2006_e1_1",2,322,1,"young","L1",6,1544,"Include"
"PCM2006_e1","PCM2006_e1_1",2,323,1,"young","L2",4,1552,"Include"
"PCM2006_e1","PCM2006_e1_1",2,324,1,"young","L1",5,3140,"Include"
"PCM2006_e1","PCM2006_e1_1",2,325,1,"young","L2",5,1523,"Include"
"PCM2006_e1","PCM2006_e1_1",2,326,1,"young","L1",6,1216,"Include"
"PCM2006_e1","PCM2006_e1_1",2,327,0,"young","new",1,2406,"Include"
"PCM2006_e1","PCM2006_e1_1",2,328,1,"young","L1",5,2942,"Include"
"PCM2006_e1","PCM2006_e1_1",2,329,1,"young","L2",6,1022,"Include"
"PCM2006_e1","PCM2006_e1_1",2,330,1,"young","L1",6,3208,"Include"
"PCM2006_e1","PCM2006_e1_1",3,406,0,"young","new",2,1660,"Include"
"PCM2006_e1","PCM2006_e1_1",3,407,1,"young","L1",2,2040,"Include"
"PCM2006_e1","PCM2006_e1_1",3,408,1,"young","L1",5,1897,"Include"
"PCM2006_e1","PCM2006_e1_1",3,409,1,"young","L2",6,2586,"Include"
"PCM2006_e1","PCM2006_e1_1",3,410,1,"young","L2",6,1064,"Include"
"PCM2006_e1","PCM2006_e1_1",3,411,1,"young","L1",5,1593,"Include"
"PCM2006_e1","PCM2006_e1_1",3,412,1,"young","L1",4,2068,"Include"
"PCM2006_e1","PCM2006_e1_1",3,413,1,"young","L2",6,980,"Include"
"PCM2006_e1","PCM2006_e1_1",3,414,0,"young","new",6,1537,"Include"
"PCM2006_e1","PCM2006_e1_1",3,415,1,"young","L2",6,1080,"Include"
"PCM2006_e1","PCM2006_e1_1",3,416,0,"young","new",2,1694,"Include"
"PCM2006_e1","PCM2006_e1_1",3,417,1,"young","L1",3,1816,"Include"
"PCM2006_e1","PCM2006_e1_1",3,418,1,"young","L2",6,1405,"Include"
"PCM2006_e1","PCM2006_e1_1",3,419,0,"young","new",1,2358,"Include"
"PCM2006_e1","PCM2006_e1_1",3,420,0,"young","new",1,1352,"Include"
"PCM2006_e1","PCM2006_e1_1",3,421,1,"young","L2",4,1965,"Include"
"PCM2006_e1","PCM2006_e1_1",3,422,1,"young","L1",5,1472,"Include"
"PCM2006_e1","PCM2006_e1_1",3,423,1,"young","L1",6,1240,"Include"
"PCM2006_e1","PCM2006_e1_1",3,424,0,"young","new",2,3392,"Include"
"PCM2006_e1","PCM2006_e1_1",3,425,0,"young","new",2,2308,"Include"
"PCM2006_e1","PCM2006_e1_1",3,426,1,"young","L2",5,2458,"Include"
"PCM2006_e1","PCM2006_e1_1",3,427,0,"young","new",3,2167,"Include"
"PCM2006_e1","PCM2006_e1_1",3,428,1,"young","L1",5,1546,"Include"
"PCM2006_e1","PCM2006_e1_1",3,429,0,"young","new",2,2872,"Include"
"PCM2006_e1","PCM2006_e1_1",3,430,1,"young","L1",6,1384,"Include"
"PCM2006_e1","PCM2006_e1_1",3,431,1,"young","L2",6,1020,"Include"
"PCM2006_e1","PCM2006_e1_1",3,432,1,"young","L2",1,2127,"Include"
"PCM2006_e1","PCM2006_e1_1",3,433,0,"young","new",1,2049,"Include"
"PCM2006_e1","PCM2006_e1_1",3,434,1,"young","L2",2,5247,"Include"
"PCM2006_e1","PCM2006_e1_1",3,435,1,"young","L2",5,2886,"Include"
"PCM2006_e1","PCM2006_e1_1",3,436,1,"young","L1",3,2003,"Include"
"PCM2006_e1","PCM2006_e1_1",3,437,1,"young","L1",5,1908,"Include"
"PCM2006_e1","PCM2006_e1_1",3,438,1,"young","L1",6,1266,"Include"
"PCM2006_e1","PCM2006_e1_1",3,439,0,"young","new",1,1284,"Include"
"PCM2006_e1","PCM2006_e1_1",3,440,0,"young","new",1,1688,"Include"
"PCM2006_e1","PCM2006_e1_1",3,441,1,"young","L1",6,2291,"Include"
"PCM2006_e1","PCM2006_e1_1",3,442,1,"young","L2",1,7607,"Include"
"PCM2006_e1","PCM2006_e1_1",3,443,1,"young","L1",5,1087,"Include"
"PCM2006_e1","PCM2006_e1_1",3,444,1,"young","L1",6,1107,"Include"
"PCM2006_e1","PCM2006_e1_1",3,445,0,"young","new",4,1210,"Include"
"PCM2006_e1","PCM2006_e1_1",3,446,1,"young","L2",2,3103,"Include"
"PCM2006_e1","PCM2006_e1_1",3,447,1,"young","L1",4,2033,"Include"
"PCM2006_e1","PCM2006_e1_1",3,448,1,"young","L2",5,1370,"Include"
"PCM2006_e1","PCM2006_e1_1",3,449,1,"young","L2",4,5521,"Include"
"PCM2006_e1","PCM2006_e1_1",3,450,0,"young","new",2,1648,"Include"
"PCM2006_e1","PCM2006_e1_1",3,451,0,"young","new",1,1637,"Include"
"PCM2006_e1","PCM2006_e1_1",3,452,0,"young","new",4,3605,"Include"
"PCM2006_e1","PCM2006_e1_1",3,453,1,"young","L1",6,1143,"Include"
"PCM2006_e1","PCM2006_e1_1",3,454,1,"young","L1",6,1150,"Include"
"PCM2006_e1","PCM2006_e1_1",3,455,1,"young","L2",6,1282,"Include"
"PCM2006_e1","PCM2006_e1_1",3,456,0,"young","new",1,1329,"Include"
"PCM2006_e1","PCM2006_e1_1",3,457,1,"young","L2",6,1179,"Include"
"PCM2006_e1","PCM2006_e1_1",3,458,1,"young","L1",5,3423,"Include"
"PCM2006_e1","PCM2006_e1_1",3,459,0,"young","new",2,7450,"Include"
"PCM2006_e1","PCM2006_e1_1",3,460,0,"young","new",1,1033,"Include"
"PCM2006_e1","PCM2006_e1_1",3,461,1,"young","L1",6,930,"Include"
"PCM2006_e1","PCM2006_e1_1",3,462,1,"young","L1",5,1795,"Include"
"PCM2006_e1","PCM2006_e1_1",3,463,1,"young","L2",6,894,"Include"
"PCM2006_e1","PCM2006_e1_1",3,464,0,"young","new",2,1418,"Include"
"PCM2006_e1","PCM2006_e1_1",3,465,1,"young","L2",6,1270,"Include"
"PCM2006_e1","PCM2006_e1_1",3,466,1,"young","L1",6,855,"Include"
"PCM2006_e1","PCM2006_e1_1",3,467,1,"young","L2",6,795,"Include"
"PCM2006_e1","PCM2006_e1_1",3,468,0,"young","new",2,1693,"Include"
"PCM2006_e1","PCM2006_e1_1",3,469,1,"young","L2",4,2945,"Include"
"PCM2006_e1","PCM2006_e1_1",3,470,1,"young","L2",5,1089,"Include"
"PCM2006_e1","PCM2006_e1_1",3,471,1,"young","L1",6,1172,"Include"
"PCM2006_e1","PCM2006_e1_1",3,472,0,"young","new",1,1156,"Include"
"PCM2006_e1","PCM2006_e1_1",3,473,0,"young","new",1,1456,"Include"
"PCM2006_e1","PCM2006_e1_1",3,474,1,"young","L1",6,2108,"Include"
"PCM2006_e1","PCM2006_e1_1",3,475,1,"young","L2",1,1507,"Include"
"PCM2006_e1","PCM2006_e1_1",3,476,1,"young","L2",6,978,"Include"
"PCM2006_e1","PCM2006_e1_1",3,477,1,"young","L2",4,1745,"Include"
"PCM2006_e1","PCM2006_e1_1",3,478,1,"young","L1",3,1497,"Include"
"PCM2006_e1","PCM2006_e1_1",3,479,1,"young","L2",5,1241,"Include"
"PCM2006_e1","PCM2006_e1_1",3,480,0,"young","new",2,2520,"Include"
"PCM2006_e1","PCM2006_e1_1",3,481,1,"young","L2",6,1460,"Include"
"PCM2006_e1","PCM2006_e1_1",3,482,0,"young","new",1,1424,"Include"
"PCM2006_e1","PCM2006_e1_1",3,483,0,"young","new",2,5354,"Include"
"PCM2006_e1","PCM2006_e1_1",3,484,1,"young","L1",5,1289,"Include"
"PCM2006_e1","PCM2006_e1_1",3,485,1,"young","L2",3,5571,"Include"
"PCM2006_e1","PCM2006_e1_1",3,486,0,"young","new",1,1926,"Include"
"PCM2006_e1","PCM2006_e1_1",3,487,1,"young","L2",6,1440,"Include"
"PCM2006_e1","PCM2006_e1_1",3,488,1,"young","L2",5,1336,"Include"
"PCM2006_e1","PCM2006_e1_1",3,489,1,"young","L1",4,2168,"Include"
"PCM2006_e1","PCM2006_e1_1",3,490,0,"young","new",2,2135,"Include"
"PCM2006_e1","PCM2006_e1_1",3,491,1,"young","L1",6,1121,"Include"
"PCM2006_e1","PCM2006_e1_1",3,492,0,"young","new",2,3533,"Include"
"PCM2006_e1","PCM2006_e1_1",3,493,1,"young","L1",6,4663,"Include"
"PCM2006_e1","PCM2006_e1_1",3,494,1,"young","L1",1,1914,"Include"
"PCM2006_e1","PCM2006_e1_1",3,495,0,"young","new",1,1753,"Include"
"PCM2006_e1","PCM2006_e1_1",4,571,1,"young","L1",5,1960,"Include"
"PCM2006_e1","PCM2006_e1_1",4,572,1,"young","L1",6,1259,"Include"
"PCM2006_e1","PCM2006_e1_1",4,573,1,"young","L1",6,957,"Include"
"PCM2006_e1","PCM2006_e1_1",4,574,0,"young","new",1,2360,"Include"
"PCM2006_e1","PCM2006_e1_1",4,575,1,"young","L2",4,1698,"Include"
"PCM2006_e1","PCM2006_e1_1",4,576,1,"young","L1",3,2284,"Include"
"PCM2006_e1","PCM2006_e1_1",4,577,1,"young","L1",5,1744,"Include"
"PCM2006_e1","PCM2006_e1_1",4,578,0,"young","new",5,2007,"Include"
"PCM2006_e1","PCM2006_e1_1",4,579,1,"young","L1",1,2744,"Include"
"PCM2006_e1","PCM2006_e1_1",4,580,1,"young","L2",4,4463,"Include"
"PCM2006_e1","PCM2006_e1_1",4,581,1,"young","L1",5,1257,"Include"
"PCM2006_e1","PCM2006_e1_1",4,582,1,"young","L2",6,1301,"Include"
"PCM2006_e1","PCM2006_e1_1",4,583,0,"young","new",2,1310,"Include"
"PCM2006_e1","PCM2006_e1_1",4,584,1,"young","L1",6,2100,"Include"
"PCM2006_e1","PCM2006_e1_1",4,585,0,"young","new",4,2303,"Include"
"PCM2006_e1","PCM2006_e1_1",4,586,0,"young","new",2,1824,"Include"
"PCM2006_e1","PCM2006_e1_1",4,587,1,"young","L2",6,1139,"Include"
"PCM2006_e1","PCM2006_e1_1",4,588,1,"young","L1",2,5065,"Include"
"PCM2006_e1","PCM2006_e1_1",4,589,0,"young","new",1,2212,"Include"
"PCM2006_e1","PCM2006_e1_1",4,590,1,"young","L1",6,2635,"Include"
"PCM2006_e1","PCM2006_e1_1",4,591,0,"young","new",3,3619,"Include"
"PCM2006_e1","PCM2006_e1_1",4,592,1,"young","L2",4,3911,"Include"
"PCM2006_e1","PCM2006_e1_1",4,593,1,"young","L2",5,1766,"Include"
"PCM2006_e1","PCM2006_e1_1",4,594,1,"young","L1",2,1265,"Include"
"PCM2006_e1","PCM2006_e1_1",4,595,1,"young","L2",6,1674,"Include"
"PCM2006_e1","PCM2006_e1_1",4,596,0,"young","new",1,1193,"Include"
"PCM2006_e1","PCM2006_e1_1",4,597,0,"young","new",1,1787,"Include"
"PCM2006_e1","PCM2006_e1_1",4,598,1,"young","L2",4,3143,"Include"
"PCM2006_e1","PCM2006_e1_1",4,599,1,"young","L1",5,4024,"Include"
"PCM2006_e1","PCM2006_e1_1",4,600,0,"young","new",1,1356,"Include"
"PCM2006_e1","PCM2006_e1_1",4,601,1,"young","L2",2,3272,"Include"
"PCM2006_e1","PCM2006_e1_1",4,602,1,"young","L2",5,1488,"Include"
"PCM2006_e1","PCM2006_e1_1",4,603,1,"young","L2",6,948,"Include"
"PCM2006_e1","PCM2006_e1_1",4,604,1,"young","L1",6,929,"Include"
"PCM2006_e1","PCM2006_e1_1",4,605,1,"young","L1",6,754,"Include"
"PCM2006_e1","PCM2006_e1_1",4,606,1,"young","L2",2,3118,"Include"
"PCM2006_e1","PCM2006_e1_1",4,607,1,"young","L2",5,1419,"Include"
"PCM2006_e1","PCM2006_e1_1",4,608,1,"young","L1",3,3337,"Include"
"PCM2006_e1","PCM2006_e1_1",4,609,0,"young","new",2,1392,"Include"
"PCM2006_e1","PCM2006_e1_1",4,610,0,"young","new",1,1403,"Include"
"PCM2006_e1","PCM2006_e1_1",4,611,0,"young","new",4,1955,"Include"
"PCM2006_e1","PCM2006_e1_1",4,612,1,"young","L1",5,1784,"Include"
"PCM2006_e1","PCM2006_e1_1",4,613,0,"young","new",3,1917,"Include"
"PCM2006_e1","PCM2006_e1_1",4,614,1,"young","L1",6,1177,"Include"
"PCM2006_e1","PCM2006_e1_1",4,615,1,"young","L2",5,4136,"Include"
"PCM2006_e1","PCM2006_e1_1",4,616,1,"young","L1",4,1153,"Include"
"PCM2006_e1","PCM2006_e1_1",4,617,1,"young","L2",6,894,"Include"
"PCM2006_e1","PCM2006_e1_1",4,618,0,"young","new",2,2153,"Include"
"PCM2006_e1","PCM2006_e1_1",4,619,0,"young","new",1,1199,"Include"
"PCM2006_e1","PCM2006_e1_1",4,620,1,"young","L1",4,6472,"Include"
"PCM2006_e1","PCM2006_e1_1",4,621,0,"young","new",3,1041,"Include"
"PCM2006_e1","PCM2006_e1_1",4,622,1,"young","L2",3,4718,"Include"
"PCM2006_e1","PCM2006_e1_1",4,623,0,"young","new",3,2085,"Include"
"PCM2006_e1","PCM2006_e1_1",4,624,1,"young","L1",5,2920,"Include"
"PCM2006_e1","PCM2006_e1_1",4,625,0,"young","new",5,4989,"Include"
"PCM2006_e1","PCM2006_e1_1",4,626,0,"young","new",1,1362,"Include"
"PCM2006_e1","PCM2006_e1_1",4,627,1,"young","L2",2,2267,"Include"
