"exp","id","trial","item","isold","condition1","rating","RT","excluding"
"FO2016_e2a","FO2016_e2a_1","1","prayer",0,"New",1,3434,"Include"
"FO2016_e2a","FO2016_e2a_1","2","cabin",1,"Aloud",4,6250,"Include"
"FO2016_e2a","FO2016_e2a_1","3","idea",0,"New",6,3706,"Include"
"FO2016_e2a","FO2016_e2a_1","4","cotton",0,"New",2,4530,"Include"
"FO2016_e2a","FO2016_e2a_1","5","river",1,"Aloud",5,5434,"Include"
"FO2016_e2a","FO2016_e2a_1","6","competition",1,"Aloud",4,7066,"Include"
"FO2016_e2a","FO2016_e2a_1","7","material",1,"Aloud",6,3250,"Include"
"FO2016_e2a","FO2016_e2a_1","8","facility",0,"New",4,2514,"Include"
"FO2016_e2a","FO2016_e2a_1","9","joke",0,"New",6,2978,"Include"
"FO2016_e2a","FO2016_e2a_1","10","inhabitant",0,"New",1,1298,"Include"
"FO2016_e2a","FO2016_e2a_1","11","rod",1,"Silent",5,3178,"Include"
"FO2016_e2a","FO2016_e2a_1","12","misery",1,"Aloud",6,1202,"Include"
"FO2016_e2a","FO2016_e2a_1","13","money",0,"New",5,1546,"Include"
"FO2016_e2a","FO2016_e2a_1","14","winter",1,"Aloud",6,1330,"Include"
"FO2016_e2a","FO2016_e2a_1","15","charter",1,"Silent",3,2834,"Include"
"FO2016_e2a","FO2016_e2a_1","16","iron",1,"Silent",5,2354,"Include"
"FO2016_e2a","FO2016_e2a_1","17","form",0,"New",3,5770,"Include"
"FO2016_e2a","FO2016_e2a_1","18","monarch",0,"New",4,5202,"Include"
"FO2016_e2a","FO2016_e2a_1","19","costume",1,"Silent",6,2850,"Include"
"FO2016_e2a","FO2016_e2a_1","20","attitude",1,"Aloud",5,1450,"Include"
"FO2016_e2a","FO2016_e2a_1","21","glory",1,"Silent",6,1082,"Include"
"FO2016_e2a","FO2016_e2a_1","22","scarlet",1,"Silent",6,1162,"Include"
"FO2016_e2a","FO2016_e2a_1","23","meeting",1,"Silent",2,5122,"Include"
"FO2016_e2a","FO2016_e2a_1","24","quest",0,"New",3,2618,"Include"
"FO2016_e2a","FO2016_e2a_1","25","chance",0,"New",2,2010,"Include"
"FO2016_e2a","FO2016_e2a_1","26","thorn",1,"Silent",4,2690,"Include"
"FO2016_e2a","FO2016_e2a_1","27","christmas",0,"New",3,3826,"Include"
"FO2016_e2a","FO2016_e2a_1","28","confidence",0,"New",2,2618,"Include"
"FO2016_e2a","FO2016_e2a_1","29","poetry",1,"Silent",2,1242,"Include"
"FO2016_e2a","FO2016_e2a_1","30","garden",1,"Silent",5,3570,"Include"
"FO2016_e2a","FO2016_e2a_1","31","settler",0,"New",2,3490,"Include"
"FO2016_e2a","FO2016_e2a_1","32","reflection",1,"Silent",2,5874,"Include"
"FO2016_e2a","FO2016_e2a_1","33","plain",0,"New",2,1610,"Include"
"FO2016_e2a","FO2016_e2a_1","34","diamond",0,"New",1,1162,"Include"
"FO2016_e2a","FO2016_e2a_1","35","disposition",0,"New",1,1930,"Include"
"FO2016_e2a","FO2016_e2a_1","36","lake",1,"Silent",3,5026,"Include"
"FO2016_e2a","FO2016_e2a_1","37","cat",1,"Aloud",3,2890,"Include"
"FO2016_e2a","FO2016_e2a_1","38","tablespoon",1,"Silent",3,5562,"Include"
"FO2016_e2a","FO2016_e2a_1","39","fox",0,"New",1,2258,"Include"
"FO2016_e2a","FO2016_e2a_1","40","party",0,"New",4,5138,"Include"
"FO2016_e2a","FO2016_e2a_1","43","grass",1,"Silent",4,2098,"Include"
"FO2016_e2a","FO2016_e2a_1","44","soil",1,"Aloud",3,2586,"Include"
"FO2016_e2a","FO2016_e2a_1","45","slipper",1,"Silent",4,7738,"Include"
"FO2016_e2a","FO2016_e2a_1","46","oxygen",1,"Aloud",6,1466,"Include"
"FO2016_e2a","FO2016_e2a_1","47","honour",1,"Silent",2,3282,"Include"
"FO2016_e2a","FO2016_e2a_1","48","warmth",1,"Aloud",6,1546,"Include"
"FO2016_e2a","FO2016_e2a_1","49","baby",1,"Aloud",6,1186,"Include"
"FO2016_e2a","FO2016_e2a_1","50","attendant",1,"Aloud",4,2218,"Include"
"FO2016_e2a","FO2016_e2a_1","51","moral",1,"Silent",6,1978,"Include"
"FO2016_e2a","FO2016_e2a_1","52","ability",0,"New",5,1258,"Include"
"FO2016_e2a","FO2016_e2a_1","53","priest",1,"Silent",3,4410,"Include"
"FO2016_e2a","FO2016_e2a_1","54","elephant",1,"Silent",6,2394,"Include"
"FO2016_e2a","FO2016_e2a_1","55","charm",0,"New",3,6306,"Include"
"FO2016_e2a","FO2016_e2a_1","56","air",0,"New",1,3898,"Include"
"FO2016_e2a","FO2016_e2a_1","57","fowl",1,"Aloud",5,1930,"Include"
"FO2016_e2a","FO2016_e2a_1","58","bowl",0,"New",6,1050,"Include"
"FO2016_e2a","FO2016_e2a_1","59","comrade",0,"New",5,5234,"Include"
"FO2016_e2a","FO2016_e2a_1","60","length",0,"New",2,5434,"Include"
"FO2016_e2a","FO2016_e2a_1","61","product",1,"Aloud",4,2258,"Include"
"FO2016_e2a","FO2016_e2a_1","62","earth",0,"New",3,1842,"Include"
"FO2016_e2a","FO2016_e2a_1","63","trouble",1,"Silent",3,4498,"Include"
"FO2016_e2a","FO2016_e2a_1","64","animal",0,"New",5,2018,"Include"
"FO2016_e2a","FO2016_e2a_1","65","tower",1,"Silent",6,1626,"Include"
"FO2016_e2a","FO2016_e2a_1","66","storm",1,"Silent",2,1770,"Include"
"FO2016_e2a","FO2016_e2a_1","67","forest",1,"Silent",3,3746,"Include"
"FO2016_e2a","FO2016_e2a_1","68","mind",0,"New",4,1826,"Include"
"FO2016_e2a","FO2016_e2a_1","69","grief",1,"Silent",5,3850,"Include"
"FO2016_e2a","FO2016_e2a_1","70","shame",1,"Silent",2,1706,"Include"
"FO2016_e2a","FO2016_e2a_1","71","weapon",1,"Aloud",4,2362,"Include"
"FO2016_e2a","FO2016_e2a_1","72","picture",0,"New",3,1514,"Include"
"FO2016_e2a","FO2016_e2a_1","73","thief",0,"New",4,6130,"Include"
"FO2016_e2a","FO2016_e2a_1","74","hope",1,"Aloud",2,1810,"Include"
"FO2016_e2a","FO2016_e2a_1","75","flesh",0,"New",4,3706,"Include"
"FO2016_e2a","FO2016_e2a_1","76","maker",0,"New",5,1826,"Include"
"FO2016_e2a","FO2016_e2a_1","77","murder",1,"Silent",3,5034,"Include"
"FO2016_e2a","FO2016_e2a_1","78","mercy",0,"New",2,2602,"Include"
"FO2016_e2a","FO2016_e2a_1","79","book",0,"New",5,1698,"Include"
"FO2016_e2a","FO2016_e2a_1","80","sulphur",0,"New",1,1418,"Include"
"FO2016_e2a","FO2016_e2a_1","81","brain",1,"Silent",1,1162,"Include"
"FO2016_e2a","FO2016_e2a_1","82","journal",1,"Silent",2,1522,"Include"
"FO2016_e2a","FO2016_e2a_1","83","butter",0,"New",3,1570,"Include"
"FO2016_e2a","FO2016_e2a_1","84","necessity",0,"New",5,2210,"Include"
"FO2016_e2a","FO2016_e2a_1","85","vessel",0,"New",1,1114,"Include"
"FO2016_e2a","FO2016_e2a_1","86","banker",0,"New",2,2074,"Include"
"FO2016_e2a","FO2016_e2a_1","87","cellar",0,"New",2,802,"Include"
"FO2016_e2a","FO2016_e2a_1","88","folly",0,"New",2,1074,"Include"
"FO2016_e2a","FO2016_e2a_1","89","army",0,"New",3,2034,"Include"
"FO2016_e2a","FO2016_e2a_1","90","marriage",1,"Silent",3,2866,"Include"
"FO2016_e2a","FO2016_e2a_1","91","virtue",1,"Silent",2,3946,"Include"
"FO2016_e2a","FO2016_e2a_1","92","wheat",1,"Aloud",4,5674,"Include"
"FO2016_e2a","FO2016_e2a_1","93","person",0,"New",2,2722,"Include"
"FO2016_e2a","FO2016_e2a_1","94","child",1,"Aloud",1,1226,"Include"
"FO2016_e2a","FO2016_e2a_1","95","valley",0,"New",1,762,"Include"
"FO2016_e2a","FO2016_e2a_1","96","toast",1,"Silent",4,2402,"Include"
"FO2016_e2a","FO2016_e2a_1","97","capacity",1,"Silent",3,6866,"Include"
"FO2016_e2a","FO2016_e2a_1","98","artist",0,"New",2,3386,"Include"
"FO2016_e2a","FO2016_e2a_1","99","ocean",0,"New",3,1138,"Include"
"FO2016_e2a","FO2016_e2a_1","100","comparison",1,"Aloud",6,2250,"Include"
"FO2016_e2a","FO2016_e2a_1","101","item",1,"Aloud",4,1586,"Include"
"FO2016_e2a","FO2016_e2a_1","102","king",1,"Aloud",2,1138,"Include"
"FO2016_e2a","FO2016_e2a_1","103","sickness",1,"Aloud",2,1522,"Include"
"FO2016_e2a","FO2016_e2a_1","104","tomb",0,"New",4,1450,"Include"
"FO2016_e2a","FO2016_e2a_1","105","claw",0,"New",2,1458,"Include"
"FO2016_e2a","FO2016_e2a_1","106","beaver",1,"Silent",4,1146,"Include"
"FO2016_e2a","FO2016_e2a_1","107","atmosphere",0,"New",2,962,"Include"
"FO2016_e2a","FO2016_e2a_1","108","anxiety",0,"New",1,2002,"Include"
"FO2016_e2a","FO2016_e2a_1","109","situation",1,"Aloud",5,2586,"Include"
"FO2016_e2a","FO2016_e2a_1","110","sky",1,"Aloud",3,1290,"Include"
"FO2016_e2a","FO2016_e2a_1","111","vanity",0,"New",2,1146,"Include"
"FO2016_e2a","FO2016_e2a_1","112","series",1,"Aloud",2,1002,"Include"
"FO2016_e2a","FO2016_e2a_1","113","love",1,"Aloud",6,1410,"Include"
"FO2016_e2a","FO2016_e2a_1","114","frog",1,"Silent",2,2650,"Include"
"FO2016_e2a","FO2016_e2a_1","115","majority",1,"Silent",4,4994,"Include"
"FO2016_e2a","FO2016_e2a_1","116","gallery",0,"New",2,1098,"Include"
"FO2016_e2a","FO2016_e2a_1","117","sea",1,"Silent",1,914,"Include"
"FO2016_e2a","FO2016_e2a_1","118","sugar",0,"New",2,962,"Include"
"FO2016_e2a","FO2016_e2a_1","119","death",0,"New",6,1474,"Include"
"FO2016_e2a","FO2016_e2a_1","120","camp",0,"New",2,2482,"Include"
"FO2016_e2a","FO2016_e2a_1","121","rock",0,"New",5,3682,"Include"
"FO2016_e2a","FO2016_e2a_1","122","vapour",1,"Aloud",5,2626,"Include"
"FO2016_e2a","FO2016_e2a_1","123","amount",0,"New",2,1234,"Include"
"FO2016_e2a","FO2016_e2a_1","124","convention",0,"New",2,1114,"Include"
"FO2016_e2a","FO2016_e2a_1","125","direction",0,"New",3,1386,"Include"
"FO2016_e2a","FO2016_e2a_1","126","nail",0,"New",3,1210,"Include"
"FO2016_e2a","FO2016_e2a_1","127","substitute",0,"New",3,2426,"Include"
"FO2016_e2a","FO2016_e2a_1","128","science",0,"New",1,1266,"Include"
"FO2016_e2a","FO2016_e2a_1","129","colony",1,"Silent",5,1450,"Include"
"FO2016_e2a","FO2016_e2a_1","130","ambassador",0,"New",2,2090,"Include"
"FO2016_e2a","FO2016_e2a_1","131","appearance",0,"New",3,1330,"Include"
"FO2016_e2a","FO2016_e2a_1","132","car",0,"New",2,3194,"Include"
"FO2016_e2a","FO2016_e2a_1","133","lark",1,"Aloud",6,1506,"Include"
"FO2016_e2a","FO2016_e2a_1","134","tobacco",0,"New",2,7074,"Include"
"FO2016_e2a","FO2016_e2a_1","135","hatred",1,"Silent",6,6162,"Include"
"FO2016_e2a","FO2016_e2a_1","136","master",1,"Aloud",4,1194,"Include"
"FO2016_e2a","FO2016_e2a_1","137","hammer",1,"Aloud",6,1186,"Include"
"FO2016_e2a","FO2016_e2a_1","138","city",0,"New",3,1194,"Include"
"FO2016_e2a","FO2016_e2a_1","139","excuse",1,"Silent",2,1482,"Include"
"FO2016_e2a","FO2016_e2a_1","140","disease",0,"New",5,1874,"Include"
"FO2016_e2a","FO2016_e2a_1","141","beggar",1,"Aloud",5,1530,"Include"
"FO2016_e2a","FO2016_e2a_1","142","goddess",1,"Aloud",6,2298,"Include"
"FO2016_e2a","FO2016_e2a_1","143","conquest",1,"Aloud",3,2314,"Include"
"FO2016_e2a","FO2016_e2a_1","144","menace",0,"New",3,1242,"Include"
"FO2016_e2a","FO2016_e2a_1","145","effort",1,"Silent",6,1730,"Include"
"FO2016_e2a","FO2016_e2a_1","146","gentleman",0,"New",6,2007,"Include"
"FO2016_e2a","FO2016_e2a_1","147","sovereign",1,"Silent",2,3538,"Include"
"FO2016_e2a","FO2016_e2a_1","148","boss",0,"New",3,1050,"Include"
"FO2016_e2a","FO2016_e2a_1","149","stone",0,"New",4,802,"Include"
"FO2016_e2a","FO2016_e2a_1","150","time",0,"New",1,3050,"Include"
"FO2016_e2a","FO2016_e2a_1","151","procession",0,"New",3,2554,"Include"
"FO2016_e2a","FO2016_e2a_1","152","horse",1,"Aloud",5,1386,"Include"
"FO2016_e2a","FO2016_e2a_1","153","disaster",0,"New",4,1434,"Include"
"FO2016_e2a","FO2016_e2a_1","155","fire",1,"Silent",3,6098,"Include"
"FO2016_e2a","FO2016_e2a_1","156","moisture",1,"Aloud",5,7874,"Include"
"FO2016_e2a","FO2016_e2a_1","158","vision",0,"New",2,2026,"Include"
"FO2016_e2a","FO2016_e2a_1","159","fisherman",0,"New",3,1146,"Include"
"FO2016_e2a","FO2016_e2a_1","160","hint",1,"Silent",4,1298,"Include"
"FO2016_e2a","FO2016_e2a_1","161","vegetable",0,"New",4,1986,"Include"
"FO2016_e2a","FO2016_e2a_1","162","tribute",0,"New",2,1386,"Include"
"FO2016_e2a","FO2016_e2a_1","163","wife",1,"Aloud",2,1442,"Include"
"FO2016_e2a","FO2016_e2a_1","164","ticket",1,"Silent",3,666,"Include"
"FO2016_e2a","FO2016_e2a_1","165","shadow",0,"New",2,954,"Include"
"FO2016_e2a","FO2016_e2a_1","166","quality",1,"Aloud",4,1634,"Include"
"FO2016_e2a","FO2016_e2a_1","167","cash",0,"New",2,1426,"Include"
"FO2016_e2a","FO2016_e2a_1","168","pupil",1,"Silent",2,2034,"Include"
"FO2016_e2a","FO2016_e2a_1","169","bosom",0,"New",3,1162,"Include"
"FO2016_e2a","FO2016_e2a_1","170","robber",0,"New",3,1330,"Include"
"FO2016_e2a","FO2016_e2a_1","171","skin",1,"Aloud",5,2002,"Include"
"FO2016_e2a","FO2016_e2a_1","172","foam",0,"New",4,1178,"Include"
"FO2016_e2a","FO2016_e2a_1","173","salute",0,"New",3,2354,"Include"
"FO2016_e2a","FO2016_e2a_1","174","butterfly",1,"Silent",2,1114,"Include"
"FO2016_e2a","FO2016_e2a_1","175","corner",0,"New",3,634,"Include"
"FO2016_e2a","FO2016_e2a_1","176","leader",1,"Silent",3,1078,"Include"
"FO2016_e2a","FO2016_e2a_1","177","democracy",1,"Aloud",3,1322,"Include"
"FO2016_e2a","FO2016_e2a_1","178","prison",0,"New",4,5098,"Include"
"FO2016_e2a","FO2016_e2a_1","179","deed",1,"Aloud",3,4674,"Include"
"FO2016_e2a","FO2016_e2a_1","180","intellect",1,"Aloud",6,1714,"Include"
"FO2016_e2a","FO2016_e2a_1","181","contents",0,"New",4,1442,"Include"
"FO2016_e2a","FO2016_e2a_1","182","steam",1,"Aloud",3,914,"Include"
"FO2016_e2a","FO2016_e2a_1","183","door",0,"New",4,2666,"Include"
"FO2016_e2a","FO2016_e2a_1","184","jury",1,"Silent",3,1130,"Include"
"FO2016_e2a","FO2016_e2a_1","185","slave",1,"Aloud",3,1522,"Include"
"FO2016_e2a","FO2016_e2a_1","186","link",0,"New",3,898,"Include"
"FO2016_e2a","FO2016_e2a_1","187","sensation",0,"New",3,1434,"Include"
"FO2016_e2a","FO2016_e2a_1","188","baron",0,"New",4,1658,"Include"
"FO2016_e2a","FO2016_e2a_1","189","victim",1,"Aloud",5,1378,"Include"
"FO2016_e2a","FO2016_e2a_1","190","interest",1,"Silent",4,2842,"Include"
"FO2016_e2a","FO2016_e2a_1","191","lecture",0,"New",3,5538,"Include"
"FO2016_e2a","FO2016_e2a_1","192","revolt",0,"New",3,1730,"Include"
"FO2016_e2a","FO2016_e2a_1","193","dirt",1,"Silent",3,818,"Include"
"FO2016_e2a","FO2016_e2a_1","194","array",0,"New",4,1194,"Include"
"FO2016_e2a","FO2016_e2a_1","195","judge",1,"Aloud",4,866,"Include"
"FO2016_e2a","FO2016_e2a_1","196","grandmother",1,"Silent",3,786,"Include"
"FO2016_e2a","FO2016_e2a_1","197","harness",0,"New",3,1210,"Include"
"FO2016_e2a","FO2016_e2a_1","198","sauce",1,"Aloud",3,842,"Include"
"FO2016_e2a","FO2016_e2a_1","199","affection",1,"Silent",3,810,"Include"
"FO2016_e2a","FO2016_e2a_1","200","church",0,"New",4,610,"Include"
"FO2016_e2a","FO2016_e2a_1","201","drama",1,"Silent",2,1850,"Include"
"FO2016_e2a","FO2016_e2a_1","202","impulse",1,"Silent",3,1650,"Include"
"FO2016_e2a","FO2016_e2a_1","203","ankle",1,"Silent",3,2586,"Include"
"FO2016_e2a","FO2016_e2a_1","204","chin",0,"New",2,826,"Include"
"FO2016_e2a","FO2016_e2a_1","205","window",0,"New",3,1039,"Include"
"FO2016_e2a","FO2016_e2a_1","206","duty",1,"Aloud",6,1370,"Include"
"FO2016_e2a","FO2016_e2a_1","207","instance",0,"New",4,1474,"Include"
"FO2016_e2a","FO2016_e2a_1","208","institute",0,"New",4,2218,"Include"
"FO2016_e2a","FO2016_e2a_1","209","decree",0,"New",4,554,"Include"
"FO2016_e2a","FO2016_e2a_1","210","law",1,"Aloud",3,2210,"Include"
"FO2016_e2a","FO2016_e2a_1","211","speech",0,"New",4,2330,"Include"
"FO2016_e2a","FO2016_e2a_1","212","queen",0,"New",3,946,"Include"
"FO2016_e2a","FO2016_e2a_1","213","metal",1,"Aloud",6,1434,"Include"
"FO2016_e2a","FO2016_e2a_1","214","wine",0,"New",4,1274,"Include"
"FO2016_e2a","FO2016_e2a_1","215","captive",0,"New",3,1034,"Include"
"FO2016_e2a","FO2016_e2a_1","216","sunset",0,"New",3,1890,"Include"
"FO2016_e2a","FO2016_e2a_1","217","welfare",1,"Aloud",1,1546,"Include"
"FO2016_e2a","FO2016_e2a_1","218","railroad",1,"Silent",1,1306,"Include"
"FO2016_e2a","FO2016_e2a_1","219","arm",1,"Aloud",2,2530,"Include"
"FO2016_e2a","FO2016_e2a_1","220","spray",0,"New",2,1626,"Include"
"FO2016_e2a","FO2016_e2a_1","221","moss",1,"Aloud",3,1106,"Include"
"FO2016_e2a","FO2016_e2a_1","222","code",1,"Aloud",3,850,"Include"
"FO2016_e2a","FO2016_e2a_1","223","committee",0,"New",3,5130,"Include"
"FO2016_e2a","FO2016_e2a_1","224","nephew",1,"Aloud",3,1146,"Include"
"FO2016_e2a","FO2016_e2a_1","225","chair",0,"New",2,3922,"Include"
"FO2016_e2a","FO2016_e2a_1","226","attribute",0,"New",4,962,"Include"
"FO2016_e2a","FO2016_e2a_1","227","jail",0,"New",5,7562,"Include"
"FO2016_e2a","FO2016_e2a_1","228","headquarters",0,"New",4,2458,"Include"
"FO2016_e2a","FO2016_e2a_1","229","oven",1,"Silent",4,3386,"Include"
"FO2016_e2a","FO2016_e2a_1","230","prairie",0,"New",3,1090,"Include"
"FO2016_e2a","FO2016_e2a_1","231","fork",1,"Aloud",5,1250,"Include"
"FO2016_e2a","FO2016_e2a_1","232","star",0,"New",3,4138,"Include"
"FO2016_e2a","FO2016_e2a_1","233","justice",1,"Silent",5,1082,"Include"
"FO2016_e2a","FO2016_e2a_1","234","moment",0,"New",4,1106,"Include"
"FO2016_e2a","FO2016_e2a_1","235","library",1,"Aloud",6,1674,"Include"
"FO2016_e2a","FO2016_e2a_1","236","assault",1,"Aloud",2,1506,"Include"
"FO2016_e2a","FO2016_e2a_1","237","custom",0,"New",2,1258,"Include"
"FO2016_e2a","FO2016_e2a_1","238","creature",1,"Aloud",6,1706,"Include"
"FO2016_e2a","FO2016_e2a_1","239","boulder",0,"New",4,1554,"Include"
"FO2016_e2a","FO2016_e2a_1","240","physician",0,"New",3,7114,"Include"
"FO2016_e2a","FO2016_e2a_2","2","democracy",0,"New",1,3578,"Include"
"FO2016_e2a","FO2016_e2a_2","3","death",1,"Aloud",6,2362,"Include"
"FO2016_e2a","FO2016_e2a_2","4","link",0,"New",3,2306,"Include"
"FO2016_e2a","FO2016_e2a_2","5","sovereign",1,"Silent",2,1906,"Include"
"FO2016_e2a","FO2016_e2a_2","6","prairie",0,"New",1,1242,"Include"
"FO2016_e2a","FO2016_e2a_2","7","joke",0,"New",2,1218,"Include"
"FO2016_e2a","FO2016_e2a_2","8","maker",1,"Silent",3,2906,"Include"
"FO2016_e2a","FO2016_e2a_2","9","vegetable",1,"Aloud",6,3362,"Include"
"FO2016_e2a","FO2016_e2a_2","10","menace",1,"Aloud",6,1626,"Include"
"FO2016_e2a","FO2016_e2a_2","11","atmosphere",1,"Silent",4,2378,"Include"
"FO2016_e2a","FO2016_e2a_2","12","fisherman",1,"Silent",5,2146,"Include"
"FO2016_e2a","FO2016_e2a_2","13","air",1,"Silent",5,1586,"Include"
"FO2016_e2a","FO2016_e2a_2","14","revolt",1,"Silent",2,2522,"Include"
"FO2016_e2a","FO2016_e2a_2","15","person",0,"New",2,2258,"Include"
"FO2016_e2a","FO2016_e2a_2","16","tablespoon",0,"New",1,1146,"Include"
"FO2016_e2a","FO2016_e2a_2","17","amount",0,"New",3,2874,"Include"
"FO2016_e2a","FO2016_e2a_2","18","party",1,"Silent",3,1650,"Include"
"FO2016_e2a","FO2016_e2a_2","19","cabin",1,"Silent",2,2418,"Include"
"FO2016_e2a","FO2016_e2a_2","20","car",1,"Silent",4,2594,"Include"
"FO2016_e2a","FO2016_e2a_2","21","cash",1,"Silent",3,2538,"Include"
"FO2016_e2a","FO2016_e2a_2","22","wife",0,"New",2,1762,"Include"
"FO2016_e2a","FO2016_e2a_2","23","marriage",0,"New",2,1306,"Include"
"FO2016_e2a","FO2016_e2a_2","24","facility",0,"New",4,2706,"Include"
"FO2016_e2a","FO2016_e2a_2","25","interest",0,"New",3,4354,"Include"
"FO2016_e2a","FO2016_e2a_2","26","river",0,"New",3,1394,"Include"
"FO2016_e2a","FO2016_e2a_2","27","sensation",0,"New",4,2938,"Include"
"FO2016_e2a","FO2016_e2a_2","28","cellar",1,"Silent",4,1538,"Include"
"FO2016_e2a","FO2016_e2a_2","29","justice",0,"New",4,1586,"Include"
"FO2016_e2a","FO2016_e2a_2","30","child",1,"Aloud",3,1714,"Include"
"FO2016_e2a","FO2016_e2a_2","31","army",0,"New",3,2018,"Include"
"FO2016_e2a","FO2016_e2a_2","32","string",1,"Silent",2,2626,"Include"
"FO2016_e2a","FO2016_e2a_2","33","winter",1,"Silent",3,1898,"Include"
"FO2016_e2a","FO2016_e2a_2","34","headquarters",0,"New",1,1210,"Include"
"FO2016_e2a","FO2016_e2a_2","35","cotton",1,"Aloud",6,2570,"Include"
"FO2016_e2a","FO2016_e2a_2","36","book",1,"Silent",3,1690,"Include"
"FO2016_e2a","FO2016_e2a_2","37","cat",0,"New",2,1266,"Include"
"FO2016_e2a","FO2016_e2a_2","38","vessel",1,"Silent",2,1066,"Include"
"FO2016_e2a","FO2016_e2a_2","39","wine",0,"New",2,1586,"Include"
"FO2016_e2a","FO2016_e2a_2","40","flesh",0,"New",2,1282,"Include"
"FO2016_e2a","FO2016_e2a_2","41","reflection",0,"New",2,2098,"Include"
"FO2016_e2a","FO2016_e2a_2","42","horse",1,"Silent",1,1874,"Include"
"FO2016_e2a","FO2016_e2a_2","43","slave",0,"New",2,906,"Include"
"FO2016_e2a","FO2016_e2a_2","44","lecture",1,"Aloud",6,2066,"Include"
"FO2016_e2a","FO2016_e2a_2","45","judge",0,"New",2,3546,"Include"
"FO2016_e2a","FO2016_e2a_2","46","thorn",0,"New",2,1298,"Include"
"FO2016_e2a","FO2016_e2a_2","47","disposition",1,"Aloud",5,2218,"Include"
"FO2016_e2a","FO2016_e2a_2","48","chin",1,"Silent",2,1154,"Include"
"FO2016_e2a","FO2016_e2a_2","49","lake",0,"New",2,2770,"Include"
"FO2016_e2a","FO2016_e2a_2","50","charm",1,"Silent",2,3466,"Include"
"FO2016_e2a","FO2016_e2a_2","51","virtue",1,"Silent",4,1866,"Include"
"FO2016_e2a","FO2016_e2a_2","52","speech",1,"Silent",4,1298,"Include"
"FO2016_e2a","FO2016_e2a_2","53","poetry",1,"Aloud",5,1618,"Include"
"FO2016_e2a","FO2016_e2a_2","54","gallery",0,"New",2,1762,"Include"
"FO2016_e2a","FO2016_e2a_2","55","chair",1,"Aloud",2,1018,"Include"
"FO2016_e2a","FO2016_e2a_2","56","earth",1,"Aloud",3,3202,"Include"
"FO2016_e2a","FO2016_e2a_2","57","baron",1,"Aloud",6,2930,"Include"
"FO2016_e2a","FO2016_e2a_2","58","quest",1,"Aloud",4,3786,"Include"
"FO2016_e2a","FO2016_e2a_2","59","pupil",0,"New",2,2922,"Include"
"FO2016_e2a","FO2016_e2a_2","60","committee",1,"Silent",6,1826,"Include"
"FO2016_e2a","FO2016_e2a_2","61","fire",1,"Aloud",2,3466,"Include"
"FO2016_e2a","FO2016_e2a_2","62","hammer",1,"Silent",2,1378,"Include"
"FO2016_e2a","FO2016_e2a_2","63","physician",1,"Aloud",6,1602,"Include"
"FO2016_e2a","FO2016_e2a_2","64","hint",0,"New",1,1634,"Include"
"FO2016_e2a","FO2016_e2a_2","65","sauce",0,"New",1,866,"Include"
"FO2016_e2a","FO2016_e2a_2","66","salute",0,"New",2,1346,"Include"
"FO2016_e2a","FO2016_e2a_2","67","diamond",0,"New",2,2330,"Include"
"FO2016_e2a","FO2016_e2a_2","68","competition",1,"Aloud",6,1162,"Include"
"FO2016_e2a","FO2016_e2a_2","69","frog",0,"New",2,1322,"Include"
"FO2016_e2a","FO2016_e2a_2","70","church",1,"Silent",2,1026,"Include"
"FO2016_e2a","FO2016_e2a_2","71","spray",1,"Aloud",6,1498,"Include"
"FO2016_e2a","FO2016_e2a_2","72","law",1,"Aloud",4,2234,"Include"
"FO2016_e2a","FO2016_e2a_2","73","oxygen",1,"Aloud",4,4938,"Include"
"FO2016_e2a","FO2016_e2a_2","74","chance",0,"New",3,1690,"Include"
"FO2016_e2a","FO2016_e2a_2","75","time",0,"New",3,3906,"Include"
"FO2016_e2a","FO2016_e2a_2","76","tobacco",1,"Aloud",6,1090,"Include"
"FO2016_e2a","FO2016_e2a_2","77","foam",1,"Aloud",5,1402,"Include"
"FO2016_e2a","FO2016_e2a_2","78","idea",1,"Silent",4,2842,"Include"
"FO2016_e2a","FO2016_e2a_2","79","science",1,"Aloud",6,1474,"Include"
"FO2016_e2a","FO2016_e2a_2","80","baby",1,"Silent",6,1850,"Include"
"FO2016_e2a","FO2016_e2a_2","81","hatred",1,"Silent",3,2770,"Include"
"FO2016_e2a","FO2016_e2a_2","82","journal",0,"New",2,1386,"Include"
"FO2016_e2a","FO2016_e2a_2","83","city",0,"New",2,1946,"Include"
"FO2016_e2a","FO2016_e2a_2","84","shame",1,"Aloud",2,954,"Include"
"FO2016_e2a","FO2016_e2a_2","85","love",1,"Silent",3,2138,"Include"
"FO2016_e2a","FO2016_e2a_2","86","comrade",0,"New",1,1634,"Include"
"FO2016_e2a","FO2016_e2a_2","87","fox",1,"Aloud",6,2210,"Include"
"FO2016_e2a","FO2016_e2a_2","88","christmas",0,"New",1,1042,"Include"
"FO2016_e2a","FO2016_e2a_2","89","brain",1,"Aloud",5,1826,"Include"
"FO2016_e2a","FO2016_e2a_2","90","comparison",1,"Silent",4,1330,"Include"
"FO2016_e2a","FO2016_e2a_2","91","slipper",0,"New",2,1226,"Include"
"FO2016_e2a","FO2016_e2a_2","92","affection",1,"Aloud",6,1618,"Include"
"FO2016_e2a","FO2016_e2a_2","93","honour",0,"New",3,1850,"Include"
