"exp","id","trial","item","isold","condition1","rating","RT","excluding"
"FO2016_e2a","FO2016_e2a_53","3","soil",0,"New",1,2189,"Include"
"FO2016_e2a","FO2016_e2a_53","4","confidence",1,"Silent",6,2301,"Include"
"FO2016_e2a","FO2016_e2a_53","5","comrade",1,"Silent",6,1381,"Include"
"FO2016_e2a","FO2016_e2a_53","6","ankle",1,"Aloud",6,1493,"Include"
"FO2016_e2a","FO2016_e2a_53","7","sauce",1,"Aloud",4,2805,"Include"
"FO2016_e2a","FO2016_e2a_53","8","toast",1,"Silent",5,2301,"Include"
"FO2016_e2a","FO2016_e2a_53","9","disposition",0,"New",2,1541,"Include"
"FO2016_e2a","FO2016_e2a_53","10","substitute",1,"Silent",5,2333,"Include"
"FO2016_e2a","FO2016_e2a_53","11","institute",1,"Silent",6,1685,"Include"
"FO2016_e2a","FO2016_e2a_53","12","weapon",1,"Silent",6,1141,"Include"
"FO2016_e2a","FO2016_e2a_53","13","gallery",1,"Aloud",6,1205,"Include"
"FO2016_e2a","FO2016_e2a_53","14","murder",1,"Silent",6,1069,"Include"
"FO2016_e2a","FO2016_e2a_53","15","love",0,"New",2,5799,"Include"
"FO2016_e2a","FO2016_e2a_53","16","window",1,"Aloud",6,1765,"Include"
"FO2016_e2a","FO2016_e2a_53","17","wine",0,"New",1,1868,"Include"
"FO2016_e2a","FO2016_e2a_53","18","appearance",1,"Silent",4,5122,"Include"
"FO2016_e2a","FO2016_e2a_53","19","tomb",0,"New",1,1373,"Include"
"FO2016_e2a","FO2016_e2a_53","20","judge",0,"New",5,1645,"Include"
"FO2016_e2a","FO2016_e2a_53","21","settler",0,"New",1,1941,"Include"
"FO2016_e2a","FO2016_e2a_53","22","lake",1,"Aloud",6,1325,"Include"
"FO2016_e2a","FO2016_e2a_53","23","captive",1,"Aloud",6,1749,"Include"
"FO2016_e2a","FO2016_e2a_53","24","baby",1,"Silent",5,3599,"Include"
"FO2016_e2a","FO2016_e2a_53","25","book",1,"Silent",6,1005,"Include"
"FO2016_e2a","FO2016_e2a_53","26","steam",0,"New",3,2269,"Include"
"FO2016_e2a","FO2016_e2a_53","27","moment",1,"Silent",4,2461,"Include"
"FO2016_e2a","FO2016_e2a_53","28","justice",0,"New",4,2340,"Include"
"FO2016_e2a","FO2016_e2a_53","29","trouble",1,"Aloud",5,1333,"Include"
"FO2016_e2a","FO2016_e2a_53","30","sugar",1,"Aloud",6,2365,"Include"
"FO2016_e2a","FO2016_e2a_53","31","assault",0,"New",2,1469,"Include"
"FO2016_e2a","FO2016_e2a_53","32","iron",1,"Silent",6,1189,"Include"
"FO2016_e2a","FO2016_e2a_53","33","length",0,"New",2,2968,"Include"
"FO2016_e2a","FO2016_e2a_53","34","sensation",0,"New",3,1573,"Include"
"FO2016_e2a","FO2016_e2a_53","35","disaster",0,"New",3,1765,"Include"
"FO2016_e2a","FO2016_e2a_53","36","attitude",1,"Silent",6,1821,"Include"
"FO2016_e2a","FO2016_e2a_53","37","car",0,"New",2,1645,"Include"
"FO2016_e2a","FO2016_e2a_53","38","hint",0,"New",3,1677,"Include"
"FO2016_e2a","FO2016_e2a_53","39","elephant",1,"Aloud",6,1293,"Include"
"FO2016_e2a","FO2016_e2a_53","40","majority",1,"Aloud",4,1693,"Include"
"FO2016_e2a","FO2016_e2a_53","41","arm",0,"New",2,1612,"Include"
"FO2016_e2a","FO2016_e2a_53","42","sunset",0,"New",1,1461,"Include"
"FO2016_e2a","FO2016_e2a_53","43","lark",1,"Aloud",6,1229,"Include"
"FO2016_e2a","FO2016_e2a_53","44","baron",0,"New",2,1549,"Include"
"FO2016_e2a","FO2016_e2a_53","45","goddess",1,"Silent",5,1901,"Include"
"FO2016_e2a","FO2016_e2a_53","46","sickness",1,"Aloud",2,1805,"Include"
"FO2016_e2a","FO2016_e2a_53","47","butter",1,"Aloud",6,1197,"Include"
"FO2016_e2a","FO2016_e2a_53","48","sulphur",0,"New",2,1477,"Include"
"FO2016_e2a","FO2016_e2a_53","49","butterfly",0,"New",1,1173,"Include"
"FO2016_e2a","FO2016_e2a_53","50","monarch",0,"New",3,4194,"Include"
"FO2016_e2a","FO2016_e2a_53","51","corner",0,"New",2,1309,"Include"
"FO2016_e2a","FO2016_e2a_53","52","mercy",1,"Aloud",2,1581,"Include"
"FO2016_e2a","FO2016_e2a_53","53","joke",0,"New",1,1789,"Include"
"FO2016_e2a","FO2016_e2a_53","54","warmth",1,"Aloud",6,1349,"Include"
"FO2016_e2a","FO2016_e2a_53","55","conquest",0,"New",4,1701,"Include"
"FO2016_e2a","FO2016_e2a_53","56","excuse",1,"Aloud",6,1285,"Include"
"FO2016_e2a","FO2016_e2a_53","57","clock",1,"Aloud",6,1365,"Include"
"FO2016_e2a","FO2016_e2a_53","58","folly",1,"Aloud",6,1253,"Include"
"FO2016_e2a","FO2016_e2a_53","59","moisture",1,"Aloud",6,1069,"Include"
"FO2016_e2a","FO2016_e2a_53","60","costume",0,"New",1,1261,"Include"
"FO2016_e2a","FO2016_e2a_53","61","frog",0,"New",1,1565,"Include"
"FO2016_e2a","FO2016_e2a_53","62","vegetable",0,"New",1,1573,"Include"
"FO2016_e2a","FO2016_e2a_53","63","procession",1,"Aloud",6,1437,"Include"
"FO2016_e2a","FO2016_e2a_53","64","direction",0,"New",3,3213,"Include"
"FO2016_e2a","FO2016_e2a_53","65","intellect",1,"Silent",5,2013,"Include"
"FO2016_e2a","FO2016_e2a_53","66","ocean",1,"Aloud",6,1246,"Include"
"FO2016_e2a","FO2016_e2a_53","67","forest",1,"Silent",6,958,"Include"
"FO2016_e2a","FO2016_e2a_53","68","thief",0,"New",3,2700,"Include"
"FO2016_e2a","FO2016_e2a_53","69","attribute",1,"Aloud",4,1485,"Include"
"FO2016_e2a","FO2016_e2a_53","70","beggar",0,"New",2,1733,"Include"
"FO2016_e2a","FO2016_e2a_53","71","valley",1,"Silent",6,1245,"Include"
"FO2016_e2a","FO2016_e2a_53","72","fire",0,"New",3,1893,"Include"
"FO2016_e2a","FO2016_e2a_53","73","law",0,"New",4,2133,"Include"
"FO2016_e2a","FO2016_e2a_53","74","hammer",0,"New",3,3021,"Include"
"FO2016_e2a","FO2016_e2a_53","75","journal",0,"New",2,1733,"Include"
"FO2016_e2a","FO2016_e2a_53","76","pupil",0,"New",2,1645,"Include"
"FO2016_e2a","FO2016_e2a_53","77","time",0,"New",2,1973,"Include"
"FO2016_e2a","FO2016_e2a_53","78","inhabitant",0,"New",2,1789,"Include"
"FO2016_e2a","FO2016_e2a_53","79","science",1,"Silent",6,1389,"Include"
"FO2016_e2a","FO2016_e2a_53","80","claw",0,"New",3,2772,"Include"
"FO2016_e2a","FO2016_e2a_53","81","virtue",1,"Aloud",3,1541,"Include"
"FO2016_e2a","FO2016_e2a_53","82","child",1,"Aloud",2,1805,"Include"
"FO2016_e2a","FO2016_e2a_53","83","charter",1,"Silent",3,4523,"Include"
"FO2016_e2a","FO2016_e2a_53","84","poetry",1,"Silent",5,1149,"Include"
"FO2016_e2a","FO2016_e2a_53","85","sea",0,"New",1,1453,"Include"
"FO2016_e2a","FO2016_e2a_53","86","nephew",1,"Aloud",6,1133,"Include"
"FO2016_e2a","FO2016_e2a_53","87","physician",0,"New",2,1757,"Include"
"FO2016_e2a","FO2016_e2a_53","88","glory",0,"New",3,1461,"Include"
"FO2016_e2a","FO2016_e2a_53","89","beaver",0,"New",1,1549,"Include"
"FO2016_e2a","FO2016_e2a_53","90","city",0,"New",2,1373,"Include"
"FO2016_e2a","FO2016_e2a_53","91","cabin",1,"Aloud",4,2045,"Include"
"FO2016_e2a","FO2016_e2a_53","92","democracy",1,"Silent",6,1317,"Include"
"FO2016_e2a","FO2016_e2a_53","93","party",1,"Aloud",6,925,"Include"
"FO2016_e2a","FO2016_e2a_53","94","chair",0,"New",2,1461,"Include"
"FO2016_e2a","FO2016_e2a_53","95","quality",1,"Silent",6,1421,"Include"
"FO2016_e2a","FO2016_e2a_53","96","impulse",1,"Aloud",4,3621,"Include"
"FO2016_e2a","FO2016_e2a_53","97","leader",0,"New",3,2629,"Include"
"FO2016_e2a","FO2016_e2a_53","98","person",0,"New",2,1629,"Include"
"FO2016_e2a","FO2016_e2a_53","99","code",0,"New",1,1309,"Include"
"FO2016_e2a","FO2016_e2a_53","100","anxiety",1,"Silent",6,1333,"Include"
"FO2016_e2a","FO2016_e2a_53","101","earth",1,"Aloud",6,837,"Include"
"FO2016_e2a","FO2016_e2a_53","102","woods",1,"Silent",6,869,"Include"
"FO2016_e2a","FO2016_e2a_53","103","jail",0,"New",2,1469,"Include"
"FO2016_e2a","FO2016_e2a_53","104","interest",0,"New",3,1533,"Include"
"FO2016_e2a","FO2016_e2a_53","105","air",1,"Silent",6,1038,"Include"
"FO2016_e2a","FO2016_e2a_53","106","king",1,"Silent",6,1029,"Include"
"FO2016_e2a","FO2016_e2a_53","107","jury",1,"Aloud",6,1597,"Include"
"FO2016_e2a","FO2016_e2a_53","108","sky",1,"Silent",6,1437,"Include"
"FO2016_e2a","FO2016_e2a_53","109","tower",1,"Silent",2,2213,"Include"
"FO2016_e2a","FO2016_e2a_53","110","bowl",1,"Silent",6,1133,"Include"
"FO2016_e2a","FO2016_e2a_53","111","slipper",0,"New",1,1389,"Include"
"FO2016_e2a","FO2016_e2a_53","112","series",1,"Aloud",3,1893,"Include"
"FO2016_e2a","FO2016_e2a_53","113","star",0,"New",2,1221,"Include"
"FO2016_e2a","FO2016_e2a_53","114","brain",0,"New",3,1477,"Include"
"FO2016_e2a","FO2016_e2a_53","115","priest",1,"Silent",5,1245,"Include"
"FO2016_e2a","FO2016_e2a_53","116","convention",1,"Aloud",6,1085,"Include"
"FO2016_e2a","FO2016_e2a_53","117","wheat",0,"New",2,1397,"Include"
"FO2016_e2a","FO2016_e2a_53","118","shame",0,"New",3,1101,"Include"
"FO2016_e2a","FO2016_e2a_53","119","welfare",1,"Silent",3,1261,"Include"
"FO2016_e2a","FO2016_e2a_53","120","grandmother",1,"Aloud",6,1597,"Include"
"FO2016_e2a","FO2016_e2a_53","121","item",0,"New",2,1357,"Include"
"FO2016_e2a","FO2016_e2a_53","122","deed",1,"Aloud",3,2911,"Include"
"FO2016_e2a","FO2016_e2a_53","123","sovereign",1,"Aloud",6,1069,"Include"
"FO2016_e2a","FO2016_e2a_53","124","link",0,"New",3,2789,"Include"
"FO2016_e2a","FO2016_e2a_53","125","scarlet",0,"New",3,1749,"Include"
"FO2016_e2a","FO2016_e2a_53","126","material",1,"Aloud",5,1653,"Include"
"FO2016_e2a","FO2016_e2a_53","127","army",1,"Aloud",6,1110,"Include"
"FO2016_e2a","FO2016_e2a_53","128","bosom",1,"Silent",6,1021,"Include"
"FO2016_e2a","FO2016_e2a_53","129","tablespoon",0,"New",1,1245,"Include"
"FO2016_e2a","FO2016_e2a_53","130","idea",1,"Silent",4,1829,"Include"
"FO2016_e2a","FO2016_e2a_53","131","thorn",0,"New",2,1086,"Include"
"FO2016_e2a","FO2016_e2a_53","132","duty",1,"Silent",6,1053,"Include"
"FO2016_e2a","FO2016_e2a_53","133","door",0,"New",3,1429,"Include"
"FO2016_e2a","FO2016_e2a_53","134","cotton",0,"New",2,1469,"Include"
"FO2016_e2a","FO2016_e2a_53","135","product",1,"Silent",3,958,"Include"
"FO2016_e2a","FO2016_e2a_53","136","dirt",0,"New",3,1037,"Include"
"FO2016_e2a","FO2016_e2a_53","137","river",0,"New",3,2428,"Include"
"FO2016_e2a","FO2016_e2a_53","138","committee",1,"Silent",4,1757,"Include"
"FO2016_e2a","FO2016_e2a_53","139","victim",0,"New",6,1093,"Include"
"FO2016_e2a","FO2016_e2a_53","140","reflection",1,"Silent",6,1309,"Include"
"FO2016_e2a","FO2016_e2a_53","141","capacity",0,"New",2,1589,"Include"
"FO2016_e2a","FO2016_e2a_53","142","animal",0,"New",2,1517,"Include"
"FO2016_e2a","FO2016_e2a_53","143","garden",0,"New",1,1229,"Include"
"FO2016_e2a","FO2016_e2a_53","144","creature",1,"Aloud",6,1245,"Include"
"FO2016_e2a","FO2016_e2a_53","145","vapour",1,"Silent",5,3089,"Include"
"FO2016_e2a","FO2016_e2a_53","146","tribute",1,"Aloud",3,4524,"Include"
"FO2016_e2a","FO2016_e2a_53","147","mind",0,"New",2,1565,"Include"
"FO2016_e2a","FO2016_e2a_53","148","foam",0,"New",2,3165,"Include"
"FO2016_e2a","FO2016_e2a_53","149","menace",1,"Aloud",3,2165,"Include"
"FO2016_e2a","FO2016_e2a_53","150","fox",1,"Aloud",6,1109,"Include"
"FO2016_e2a","FO2016_e2a_53","151","hope",0,"New",3,1293,"Include"
"FO2016_e2a","FO2016_e2a_53","152","quest",0,"New",3,1429,"Include"
"FO2016_e2a","FO2016_e2a_53","153","fisherman",0,"New",2,1845,"Include"
"FO2016_e2a","FO2016_e2a_53","154","cat",1,"Aloud",4,3653,"Include"
"FO2016_e2a","FO2016_e2a_53","155","effort",0,"New",3,1717,"Include"
"FO2016_e2a","FO2016_e2a_53","156","marriage",0,"New",2,1533,"Include"
"FO2016_e2a","FO2016_e2a_53","157","diamond",1,"Aloud",6,1821,"Include"
"FO2016_e2a","FO2016_e2a_53","158","custom",0,"New",4,2589,"Include"
"FO2016_e2a","FO2016_e2a_53","159","plain",1,"Silent",6,1381,"Include"
"FO2016_e2a","FO2016_e2a_53","160","speech",1,"Aloud",6,1805,"Include"
"FO2016_e2a","FO2016_e2a_53","161","metal",1,"Aloud",6,1037,"Include"
"FO2016_e2a","FO2016_e2a_53","162","array",1,"Silent",6,1165,"Include"
"FO2016_e2a","FO2016_e2a_53","163","ability",1,"Aloud",5,1389,"Include"
"FO2016_e2a","FO2016_e2a_53","164","artist",1,"Aloud",3,3414,"Include"
"FO2016_e2a","FO2016_e2a_53","165","harness",0,"New",3,2213,"Include"
"FO2016_e2a","FO2016_e2a_53","166","vessel",0,"New",2,1677,"Include"
"FO2016_e2a","FO2016_e2a_53","167","chin",0,"New",4,1613,"Include"
"FO2016_e2a","FO2016_e2a_53","168","prairie",0,"New",2,1669,"Include"
"FO2016_e2a","FO2016_e2a_53","169","rock",0,"New",3,2397,"Include"
"FO2016_e2a","FO2016_e2a_53","170","necessity",1,"Silent",4,1589,"Include"
"FO2016_e2a","FO2016_e2a_53","171","death",1,"Silent",6,1189,"Include"
"FO2016_e2a","FO2016_e2a_53","172","ambassador",1,"Silent",6,1205,"Include"
"FO2016_e2a","FO2016_e2a_53","173","wife",0,"New",1,1605,"Include"
"FO2016_e2a","FO2016_e2a_53","174","decree",1,"Silent",6,1101,"Include"
"FO2016_e2a","FO2016_e2a_53","175","boulder",1,"Silent",6,973,"Include"
"FO2016_e2a","FO2016_e2a_53","176","form",0,"New",3,1501,"Include"
"FO2016_e2a","FO2016_e2a_53","177","picture",1,"Aloud",6,981,"Include"
"FO2016_e2a","FO2016_e2a_53","178","stone",1,"Aloud",6,1029,"Include"
"FO2016_e2a","FO2016_e2a_53","179","oven",0,"New",2,1397,"Include"
"FO2016_e2a","FO2016_e2a_53","180","queen",1,"Silent",6,1125,"Include"
"FO2016_e2a","FO2016_e2a_53","181","fowl",1,"Silent",6,973,"Include"
"FO2016_e2a","FO2016_e2a_53","182","headquarters",1,"Aloud",6,1557,"Include"
"FO2016_e2a","FO2016_e2a_53","183","drama",1,"Aloud",6,1141,"Include"
"FO2016_e2a","FO2016_e2a_53","184","rod",0,"New",2,2509,"Include"
"FO2016_e2a","FO2016_e2a_53","185","colony",1,"Aloud",4,2069,"Include"
"FO2016_e2a","FO2016_e2a_53","186","atmosphere",0,"New",3,2077,"Include"
"FO2016_e2a","FO2016_e2a_53","187","vanity",1,"Aloud",5,2045,"Include"
"FO2016_e2a","FO2016_e2a_53","188","vision",0,"New",4,2884,"Include"
"FO2016_e2a","FO2016_e2a_53","189","slave",0,"New",3,1957,"Include"
"FO2016_e2a","FO2016_e2a_53","190","storm",0,"New",2,1261,"Include"
"FO2016_e2a","FO2016_e2a_53","191","master",0,"New",2,1485,"Include"
"FO2016_e2a","FO2016_e2a_53","192","horse",0,"New",1,1813,"Include"
"FO2016_e2a","FO2016_e2a_53","193","disease",0,"New",3,1341,"Include"
"FO2016_e2a","FO2016_e2a_53","194","lecture",0,"New",3,1053,"Include"
"FO2016_e2a","FO2016_e2a_53","195","money",0,"New",3,2029,"Include"
"FO2016_e2a","FO2016_e2a_53","196","comparison",1,"Silent",4,1333,"Include"
"FO2016_e2a","FO2016_e2a_53","197","grief",1,"Aloud",5,1005,"Include"
"FO2016_e2a","FO2016_e2a_53","198","prison",0,"New",4,1997,"Include"
"FO2016_e2a","FO2016_e2a_53","199","flesh",0,"New",2,1437,"Include"
"FO2016_e2a","FO2016_e2a_53","200","railroad",0,"New",1,1349,"Include"
"FO2016_e2a","FO2016_e2a_53","201","tobacco",0,"New",1,1493,"Include"
"FO2016_e2a","FO2016_e2a_53","202","skin",0,"New",3,1372,"Include"
"FO2016_e2a","FO2016_e2a_53","203","moss",0,"New",3,1085,"Include"
"FO2016_e2a","FO2016_e2a_53","204","competition",0,"New",4,2181,"Include"
"FO2016_e2a","FO2016_e2a_53","205","amount",0,"New",2,1173,"Include"
"FO2016_e2a","FO2016_e2a_53","206","instance",0,"New",3,1405,"Include"
"FO2016_e2a","FO2016_e2a_53","207","fork",0,"New",2,2269,"Include"
"FO2016_e2a","FO2016_e2a_53","208","string",0,"New",3,2549,"Include"
"FO2016_e2a","FO2016_e2a_53","209","ticket",0,"New",2,1933,"Include"
"FO2016_e2a","FO2016_e2a_53","210","boss",1,"Aloud",6,1317,"Include"
"FO2016_e2a","FO2016_e2a_53","211","christmas",1,"Silent",6,1109,"Include"
"FO2016_e2a","FO2016_e2a_53","212","misery",1,"Silent",4,1453,"Include"
"FO2016_e2a","FO2016_e2a_53","213","robber",1,"Aloud",6,1061,"Include"
"FO2016_e2a","FO2016_e2a_53","214","cellar",1,"Silent",6,1069,"Include"
"FO2016_e2a","FO2016_e2a_53","215","contents",0,"New",2,1365,"Include"
"FO2016_e2a","FO2016_e2a_53","216","hatred",1,"Silent",3,1613,"Include"
"FO2016_e2a","FO2016_e2a_53","217","church",0,"New",3,2061,"Include"
"FO2016_e2a","FO2016_e2a_53","218","nail",0,"New",3,1773,"Include"
"FO2016_e2a","FO2016_e2a_53","219","chance",0,"New",3,2901,"Include"
"FO2016_e2a","FO2016_e2a_53","220","circuit",1,"Silent",5,1117,"Include"
"FO2016_e2a","FO2016_e2a_53","221","banker",1,"Aloud",6,909,"Include"
"FO2016_e2a","FO2016_e2a_53","222","attendant",1,"Silent",3,2069,"Include"
"FO2016_e2a","FO2016_e2a_53","223","prayer",0,"New",2,1245,"Include"
"FO2016_e2a","FO2016_e2a_53","224","maker",0,"New",2,1253,"Include"
"FO2016_e2a","FO2016_e2a_53","225","oxygen",0,"New",1,1301,"Include"
"FO2016_e2a","FO2016_e2a_53","226","affection",1,"Silent",5,1325,"Include"
"FO2016_e2a","FO2016_e2a_53","227","facility",0,"New",3,1309,"Include"
"FO2016_e2a","FO2016_e2a_53","228","honour",0,"New",3,2997,"Include"
"FO2016_e2a","FO2016_e2a_53","229","library",1,"Silent",6,2053,"Include"
"FO2016_e2a","FO2016_e2a_53","230","shadow",1,"Aloud",6,1069,"Include"
"FO2016_e2a","FO2016_e2a_53","231","winter",0,"New",2,1269,"Include"
"FO2016_e2a","FO2016_e2a_53","232","moral",1,"Aloud",5,1293,"Include"
"FO2016_e2a","FO2016_e2a_53","233","gentleman",0,"New",1,1069,"Include"
"FO2016_e2a","FO2016_e2a_53","234","meeting",1,"Silent",3,1469,"Include"
"FO2016_e2a","FO2016_e2a_53","235","cash",0,"New",3,2605,"Include"
"FO2016_e2a","FO2016_e2a_53","236","grass",1,"Silent",5,1773,"Include"
"FO2016_e2a","FO2016_e2a_53","237","situation",1,"Aloud",4,2197,"Include"
"FO2016_e2a","FO2016_e2a_53","238","camp",0,"New",2,1885,"Include"
"FO2016_e2a","FO2016_e2a_53","239","salute",1,"Silent",6,1269,"Include"
"FO2016_e2a","FO2016_e2a_53","240","charm",0,"New",3,1341,"Include"
"FO2016_e2a","FO2016_e2a_54","1","cash",0,"New",2,5973,"Include"
"FO2016_e2a","FO2016_e2a_54","2","flesh",0,"New",1,4180,"Include"
"FO2016_e2a","FO2016_e2a_54","3","mercy",0,"New",1,2676,"Include"
"FO2016_e2a","FO2016_e2a_54","5","assault",1,"Silent",6,3357,"Include"
"FO2016_e2a","FO2016_e2a_54","6","ability",1,"Aloud",5,4525,"Include"
"FO2016_e2a","FO2016_e2a_54","7","butter",1,"Aloud",6,2421,"Include"
"FO2016_e2a","FO2016_e2a_54","8","comrade",0,"New",5,2996,"Include"
"FO2016_e2a","FO2016_e2a_54","9","convention",0,"New",2,6324,"Include"
"FO2016_e2a","FO2016_e2a_54","10","elephant",1,"Aloud",6,3389,"Include"
"FO2016_e2a","FO2016_e2a_54","11","shadow",1,"Aloud",6,1765,"Include"
"FO2016_e2a","FO2016_e2a_54","12","baby",0,"New",1,4701,"Include"
"FO2016_e2a","FO2016_e2a_54","13","earth",1,"Aloud",5,2701,"Include"
"FO2016_e2a","FO2016_e2a_54","14","nail",1,"Silent",6,1437,"Include"
"FO2016_e2a","FO2016_e2a_54","15","diamond",0,"New",1,3309,"Include"
"FO2016_e2a","FO2016_e2a_54","16","picture",0,"New",1,1661,"Include"
"FO2016_e2a","FO2016_e2a_54","17","atmosphere",1,"Silent",3,4861,"Include"
"FO2016_e2a","FO2016_e2a_54","18","gallery",0,"New",5,4709,"Include"
"FO2016_e2a","FO2016_e2a_54","19","garden",0,"New",3,6069,"Include"
"FO2016_e2a","FO2016_e2a_54","20","affection",1,"Aloud",5,5004,"Include"
"FO2016_e2a","FO2016_e2a_54","21","welfare",0,"New",1,2109,"Include"
"FO2016_e2a","FO2016_e2a_54","22","instance",0,"New",1,6052,"Include"
"FO2016_e2a","FO2016_e2a_54","23","duty",1,"Silent",2,2573,"Include"
"FO2016_e2a","FO2016_e2a_54","24","shame",1,"Aloud",5,4053,"Include"
"FO2016_e2a","FO2016_e2a_54","25","hint",1,"Silent",1,4789,"Include"
"FO2016_e2a","FO2016_e2a_54","26","physician",0,"New",5,6140,"Include"
"FO2016_e2a","FO2016_e2a_54","27","soil",0,"New",1,3861,"Include"
"FO2016_e2a","FO2016_e2a_54","28","moment",0,"New",2,2388,"Include"
"FO2016_e2a","FO2016_e2a_54","31","thorn",1,"Aloud",6,2036,"Include"
"FO2016_e2a","FO2016_e2a_54","32","animal",0,"New",4,2461,"Include"
"FO2016_e2a","FO2016_e2a_54","33","charm",1,"Silent",5,5437,"Include"
"FO2016_e2a","FO2016_e2a_54","34","love",0,"New",2,2101,"Include"
"FO2016_e2a","FO2016_e2a_54","35","woods",0,"New",1,4405,"Include"
"FO2016_e2a","FO2016_e2a_54","36","horse",0,"New",2,3189,"Include"
"FO2016_e2a","FO2016_e2a_54","37","butterfly",1,"Silent",2,2733,"Include"
"FO2016_e2a","FO2016_e2a_54","38","window",0,"New",4,3381,"Include"
"FO2016_e2a","FO2016_e2a_54","39","grief",0,"New",1,1253,"Include"
"FO2016_e2a","FO2016_e2a_54","40","murder",1,"Aloud",6,1677,"Include"
"FO2016_e2a","FO2016_e2a_54","41","circuit",1,"Silent",2,6428,"Include"
"FO2016_e2a","FO2016_e2a_54","42","ocean",0,"New",1,3773,"Include"
"FO2016_e2a","FO2016_e2a_54","43","wife",1,"Aloud",6,1053,"Include"
"FO2016_e2a","FO2016_e2a_54","44","prayer",1,"Aloud",6,2525,"Include"
"FO2016_e2a","FO2016_e2a_54","45","arm",0,"New",2,8324,"Include"
"FO2016_e2a","FO2016_e2a_54","46","king",1,"Aloud",1,2629,"Include"
"FO2016_e2a","FO2016_e2a_54","47","substitute",0,"New",3,3853,"Include"
"FO2016_e2a","FO2016_e2a_54","48","pupil",0,"New",2,1877,"Include"
"FO2016_e2a","FO2016_e2a_54","49","poetry",1,"Silent",5,3293,"Include"
"FO2016_e2a","FO2016_e2a_54","50","journal",1,"Aloud",2,1509,"Include"
"FO2016_e2a","FO2016_e2a_54","51","oxygen",1,"Silent",1,1693,"Include"
"FO2016_e2a","FO2016_e2a_54","52","banker",0,"New",1,1013,"Include"
"FO2016_e2a","FO2016_e2a_54","53","procession",0,"New",1,742,"Include"
"FO2016_e2a","FO2016_e2a_54","54","majority",0,"New",2,3533,"Include"
"FO2016_e2a","FO2016_e2a_54","55","series",0,"New",2,1517,"Include"
"FO2016_e2a","FO2016_e2a_54","56","trouble",1,"Aloud",5,2701,"Include"
"FO2016_e2a","FO2016_e2a_54","57","situation",1,"Silent",6,2093,"Include"
"FO2016_e2a","FO2016_e2a_54","58","dirt",0,"New",4,4477,"Include"
"FO2016_e2a","FO2016_e2a_54","59","sea",0,"New",2,3629,"Include"
"FO2016_e2a","FO2016_e2a_54","60","costume",0,"New",4,7508,"Include"
"FO2016_e2a","FO2016_e2a_54","61","mind",0,"New",3,6652,"Include"
"FO2016_e2a","FO2016_e2a_54","62","lark",1,"Aloud",6,3149,"Include"
"FO2016_e2a","FO2016_e2a_54","63","tomb",0,"New",5,2965,"Include"
"FO2016_e2a","FO2016_e2a_54","64","victim",1,"Silent",3,4269,"Include"
"FO2016_e2a","FO2016_e2a_54","65","glory",0,"New",4,4549,"Include"
"FO2016_e2a","FO2016_e2a_54","66","spray",1,"Aloud",3,5828,"Include"
"FO2016_e2a","FO2016_e2a_54","67","toast",1,"Aloud",6,1685,"Include"
"FO2016_e2a","FO2016_e2a_54","68","lecture",1,"Silent",3,3821,"Include"
"FO2016_e2a","FO2016_e2a_54","69","jury",0,"New",2,1933,"Include"
"FO2016_e2a","FO2016_e2a_54","70","chair",1,"Aloud",5,2605,"Include"
"FO2016_e2a","FO2016_e2a_54","71","conquest",0,"New",3,6476,"Include"
"FO2016_e2a","FO2016_e2a_54","72","judge",0,"New",3,1341,"Include"
"FO2016_e2a","FO2016_e2a_54","73","forest",1,"Silent",3,3549,"Include"
"FO2016_e2a","FO2016_e2a_54","74","chin",1,"Aloud",3,1229,"Include"
"FO2016_e2a","FO2016_e2a_54","75","democracy",0,"New",1,2381,"Include"
"FO2016_e2a","FO2016_e2a_54","76","foam",1,"Silent",3,1821,"Include"
"FO2016_e2a","FO2016_e2a_54","77","claw",0,"New",3,5772,"Include"
"FO2016_e2a","FO2016_e2a_54","78","gentleman",1,"Aloud",6,1509,"Include"
"FO2016_e2a","FO2016_e2a_54","79","link",0,"New",5,2317,"Include"
"FO2016_e2a","FO2016_e2a_54","80","confidence",1,"Silent",4,3765,"Include"
"FO2016_e2a","FO2016_e2a_54","81","sunset",0,"New",2,3725,"Include"
"FO2016_e2a","FO2016_e2a_54","82","leader",1,"Aloud",4,4109,"Include"
"FO2016_e2a","FO2016_e2a_54","83","facility",0,"New",2,4741,"Include"
"FO2016_e2a","FO2016_e2a_54","84","ticket",1,"Silent",3,6300,"Include"
"FO2016_e2a","FO2016_e2a_54","85","necessity",1,"Aloud",3,1030,"Include"
"FO2016_e2a","FO2016_e2a_54","86","weapon",1,"Aloud",6,3509,"Include"
"FO2016_e2a","FO2016_e2a_54","87","iron",1,"Aloud",6,1102,"Include"
"FO2016_e2a","FO2016_e2a_54","88","maker",1,"Aloud",3,7173,"Include"
"FO2016_e2a","FO2016_e2a_54","89","moisture",1,"Aloud",3,1869,"Include"
"FO2016_e2a","FO2016_e2a_54","90","tobacco",1,"Aloud",6,2477,"Include"
"FO2016_e2a","FO2016_e2a_54","91","science",1,"Aloud",6,1813,"Include"
"FO2016_e2a","FO2016_e2a_54","93","death",1,"Aloud",3,2085,"Include"
"FO2016_e2a","FO2016_e2a_54","94","headquarters",1,"Aloud",3,4453,"Include"
