"exp","id","block","item","trial","isold","condition1","rating","RT","excluding"
"CSR2015_e1","CSR2015_e1_1",1,"charity",1,0,"distractor",4,7910,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"brief",2,0,"distractor",4,3730,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"comfort",3,1,"R4",6,2009,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"bread",4,0,"distractor",3,2070,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"bell",5,1,"SS",6,897,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"clay",6,0,"distractor",3,3084,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"husband",7,0,"distractor",2,1997,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"nickel",8,0,"distractor",2,1131,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"silence",9,0,"distractor",3,2029,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"atom",10,0,"distractor",3,2058,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"mustard",11,1,"R1",3,2789,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"wage",12,1,"R2",4,1474,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"rear",13,0,"distractor",4,694,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"assault",14,1,"R2",4,649,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"voice",15,1,"R4",4,3486,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"regret",16,0,"distractor",3,1422,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"guess",17,1,"R2",4,1523,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"mare",18,1,"R1",4,1093,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"birth",19,1,"R2",3,680,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"saloon",20,0,"distractor",3,1468,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"pause",21,0,"distractor",3,3055,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"loop",22,1,"R1",3,3377,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"title",23,0,"distractor",4,1239,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"hatred",24,0,"distractor",3,1236,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"height",25,1,"R4",5,1472,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"debate",26,1,"R2",5,1060,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"reed",27,1,"R4",6,1688,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"adult",28,1,"R2",4,4417,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"fight",29,1,"R4",5,1261,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"factor",30,1,"R2",3,1113,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"member",31,1,"SS",6,907,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"array",32,0,"distractor",3,2933,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"revenue",33,0,"distractor",3,1468,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"test",34,0,"distractor",4,1952,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"tunnel",35,0,"distractor",3,1855,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"battle",36,0,"distractor",3,1619,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"board",37,1,"R4",4,2528,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"crystal",38,0,"distractor",3,776,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"haze",39,0,"distractor",4,984,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"cent",40,0,"distractor",3,815,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"star",41,1,"R4",4,2701,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"teeth",42,1,"R1",4,2125,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"drum",43,1,"R1",4,1798,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"vehicle",44,1,"R1",3,3980,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"risk",45,1,"R4",4,953,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"race",46,1,"R4",4,2082,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"pump",47,0,"distractor",3,636,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"fury",48,0,"distractor",3,1378,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"plant",49,1,"R2",4,1113,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"oath",50,0,"distractor",3,2955,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"clue",51,0,"distractor",5,2274,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"gulf",52,0,"distractor",3,868,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"shame",53,0,"distractor",3,1360,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"text",54,1,"R1",4,760,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"volume",55,1,"SS",4,633,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"victim",56,0,"distractor",3,6926,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"cable",57,1,"SS",6,818,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"past",58,0,"distractor",4,2240,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"ground",59,0,"distractor",4,1124,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"lock",60,1,"R1",4,2069,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"merit",61,1,"R1",3,864,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"account",62,0,"distractor",3,2076,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"council",63,1,"R2",3,1383,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"agency",64,0,"distractor",3,1710,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"brain",65,0,"distractor",4,3096,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"walnut",66,0,"distractor",3,697,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"liver",67,1,"R4",6,1516,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"bubble",68,0,"distractor",3,3165,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"revolt",69,0,"distractor",4,6139,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"song",70,1,"SS",6,1008,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"carpet",71,1,"R2",4,1974,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"bloom",72,0,"distractor",3,1861,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"alert",73,1,"R2",4,1128,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"hunger",74,1,"R4",4,2010,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"tobacco",75,0,"distractor",3,999,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"cereal",76,1,"R2",6,1118,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"attempt",77,1,"SS",6,2175,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"page",78,1,"R1",4,1590,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"native",79,0,"distractor",3,1124,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"flask",80,0,"distractor",3,966,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"lane",81,0,"distractor",3,1102,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"waste",82,1,"R1",4,1248,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"thread",83,1,"R1",4,829,"Include"
"CSR2015_e1","CSR2015_e1_1",1,"staff",84,1,"R4",4,890,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"hunter",1,1,"SS",6,2097,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"count",2,0,"distractor",4,3179,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"sense",3,0,"distractor",4,1096,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"vote",4,1,"R1",3,1243,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"mosque",5,1,"R2",6,1496,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"army",6,1,"R2",4,3675,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"steak",7,1,"R4",6,1284,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"victory",8,0,"distractor",5,1903,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"cafe",9,1,"R4",5,1056,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"slave",10,0,"distractor",4,1780,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"mirror",11,0,"distractor",3,1851,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"dentist",12,0,"distractor",3,943,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"exhaust",13,0,"distractor",3,1000,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"paper",14,1,"R1",4,1246,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"chart",15,1,"R4",4,1435,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"manner",16,0,"distractor",3,1136,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"circle",17,0,"distractor",3,897,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"coffee",18,0,"distractor",3,2700,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"craft",19,1,"R2",5,1277,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"flame",20,0,"distractor",3,1304,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"colonel",21,0,"distractor",3,1042,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"jury",22,1,"SS",6,951,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"gang",23,0,"distractor",3,3008,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"magic",24,1,"R4",4,1668,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"chaos",25,0,"distractor",3,943,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"remark",26,1,"R1",3,1720,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"care",27,0,"distractor",3,1889,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"root",28,0,"distractor",3,1731,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"salad",29,1,"R1",3,924,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"chin",30,0,"distractor",3,3286,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"case",31,1,"R4",4,1007,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"tower",32,1,"R1",4,1109,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"dinner",33,1,"R4",5,1320,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"lace",34,1,"R1",6,881,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"margin",35,1,"R2",4,2013,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"canon",36,1,"SS",6,1162,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"porch",37,0,"distractor",4,2762,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"journal",38,1,"R4",4,969,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"brandy",39,1,"R2",5,1841,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"barrel",40,0,"distractor",3,1253,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"lotion",41,1,"R4",6,865,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"student",42,0,"distractor",3,2365,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"bump",43,0,"distractor",3,2764,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"work",44,1,"R1",4,1755,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"slit",45,1,"R1",5,1026,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"order",46,1,"SS",6,952,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"glass",47,0,"distractor",4,2000,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"factory",48,1,"R1",3,1614,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"sign",49,0,"distractor",3,1132,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"space",50,0,"distractor",3,2893,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"delight",51,1,"R2",5,1270,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"respect",52,1,"R4",6,1234,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"dynasty",53,0,"distractor",2,2415,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"mansion",54,1,"R4",5,1276,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"scholar",55,1,"R2",4,1703,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"graph",56,0,"distractor",3,4305,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"canoe",57,0,"distractor",3,1136,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"bequest",58,0,"distractor",3,1057,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"collar",59,1,"R1",5,1269,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"station",60,0,"distractor",3,5360,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"love",61,1,"SS",6,852,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"society",62,0,"distractor",3,1008,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"support",63,1,"R2",3,1895,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"vacuum",64,1,"R2",3,2457,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"dust",65,0,"distractor",3,2740,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"poll",66,0,"distractor",3,2931,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"expanse",67,1,"R1",2,1547,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"evening",68,1,"SS",6,1020,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"sunset",69,0,"distractor",3,1809,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"fence",70,0,"distractor",4,1143,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"opinion",71,0,"distractor",3,1208,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"unit",72,1,"R4",4,1942,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"cord",73,0,"distractor",3,1942,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"stew",74,0,"distractor",4,1286,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"protest",75,0,"distractor",3,785,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"guest",76,0,"distractor",3,1520,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"ditch",77,1,"R4",3,2017,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"deck",78,1,"R2",4,1374,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"desire",79,0,"distractor",3,805,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"trolley",80,0,"distractor",3,1892,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"peasant",81,1,"R2",5,1846,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"satire",82,1,"R1",3,2234,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"mile",83,0,"distractor",3,2542,"Include"
"CSR2015_e1","CSR2015_e1_1",2,"figure",84,1,"R2",4,4790,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"proxy",1,0,"distractor",2,2804,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"bridge",2,0,"distractor",3,2080,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"supper",3,1,"R2",4,1675,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"clock",4,1,"R4",5,966,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"avenue",5,1,"R4",4,1598,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"outfit",6,0,"distractor",3,1420,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"drink",7,1,"R4",5,1122,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"drama",8,1,"R4",4,2067,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"wife",9,0,"distractor",3,1102,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"hood",10,1,"R1",6,2208,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"loss",11,1,"R4",4,1829,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"robbery",12,1,"R1",4,1514,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"balance",13,0,"distractor",3,1804,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"veil",14,1,"R4",6,882,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"theme",15,1,"R1",4,1965,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"creator",16,1,"R4",4,1212,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"apple",17,0,"distractor",3,699,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"minute",18,0,"distractor",3,1933,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"deposit",19,0,"distractor",4,957,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"doll",20,0,"distractor",3,2054,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"clover",21,0,"distractor",4,1985,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"candy",22,1,"R1",3,943,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"painter",23,1,"R4",6,872,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"shock",24,0,"distractor",4,1428,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"drill",25,0,"distractor",3,1129,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"reason",26,0,"distractor",3,2475,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"well",27,0,"distractor",3,2597,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"shore",28,1,"SS",6,859,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"tragedy",29,0,"distractor",2,1735,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"number",30,0,"distractor",2,1040,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"issue",31,1,"SS",6,1029,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"strand",32,0,"distractor",4,3626,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"autumn",33,1,"R4",5,1061,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"burden",34,0,"distractor",3,1418,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"news",35,0,"distractor",3,1295,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"ferry",36,0,"distractor",4,2250,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"fort",37,1,"R2",4,2861,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"defeat",38,1,"R2",3,1735,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"pine",39,1,"R4",4,2623,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"shovel",40,1,"R1",3,2627,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"repair",41,0,"distractor",3,1191,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"yard",42,0,"distractor",3,2134,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"theory",43,0,"distractor",3,2126,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"lighter",44,0,"distractor",3,1447,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"charter",45,1,"R1",3,1691,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"vein",46,1,"R4",6,918,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"furnace",47,1,"R4",4,911,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"road",48,1,"R2",4,3482,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"insect",49,0,"distractor",3,1355,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"fair",50,1,"R2",4,1107,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"winter",51,1,"R1",5,2261,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"welfare",52,0,"distractor",3,905,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"poetry",53,0,"distractor",5,1139,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"wing",54,0,"distractor",3,964,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"scent",55,0,"distractor",4,1788,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"cream",56,0,"distractor",3,755,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"island",57,1,"R2",6,1171,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"wheel",58,1,"SS",6,899,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"command",59,1,"R2",5,1629,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"matter",60,0,"distractor",3,970,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"self",61,1,"R1",4,1010,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"wood",62,0,"distractor",4,3016,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"bullet",63,1,"R2",3,1228,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"poverty",64,1,"R2",5,1210,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"spirit",65,1,"R1",4,2520,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"rating",66,1,"SS",6,2577,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"hymn",67,1,"R1",3,2583,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"sewer",68,0,"distractor",3,3468,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"bucket",69,0,"distractor",4,1678,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"honey",70,0,"distractor",3,841,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"inquiry",71,1,"R2",6,1079,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"piping",72,1,"R1",5,1226,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"poison",73,1,"SS",6,1080,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"uniform",74,0,"distractor",3,1211,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"money",75,1,"R2",4,1178,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"coil",76,0,"distractor",3,2649,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"anxiety",77,0,"distractor",3,1085,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"death",78,1,"R1",5,1199,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"rubber",79,0,"distractor",4,1086,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"sofa",80,1,"R2",3,2465,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"myth",81,0,"distractor",5,1308,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"thinker",82,0,"distractor",3,1078,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"frost",83,0,"distractor",3,1641,"Include"
"CSR2015_e1","CSR2015_e1_1",3,"globe",84,1,"SS",6,902,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"hate",1,0,"distractor",3,2649,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"system",2,0,"distractor",3,2172,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"flesh",3,0,"distractor",3,2387,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"candle",4,1,"R2",4,960,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"period",5,1,"SS",6,905,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"type",6,0,"distractor",4,1635,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"badge",7,1,"R4",5,1376,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"neutral",8,0,"distractor",3,1175,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"zenith",9,1,"R2",6,1063,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"spire",10,1,"R2",6,747,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"result",11,0,"distractor",4,1404,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"meadow",12,1,"SS",6,962,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"dough",13,1,"R1",4,1210,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"turmoil",14,0,"distractor",3,745,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"college",15,0,"distractor",3,1018,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"pastor",16,1,"R2",5,1008,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"method",17,0,"distractor",3,1238,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"soldier",18,0,"distractor",5,1699,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"butter",19,0,"distractor",3,1852,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"laugh",20,0,"distractor",3,2192,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"grove",21,1,"R2",5,998,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"supply",22,1,"R4",5,1277,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"jockey",23,0,"distractor",3,1816,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"gallery",24,0,"distractor",3,1645,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"courage",25,1,"SS",6,954,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"talent",26,1,"R1",4,1762,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"oxygen",27,0,"distractor",3,1097,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"powder",28,0,"distractor",3,2604,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"family",29,0,"distractor",4,1553,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"career",30,1,"R1",4,3344,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"highway",31,0,"distractor",3,1879,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"shelter",32,1,"R2",5,1066,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"sword",33,1,"R1",4,2062,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"wind",34,1,"R4",4,841,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"pile",35,1,"R4",4,1190,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"cabin",36,0,"distractor",4,1573,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"waist",37,0,"distractor",3,3332,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"locker",38,0,"distractor",4,1148,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"rocket",39,1,"R4",5,1308,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"beast",40,0,"distractor",3,2279,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"pianist",41,1,"SS",6,969,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"passage",42,0,"distractor",3,2273,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"tube",43,1,"R1",3,2707,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"ankle",44,1,"R4",3,1796,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"lunch",45,1,"R4",5,954,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"trumpet",46,0,"distractor",3,5027,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"cast",47,1,"R2",4,1493,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"disc",48,0,"distractor",3,1399,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"rail",49,0,"distractor",4,1213,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"servant",50,1,"R4",5,1227,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"cell",51,1,"R1",4,1977,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"speech",52,0,"distractor",4,2072,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"slip",53,0,"distractor",3,1378,"Include"
"CSR2015_e1","CSR2015_e1_1",4,"arch",54,0,"distractor",3,1370,"Include"
