"exp","id","item","isold","rating","excluding"
"SWS2011_e1","SWS2011_e1_1","UNDERGRADUATE",1,3,"Include"
"SWS2011_e1","SWS2011_e1_1","STOCKING",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","ATHLETE",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","PRISON",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","INCOME",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","SIREN",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","SUITE",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","ANIMAL",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","PASTOR",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","SLOPE",1,10,"Include"
"SWS2011_e1","SWS2011_e1_1","TROOP",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","SPADE",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","LUTE",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","TOMATO",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","CONE",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","BROOM",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","BENZENE",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","BEAM",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","BUTCHER",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","HARPSICHORD",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","CERTIFICATE",1,6,"Include"
"SWS2011_e1","SWS2011_e1_1","CUBE",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","MEDICINE",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","VESSEL",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","BLONDE",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","FOWL",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","THICKET",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","BATON",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","ROSE",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","GAUNTLET",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","MOSQUITO",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","MONSOON",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","SLEET",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","TOAD",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","BROOK",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","DESTROYER",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","LABYRINTH",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","AUDITORIUM",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","WHISTLE",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","CHAPEL",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","WHIP",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","RUDDER",1,10,"Include"
"SWS2011_e1","SWS2011_e1_1","WRITING",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","DENTIST",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","STONE",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","KEROSENE",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","SPIKE",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","PUPPY",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","PICTURE",1,9,"Include"
"SWS2011_e1","SWS2011_e1_1","NIGHTINGALE",1,7,"Include"
"SWS2011_e1","SWS2011_e1_1","WICKET",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","GROVE",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","CATFISH",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","CLOVE",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","PROPELLER",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","CROCODILE",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","TANK",1,9,"Include"
"SWS2011_e1","SWS2011_e1_1","RATTLESNAKE",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","APPLE",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","SCHOOLHOUSE",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","BLISTER",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","UMPIRE",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","MANOR",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","MIDSHIPMAN",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","TORTOISE",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","RAKE",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","TIMBER",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","OFFAL",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","SURF",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","DERELICT",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","PROSECUTOR",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","HATCHET",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","GRAPHITE",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","WHISKEY",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","FENCE",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","DOORWAY",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","BISHOP",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","VIOLIN",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","VINE",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","STREAMER",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","CATHEDRAL",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","SONG",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","LAWN",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","TRUCK",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","KITCHEN",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","VEAL",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","RABBIT",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","CINDER",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","DUKE",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","RESIDUE",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","BADGE",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","LOCKER",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","SADDLE",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","SOIL",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","WOODLAND",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","COCKTAIL",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","FLASK",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","MISSION",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","INDIAN",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","CORAL",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","TOURIST",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","RAMP",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","NOOSE",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","CLOAK",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","HOCKEY",1,9,"Include"
"SWS2011_e1","SWS2011_e1_1","MACHINERY",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","SHIP",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","LAMP",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","CASTOR",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","DRIVER",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","POISON",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","SKIRT",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","FLESH",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","TRANSFORMER",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","FOREHEAD",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","MONARCH",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","SHEEPSKIN",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","MUZZLE",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","FIREPLACE",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","MAPLE",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","ALGAE",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","LECTURER",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","LEMONADE",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","OBSERVER",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","ARMOUR",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","SCOTCH",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","LENS",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","COIN",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","KEEL",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","POLIO",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","POST",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","SHAWL",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","CHAIN",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","SPIRE",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","KING",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","COAL",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","PILL",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","AVENUE",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","BUTTER",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","PASSAGE",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","PAPER",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","WAND",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","CAROL",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","SAXOPHONE",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","CLEAT",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","ALLIGATOR",1,9,"Include"
"SWS2011_e1","SWS2011_e1_1","DRESSER",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","PORK",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","HARVEST",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","STAIR",1,10,"Include"
"SWS2011_e1","SWS2011_e1_1","SEED",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","STRIPE",1,10,"Include"
"SWS2011_e1","SWS2011_e1_1","HAREM",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","MERCHANT",1,10,"Include"
"SWS2011_e1","SWS2011_e1_1","DAMSEL",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","MATERIAL",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","AUTOMOBILE",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","PLUG",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","SPINACH",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","FEELING",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","NECK",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","MONKEY",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","VERSE",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","TOWER",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","COTTAGE",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","MENU",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","CHICKEN",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","SUPPER",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","THEORY",1,10,"Include"
"SWS2011_e1","SWS2011_e1_1","CLOUD",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","GRAPE",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","TRAILER",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","MANTLE",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","ASPHALT",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","WHEAT",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","STORY",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","FOREST",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","PSYCHOLOGIST",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","SPOON",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","CART",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","DUCHESS",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","PEDAL",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","CAPE",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","SUNSHINE",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","BELFRY",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","POUND",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","CEILING",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","CHOCOLATE",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","SKULL",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","BUREAU",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","PENICILLIN",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","BREAST",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","CEDAR",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","ATTACK",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","WALNUT",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","EXTENT",1,8,"Include"
"SWS2011_e1","SWS2011_e1_1","LUMP",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","JACK",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","VOTER",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","PULPIT",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","LANE",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","MEDAL",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","STEAK",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","LUMBER",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","BOSOM",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","REFRIGERATOR",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","EARL",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","READING",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","SOLDIER",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","CANON",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","BRISTLE",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","BEEF",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","SERGEANT",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","NEPHEW",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","SHOVEL",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","ENGINE",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","GOWN",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","LINT",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","NOTE",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","HAIRPIN",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","ASPIRIN",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","GROUND",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","ETHER",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","SYNAGOGUE",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","CANAL",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","EMERALD",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","PAINTER",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","EVENT",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","APPLIANCE",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","UNIT",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","SEAMAN",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","SALOON",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","TUBERCULOSIS",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","INSTRUMENT",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","PENDULUM",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","OVERCOAT",1,10,"Include"
"SWS2011_e1","SWS2011_e1_1","OFFICER",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","PROJECTILE",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","FUSE",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","LAUNDRY",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","EVANGELIST",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","BRICK",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","HADDOCK",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","LINEN",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","TAILOR",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","FLAME",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","BUMP",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","PUDDLE",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","RIBBON",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","STEEPLE",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","RULER",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","AXLE",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","SCISSORS",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","HAMLET",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","HEART",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","WILDERNESS",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","CABIN",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","CLARINET",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","SCRATCH",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","DANDELION",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","LOBSTER",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","HEADQUARTERS",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","TORNADO",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","FLEA",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","GASKET",1,10,"Include"
"SWS2011_e1","SWS2011_e1_1","MAST",1,10,"Include"
"SWS2011_e1","SWS2011_e1_1","VESTIBULE",1,15,"Include"
"SWS2011_e1","SWS2011_e1_1","FOOTWEAR",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","BROCADE",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","BANDAGE",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","ABDOMEN",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","RACK",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","COMMANDER",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","SKYLARK",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","TRACK",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","PUMP",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","MALE",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","REIN",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","CHIEF",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","INFANT",1,3,"Include"
"SWS2011_e1","SWS2011_e1_1","DIME",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","METAL",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","BAYONET",1,7,"Include"
"SWS2011_e1","SWS2011_e1_1","ORGAN",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","MOVIE",1,19,"Include"
"SWS2011_e1","SWS2011_e1_1","PISTON",1,10,"Include"
"SWS2011_e1","SWS2011_e1_1","SHELL",1,17,"Include"
"SWS2011_e1","SWS2011_e1_1","GRANDMOTHER",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","BELT",1,11,"Include"
"SWS2011_e1","SWS2011_e1_1","COLONEL",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","PIANO",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","TENNIS",1,20,"Include"
"SWS2011_e1","SWS2011_e1_1","TOOL",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","CLOTHING",1,13,"Include"
"SWS2011_e1","SWS2011_e1_1","FLANNEL",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","UPHOLSTERY",1,12,"Include"
"SWS2011_e1","SWS2011_e1_1","PARTNER",1,10,"Include"
"SWS2011_e1","SWS2011_e1_1","FRAME",1,16,"Include"
"SWS2011_e1","SWS2011_e1_1","ORNAMENT",1,14,"Include"
"SWS2011_e1","SWS2011_e1_1","PLATE",1,18,"Include"
"SWS2011_e1","SWS2011_e1_1","NICKEL",0,11,"Include"
"SWS2011_e1","SWS2011_e1_1","PRINCE",0,10,"Include"
"SWS2011_e1","SWS2011_e1_1","NUTMEG",0,2,"Include"
"SWS2011_e1","SWS2011_e1_1","ALLOTMENT",0,1,"Include"
"SWS2011_e1","SWS2011_e1_1","DISTRICT",0,4,"Include"
"SWS2011_e1","SWS2011_e1_1","COKE",0,2,"Include"
"SWS2011_e1","SWS2011_e1_1","RAIL",0,11,"Include"
"SWS2011_e1","SWS2011_e1_1","MANSION",0,12,"Include"
"SWS2011_e1","SWS2011_e1_1","PROPRIETOR",0,4,"Include"
"SWS2011_e1","SWS2011_e1_1","CROWN",0,9,"Include"
"SWS2011_e1","SWS2011_e1_1","SOOT",0,9,"Include"
"SWS2011_e1","SWS2011_e1_1","TONGUE",0,4,"Include"
"SWS2011_e1","SWS2011_e1_1","STAKE",0,14,"Include"
"SWS2011_e1","SWS2011_e1_1","FRUIT",0,7,"Include"
"SWS2011_e1","SWS2011_e1_1","BRUSH",0,13,"Include"
"SWS2011_e1","SWS2011_e1_1","HALTER",0,5,"Include"
"SWS2011_e1","SWS2011_e1_1","TEMPLE",0,10,"Include"
"SWS2011_e1","SWS2011_e1_1","LARK",0,13,"Include"
"SWS2011_e1","SWS2011_e1_1","PLATTER",0,11,"Include"
"SWS2011_e1","SWS2011_e1_1","CIGAR",0,6,"Include"
"SWS2011_e1","SWS2011_e1_1","AUTHOR",0,8,"Include"
"SWS2011_e1","SWS2011_e1_1","BASS",0,11,"Include"
"SWS2011_e1","SWS2011_e1_1","RECTANGLE",0,3,"Include"
"SWS2011_e1","SWS2011_e1_1","TURPENTINE",0,12,"Include"
"SWS2011_e1","SWS2011_e1_1","CAULIFLOWER",0,4,"Include"
"SWS2011_e1","SWS2011_e1_1","RESEARCH",0,5,"Include"
"SWS2011_e1","SWS2011_e1_1","STAFF",0,11,"Include"
"SWS2011_e1","SWS2011_e1_1","SASH",0,12,"Include"
"SWS2011_e1","SWS2011_e1_1","THERMOMETER",0,5,"Include"
"SWS2011_e1","SWS2011_e1_1","MINER",0,9,"Include"
"SWS2011_e1","SWS2011_e1_1","BANKER",0,7,"Include"
"SWS2011_e1","SWS2011_e1_1","PROJECT",0,8,"Include"
"SWS2011_e1","SWS2011_e1_1","BREEZE",0,8,"Include"
"SWS2011_e1","SWS2011_e1_1","BABE",0,3,"Include"
"SWS2011_e1","SWS2011_e1_1","TRASH",0,9,"Include"
"SWS2011_e1","SWS2011_e1_1","RELIC",0,11,"Include"
"SWS2011_e1","SWS2011_e1_1","FLORA",0,2,"Include"
"SWS2011_e1","SWS2011_e1_1","QUEEN",0,11,"Include"
"SWS2011_e1","SWS2011_e1_1","SWAMP",0,9,"Include"
"SWS2011_e1","SWS2011_e1_1","PIPING",0,7,"Include"
"SWS2011_e1","SWS2011_e1_1","SUGAR",0,9,"Include"
"SWS2011_e1","SWS2011_e1_1","ATTENDANT",0,10,"Include"
"SWS2011_e1","SWS2011_e1_1","CREEPER",0,1,"Include"
"SWS2011_e1","SWS2011_e1_1","BOTTOM",0,8,"Include"
"SWS2011_e1","SWS2011_e1_1","CELL",0,10,"Include"
"SWS2011_e1","SWS2011_e1_1","ROAD",0,9,"Include"
"SWS2011_e1","SWS2011_e1_1","BOULDER",0,7,"Include"
"SWS2011_e1","SWS2011_e1_1","STUMP",0,11,"Include"
"SWS2011_e1","SWS2011_e1_1","GEESE",0,1,"Include"
"SWS2011_e1","SWS2011_e1_1","REGISTER",0,6,"Include"
"SWS2011_e1","SWS2011_e1_1","FISHERMAN",0,9,"Include"
"SWS2011_e1","SWS2011_e1_1","COAST",0,12,"Include"
"SWS2011_e1","SWS2011_e1_1","DECORATION",0,10,"Include"
"SWS2011_e1","SWS2011_e1_1","METROPOLIS",0,7,"Include"
"SWS2011_e1","SWS2011_e1_1","SCOUT",0,10,"Include"
"SWS2011_e1","SWS2011_e1_1","DANCE",0,10,"Include"
"SWS2011_e1","SWS2011_e1_1","ROCKER",0,10,"Include"
"SWS2011_e1","SWS2011_e1_1","SOFA",0,9,"Include"
"SWS2011_e1","SWS2011_e1_1","TRIPOD",0,4,"Include"
"SWS2011_e1","SWS2011_e1_1","FIDDLE",0,1,"Include"
"SWS2011_e1","SWS2011_e1_2","CORNER",1,18,"Include"
"SWS2011_e1","SWS2011_e1_2","CANE",1,17,"Include"
"SWS2011_e1","SWS2011_e1_2","CLOWN",1,20,"Include"
"SWS2011_e1","SWS2011_e1_2","POOL",1,17,"Include"
"SWS2011_e1","SWS2011_e1_2","PROJECTOR",1,17,"Include"
"SWS2011_e1","SWS2011_e1_2","RECORD",1,15,"Include"
"SWS2011_e1","SWS2011_e1_2","TRAIL",1,17,"Include"
"SWS2011_e1","SWS2011_e1_2","TRUMPET",1,14,"Include"
"SWS2011_e1","SWS2011_e1_2","JOURNAL",1,14,"Include"
"SWS2011_e1","SWS2011_e1_2","MARBLE",1,18,"Include"
"SWS2011_e1","SWS2011_e1_2","COLUMN",1,20,"Include"
"SWS2011_e1","SWS2011_e1_2","APARTMENT",1,20,"Include"
"SWS2011_e1","SWS2011_e1_2","LIMOUSINE",1,15,"Include"
"SWS2011_e1","SWS2011_e1_2","BULLET",1,19,"Include"
"SWS2011_e1","SWS2011_e1_2","BLACKSMITH",1,16,"Include"
"SWS2011_e1","SWS2011_e1_2","MOTOR",1,20,"Include"
"SWS2011_e1","SWS2011_e1_2","BALL",1,5,"Include"
"SWS2011_e1","SWS2011_e1_2","BANANA",1,16,"Include"
"SWS2011_e1","SWS2011_e1_2","NEWSPAPER",1,18,"Include"
"SWS2011_e1","SWS2011_e1_2","HAMMER",1,18,"Include"
"SWS2011_e1","SWS2011_e1_2","CHANNEL",1,19,"Include"
"SWS2011_e1","SWS2011_e1_2","TUNIC",1,15,"Include"
"SWS2011_e1","SWS2011_e1_2","VEHICLE",1,18,"Include"
"SWS2011_e1","SWS2011_e1_2","NAIL",1,20,"Include"
"SWS2011_e1","SWS2011_e1_2","SPONGE",1,18,"Include"
"SWS2011_e1","SWS2011_e1_2","BOTTLE",1,17,"Include"
"SWS2011_e1","SWS2011_e1_2","KENNEL",1,20,"Include"
