"exp","id","block","item","trial","isold","condition","rating","RT","excluding"
"SB2020_e3","SB2020_e3_13",2,"canal",150,1,"VariableFrequency",2,672,"Include"
"SB2020_e3","SB2020_e3_13",2,"chasm",151,1,"VariableFrequency",3,298,"Include"
"SB2020_e3","SB2020_e3_13",2,"tyres",152,0,"VariableFrequency",4,289,"Include"
"SB2020_e3","SB2020_e3_13",2,"prawn",153,1,"VariableFrequency",5,669,"Include"
"SB2020_e3","SB2020_e3_13",2,"abuse",154,1,"VariableFrequency",4,456,"Include"
"SB2020_e3","SB2020_e3_13",2,"grief",155,0,"VariableFrequency",3,423,"Include"
"SB2020_e3","SB2020_e3_13",2,"gauze",156,1,"VariableFrequency",2,683,"Include"
"SB2020_e3","SB2020_e3_13",2,"posit",157,1,"VariableFrequency",3,897,"Include"
"SB2020_e3","SB2020_e3_13",2,"plain",158,0,"VariableFrequency",4,638,"Include"
"SB2020_e3","SB2020_e3_13",2,"tonne",159,0,"VariableFrequency",5,756,"Include"
"SB2020_e3","SB2020_e3_13",2,"flyer",160,0,"VariableFrequency",4,583,"Include"
"SB2020_e3","SB2020_e3_13",2,"craps",161,1,"VariableFrequency",5,1146,"Include"
"SB2020_e3","SB2020_e3_13",2,"haven",162,0,"VariableFrequency",4,863,"Include"
"SB2020_e3","SB2020_e3_13",2,"lifts",163,1,"VariableFrequency",3,687,"Include"
"SB2020_e3","SB2020_e3_13",2,"money",164,0,"VariableFrequency",4,1253,"Include"
"SB2020_e3","SB2020_e3_13",2,"fuses",165,1,"VariableFrequency",3,948,"Include"
"SB2020_e3","SB2020_e3_13",2,"buffs",166,0,"VariableFrequency",2,575,"Include"
"SB2020_e3","SB2020_e3_13",2,"foamy",167,0,"VariableFrequency",3,1015,"Include"
"SB2020_e3","SB2020_e3_13",2,"stock",168,0,"VariableFrequency",2,1150,"Include"
"SB2020_e3","SB2020_e3_13",2,"lumps",169,1,"VariableFrequency",2,477,"Include"
"SB2020_e3","SB2020_e3_13",2,"songs",170,0,"VariableFrequency",3,1160,"Include"
"SB2020_e3","SB2020_e3_13",2,"fetch",171,0,"VariableFrequency",2,787,"Include"
"SB2020_e3","SB2020_e3_13",2,"easel",172,0,"VariableFrequency",1,1103,"Include"
"SB2020_e3","SB2020_e3_13",2,"taker",173,1,"VariableFrequency",1,909,"Include"
"SB2020_e3","SB2020_e3_13",2,"weeks",174,0,"VariableFrequency",2,645,"Include"
"SB2020_e3","SB2020_e3_13",2,"rafts",175,1,"VariableFrequency",5,2060,"Include"
"SB2020_e3","SB2020_e3_13",2,"vetos",176,0,"VariableFrequency",5,1408,"Include"
"SB2020_e3","SB2020_e3_13",2,"chimp",177,1,"VariableFrequency",4,1104,"Include"
"SB2020_e3","SB2020_e3_13",2,"crush",178,0,"VariableFrequency",4,850,"Include"
"SB2020_e3","SB2020_e3_13",2,"reels",179,1,"VariableFrequency",5,668,"Include"
"SB2020_e3","SB2020_e3_13",2,"quack",180,0,"VariableFrequency",4,1282,"Include"
"SB2020_e3","SB2020_e3_13",2,"chalk",181,1,"VariableFrequency",3,835,"Include"
"SB2020_e3","SB2020_e3_13",2,"stake",182,0,"VariableFrequency",4,664,"Include"
"SB2020_e3","SB2020_e3_13",2,"bases",183,1,"VariableFrequency",3,659,"Include"
"SB2020_e3","SB2020_e3_13",2,"lyres",184,1,"VariableFrequency",3,421,"Include"
"SB2020_e3","SB2020_e3_13",2,"trans",185,1,"VariableFrequency",3,628,"Include"
"SB2020_e3","SB2020_e3_13",2,"court",186,0,"VariableFrequency",2,791,"Include"
"SB2020_e3","SB2020_e3_13",2,"sling",187,0,"VariableFrequency",3,502,"Include"
"SB2020_e3","SB2020_e3_13",2,"clear",188,1,"VariableFrequency",3,856,"Include"
"SB2020_e3","SB2020_e3_13",2,"fifty",189,0,"VariableFrequency",3,591,"Include"
"SB2020_e3","SB2020_e3_13",2,"farms",190,0,"VariableFrequency",3,512,"Include"
"SB2020_e3","SB2020_e3_13",2,"light",191,1,"VariableFrequency",2,415,"Include"
"SB2020_e3","SB2020_e3_13",2,"hinds",192,0,"VariableFrequency",3,332,"Include"
"SB2020_e3","SB2020_e3_13",2,"canes",193,1,"VariableFrequency",2,735,"Include"
"SB2020_e3","SB2020_e3_13",2,"cairn",194,1,"VariableFrequency",3,561,"Include"
"SB2020_e3","SB2020_e3_13",2,"cords",195,0,"VariableFrequency",2,323,"Include"
"SB2020_e3","SB2020_e3_13",2,"capos",196,1,"VariableFrequency",3,485,"Include"
"SB2020_e3","SB2020_e3_13",2,"rains",197,0,"VariableFrequency",4,495,"Include"
"SB2020_e3","SB2020_e3_13",2,"punch",198,0,"VariableFrequency",4,630,"Include"
"SB2020_e3","SB2020_e3_13",2,"frost",199,1,"VariableFrequency",4,482,"Include"
"SB2020_e3","SB2020_e3_13",2,"hides",200,0,"VariableFrequency",3,504,"Include"
"SB2020_e3","SB2020_e3_14",1,"gauze",1,1,"VariableFrequency",6,5987,"Include"
"SB2020_e3","SB2020_e3_14",1,"boomy",2,1,"VariableFrequency",5,2470,"Include"
"SB2020_e3","SB2020_e3_14",1,"class",3,1,"VariableFrequency",4,1511,"Include"
"SB2020_e3","SB2020_e3_14",1,"bosom",4,1,"VariableFrequency",4,1253,"Include"
"SB2020_e3","SB2020_e3_14",1,"frost",5,1,"VariableFrequency",2,4969,"Include"
"SB2020_e3","SB2020_e3_14",1,"mates",6,0,"VariableFrequency",2,1053,"Include"
"SB2020_e3","SB2020_e3_14",1,"haven",7,0,"VariableFrequency",6,1952,"Include"
"SB2020_e3","SB2020_e3_14",1,"lives",8,0,"VariableFrequency",6,879,"Include"
"SB2020_e3","SB2020_e3_14",1,"casks",9,0,"VariableFrequency",1,1411,"Include"
"SB2020_e3","SB2020_e3_14",1,"bales",10,0,"VariableFrequency",6,993,"Include"
"SB2020_e3","SB2020_e3_14",1,"hacks",11,1,"VariableFrequency",1,1048,"Include"
"SB2020_e3","SB2020_e3_14",1,"havin",12,1,"VariableFrequency",1,1556,"Include"
"SB2020_e3","SB2020_e3_14",1,"trans",13,1,"VariableFrequency",1,1461,"Include"
"SB2020_e3","SB2020_e3_14",1,"doble",14,1,"VariableFrequency",4,868,"Include"
"SB2020_e3","SB2020_e3_14",1,"capos",15,1,"VariableFrequency",4,892,"Include"
"SB2020_e3","SB2020_e3_14",1,"rails",16,1,"VariableFrequency",6,948,"Include"
"SB2020_e3","SB2020_e3_14",1,"stems",17,0,"VariableFrequency",1,705,"Include"
"SB2020_e3","SB2020_e3_14",1,"verve",18,0,"VariableFrequency",6,1006,"Include"
"SB2020_e3","SB2020_e3_14",1,"front",19,0,"VariableFrequency",6,613,"Include"
"SB2020_e3","SB2020_e3_14",1,"spoke",20,1,"VariableFrequency",6,896,"Include"
"SB2020_e3","SB2020_e3_14",1,"snowy",21,1,"VariableFrequency",6,703,"Include"
"SB2020_e3","SB2020_e3_14",1,"matey",22,0,"VariableFrequency",6,495,"Include"
"SB2020_e3","SB2020_e3_14",1,"knave",23,0,"VariableFrequency",6,346,"Include"
"SB2020_e3","SB2020_e3_14",1,"major",24,0,"VariableFrequency",6,669,"Include"
"SB2020_e3","SB2020_e3_14",1,"decal",25,1,"VariableFrequency",1,586,"Include"
"SB2020_e3","SB2020_e3_14",1,"stake",26,0,"VariableFrequency",6,753,"Include"
"SB2020_e3","SB2020_e3_14",1,"weeks",27,0,"VariableFrequency",4,789,"Include"
"SB2020_e3","SB2020_e3_14",1,"sicko",28,0,"VariableFrequency",6,838,"Include"
"SB2020_e3","SB2020_e3_14",1,"havoc",29,1,"VariableFrequency",1,1070,"Include"
"SB2020_e3","SB2020_e3_14",1,"reads",30,0,"VariableFrequency",4,1024,"Include"
"SB2020_e3","SB2020_e3_14",1,"cairn",31,1,"VariableFrequency",6,880,"Include"
"SB2020_e3","SB2020_e3_14",1,"paedo",32,0,"VariableFrequency",6,890,"Include"
"SB2020_e3","SB2020_e3_14",1,"valve",33,0,"VariableFrequency",6,910,"Include"
"SB2020_e3","SB2020_e3_14",1,"phone",34,0,"VariableFrequency",1,942,"Include"
"SB2020_e3","SB2020_e3_14",1,"crush",35,0,"VariableFrequency",1,974,"Include"
"SB2020_e3","SB2020_e3_14",1,"annul",36,0,"VariableFrequency",6,696,"Include"
"SB2020_e3","SB2020_e3_14",1,"steer",37,0,"VariableFrequency",6,487,"Include"
"SB2020_e3","SB2020_e3_14",1,"blast",38,1,"VariableFrequency",6,269,"Include"
"SB2020_e3","SB2020_e3_14",1,"booze",39,1,"VariableFrequency",6,17,"Include"
"SB2020_e3","SB2020_e3_14",1,"outer",40,0,"VariableFrequency",6,96,"Include"
"SB2020_e3","SB2020_e3_14",1,"denim",41,1,"VariableFrequency",4,479,"Include"
"SB2020_e3","SB2020_e3_14",1,"ropey",42,0,"VariableFrequency",6,469,"Include"
"SB2020_e3","SB2020_e3_14",1,"lyres",43,1,"VariableFrequency",6,694,"Include"
"SB2020_e3","SB2020_e3_14",1,"qualm",44,0,"VariableFrequency",6,828,"Include"
"SB2020_e3","SB2020_e3_14",1,"bough",45,0,"VariableFrequency",1,620,"Include"
"SB2020_e3","SB2020_e3_14",1,"optic",46,1,"VariableFrequency",1,493,"Include"
"SB2020_e3","SB2020_e3_14",1,"elbow",47,0,"VariableFrequency",4,457,"Include"
"SB2020_e3","SB2020_e3_14",1,"carat",48,0,"VariableFrequency",1,396,"Include"
"SB2020_e3","SB2020_e3_14",1,"highs",49,1,"VariableFrequency",1,880,"Include"
"SB2020_e3","SB2020_e3_14",1,"salts",50,0,"VariableFrequency",1,755,"Include"
"SB2020_e3","SB2020_e3_14",1,"clash",51,0,"VariableFrequency",1,708,"Include"
"SB2020_e3","SB2020_e3_14",1,"refit",52,0,"VariableFrequency",6,999,"Include"
"SB2020_e3","SB2020_e3_14",1,"issue",53,1,"VariableFrequency",6,568,"Include"
"SB2020_e3","SB2020_e3_14",1,"beams",54,0,"VariableFrequency",1,309,"Include"
"SB2020_e3","SB2020_e3_14",1,"paces",55,0,"VariableFrequency",6,1331,"Include"
"SB2020_e3","SB2020_e3_14",1,"ethic",56,1,"VariableFrequency",6,681,"Include"
"SB2020_e3","SB2020_e3_14",1,"bluff",57,1,"VariableFrequency",1,749,"Include"
"SB2020_e3","SB2020_e3_14",1,"flyer",58,0,"VariableFrequency",6,623,"Include"
"SB2020_e3","SB2020_e3_14",1,"opium",59,0,"VariableFrequency",6,667,"Include"
"SB2020_e3","SB2020_e3_14",1,"sings",60,1,"VariableFrequency",1,745,"Include"
"SB2020_e3","SB2020_e3_14",1,"spire",61,0,"VariableFrequency",1,701,"Include"
"SB2020_e3","SB2020_e3_14",1,"punch",62,0,"VariableFrequency",6,747,"Include"
"SB2020_e3","SB2020_e3_14",1,"groin",63,1,"VariableFrequency",1,731,"Include"
"SB2020_e3","SB2020_e3_14",1,"snipe",64,1,"VariableFrequency",4,768,"Include"
"SB2020_e3","SB2020_e3_14",1,"clear",65,1,"VariableFrequency",6,623,"Include"
"SB2020_e3","SB2020_e3_14",1,"panko",66,0,"VariableFrequency",6,1006,"Include"
"SB2020_e3","SB2020_e3_14",1,"clogs",67,0,"VariableFrequency",6,531,"Include"
"SB2020_e3","SB2020_e3_14",1,"nylon",68,0,"VariableFrequency",6,540,"Include"
"SB2020_e3","SB2020_e3_14",1,"posit",69,1,"VariableFrequency",1,612,"Include"
"SB2020_e3","SB2020_e3_14",1,"mains",70,1,"VariableFrequency",1,660,"Include"
"SB2020_e3","SB2020_e3_14",1,"fifth",71,1,"VariableFrequency",1,808,"Include"
"SB2020_e3","SB2020_e3_14",1,"sleep",72,0,"VariableFrequency",1,667,"Include"
"SB2020_e3","SB2020_e3_14",1,"whine",73,1,"VariableFrequency",4,549,"Include"
"SB2020_e3","SB2020_e3_14",1,"easel",74,0,"VariableFrequency",1,551,"Include"
"SB2020_e3","SB2020_e3_14",1,"socks",75,0,"VariableFrequency",6,659,"Include"
"SB2020_e3","SB2020_e3_14",1,"bully",76,1,"VariableFrequency",6,603,"Include"
"SB2020_e3","SB2020_e3_14",1,"ticks",77,1,"VariableFrequency",4,316,"Include"
"SB2020_e3","SB2020_e3_14",1,"hands",78,1,"VariableFrequency",1,533,"Include"
"SB2020_e3","SB2020_e3_14",1,"frizz",79,0,"VariableFrequency",4,324,"Include"
"SB2020_e3","SB2020_e3_14",1,"choke",80,0,"VariableFrequency",1,287,"Include"
"SB2020_e3","SB2020_e3_14",1,"sinus",81,0,"VariableFrequency",6,250,"Include"
"SB2020_e3","SB2020_e3_14",1,"click",82,1,"VariableFrequency",4,1037,"Include"
"SB2020_e3","SB2020_e3_14",1,"scone",83,0,"VariableFrequency",4,815,"Include"
"SB2020_e3","SB2020_e3_14",1,"liars",84,1,"VariableFrequency",6,486,"Include"
"SB2020_e3","SB2020_e3_14",1,"chavs",85,0,"VariableFrequency",6,889,"Include"
"SB2020_e3","SB2020_e3_14",1,"music",86,1,"VariableFrequency",1,761,"Include"
"SB2020_e3","SB2020_e3_14",1,"putty",87,0,"VariableFrequency",6,789,"Include"
"SB2020_e3","SB2020_e3_14",1,"fetch",88,0,"VariableFrequency",1,914,"Include"
"SB2020_e3","SB2020_e3_14",1,"plead",89,1,"VariableFrequency",1,844,"Include"
"SB2020_e3","SB2020_e3_14",1,"bases",90,1,"VariableFrequency",6,649,"Include"
"SB2020_e3","SB2020_e3_14",1,"rains",91,0,"VariableFrequency",6,494,"Include"
"SB2020_e3","SB2020_e3_14",1,"lever",92,0,"VariableFrequency",6,558,"Include"
"SB2020_e3","SB2020_e3_14",1,"canes",93,1,"VariableFrequency",6,256,"Include"
"SB2020_e3","SB2020_e3_14",1,"trend",94,0,"VariableFrequency",6,314,"Include"
"SB2020_e3","SB2020_e3_14",1,"binge",95,1,"VariableFrequency",6,872,"Include"
"SB2020_e3","SB2020_e3_14",1,"vetos",96,0,"VariableFrequency",4,191,"Include"
"SB2020_e3","SB2020_e3_14",1,"jowls",97,0,"VariableFrequency",1,129,"Include"
"SB2020_e3","SB2020_e3_14",1,"woozy",98,1,"VariableFrequency",4,242,"Include"
"SB2020_e3","SB2020_e3_14",1,"least",99,1,"VariableFrequency",6,333,"Include"
"SB2020_e3","SB2020_e3_14",1,"hides",100,0,"VariableFrequency",1,303,"Include"
"SB2020_e3","SB2020_e3_14",1,"robot",101,1,"VariableFrequency",4,195,"Include"
"SB2020_e3","SB2020_e3_14",1,"plain",102,0,"VariableFrequency",4,35,"Include"
"SB2020_e3","SB2020_e3_14",1,"dirty",103,0,"VariableFrequency",6,346,"Include"
"SB2020_e3","SB2020_e3_14",1,"chalk",104,1,"VariableFrequency",4,678,"Include"
"SB2020_e3","SB2020_e3_14",1,"suits",105,1,"VariableFrequency",6,537,"Include"
"SB2020_e3","SB2020_e3_14",1,"rafts",106,1,"VariableFrequency",6,252,"Include"
"SB2020_e3","SB2020_e3_14",1,"leaps",107,0,"VariableFrequency",6,753,"Include"
"SB2020_e3","SB2020_e3_14",1,"rowdy",108,1,"VariableFrequency",1,293,"Include"
"SB2020_e3","SB2020_e3_14",1,"curio",109,1,"VariableFrequency",4,438,"Include"
"SB2020_e3","SB2020_e3_14",1,"light",110,1,"VariableFrequency",6,24,"Include"
"SB2020_e3","SB2020_e3_14",1,"breed",111,1,"VariableFrequency",1,157,"Include"
"SB2020_e3","SB2020_e3_14",1,"chasm",112,1,"VariableFrequency",6,515,"Include"
"SB2020_e3","SB2020_e3_14",1,"water",113,0,"VariableFrequency",6,2100,"Include"
"SB2020_e3","SB2020_e3_14",1,"tests",114,1,"VariableFrequency",6,2978,"Include"
"SB2020_e3","SB2020_e3_14",1,"ergot",115,1,"VariableFrequency",6,324,"Include"
"SB2020_e3","SB2020_e3_14",1,"foamy",116,0,"VariableFrequency",6,607,"Include"
"SB2020_e3","SB2020_e3_14",1,"spell",117,1,"VariableFrequency",6,492,"Include"
"SB2020_e3","SB2020_e3_14",1,"dingy",118,0,"VariableFrequency",1,305,"Include"
"SB2020_e3","SB2020_e3_14",1,"brake",119,1,"VariableFrequency",4,63,"Include"
"SB2020_e3","SB2020_e3_14",1,"kebab",120,1,"VariableFrequency",6,549,"Include"
"SB2020_e3","SB2020_e3_14",1,"blows",121,1,"VariableFrequency",4,197,"Include"
"SB2020_e3","SB2020_e3_14",1,"grief",122,0,"VariableFrequency",4,300,"Include"
"SB2020_e3","SB2020_e3_14",1,"delay",123,0,"VariableFrequency",4,132,"Include"
"SB2020_e3","SB2020_e3_14",1,"tonne",124,0,"VariableFrequency",4,244,"Include"
"SB2020_e3","SB2020_e3_14",1,"prawn",125,1,"VariableFrequency",6,261,"Include"
"SB2020_e3","SB2020_e3_14",1,"reels",126,1,"VariableFrequency",1,245,"Include"
"SB2020_e3","SB2020_e3_14",1,"meals",127,1,"VariableFrequency",6,228,"Include"
"SB2020_e3","SB2020_e3_14",1,"taker",128,1,"VariableFrequency",6,84,"Include"
"SB2020_e3","SB2020_e3_14",1,"cheap",129,1,"VariableFrequency",4,150,"Include"
"SB2020_e3","SB2020_e3_14",1,"sperm",130,0,"VariableFrequency",6,168,"Include"
"SB2020_e3","SB2020_e3_14",1,"twine",131,1,"VariableFrequency",6,670,"Include"
"SB2020_e3","SB2020_e3_14",1,"piles",132,0,"VariableFrequency",4,467,"Include"
"SB2020_e3","SB2020_e3_14",1,"cease",133,1,"VariableFrequency",1,185,"Include"
"SB2020_e3","SB2020_e3_14",1,"songs",134,0,"VariableFrequency",4,814,"Include"
"SB2020_e3","SB2020_e3_14",1,"dutch",135,0,"VariableFrequency",5,777,"Include"
"SB2020_e3","SB2020_e3_14",1,"abuse",136,1,"VariableFrequency",6,909,"Include"
"SB2020_e3","SB2020_e3_14",1,"tyres",137,0,"VariableFrequency",6,969,"Include"
"SB2020_e3","SB2020_e3_14",1,"fayre",138,1,"VariableFrequency",6,1139,"Include"
"SB2020_e3","SB2020_e3_14",1,"holds",139,1,"VariableFrequency",2,613,"Include"
"SB2020_e3","SB2020_e3_14",1,"canal",140,1,"VariableFrequency",4,853,"Include"
"SB2020_e3","SB2020_e3_14",1,"fader",141,1,"VariableFrequency",3,545,"Include"
"SB2020_e3","SB2020_e3_14",1,"reeds",142,0,"VariableFrequency",3,595,"Include"
"SB2020_e3","SB2020_e3_14",1,"swill",143,0,"VariableFrequency",3,677,"Include"
"SB2020_e3","SB2020_e3_14",1,"court",144,0,"VariableFrequency",3,1066,"Include"
"SB2020_e3","SB2020_e3_14",1,"pizza",145,0,"VariableFrequency",6,750,"Include"
"SB2020_e3","SB2020_e3_14",1,"wools",146,0,"VariableFrequency",3,720,"Include"
"SB2020_e3","SB2020_e3_14",1,"avoid",147,0,"VariableFrequency",6,832,"Include"
"SB2020_e3","SB2020_e3_14",1,"order",148,1,"VariableFrequency",2,597,"Include"
"SB2020_e3","SB2020_e3_14",1,"quack",149,0,"VariableFrequency",6,760,"Include"
"SB2020_e3","SB2020_e3_14",1,"moggy",150,1,"VariableFrequency",1,893,"Include"
"SB2020_e3","SB2020_e3_14",1,"hanky",151,0,"VariableFrequency",3,960,"Include"
"SB2020_e3","SB2020_e3_14",1,"swots",152,1,"VariableFrequency",6,828,"Include"
"SB2020_e3","SB2020_e3_14",1,"buffs",153,0,"VariableFrequency",4,476,"Include"
"SB2020_e3","SB2020_e3_14",1,"sweat",154,1,"VariableFrequency",6,1084,"Include"
"SB2020_e3","SB2020_e3_14",1,"farms",155,0,"VariableFrequency",1,280,"Include"
"SB2020_e3","SB2020_e3_14",1,"cords",156,0,"VariableFrequency",4,357,"Include"
"SB2020_e3","SB2020_e3_14",1,"bezel",157,1,"VariableFrequency",3,252,"Include"
"SB2020_e3","SB2020_e3_14",1,"dopey",158,1,"VariableFrequency",2,105,"Include"
"SB2020_e3","SB2020_e3_14",1,"snarl",159,0,"VariableFrequency",4,476,"Include"
"SB2020_e3","SB2020_e3_14",1,"shoot",160,0,"VariableFrequency",3,453,"Include"
"SB2020_e3","SB2020_e3_14",1,"bonks",161,0,"VariableFrequency",6,252,"Include"
"SB2020_e3","SB2020_e3_14",1,"carry",162,1,"VariableFrequency",1,427,"Include"
"SB2020_e3","SB2020_e3_14",1,"house",163,1,"VariableFrequency",3,411,"Include"
"SB2020_e3","SB2020_e3_14",1,"dolts",164,0,"VariableFrequency",4,244,"Include"
"SB2020_e3","SB2020_e3_14",1,"squab",165,0,"VariableFrequency",4,467,"Include"
"SB2020_e3","SB2020_e3_14",1,"panel",166,1,"VariableFrequency",6,819,"Include"
"SB2020_e3","SB2020_e3_14",1,"maths",167,0,"VariableFrequency",1,887,"Include"
"SB2020_e3","SB2020_e3_14",1,"hippo",168,0,"VariableFrequency",6,2189,"Include"
"SB2020_e3","SB2020_e3_14",1,"chimp",169,1,"VariableFrequency",4,820,"Include"
"SB2020_e3","SB2020_e3_14",1,"voice",170,1,"VariableFrequency",1,608,"Include"
"SB2020_e3","SB2020_e3_14",1,"eagle",171,1,"VariableFrequency",6,478,"Include"
"SB2020_e3","SB2020_e3_14",1,"itchy",172,0,"VariableFrequency",6,629,"Include"
"SB2020_e3","SB2020_e3_14",1,"skimp",173,1,"VariableFrequency",6,529,"Include"
"SB2020_e3","SB2020_e3_14",1,"lifts",174,1,"VariableFrequency",4,883,"Include"
"SB2020_e3","SB2020_e3_14",1,"tenth",175,1,"VariableFrequency",6,37,"Include"
"SB2020_e3","SB2020_e3_14",1,"intro",176,1,"VariableFrequency",6,180,"Include"
"SB2020_e3","SB2020_e3_14",1,"hinds",177,0,"VariableFrequency",6,795,"Include"
"SB2020_e3","SB2020_e3_14",1,"laces",178,1,"VariableFrequency",6,358,"Include"
"SB2020_e3","SB2020_e3_14",1,"daubs",179,0,"VariableFrequency",6,159,"Include"
"SB2020_e3","SB2020_e3_14",1,"tulip",180,1,"VariableFrequency",6,280,"Include"
"SB2020_e3","SB2020_e3_14",1,"blank",181,0,"VariableFrequency",6,269,"Include"
"SB2020_e3","SB2020_e3_14",1,"snugs",182,1,"VariableFrequency",6,276,"Include"
"SB2020_e3","SB2020_e3_14",1,"lumps",183,1,"VariableFrequency",6,138,"Include"
"SB2020_e3","SB2020_e3_14",1,"untie",184,0,"VariableFrequency",6,169,"Include"
"SB2020_e3","SB2020_e3_14",1,"honky",185,0,"VariableFrequency",6,271,"Include"
"SB2020_e3","SB2020_e3_14",1,"align",186,0,"VariableFrequency",4,1532,"Include"
"SB2020_e3","SB2020_e3_14",1,"spray",187,1,"VariableFrequency",4,907,"Include"
"SB2020_e3","SB2020_e3_14",1,"beach",188,1,"VariableFrequency",6,258,"Include"
"SB2020_e3","SB2020_e3_14",1,"craps",189,1,"VariableFrequency",1,315,"Include"
"SB2020_e3","SB2020_e3_14",1,"fifty",190,0,"VariableFrequency",6,103,"Include"
"SB2020_e3","SB2020_e3_14",1,"style",191,0,"VariableFrequency",6,120,"Include"
"SB2020_e3","SB2020_e3_14",1,"money",192,0,"VariableFrequency",6,624,"Include"
"SB2020_e3","SB2020_e3_14",1,"biped",193,0,"VariableFrequency",6,534,"Include"
"SB2020_e3","SB2020_e3_14",1,"stock",194,0,"VariableFrequency",6,967,"Include"
"SB2020_e3","SB2020_e3_14",1,"stint",195,1,"VariableFrequency",1,309,"Include"
"SB2020_e3","SB2020_e3_14",1,"gusto",196,1,"VariableFrequency",4,284,"Include"
"SB2020_e3","SB2020_e3_14",1,"drawn",197,1,"VariableFrequency",1,414,"Include"
"SB2020_e3","SB2020_e3_14",1,"sling",198,0,"VariableFrequency",4,409,"Include"
"SB2020_e3","SB2020_e3_14",1,"fuses",199,1,"VariableFrequency",4,564,"Include"
"SB2020_e3","SB2020_e3_14",1,"oases",200,1,"VariableFrequency",6,149,"Include"
"SB2020_e3","SB2020_e3_14",2,"socks",1,1,"FixedFrequency",6,3591,"Include"
"SB2020_e3","SB2020_e3_14",2,"bales",2,1,"FixedFrequency",4,1821,"Include"
"SB2020_e3","SB2020_e3_14",2,"delay",3,1,"FixedFrequency",2,1005,"Include"
"SB2020_e3","SB2020_e3_14",2,"knave",4,1,"FixedFrequency",6,995,"Include"
"SB2020_e3","SB2020_e3_14",2,"elbow",5,1,"FixedFrequency",5,821,"Include"
"SB2020_e3","SB2020_e3_14",2,"ethic",6,0,"FixedFrequency",5,579,"Include"
"SB2020_e3","SB2020_e3_14",2,"fifty",7,1,"FixedFrequency",1,276,"Include"
"SB2020_e3","SB2020_e3_14",2,"weeks",8,1,"FixedFrequency",1,889,"Include"
"SB2020_e3","SB2020_e3_14",2,"fuses",9,0,"FixedFrequency",5,237,"Include"
"SB2020_e3","SB2020_e3_14",2,"clear",10,0,"FixedFrequency",1,107,"Include"
"SB2020_e3","SB2020_e3_14",2,"dirty",11,1,"FixedFrequency",5,458,"Include"
"SB2020_e3","SB2020_e3_14",2,"holds",12,0,"FixedFrequency",1,526,"Include"
"SB2020_e3","SB2020_e3_14",2,"oases",13,0,"FixedFrequency",3,689,"Include"
"SB2020_e3","SB2020_e3_14",2,"drawn",14,0,"FixedFrequency",5,279,"Include"
"SB2020_e3","SB2020_e3_14",2,"bosom",15,0,"FixedFrequency",5,61,"Include"
"SB2020_e3","SB2020_e3_14",2,"blast",16,0,"FixedFrequency",5,1523,"Include"
"SB2020_e3","SB2020_e3_14",2,"issue",17,0,"FixedFrequency",3,327,"Include"
"SB2020_e3","SB2020_e3_14",2,"choke",18,1,"FixedFrequency",5,773,"Include"
"SB2020_e3","SB2020_e3_14",2,"rails",19,0,"FixedFrequency",3,218,"Include"
"SB2020_e3","SB2020_e3_14",2,"lives",20,1,"FixedFrequency",3,394,"Include"
"SB2020_e3","SB2020_e3_14",2,"order",21,0,"FixedFrequency",3,143,"Include"
"SB2020_e3","SB2020_e3_14",2,"bluff",22,0,"FixedFrequency",3,357,"Include"
"SB2020_e3","SB2020_e3_14",2,"paces",23,1,"FixedFrequency",4,323,"Include"
"SB2020_e3","SB2020_e3_14",2,"steer",24,1,"FixedFrequency",1,327,"Include"
"SB2020_e3","SB2020_e3_14",2,"highs",25,0,"FixedFrequency",2,430,"Include"
"SB2020_e3","SB2020_e3_14",2,"havin",26,0,"FixedFrequency",5,270,"Include"
"SB2020_e3","SB2020_e3_14",2,"clogs",27,1,"FixedFrequency",4,486,"Include"
"SB2020_e3","SB2020_e3_14",2,"wools",28,1,"FixedFrequency",2,100,"Include"
"SB2020_e3","SB2020_e3_14",2,"twine",29,0,"FixedFrequency",5,294,"Include"
"SB2020_e3","SB2020_e3_14",2,"hanky",30,1,"FixedFrequency",6,657,"Include"
"SB2020_e3","SB2020_e3_14",2,"dopey",31,0,"FixedFrequency",6,384,"Include"
"SB2020_e3","SB2020_e3_14",2,"rowdy",32,0,"FixedFrequency",2,194,"Include"
"SB2020_e3","SB2020_e3_14",2,"matey",33,1,"FixedFrequency",6,959,"Include"
"SB2020_e3","SB2020_e3_14",2,"breed",34,0,"FixedFrequency",6,780,"Include"
"SB2020_e3","SB2020_e3_14",2,"putty",35,1,"FixedFrequency",3,722,"Include"
"SB2020_e3","SB2020_e3_14",2,"rafts",36,0,"FixedFrequency",2,333,"Include"
"SB2020_e3","SB2020_e3_14",2,"squab",37,1,"FixedFrequency",4,259,"Include"
"SB2020_e3","SB2020_e3_14",2,"valve",38,1,"FixedFrequency",1,762,"Include"
"SB2020_e3","SB2020_e3_14",2,"chalk",39,0,"FixedFrequency",1,445,"Include"
"SB2020_e3","SB2020_e3_14",2,"foamy",40,1,"FixedFrequency",1,837,"Include"
"SB2020_e3","SB2020_e3_14",2,"frizz",41,1,"FixedFrequency",6,479,"Include"
"SB2020_e3","SB2020_e3_14",2,"panko",42,1,"FixedFrequency",1,277,"Include"
"SB2020_e3","SB2020_e3_14",2,"mates",43,1,"FixedFrequency",6,344,"Include"
