"exp","id","isold","condition1","condition2","rating","RT","excluding","trial"
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"98.2","Include",1
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1493.2","Include",2
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1223.3","Include",3
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"850.6","Include",4
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"867.1","Include",5
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",3,"1518.1","Include",6
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1377","Include",7
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"713.7","Include",8
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"818.7","Include",9
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1466.4","Include",10
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1143.4000000000001","Include",11
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"973.5","Include",12
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",2,"1956.3","Include",13
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1061.7","Include",14
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"1594","Include",15
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1152.0999999999999","Include",16
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"847.1","Include",17
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"1191.5999999999999","Include",18
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"762.6","Include",19
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"712.6","Include",20
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"1793.5","Include",21
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"855.9","Include",22
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",2,"3132","Include",23
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1387.3","Include",24
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"1735.8","Include",25
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1074","Include",26
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"911.3","Include",27
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1607.7","Include",28
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1262.9000000000001","Include",29
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1166.4000000000001","Include",30
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1443.2","Include",31
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1197.9000000000001","Include",32
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"672.5","Include",33
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"898.7","Include",34
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1193.4000000000001","Include",35
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"721.6","Include",36
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1069.8","Include",37
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"962.7","Include",38
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1138.9000000000001","Include",39
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1150","Include",40
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1150","Include",41
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"984.7","Include",42
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"867.6","Include",43
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"903.9","Include",44
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"641.29999999999995","Include",45
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"882.6","Include",46
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"1062.9000000000001","Include",47
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1421.2","Include",48
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"1717.1","Include",49
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1607.2","Include",50
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"842.2","Include",51
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1934.8","Include",52
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1407.6","Include",53
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"633.20000000000005","Include",54
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1017","Include",55
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",3,"33.5","Include",56
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"985.4","Include",57
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"877","Include",58
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1566.1","Include",59
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1045","Include",60
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"976.4","Include",61
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"989.2","Include",62
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"879.2","Include",63
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"868.1","Include",64
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1091.7","Include",65
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"955","Include",66
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",2,"228.1","Include",67
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",3,"1981.2","Include",68
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1008.4","Include",69
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"970.4","Include",70
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",3,"1345.1","Include",71
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1063.5999999999999","Include",72
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1031.2","Include",73
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1551.7","Include",74
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",3,"1340.5","Include",75
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"872.8","Include",76
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"667.7","Include",77
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",3,"1906.2","Include",78
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1216.8","Include",79
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"713.6","Include",80
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",3,"1583.2","Include",81
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1361.7","Include",82
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",3,"52.7","Include",83
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"771.9","Include",84
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1217.9000000000001","Include",85
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"776.9","Include",86
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"838.6","Include",87
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1117.3","Include",88
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"887.6","Include",89
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"794","Include",90
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1440.8","Include",91
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1053","Include",92
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"804.8","Include",93
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"429.1","Include",94
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",3,"111.4","Include",95
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"1462.9","Include",96
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1335.2","Include",97
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",2,"1559.8","Include",98
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1164.3","Include",99
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1136.7","Include",100
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1062.4000000000001","Include",101
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"836.2","Include",102
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"834","Include",103
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",3,"1779.5","Include",104
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1210.4000000000001","Include",105
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"581.9","Include",106
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"818.1","Include",107
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1072.5","Include",108
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1059.4000000000001","Include",109
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1188.5999999999999","Include",110
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"721.1","Include",111
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"634.9","Include",112
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"1223.9000000000001","Include",113
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"693.6","Include",114
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"659.9","Include",115
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"890","Include",116
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"765","Include",117
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",2,"1712.5","Include",118
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",3,"1873.3","Include",119
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"1439.5","Include",120
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"914.6","Include",121
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",3,"1508.7","Include",122
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1145","Include",123
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"830","Include",124
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"1023.3","Include",125
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1635.3","Include",126
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1039.8","Include",127
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"852.3","Include",128
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"794.2","Include",129
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1541.3","Include",130
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"948.9","Include",131
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"644.29999999999995","Include",132
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"997.5","Include",133
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1021","Include",134
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"928.3","Include",135
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1275.5999999999999","Include",136
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"722.5","Include",137
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1785.2","Include",138
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"1042.9000000000001","Include",139
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"1725.8","Include",140
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"682.6","Include",141
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"869","Include",142
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"946.7","Include",143
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1429.6","Include",144
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"983.8","Include",145
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"872.5","Include",146
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"876.7","Include",147
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"820","Include",148
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1198.7","Include",149
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"942.8","Include",150
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1384.6","Include",151
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"809.5","Include",152
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1642.6","Include",153
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"586.20000000000005","Include",154
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"865.5","Include",155
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"699.7","Include",156
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"1274.9000000000001","Include",157
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"847.7","Include",158
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1453.3","Include",159
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1281.0999999999999","Include",160
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"1186.4000000000001","Include",161
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"131.19999999999999","Include",162
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"1832.9","Include",163
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1044.5","Include",164
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"1564.6","Include",165
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"1033.9000000000001","Include",166
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"1385.4","Include",167
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1110.3","Include",168
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1192.9000000000001","Include",169
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",1,"1122.4000000000001","Include",170
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"239.9","Include",171
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"934.8","Include",172
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1092.8","Include",173
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"920.2","Include",174
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"1123.8","Include",175
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"872.4","Include",176
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"1009.3","Include",177
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"792.7","Include",178
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"897.1","Include",179
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1038.8","Include",180
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"671.1","Include",181
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",4,"913.3","Include",182
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"898.3","Include",183
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1173.4000000000001","Include",184
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1087","Include",185
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"1204.7","Include",186
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"1365.7","Include",187
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"1402.2","Include",188
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"626.6","Include",189
"SSW2015_e3","SSW2015_e3_21",0,"Younger","RelatedLures",1,"1164.4000000000001","Include",190
"SSW2015_e3","SSW2015_e3_21",0,"Younger","UnrelatedLures",1,"577.5","Include",191
"SSW2015_e3","SSW2015_e3_21",1,"Younger","Studied",4,"663.3","Include",192
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"1274.9000000000001","Include",1
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",3,"1548.3","Include",2
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"1012.8","Include",3
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",2,"1934.2","Include",4
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"1499.4","Include",5
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"894.6","Include",6
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",2,"2005.1","Include",7
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"1887.6","Include",8
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",2,"1503.5","Include",9
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"864.1","Include",10
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"985.6","Include",11
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"1228.4000000000001","Include",12
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"1106","Include",13
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"921.2","Include",14
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"1238.7","Include",15
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"1174.0999999999999","Include",16
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"995.9","Include",17
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"1091.4000000000001","Include",18
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",3,"1337.7","Include",19
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"1202.5999999999999","Include",20
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"1484.1","Include",21
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"1578.5","Include",22
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"1258.8","Include",23
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",3,"1642.1","Include",24
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"1059.9000000000001","Include",25
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",2,"1226.5999999999999","Include",26
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",3,"1192.0999999999999","Include",27
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"975.5","Include",28
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",2,"1406.8","Include",29
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"1072.5","Include",30
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"1101.7","Include",31
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",3,"1253.5","Include",32
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",3,"1119.5","Include",33
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"1609.9","Include",34
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",2,"1654.2","Include",35
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",1,"1857.6","Include",36
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"1586.8","Include",37
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",1,"1965.2","Include",38
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",2,"1198.5999999999999","Include",39
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"1449.6","Include",40
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"1270.0999999999999","Include",41
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",3,"1840.6","Include",42
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"857.3","Include",43
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"955.9","Include",44
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"981.2","Include",45
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"838.3","Include",46
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",3,"1441.8","Include",47
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",2,"1098.5","Include",48
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"826","Include",49
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"865.2","Include",50
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"867.5","Include",51
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",2,"1561","Include",52
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"968.2","Include",53
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"1254.3","Include",54
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"1301.3","Include",55
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",2,"1172.5","Include",56
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"972","Include",57
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",3,"1035.4000000000001","Include",58
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"804.2","Include",59
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",2,"1061.9000000000001","Include",60
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"849.8","Include",61
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"1379.4","Include",62
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",2,"1595.2","Include",63
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"899.5","Include",64
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"981.8","Include",65
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",2,"1239.5999999999999","Include",66
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"1109.4000000000001","Include",67
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"1090.9000000000001","Include",68
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"874.9","Include",69
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",2,"1169.0999999999999","Include",70
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"818.1","Include",71
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"901.2","Include",72
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",3,"1818.9","Include",73
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"915.2","Include",74
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"802","Include",75
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",2,"1129.3","Include",76
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",3,"1120.7","Include",77
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"1030.0999999999999","Include",78
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"842.1","Include",79
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",4,"804.3","Include",80
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"800.4","Include",81
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"713.6","Include",82
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",3,"1666.8","Include",83
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",2,"1103.2","Include",84
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"842.5","Include",85
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"1397.7","Include",86
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"1018","Include",87
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",2,"1075","Include",88
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"1022.8","Include",89
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"884","Include",90
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"1183.7","Include",91
"SSW2015_e3","SSW2015_e3_22",0,"Younger","RelatedLures",1,"1076","Include",92
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"975.2","Include",93
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"985.8","Include",94
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"946.4","Include",95
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"903.1","Include",96
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"912.2","Include",97
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",2,"1098.8","Include",98
"SSW2015_e3","SSW2015_e3_22",0,"Younger","UnrelatedLures",1,"842.1","Include",99
"SSW2015_e3","SSW2015_e3_22",1,"Younger","Studied",4,"974.3","Include",100
