"exp","id","block","trial","isold","condition1","rating","excluding"
"WMS2012_e1","WMS2012_e1_5",1,1,1,"Theta",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,2,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,3,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,4,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,5,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,6,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,7,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,8,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,9,0,"New",1,"Include"
"WMS2012_e1","WMS2012_e1_5",1,10,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,11,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,12,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,13,1,"Alpha",6,"Include"
"WMS2012_e1","WMS2012_e1_5",1,14,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,15,1,"Alpha",6,"Include"
"WMS2012_e1","WMS2012_e1_5",1,16,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,17,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,18,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,19,1,"Alpha",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,20,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,21,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,22,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,23,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,24,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,25,1,"Alpha",1,"Include"
"WMS2012_e1","WMS2012_e1_5",1,26,1,"Alpha",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,27,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,28,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,29,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,30,1,"Alpha",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,31,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,32,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,33,1,"Alpha",6,"Include"
"WMS2012_e1","WMS2012_e1_5",1,34,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,35,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,36,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,37,1,"Alpha",1,"Include"
"WMS2012_e1","WMS2012_e1_5",1,38,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,39,1,"Alpha",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,40,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,41,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,42,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,43,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,44,0,"New",1,"Include"
"WMS2012_e1","WMS2012_e1_5",1,45,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,46,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,47,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,48,1,"Alpha",6,"Include"
"WMS2012_e1","WMS2012_e1_5",1,49,0,"New",1,"Include"
"WMS2012_e1","WMS2012_e1_5",1,50,1,"Alpha",6,"Include"
"WMS2012_e1","WMS2012_e1_5",1,51,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,52,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,53,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,54,1,"Theta",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,55,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,56,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,57,1,"Alpha",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,58,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,59,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,60,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,61,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,62,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,63,1,"Alpha",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,64,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,65,0,"New",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,66,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,67,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,68,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,69,1,"Theta",1,"Include"
"WMS2012_e1","WMS2012_e1_5",1,70,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,71,1,"Theta",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,72,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,73,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,74,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,75,1,"Theta",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,76,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,77,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,78,1,"Theta",6,"Include"
"WMS2012_e1","WMS2012_e1_5",1,79,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,80,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,81,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,82,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,83,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,84,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,85,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,86,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,87,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,88,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,89,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,90,1,"Theta",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,91,0,"New",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,92,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,93,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,94,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,95,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,96,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,97,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,98,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,99,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,100,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,101,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,102,0,"New",1,"Include"
"WMS2012_e1","WMS2012_e1_5",1,103,1,"Alpha",6,"Include"
"WMS2012_e1","WMS2012_e1_5",1,104,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,105,0,"New",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,106,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,107,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,108,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,109,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,110,0,"New",1,"Include"
"WMS2012_e1","WMS2012_e1_5",1,111,1,"Theta",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,112,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,113,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,114,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,115,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,116,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,117,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,118,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,119,1,"Alpha",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,120,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,121,0,"New",1,"Include"
"WMS2012_e1","WMS2012_e1_5",1,122,0,"New",1,"Include"
"WMS2012_e1","WMS2012_e1_5",1,123,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,124,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,125,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,126,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,127,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,128,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,129,1,"Alpha",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,130,1,"Theta",1,"Include"
"WMS2012_e1","WMS2012_e1_5",1,131,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,132,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,133,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,134,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,135,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,136,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,137,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,138,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,139,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,140,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,141,1,"Theta",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,142,1,"Theta",0,"Exclude"
"WMS2012_e1","WMS2012_e1_5",1,143,0,"New",1,"Include"
"WMS2012_e1","WMS2012_e1_5",1,144,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,145,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,146,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,147,1,"Alpha",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,148,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,149,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,150,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,151,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,152,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,153,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,154,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,155,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,156,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,157,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,158,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,159,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,160,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,161,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,162,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",1,163,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,164,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,165,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,166,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,167,1,"Theta",0,"Exclude"
"WMS2012_e1","WMS2012_e1_5",1,168,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",1,169,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",1,170,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,171,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",1,172,1,"Theta",7,"Exclude"
"WMS2012_e1","WMS2012_e1_5",1,173,1,"Theta",6,"Include"
"WMS2012_e1","WMS2012_e1_5",1,174,1,"Alpha",7,"Exclude"
"WMS2012_e1","WMS2012_e1_5",1,175,1,"Theta",6,"Include"
"WMS2012_e1","WMS2012_e1_5",1,176,1,"Alpha",7,"Exclude"
"WMS2012_e1","WMS2012_e1_5",1,177,1,"Theta",6,"Include"
"WMS2012_e1","WMS2012_e1_5",1,178,0,"New",6,"Include"
"WMS2012_e1","WMS2012_e1_5",1,179,0,"New",7,"Exclude"
"WMS2012_e1","WMS2012_e1_5",1,180,1,"Theta",0,"Exclude"
"WMS2012_e1","WMS2012_e1_5",2,181,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,182,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,183,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,184,1,"Alpha",6,"Include"
"WMS2012_e1","WMS2012_e1_5",2,185,1,"Theta",1,"Include"
"WMS2012_e1","WMS2012_e1_5",2,186,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,187,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,188,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,189,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,190,1,"Alpha",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,191,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,192,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,193,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,194,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,195,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,196,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,197,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,198,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,199,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,200,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,201,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,202,1,"Theta",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,203,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,204,1,"Theta",6,"Include"
"WMS2012_e1","WMS2012_e1_5",2,205,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,206,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,207,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,208,0,"New",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,209,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,210,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,211,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,212,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,213,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,214,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,215,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,216,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,217,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,218,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,219,0,"New",1,"Include"
"WMS2012_e1","WMS2012_e1_5",2,220,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,221,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,222,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,223,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,224,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,225,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,226,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,227,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,228,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,229,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,230,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,231,1,"Theta",6,"Include"
"WMS2012_e1","WMS2012_e1_5",2,232,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,233,1,"Alpha",6,"Include"
"WMS2012_e1","WMS2012_e1_5",2,234,1,"Alpha",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,235,1,"Theta",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,236,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,237,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,238,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,239,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,240,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,241,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,242,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,243,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,244,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,245,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,246,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,247,0,"New",1,"Include"
"WMS2012_e1","WMS2012_e1_5",2,248,1,"Alpha",6,"Include"
"WMS2012_e1","WMS2012_e1_5",2,249,1,"Alpha",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,250,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,251,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,252,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,253,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,254,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,255,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,256,1,"Theta",6,"Include"
"WMS2012_e1","WMS2012_e1_5",2,257,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,258,1,"Theta",1,"Include"
"WMS2012_e1","WMS2012_e1_5",2,259,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,260,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,261,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,262,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,263,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,264,0,"New",1,"Include"
"WMS2012_e1","WMS2012_e1_5",2,265,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,266,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,267,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,268,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,269,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,270,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,271,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,272,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,273,0,"New",1,"Include"
"WMS2012_e1","WMS2012_e1_5",2,274,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,275,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,276,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,277,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,278,1,"Theta",0,"Exclude"
"WMS2012_e1","WMS2012_e1_5",2,279,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,280,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,281,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,282,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,283,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,284,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,285,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,286,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,287,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,288,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,289,1,"Alpha",6,"Include"
"WMS2012_e1","WMS2012_e1_5",2,290,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,291,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,292,1,"Theta",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,293,1,"Alpha",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,294,1,"Alpha",1,"Include"
"WMS2012_e1","WMS2012_e1_5",2,295,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,296,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,297,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,298,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,299,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,300,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,301,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,302,1,"Alpha",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,303,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,304,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,305,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,306,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,307,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,308,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,309,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,310,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,311,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,312,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,313,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,314,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,315,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,316,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,317,1,"Theta",1,"Include"
"WMS2012_e1","WMS2012_e1_5",2,318,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,319,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,320,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,321,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,322,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,323,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,324,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,325,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,326,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,327,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,328,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,329,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,330,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,331,1,"Alpha",6,"Include"
"WMS2012_e1","WMS2012_e1_5",2,332,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,333,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,334,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,335,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,336,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,337,0,"New",2,"Include"
"WMS2012_e1","WMS2012_e1_5",2,338,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,339,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,340,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,341,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,342,1,"Theta",5,"Include"
"WMS2012_e1","WMS2012_e1_5",2,343,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,344,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,345,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,346,1,"Alpha",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,347,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,348,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,349,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,350,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,351,0,"New",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,352,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,353,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,354,0,"New",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,355,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,356,1,"Alpha",0,"Exclude"
"WMS2012_e1","WMS2012_e1_5",2,357,1,"Alpha",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,358,1,"Theta",3,"Include"
"WMS2012_e1","WMS2012_e1_5",2,359,1,"Theta",4,"Include"
"WMS2012_e1","WMS2012_e1_5",2,360,1,"Alpha",5,"Include"
