"exp","id","item","trial","isold","rating","excluding"
"WKS2020_e1","WKS2020_e1_102","305.jpg",1,1,2,"Include"
"WKS2020_e1","WKS2020_e1_102","200.jpg",2,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","364.jpg",3,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","874.jpg",4,1,2,"Include"
"WKS2020_e1","WKS2020_e1_102","729.jpg",5,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","887.jpg",6,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","562.jpg",7,1,2,"Include"
"WKS2020_e1","WKS2020_e1_102","422.jpg",8,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","306.jpg",9,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","59.jpg",10,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","153.jpg",11,1,4,"Include"
"WKS2020_e1","WKS2020_e1_102","697.jpg",12,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","175.jpg",13,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","873.jpg",14,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","594.jpg",15,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","240.jpg",16,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","829.jpg",17,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","227.jpg",18,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","892.jpg",19,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","457.jpg",20,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","69.jpg",21,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","832.jpg",22,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","55.jpg",23,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","351.jpg",24,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","437.jpg",25,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","721.jpg",26,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","302.jpg",27,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","687.jpg",28,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","365.jpg",29,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","257.jpg",30,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","202.jpg",31,1,4,"Include"
"WKS2020_e1","WKS2020_e1_102","521.jpg",32,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","334.jpg",33,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","821.jpg",34,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","7.jpg",35,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","843.jpg",36,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","282.jpg",37,1,2,"Include"
"WKS2020_e1","WKS2020_e1_102","304.jpg",38,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","318.jpg",39,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","285.jpg",40,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","237.jpg",41,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","286.jpg",42,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","862.jpg",43,1,2,"Include"
"WKS2020_e1","WKS2020_e1_102","649.jpg",44,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","81.jpg",45,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","350.jpg",46,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","587.jpg",47,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","605.jpg",48,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","802.jpg",49,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","548.jpg",50,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","778.jpg",51,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","225.jpg",52,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","496.jpg",53,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","596.jpg",54,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","357.jpg",55,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","116.jpg",56,1,2,"Include"
"WKS2020_e1","WKS2020_e1_102","675.jpg",57,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","394.jpg",58,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","611.jpg",59,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","849.jpg",60,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","15.jpg",61,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","762.jpg",62,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","728.jpg",63,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","419.jpg",64,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","608.jpg",65,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","659.jpg",66,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","698.jpg",67,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","208.jpg",68,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","534.JPG",69,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","40.jpg",70,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","791.jpg",71,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","266.jpg",72,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","67.jpg",73,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","470.jpg",74,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","82.jpg",75,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","22.jpg",76,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","784.jpg",77,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","239.jpg",78,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","593.jpg",79,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","293.jpg",80,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","272.jpg",81,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","290.jpg",82,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","684.jpg",83,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","281.jpg",84,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","410.jpg",85,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","716.jpg",86,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","373.jpg",87,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","749.jpg",88,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","442.jpg",89,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","780.jpg",90,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","120.jpg",91,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","504.jpg",92,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","5.jpg",93,1,1,"Include"
"WKS2020_e1","WKS2020_e1_102","898.jpg",94,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","18.jpg",95,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","201.jpg",96,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","278.jpg",97,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","370.jpg",98,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","280.jpg",99,1,4,"Include"
"WKS2020_e1","WKS2020_e1_102","199.jpg",100,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","347.jpg",101,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","660.jpg",102,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","812.jpg",103,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","174.jpg",104,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","691.jpg",105,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","707.jpg",106,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","764.jpg",107,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","779.jpg",108,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","2.jpg",109,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","49.jpg",110,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","807.jpg",111,0,99,"Exclude"
"WKS2020_e1","WKS2020_e1_102","446.jpg",112,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","453.jpg",113,1,4,"Include"
"WKS2020_e1","WKS2020_e1_102","36.jpg",114,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","836.jpg",115,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","867.jpg",116,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","468.jpg",117,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","479.jpg",118,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","506.jpg",119,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","440.jpg",120,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","413.jpg",121,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","177.jpg",122,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","681.jpg",123,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","327.jpg",124,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","144.jpg",125,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","766.jpg",126,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","561.jpg",127,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","543.jpg",128,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","402.jpg",129,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","834.jpg",130,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","405.jpg",131,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","569.jpg",132,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","29.jpg",133,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","852.jpg",134,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","449.jpg",135,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","48.jpg",136,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","788.jpg",137,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","119.jpg",138,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","508.jpg",139,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","738.jpg",140,1,99,"Exclude"
"WKS2020_e1","WKS2020_e1_102","734.jpg",141,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","63.jpg",142,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","188.jpg",143,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","751.jpg",144,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","182.jpg",145,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","545.jpg",146,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","432.jpg",147,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","797.jpg",148,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","232.jpg",149,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","604.jpg",150,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","1.jpg",151,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","556.jpg",152,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","148.jpg",153,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","204.jpg",154,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","231.jpg",155,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","550.jpg",156,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","577.jpg",157,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","122.jpg",158,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","256.jpg",159,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","586.jpg",160,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","727.jpg",161,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","639.jpg",162,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","398.jpg",163,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","678.jpg",164,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","207.jpg",165,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","507.jpg",166,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","276.jpg",167,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","374.jpg",168,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","712.jpg",169,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","621.jpg",170,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","460.jpg",171,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","547.jpg",172,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","99.jpg",173,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","429.jpg",174,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","196.jpg",175,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","869.jpg",176,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","168.jpg",177,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","123.jpg",178,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","811.jpg",179,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","563.jpg",180,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","774.jpg",181,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","395.jpg",182,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","580.jpg",183,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","180.jpg",184,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","570.jpg",185,1,4,"Include"
"WKS2020_e1","WKS2020_e1_102","262.jpg",186,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","354.jpg",187,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","872.jpg",188,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","648.jpg",189,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","58.jpg",190,1,1,"Include"
"WKS2020_e1","WKS2020_e1_102","655.jpg",191,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","878.jpg",192,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","761.jpg",193,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","220.jpg",194,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","897.jpg",195,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","163.jpg",196,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","390.jpg",197,1,4,"Include"
"WKS2020_e1","WKS2020_e1_102","625.jpg",198,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","499.jpg",199,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","77.jpg",200,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","414.jpg",201,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","772.jpg",202,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","564.jpg",203,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","229.jpg",204,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","167.jpg",205,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","212.jpg",206,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","851.jpg",207,1,4,"Include"
"WKS2020_e1","WKS2020_e1_102","790.jpg",208,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","809.jpg",209,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","136.jpg",210,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","513.jpg",211,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","100.jpg",212,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","71.jpg",213,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","31.jpg",214,1,2,"Include"
"WKS2020_e1","WKS2020_e1_102","249.jpg",215,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","107.jpg",216,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","657.jpg",217,1,4,"Include"
"WKS2020_e1","WKS2020_e1_102","189.jpg",218,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","203.jpg",219,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","255.jpg",220,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","316.jpg",221,1,2,"Include"
"WKS2020_e1","WKS2020_e1_102","224.jpg",222,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","311.jpg",223,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","60.jpg",224,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","361.jpg",225,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","661.jpg",226,1,4,"Include"
"WKS2020_e1","WKS2020_e1_102","509.jpg",227,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","669.jpg",228,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","375.jpg",229,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","606.jpg",230,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","89.jpg",231,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","205.jpg",232,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","825.jpg",233,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","739.jpg",234,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","495.jpg",235,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","345.jpg",236,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","560.jpg",237,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","776.jpg",238,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","92.jpg",239,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","718.jpg",240,1,2,"Include"
"WKS2020_e1","WKS2020_e1_102","68.jpg",241,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","289.jpg",242,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","83.jpg",243,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","656.jpg",244,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","340.jpg",245,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","895.jpg",246,1,99,"Exclude"
"WKS2020_e1","WKS2020_e1_102","42.jpg",247,1,2,"Include"
"WKS2020_e1","WKS2020_e1_102","34.jpg",248,1,2,"Include"
"WKS2020_e1","WKS2020_e1_102","238.jpg",249,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","339.jpg",250,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","585.jpg",251,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","145.jpg",252,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","152.jpg",253,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","253.jpg",254,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","88.jpg",255,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","292.jpg",256,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","817.jpg",257,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","362.jpg",258,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","803.jpg",259,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","633.jpg",260,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","704.jpg",261,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","53.jpg",262,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","8.jpg",263,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","846.jpg",264,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","568.jpg",265,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","665.jpg",266,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","210.jpg",267,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","23.jpg",268,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","538.jpg",269,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","454.jpg",270,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","277.jpg",271,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","835.jpg",272,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","767.jpg",273,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","783.jpg",274,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","126.jpg",275,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","376.jpg",276,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","158.jpg",277,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","742.jpg",278,0,6,"Include"
"WKS2020_e1","WKS2020_e1_102","525.jpg",279,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","337.jpg",280,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","181.jpg",281,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","824.jpg",282,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","328.jpg",283,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","377.jpg",284,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","420.jpg",285,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","130.jpg",286,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","387.jpg",287,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","369.jpg",288,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","629.jpg",289,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","674.jpg",290,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","744.jpg",291,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","664.jpg",292,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","438.jpg",293,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","650.jpg",294,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","47.jpg",295,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","171.jpg",296,1,2,"Include"
"WKS2020_e1","WKS2020_e1_102","399.jpg",297,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","178.jpg",298,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","284.jpg",299,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","553.jpg",300,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","226.jpg",301,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","806.jpg",302,0,6,"Include"
"WKS2020_e1","WKS2020_e1_102","254.jpg",303,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","346.jpg",304,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","319.jpg",305,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","146.jpg",306,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","850.jpg",307,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","90.jpg",308,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","686.jpg",309,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","786.jpg",310,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","57.jpg",311,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","102.jpg",312,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","882.jpg",313,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","531.jpg",314,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","864.jpg",315,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","157.jpg",316,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","692.jpg",317,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","50.jpg",318,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","690.jpg",319,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","62.jpg",320,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","700.jpg",321,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","853.jpg",322,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","186.jpg",323,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","124.jpg",324,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","33.jpg",325,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","112.jpg",326,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","549.jpg",327,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","360.jpg",328,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","719.jpg",329,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","598.jpg",330,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","644.jpg",331,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","487.jpg",332,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","456.jpg",333,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","888.jpg",334,1,1,"Include"
"WKS2020_e1","WKS2020_e1_102","21.jpg",335,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","142.jpg",336,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","899.jpg",337,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","24.jpg",338,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","165.jpg",339,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","854.jpg",340,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","818.jpg",341,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","654.jpg",342,1,2,"Include"
"WKS2020_e1","WKS2020_e1_102","557.jpg",343,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","705.jpg",344,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","482.jpg",345,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","763.jpg",346,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","603.jpg",347,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","323.jpg",348,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","591.jpg",349,0,3,"Include"
"WKS2020_e1","WKS2020_e1_102","477.jpg",350,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","452.jpg",351,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","512.jpg",352,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","37.jpg",353,1,3,"Include"
"WKS2020_e1","WKS2020_e1_102","173.jpg",354,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","76.jpg",355,1,4,"Include"
"WKS2020_e1","WKS2020_e1_102","537.jpg",356,0,4,"Include"
"WKS2020_e1","WKS2020_e1_102","415.jpg",357,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","13.jpg",358,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","777.jpg",359,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","679.jpg",360,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","485.jpg",361,0,1,"Include"
"WKS2020_e1","WKS2020_e1_102","235.jpg",362,1,5,"Include"
"WKS2020_e1","WKS2020_e1_102","80.jpg",363,0,5,"Include"
"WKS2020_e1","WKS2020_e1_102","342.jpg",364,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","831.jpg",365,0,2,"Include"
"WKS2020_e1","WKS2020_e1_102","480.jpg",366,1,6,"Include"
"WKS2020_e1","WKS2020_e1_102","386.jpg",367,0,4,"Include"
