"exp","id","item","trial","isold","condition1","rating","RT","excluding"
"KAWY2013_e2","KAWY2013_e2_1","HIND",1,1,"Full",1,757,"Include"
"KAWY2013_e2","KAWY2013_e2_1","FRICTION",2,1,"Full",6,721,"Include"
"KAWY2013_e2","KAWY2013_e2_1","ERRAND",3,0,"Full",3,1054,"Include"
"KAWY2013_e2","KAWY2013_e2_1","BARK",4,1,"Full",6,667,"Include"
"KAWY2013_e2","KAWY2013_e2_1","BAYONET",5,0,"Full",1,552,"Include"
"KAWY2013_e2","KAWY2013_e2_1","GESTURE",6,0,"Full",4,1253,"Include"
"KAWY2013_e2","KAWY2013_e2_1","STATUE",7,1,"Full",6,642,"Include"
"KAWY2013_e2","KAWY2013_e2_1","LEVER",8,0,"Full",4,1071,"Include"
"KAWY2013_e2","KAWY2013_e2_1","NAIL",9,1,"Full",6,908,"Include"
"KAWY2013_e2","KAWY2013_e2_1","FABRIC",10,1,"Full",6,409,"Include"
"KAWY2013_e2","KAWY2013_e2_1","TUBE",11,1,"Full",6,678,"Include"
"KAWY2013_e2","KAWY2013_e2_1","AISLE",12,0,"Full",1,1396,"Include"
"KAWY2013_e2","KAWY2013_e2_1","BRAIN",13,0,"Full",1,673,"Include"
"KAWY2013_e2","KAWY2013_e2_1","RACKET",14,1,"Full",6,606,"Include"
"KAWY2013_e2","KAWY2013_e2_1","STAKE",15,0,"Full",1,700,"Include"
"KAWY2013_e2","KAWY2013_e2_1","FLOOD",16,0,"Full",2,761,"Include"
"KAWY2013_e2","KAWY2013_e2_1","ACRE",17,0,"Full",2,1014,"Include"
"KAWY2013_e2","KAWY2013_e2_1","DAYLIGHT",18,0,"Full",1,531,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CURB",19,1,"Full",6,528,"Include"
"KAWY2013_e2","KAWY2013_e2_1","GOLF",20,0,"Full",4,1326,"Include"
"KAWY2013_e2","KAWY2013_e2_1","HOLIDAY",21,1,"Full",5,794,"Include"
"KAWY2013_e2","KAWY2013_e2_1","PARTNER",22,0,"Full",6,680,"Include"
"KAWY2013_e2","KAWY2013_e2_1","TRAIL",23,1,"Full",6,532,"Include"
"KAWY2013_e2","KAWY2013_e2_1","BRONZE",24,1,"Full",6,466,"Include"
"KAWY2013_e2","KAWY2013_e2_1","TRAY",25,1,"Full",6,750,"Include"
"KAWY2013_e2","KAWY2013_e2_1","HAIL",26,1,"Full",6,571,"Include"
"KAWY2013_e2","KAWY2013_e2_1","WAVE",27,1,"Full",3,1095,"Include"
"KAWY2013_e2","KAWY2013_e2_1","SALAD",28,0,"Full",2,1125,"Include"
"KAWY2013_e2","KAWY2013_e2_1","WIDOW",29,1,"Full",6,546,"Include"
"KAWY2013_e2","KAWY2013_e2_1","SWAMP",30,0,"Full",1,767,"Include"
"KAWY2013_e2","KAWY2013_e2_1","TROLLEY",31,0,"Full",2,1085,"Include"
"KAWY2013_e2","KAWY2013_e2_1","PUNCH",32,0,"Full",2,1002,"Include"
"KAWY2013_e2","KAWY2013_e2_1","LIQUID",33,1,"Full",6,615,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CONE",34,0,"Full",5,964,"Include"
"KAWY2013_e2","KAWY2013_e2_1","HIDE",35,1,"Full",3,1313,"Include"
"KAWY2013_e2","KAWY2013_e2_1","WALLET",36,1,"Full",6,575,"Include"
"KAWY2013_e2","KAWY2013_e2_1","MOLECULE",37,0,"Full",2,1068,"Include"
"KAWY2013_e2","KAWY2013_e2_1","LUNCH",38,1,"Full",6,633,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CARDINAL",39,1,"Full",6,503,"Include"
"KAWY2013_e2","KAWY2013_e2_1","BRUSH",40,0,"Full",2,1236,"Include"
"KAWY2013_e2","KAWY2013_e2_1","ROAR",41,0,"Full",1,833,"Include"
"KAWY2013_e2","KAWY2013_e2_1","TEMPLE",42,1,"Full",6,815,"Include"
"KAWY2013_e2","KAWY2013_e2_1","TUNE",43,0,"Full",2,796,"Include"
"KAWY2013_e2","KAWY2013_e2_1","COMFORT",44,1,"Full",6,649,"Include"
"KAWY2013_e2","KAWY2013_e2_1","BREEZE",45,0,"Full",1,599,"Include"
"KAWY2013_e2","KAWY2013_e2_1","ANCHOR",46,1,"Full",6,452,"Include"
"KAWY2013_e2","KAWY2013_e2_1","THUNDER",47,0,"Full",2,945,"Include"
"KAWY2013_e2","KAWY2013_e2_1","STROKE",48,1,"Full",6,431,"Include"
"KAWY2013_e2","KAWY2013_e2_1","DEED",49,1,"Full",1,923,"Include"
"KAWY2013_e2","KAWY2013_e2_1","BATH",50,1,"Full",6,697,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CABLE",51,0,"Full",1,902,"Include"
"KAWY2013_e2","KAWY2013_e2_1","SODIUM",52,1,"Full",6,483,"Include"
"KAWY2013_e2","KAWY2013_e2_1","COPPER",53,0,"Full",4,993,"Include"
"KAWY2013_e2","KAWY2013_e2_1","SOLE",54,1,"Full",6,654,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CHAIN",55,1,"Full",6,459,"Include"
"KAWY2013_e2","KAWY2013_e2_1","OVEN",56,1,"Full",6,535,"Include"
"KAWY2013_e2","KAWY2013_e2_1","BUBBLE",57,0,"Full",2,788,"Include"
"KAWY2013_e2","KAWY2013_e2_1","RABBI",58,1,"Full",6,657,"Include"
"KAWY2013_e2","KAWY2013_e2_1","SPLIT",59,0,"Full",1,655,"Include"
"KAWY2013_e2","KAWY2013_e2_1","RECTOR",60,1,"Full",2,1004,"Include"
"KAWY2013_e2","KAWY2013_e2_1","BRASS",61,0,"Full",2,1065,"Include"
"KAWY2013_e2","KAWY2013_e2_1","HEEL",62,0,"Full",1,1126,"Include"
"KAWY2013_e2","KAWY2013_e2_1","DYNASTY",63,1,"Full",6,1139,"Include"
"KAWY2013_e2","KAWY2013_e2_1","QUACK",64,0,"Full",1,751,"Include"
"KAWY2013_e2","KAWY2013_e2_1","FOAM",65,1,"Full",6,508,"Include"
"KAWY2013_e2","KAWY2013_e2_1","NEPHEW",66,0,"Full",1,537,"Include"
"KAWY2013_e2","KAWY2013_e2_1","LENS",67,1,"Full",6,694,"Include"
"KAWY2013_e2","KAWY2013_e2_1","BORDER",68,1,"Full",6,691,"Include"
"KAWY2013_e2","KAWY2013_e2_1","PROFILE",69,0,"Full",1,1055,"Include"
"KAWY2013_e2","KAWY2013_e2_1","AUNT",70,1,"Full",6,476,"Include"
"KAWY2013_e2","KAWY2013_e2_1","POLL",71,0,"Full",2,1273,"Include"
"KAWY2013_e2","KAWY2013_e2_1","DISPLAY",72,1,"Full",2,775,"Include"
"KAWY2013_e2","KAWY2013_e2_1","PISTON",73,1,"Full",6,564,"Include"
"KAWY2013_e2","KAWY2013_e2_1","GRAVEL",74,0,"Full",1,753,"Include"
"KAWY2013_e2","KAWY2013_e2_1","NURSERY",75,0,"Full",2,782,"Include"
"KAWY2013_e2","KAWY2013_e2_1","GLARE",76,0,"Full",3,1019,"Include"
"KAWY2013_e2","KAWY2013_e2_1","MERCURY",77,1,"Full",6,505,"Include"
"KAWY2013_e2","KAWY2013_e2_1","PORT",78,0,"Full",1,933,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CREATURE",79,1,"Full",6,610,"Include"
"KAWY2013_e2","KAWY2013_e2_1","WINK",80,0,"Full",2,719,"Include"
"KAWY2013_e2","KAWY2013_e2_1","EXHAUST",81,0,"Full",3,989,"Include"
"KAWY2013_e2","KAWY2013_e2_1","SACK",82,0,"Full",1,841,"Include"
"KAWY2013_e2","KAWY2013_e2_1","SINGER",83,1,"Full",6,854,"Include"
"KAWY2013_e2","KAWY2013_e2_1","JAIL",84,0,"Full",1,611,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CRAFT",85,0,"Full",2,1152,"Include"
"KAWY2013_e2","KAWY2013_e2_1","TANK",86,0,"Full",3,1116,"Include"
"KAWY2013_e2","KAWY2013_e2_1","SAUCE",87,0,"Full",1,1066,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CEREMONY",88,1,"Full",6,711,"Include"
"KAWY2013_e2","KAWY2013_e2_1","LEAF",89,1,"Full",6,500,"Include"
"KAWY2013_e2","KAWY2013_e2_1","POLISH",90,0,"Full",2,864,"Include"
"KAWY2013_e2","KAWY2013_e2_1","TENNIS",91,0,"Full",1,1277,"Include"
"KAWY2013_e2","KAWY2013_e2_1","GUIDE",92,1,"Full",6,650,"Include"
"KAWY2013_e2","KAWY2013_e2_1","SEAM",93,1,"Full",2,1080,"Include"
"KAWY2013_e2","KAWY2013_e2_1","SALOON",94,1,"Full",6,581,"Include"
"KAWY2013_e2","KAWY2013_e2_1","REFUSE",95,1,"Full",6,498,"Include"
"KAWY2013_e2","KAWY2013_e2_1","PALETTE",96,0,"Full",3,911,"Include"
"KAWY2013_e2","KAWY2013_e2_1","POISON",97,1,"Full",6,492,"Include"
"KAWY2013_e2","KAWY2013_e2_1","BUILDER",98,0,"Full",4,1258,"Include"
"KAWY2013_e2","KAWY2013_e2_1","SATIN",99,0,"Full",3,1271,"Include"
"KAWY2013_e2","KAWY2013_e2_1","REVOLVER",100,0,"Full",3,1012,"Include"
"KAWY2013_e2","KAWY2013_e2_1","BISHOP",1,0,"Divided",2,876,"Include"
"KAWY2013_e2","KAWY2013_e2_1","STEEL",2,0,"Divided",2,915,"Include"
"KAWY2013_e2","KAWY2013_e2_1","FATIGUE",3,0,"Divided",4,1466,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CORAL",4,1,"Divided",6,1409,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CANE",5,0,"Divided",4,1529,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CHUCKLE",6,0,"Divided",4,1376,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CANDLE",7,1,"Divided",5,935,"Include"
"KAWY2013_e2","KAWY2013_e2_1","YARD",8,0,"Divided",2,1341,"Include"
"KAWY2013_e2","KAWY2013_e2_1","GIFT",9,1,"Divided",6,1110,"Include"
"KAWY2013_e2","KAWY2013_e2_1","RIOT",10,1,"Divided",4,1452,"Include"
"KAWY2013_e2","KAWY2013_e2_1","DEPUTY",11,1,"Divided",6,1028,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CURVE",12,0,"Divided",5,1275,"Include"
"KAWY2013_e2","KAWY2013_e2_1","EXPRESS",13,0,"Divided",3,1267,"Include"
"KAWY2013_e2","KAWY2013_e2_1","EDITION",14,0,"Divided",1,1146,"Include"
"KAWY2013_e2","KAWY2013_e2_1","REBEL",15,1,"Divided",4,1233,"Include"
"KAWY2013_e2","KAWY2013_e2_1","CHARTER",16,0,"Divided",4,985,"Include"
"KAWY2013_e2","KAWY2013_e2_1","TROOP",17,0,"Divided",2,1152,"Include"
"KAWY2013_e2","KAWY2013_e2_1","GIANT",18,1,"Divided",1,1111,"Include"
