"exp","id","block","item","isold","condition1","condition2","rating","RT","excluding"
"KFH2013_e1","KFH2013_e1_1",1,"ENTZUG",1,"HighF","LowA",6,1926.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"LEERE",0,"LowF","HighA",1,1277.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"IMPFUNG",1,"HighF","LowA",2,860.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FLUT",0,"LowF","LowA",6,1505.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"INTRIGE",1,"HighF","HighA",6,801.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SCHWERT",0,"HighF","HighA",2,1520.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PASSION",1,"HighF","LowA",6,1576.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"STIER",0,"HighF","HighA",2,1643.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"RIVALE",0,"HighF","LowA",1,1700.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KLUGHEIT",0,"HighF","HighA",1,599.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ALLEE",0,"LowF","HighA",1,1221.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"MAGAZIN",1,"LowF","LowA",3,1768.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KETTE",1,"LowF","HighA",2,361.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"THEKE",0,"HighF","HighA",1,1779.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ABBRUCH",1,"LowF","LowA",6,156.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FLAGGE",1,"LowF","HighA",2,1607.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KURVE",1,"LowF","HighA",6,1525.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TRENNUNG",1,"LowF","HighA",1,1513.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"HUHN",0,"HighF","HighA",1,1084.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PUPPE",0,"HighF","HighA",2,1931.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FANTASIE",0,"LowF","HighA",4,9.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"LUPE",1,"LowF","LowA",6,241.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SINFONIE",0,"HighF","LowA",1,1600.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"MUSICAL",1,"LowF","HighA",4,485.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SEIDE",0,"HighF","HighA",2,822.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"REFERAT",0,"HighF","LowA",4,1501,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"UNGEDULD",0,"HighF","HighA",2,326,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"WEIDE",1,"HighF","LowA",6,374,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KROKODIL",1,"HighF","HighA",6,133.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SCHLACHT",0,"LowF","HighA",1,449.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"WOLLE",0,"HighF","HighA",5,313,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KORAN",1,"HighF","HighA",6,9.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KAKAO",1,"HighF","LowA",6,1452,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"MITTAG",1,"LowF","LowA",1,1424.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PARTY",0,"LowF","LowA",1,335,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"QUOTE",1,"LowF","LowA",6,229,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"MORAL",0,"LowF","HighA",6,1941,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"EMOTION",0,"HighF","HighA",2,329.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"NOTAR",0,"HighF","HighA",1,736.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"LAUNE",0,"LowF","HighA",3,1578.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TRESOR",0,"HighF","LowA",2,1750.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PULVER",1,"HighF","HighA",5,1274.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SILBER",1,"LowF","HighA",6,378.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TEPPICH",0,"LowF","HighA",2,1144.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FASSADE",0,"LowF","HighA",6,662.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"MIMIK",0,"HighF","LowA",1,629.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KENNTNIS",0,"LowF","HighA",5,1151.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"GENOSSE",0,"HighF","LowA",2,69.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"GLOCKE",1,"HighF","LowA",4,1011.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"OSTERN",0,"LowF","LowA",1,145.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PANZER",0,"LowF","LowA",1,1449.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"STEG",0,"HighF","LowA",2,1129.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KOMPLIZE",1,"HighF","LowA",1,1404.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"AFFE",0,"HighF","HighA",1,1358.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TOLERANZ",1,"LowF","HighA",6,880.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FRIST",0,"LowF","LowA",2,804.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"AUFSATZ",1,"HighF","HighA",5,1548.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DIALEKT",0,"HighF","LowA",3,131.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DOZENT",1,"HighF","LowA",6,1217.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"WESTE",0,"HighF","LowA",2,411.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SEIL",1,"HighF","HighA",4,1505.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ZWANG",0,"LowF","HighA",1,1517.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"VERZEHR",0,"HighF","HighA",1,1245.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"MAKLER",0,"LowF","LowA",1,1346.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ABITUR",1,"LowF","LowA",6,1584.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"NACHBAR",0,"LowF","LowA",4,1676.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BALKEN",0,"HighF","HighA",2,1779.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SEIFE",1,"HighF","HighA",6,646.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"EIGENTUM",1,"LowF","LowA",2,1327.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"MENSA",0,"HighF","LowA",1,486.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DECKEL",1,"HighF","HighA",3,55.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"WANGE",1,"HighF","LowA",6,1224.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"HYPOTHEK",0,"HighF","LowA",1,528.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"HEIMKEHR",1,"HighF","LowA",2,185.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KEHLE",1,"HighF","HighA",6,342.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ZUGABE",0,"HighF","HighA",2,37.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"STAMM",1,"LowF","LowA",6,1891.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TEUFEL",1,"LowF","HighA",1,126.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SCHALE",1,"HighF","HighA",4,511.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FILTER",0,"HighF","LowA",2,687.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BURG",0,"LowF","LowA",3,29.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ADLER",0,"LowF","HighA",2,1191.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DUELL",0,"LowF","HighA",3,1504.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SOHLE",1,"HighF","LowA",4,1817.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PROGNOSE",1,"LowF","LowA",5,142.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PEST",1,"HighF","HighA",1,644,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BEFEHL",0,"LowF","HighA",5,709.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TUMOR",0,"HighF","LowA",1,632,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SPIONAGE",1,"HighF","LowA",4,442.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FLASCHE",1,"LowF","HighA",6,8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KONKURS",1,"LowF","HighA",1,1180.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BEWERBER",1,"LowF","HighA",2,373,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DARM",0,"HighF","LowA",5,183.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"MISSION",0,"LowF","LowA",2,940,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PFLEGE",1,"LowF","HighA",5,641,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"RASSE",0,"HighF","HighA",2,422,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"UNHEIL",1,"HighF","LowA",4,456.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PROFIL",1,"LowF","LowA",2,1619.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KARTON",0,"HighF","LowA",1,1491.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"AUFNAHME",0,"LowF","LowA",4,16.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PAPRIKA",0,"HighF","LowA",1,769.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"MYSTIK",1,"HighF","HighA",5,1566.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FISCH",1,"LowF","HighA",2,341.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"HERING",1,"HighF","HighA",5,396.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ANFLUG",1,"HighF","HighA",5,1351.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"STUBE",0,"HighF","LowA",1,1091.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DEMUT",1,"HighF","HighA",6,594.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"UNRECHT",0,"LowF","HighA",2,1975.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DOSIS",0,"HighF","LowA",1,1853.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BRUNNEN",0,"LowF","HighA",2,68.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KAMMER",0,"LowF","LowA",2,210.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"MEDAILLE",0,"LowF","LowA",3,585.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PECH",0,"LowF","HighA",4,1657.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DIKTATUR",1,"LowF","HighA",6,736.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"HOCHMUT",0,"HighF","HighA",1,144.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SCHMERZ",0,"LowF","HighA",2,713.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ABFAHRT",1,"LowF","HighA",6,1965.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ABSENDER",0,"HighF","LowA",3,315.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"REKORD",0,"LowF","LowA",3,1231.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"GEDULD",0,"LowF","HighA",5,696.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"QUELLE",1,"LowF","HighA",6,1445.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SKANDAL",0,"LowF","LowA",4,361.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"AUSDAUER",1,"HighF","LowA",4,191.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ATTENTAT",0,"LowF","LowA",2,899.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"EIFEL",1,"HighF","HighA",6,1124.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"STIEFEL",0,"HighF","HighA",3,309.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BARGELD",1,"LowF","LowA",3,1843.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"MOTOR",1,"LowF","HighA",5,320.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"HERDE",0,"HighF","HighA",5,239.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PLATTE",0,"LowF","LowA",3,1726.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"LENKER",1,"HighF","LowA",5,941.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ABSTURZ",1,"LowF","HighA",5,293.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PARADIES",0,"LowF","HighA",2,1224.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"STAU",0,"LowF","HighA",6,1473.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DURST",0,"HighF","HighA",3,101.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ANGEL",0,"HighF","LowA",3,295.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TRUPPE",1,"LowF","HighA",2,1692.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"POKAL",1,"LowF","HighA",2,1884.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PILGER",1,"HighF","LowA",4,892.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"HONIG",1,"HighF","HighA",5,124.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"REVOLVER",1,"HighF","HighA",5,1650.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TENOR",1,"LowF","LowA",5,636.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TABLETT",1,"HighF","LowA",4,446.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TANNE",1,"HighF","LowA",5,487.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DIAGNOSE",0,"LowF","HighA",5,813.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DEUTUNG",1,"HighF","LowA",2,749.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TRACHT",1,"HighF","HighA",3,1661,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"HAMSTER",1,"HighF","LowA",4,503,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ABSTIEG",1,"LowF","HighA",6,206.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FREIZEIT",0,"LowF","LowA",3,1881,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"WEHMUT",0,"HighF","LowA",5,835,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"VERBOT",1,"LowF","LowA",4,591,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SCHREI",0,"HighF","HighA",2,13,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ARSENAL",0,"LowF","LowA",3,312,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"LIST",1,"HighF","HighA",3,1930.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"UNTREUE",0,"LowF","LowA",1,1432.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SOLIST",0,"HighF","LowA",1,78.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"AFFEKT",1,"HighF","LowA",2,64.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SKRUPEL",1,"HighF","LowA",5,1892.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DOSE",0,"HighF","HighA",4,279.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KAMIN",0,"HighF","LowA",2,22.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DIEB",0,"HighF","HighA",6,534.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ZYLINDER",0,"HighF","HighA",2,1596.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FABEL",0,"HighF","LowA",1,1836.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DOKUMENT",1,"LowF","HighA",4,985.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ZORN",0,"LowF","HighA",5,877.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"AROMA",1,"HighF","HighA",2,1863.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"EIMER",0,"HighF","HighA",4,1511.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"REUE",0,"HighF","HighA",3,857.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"LAKEN",1,"HighF","LowA",5,879.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ERLEBNIS",1,"LowF","HighA",6,310.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PAPPE",1,"HighF","HighA",6,266.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ERBE",1,"LowF","LowA",6,875.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"HAHN",0,"LowF","HighA",2,1406.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SITTE",1,"HighF","HighA",6,1863.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"EGOISMUS",1,"HighF","HighA",5,1142.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PILZ",1,"HighF","LowA",5,1981.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"AUSFALL",1,"LowF","LowA",6,310.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"AGENT",1,"HighF","LowA",5,1676.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"LOGIK",0,"LowF","HighA",3,1693.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"HEILUNG",0,"HighF","LowA",2,333.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"WAHN",0,"HighF","HighA",2,1565.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KOHLE",0,"LowF","LowA",1,1651.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"LUXUS",1,"LowF","LowA",5,1586.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"REINHEIT",1,"HighF","HighA",6,860.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"AUFSTAND",1,"LowF","LowA",5,641.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"GUMMI",1,"HighF","HighA",4,979.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FUCHS",1,"LowF","LowA",5,1749.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"LIZENZ",1,"LowF","LowA",6,323.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"WURM",1,"HighF","HighA",4,763.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PROFI",1,"LowF","HighA",6,1769.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ABWEHR",1,"LowF","HighA",6,264.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"UNRUHE",0,"LowF","LowA",3,1764.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"STUFE",1,"LowF","LowA",6,1649.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BELEG",0,"LowF","LowA",4,373.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"STAUB",0,"LowF","HighA",4,275.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"RAMPE",0,"HighF","LowA",6,1108.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"VITAMIN",1,"HighF","HighA",6,1805.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"VORSICHT",0,"LowF","HighA",5,362.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"POINTE",0,"HighF","HighA",1,1883.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"LAUFBAHN",1,"LowF","HighA",1,325.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BEGIERDE",1,"HighF","LowA",1,718.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"MALARIA",1,"HighF","LowA",6,753.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FERIEN",0,"LowF","LowA",3,1749.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BENZIN",1,"LowF","HighA",5,555.1,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KAPPE",0,"HighF","LowA",2,1162,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KOMITEE",0,"LowF","LowA",4,1915,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DILEMMA",0,"LowF","LowA",1,457,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"RENNER",0,"LowF","LowA",2,901,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"REIZ",1,"LowF","LowA",6,988.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PFEIFE",1,"HighF","LowA",6,1740,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FRISUR",1,"HighF","LowA",6,946,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"HARMONIE",0,"LowF","HighA",5,151.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ANKLANG",0,"HighF","LowA",2,771.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"NEBEL",1,"LowF","HighA",6,1240.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BITTE",0,"LowF","HighA",2,1112.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FABRIK",1,"LowF","LowA",5,1551.9,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"INSTINKT",0,"HighF","HighA",6,55.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SCHOCK",1,"LowF","HighA",5,1387.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TENDENZ",0,"LowF","LowA",5,1610.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BOGEN",0,"LowF","HighA",4,1727.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"FRIEDHOF",1,"LowF","LowA",6,1654.8,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"NAGEL",1,"LowF","LowA",6,1093.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KLIMA",0,"LowF","LowA",6,1943.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TATORT",1,"LowF","LowA",6,1456.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"GEHALT",1,"LowF","LowA",4,1258.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SCHRECK",1,"HighF","LowA",1,1794.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"JUNGFRAU",1,"HighF","HighA",4,1280.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"EUPHORIE",0,"LowF","HighA",4,287.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"SEGEN",0,"LowF","LowA",3,738.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"WELLE",0,"LowF","LowA",4,994.7,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"UNWESEN",0,"HighF","LowA",2,625.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"NEUBAU",1,"LowF","LowA",6,310.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DUMMHEIT",1,"HighF","HighA",6,1309.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ABSAGE",1,"LowF","LowA",5,1204.6,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BLEI",0,"HighF","HighA",2,1164.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"AUFBRUCH",0,"LowF","LowA",5,1241.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"MAHNUNG",0,"HighF","LowA",1,1507.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ZITRONE",0,"HighF","LowA",1,1862.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"HABGIER",0,"HighF","HighA",6,242.5,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ANGLER",0,"HighF","HighA",5,899.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"HEMD",0,"LowF","HighA",4,902.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"DECKE",1,"LowF","HighA",4,44.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BEWEIS",1,"LowF","HighA",6,539.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"PAKET",1,"LowF","LowA",4,1249.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"ABBILD",1,"HighF","LowA",2,1690.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"VORSPIEL",1,"HighF","LowA",1,558.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"TRAGIK",1,"HighF","HighA",6,1237.2,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"EKSTASE",1,"HighF","HighA",6,1159.4,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"EINTRITT",0,"LowF","LowA",1,1141.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"BIBEL",1,"LowF","HighA",5,1852.3,"Include"
"KFH2013_e1","KFH2013_e1_1",1,"KUTSCHE",0,"HighF","LowA",2,904.3,"Include"
"KFH2013_e1","KFH2013_e1_10",1,"WOLLE",0,"HighF","HighA",2,198.4,"Include"
"KFH2013_e1","KFH2013_e1_10",1,"FUCHS",1,"LowF","LowA",6,425.4,"Include"
"KFH2013_e1","KFH2013_e1_10",1,"DILEMMA",0,"LowF","LowA",3,803.5,"Include"
"KFH2013_e1","KFH2013_e1_10",1,"WELLE",0,"LowF","LowA",2,1655.5,"Include"
"KFH2013_e1","KFH2013_e1_10",1,"DECKEL",1,"HighF","HighA",6,647.5,"Include"
"KFH2013_e1","KFH2013_e1_10",1,"PAPRIKA",0,"HighF","LowA",1,1289.4,"Include"
"KFH2013_e1","KFH2013_e1_10",1,"EIGENTUM",1,"LowF","LowA",6,890.3,"Include"
"KFH2013_e1","KFH2013_e1_10",1,"TENOR",1,"LowF","LowA",6,365.4,"Include"
"KFH2013_e1","KFH2013_e1_10",1,"ZORN",0,"LowF","HighA",1,1559.3,"Include"
"KFH2013_e1","KFH2013_e1_10",1,"HEMD",0,"LowF","HighA",4,582.3,"Include"
"KFH2013_e1","KFH2013_e1_10",1,"DARM",0,"HighF","LowA",1,924.2,"Include"
"KFH2013_e1","KFH2013_e1_10",1,"ZITRONE",0,"HighF","LowA",2,1663.3,"Include"
"KFH2013_e1","KFH2013_e1_10",1,"HUHN",0,"HighF","HighA",1,1374.3,"Include"
