"exp","id","block","item","isold","condition1","condition2","rating","RT","excluding"
"KFH2013_e1","KFH2013_e1_12",1,"AUFSTAND",1,"LowF","LowA",5,409,"Include"
"KFH2013_e1","KFH2013_e1_12",1,"LIST",1,"HighF","HighA",2,1893,"Include"
"KFH2013_e1","KFH2013_e1_12",1,"FILTER",0,"HighF","LowA",2,4,"Include"
"KFH2013_e1","KFH2013_e1_12",1,"BEWEIS",1,"LowF","HighA",6,518.9,"Include"
"KFH2013_e1","KFH2013_e1_12",1,"MISSION",0,"LowF","LowA",6,664.9,"Include"
"KFH2013_e1","KFH2013_e1_12",1,"NEUBAU",1,"LowF","LowA",3,1061.9,"Include"
"KFH2013_e1","KFH2013_e1_12",1,"TRAGIK",1,"HighF","HighA",2,1621.9,"Include"
"KFH2013_e1","KFH2013_e1_12",1,"TEPPICH",0,"LowF","HighA",1,1973.9,"Include"
"KFH2013_e1","KFH2013_e1_12",1,"RAMPE",0,"HighF","LowA",2,207.9,"Include"
"KFH2013_e1","KFH2013_e1_12",1,"BIBEL",1,"LowF","HighA",6,163.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"LAUFBAHN",1,"LowF","HighA",6,913.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ARSENAL",0,"LowF","LowA",1,1474.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"UNHEIL",1,"HighF","LowA",2,1377.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PFEIFE",1,"HighF","LowA",6,1550.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PAPRIKA",0,"HighF","LowA",1,279.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BARGELD",1,"LowF","LowA",6,627.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PAPPE",1,"HighF","HighA",1,1553.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PEST",1,"HighF","HighA",6,303.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"REUE",0,"HighF","HighA",2,1803.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KEHLE",1,"HighF","HighA",5,744.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SCHMERZ",0,"LowF","HighA",2,621.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FANTASIE",0,"LowF","HighA",1,765.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"QUOTE",1,"LowF","LowA",1,546.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ZORN",0,"LowF","HighA",1,511.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ABSTIEG",1,"LowF","HighA",6,1253.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"POINTE",0,"HighF","HighA",1,808.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DOSIS",0,"HighF","LowA",1,162.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TATORT",1,"LowF","LowA",6,212.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HAHN",0,"LowF","HighA",1,1429.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KLUGHEIT",0,"HighF","HighA",1,1061.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"AFFE",0,"HighF","HighA",1,509.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TENOR",1,"LowF","LowA",1,839,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ADLER",0,"LowF","HighA",1,293.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"STUFE",1,"LowF","LowA",4,472.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"MUSICAL",1,"LowF","HighA",6,806,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FASSADE",0,"LowF","HighA",1,863,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"RASSE",0,"HighF","HighA",1,849.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"INSTINKT",0,"HighF","HighA",1,485,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BENZIN",1,"LowF","HighA",6,700.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"LUXUS",1,"LowF","LowA",5,234,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PECH",0,"LowF","HighA",1,1845.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KROKODIL",1,"HighF","HighA",6,135.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KOHLE",0,"LowF","LowA",1,1917.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ANGEL",0,"HighF","LowA",2,383.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"MAGAZIN",1,"LowF","LowA",6,1855.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SCHALE",1,"HighF","HighA",6,1584.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HERDE",0,"HighF","HighA",2,249.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"NEUBAU",1,"LowF","LowA",6,1808.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"INTRIGE",1,"HighF","HighA",4,855.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FERIEN",0,"LowF","LowA",1,1052.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ABWEHR",1,"LowF","HighA",6,1918.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ANGLER",0,"HighF","HighA",3,1938.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SEIL",1,"HighF","HighA",2,1200.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"MITTAG",1,"LowF","LowA",3,1605.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"UNRECHT",0,"LowF","HighA",2,1065.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"WOLLE",0,"HighF","HighA",1,404.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"WANGE",1,"HighF","LowA",4,494.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BITTE",0,"LowF","HighA",1,1587.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"JUNGFRAU",1,"HighF","HighA",6,21.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KAKAO",1,"HighF","LowA",6,1132.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BIBEL",1,"LowF","HighA",6,431.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KUTSCHE",0,"HighF","LowA",1,394.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ABSTURZ",1,"LowF","HighA",6,698.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FLAGGE",1,"LowF","HighA",6,566.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"MYSTIK",1,"HighF","HighA",6,1125.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ZITRONE",0,"HighF","LowA",1,1724.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PLATTE",0,"LowF","LowA",3,1529.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KAMMER",0,"LowF","LowA",1,811.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ABSENDER",0,"HighF","LowA",1,1600.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"EIFEL",1,"HighF","HighA",6,1444.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"WEIDE",1,"HighF","LowA",6,924.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KONKURS",1,"LowF","HighA",6,974.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"EUPHORIE",0,"LowF","HighA",1,953.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TENDENZ",0,"LowF","LowA",3,371.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ANKLANG",0,"HighF","LowA",1,1784.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"LOGIK",0,"LowF","HighA",1,1451.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"LIZENZ",1,"LowF","LowA",2,1047.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DILEMMA",0,"LowF","LowA",1,1405.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"REVOLVER",1,"HighF","HighA",6,1322.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BURG",0,"LowF","LowA",1,1102.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DIEB",0,"HighF","HighA",1,642.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HEMD",0,"LowF","HighA",3,766.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SOLIST",0,"HighF","LowA",1,97.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"GUMMI",1,"HighF","HighA",6,307.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HONIG",1,"HighF","HighA",6,1086,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"AUSFLUG",0,"LowF","HighA",2,1626,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TUMOR",0,"HighF","LowA",1,1101.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ABBILD",1,"HighF","LowA",2,1821,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ZYLINDER",0,"HighF","HighA",2,1417.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TRENNUNG",1,"LowF","HighA",6,1656,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"STIEFEL",0,"HighF","HighA",1,1101,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PAKET",1,"LowF","LowA",6,1560,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HEILUNG",0,"HighF","LowA",3,748.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ABFAHRT",1,"LowF","HighA",6,673.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SCHLACHT",0,"LowF","HighA",1,299,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HEIMKEHR",1,"HighF","LowA",1,1039.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DOSE",0,"HighF","HighA",1,1309.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DEUTUNG",1,"HighF","LowA",1,2.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SPIONAGE",1,"HighF","LowA",6,441.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"RAMPE",0,"HighF","LowA",3,1148.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DIKTATUR",1,"LowF","HighA",6,458.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TRACHT",1,"HighF","HighA",6,1114.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"VERZEHR",0,"HighF","HighA",1,943.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SCHREI",0,"HighF","HighA",1,1894.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"VERBOT",1,"LowF","LowA",3,993.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"AROMA",1,"HighF","HighA",4,1204.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PILZ",1,"HighF","LowA",6,811.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ABBRUCH",1,"LowF","LowA",6,1024.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"STAMM",1,"LowF","LowA",3,794.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"REINHEIT",1,"HighF","HighA",5,1793.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FRIST",0,"LowF","LowA",3,575.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DOZENT",1,"HighF","LowA",6,173.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TANNE",1,"HighF","LowA",6,169.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DECKEL",1,"HighF","HighA",2,1853.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HYPOTHEK",0,"HighF","LowA",1,1359.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SCHOCK",1,"LowF","HighA",4,1771.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BALKEN",0,"HighF","HighA",1,1935.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ZUGABE",0,"HighF","HighA",2,1375.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HUHN",0,"HighF","HighA",6,485.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"THEKE",0,"HighF","HighA",3,1745.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"WESTE",0,"HighF","LowA",2,108.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ENTZUG",1,"HighF","LowA",6,1941.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TOLERANZ",1,"LowF","HighA",6,844.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"GLOCKE",1,"HighF","LowA",5,1667.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"MIMIK",0,"HighF","LowA",1,1381.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"EKSTASE",1,"HighF","HighA",5,1864.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ATTENTAT",0,"LowF","LowA",1,1207.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BOGEN",0,"LowF","HighA",1,875.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"AUFBRUCH",0,"LowF","LowA",4,918.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ABITUR",1,"LowF","LowA",6,1648.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"MAKLER",0,"LowF","LowA",1,1724.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BRUNNEN",0,"LowF","HighA",4,1514.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BEFEHL",0,"LowF","HighA",1,642.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"GEDULD",0,"LowF","HighA",3,243.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FLASCHE",1,"LowF","HighA",5,22.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BLEI",0,"HighF","HighA",1,1132,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DIALEKT",0,"HighF","LowA",1,893.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"VORSPIEL",1,"HighF","LowA",6,226.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DECKE",1,"LowF","HighA",2,1701,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"STUBE",0,"HighF","LowA",1,1751,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"UNTREUE",0,"LowF","LowA",1,991,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KOMITEE",0,"LowF","LowA",1,163.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HABGIER",0,"HighF","HighA",1,102.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TEPPICH",0,"LowF","HighA",2,997.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"WURM",1,"HighF","HighA",6,91.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"AUFSATZ",1,"HighF","HighA",4,429.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"EIMER",0,"HighF","HighA",5,482.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DUELL",0,"LowF","HighA",1,353.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"STIER",0,"HighF","HighA",3,289.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KAPPE",0,"HighF","LowA",2,1363.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KETTE",1,"LowF","HighA",6,835.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DEMUT",1,"HighF","HighA",6,1033.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SCHRECK",1,"HighF","LowA",3,768.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PULVER",1,"HighF","HighA",2,1272.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"LENKER",1,"HighF","LowA",2,370.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"MEDAILLE",0,"LowF","LowA",2,655.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"QUELLE",1,"LowF","HighA",6,1226.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PASSION",1,"HighF","LowA",6,1544.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SITTE",1,"HighF","HighA",5,272.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SOHLE",1,"HighF","LowA",5,1141.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SINFONIE",0,"HighF","LowA",1,1425.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"MOTOR",1,"LowF","HighA",6,941.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PUPPE",0,"HighF","HighA",3,411.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ERBE",1,"LowF","LowA",6,1394.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"NEBEL",1,"LowF","HighA",3,1159.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"IMPFUNG",1,"HighF","LowA",6,1800.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"MAHNUNG",0,"HighF","LowA",1,873.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FLUT",0,"LowF","LowA",3,1884.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BELEG",0,"LowF","LowA",1,1739.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SEIDE",0,"HighF","HighA",2,1576.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"MORAL",0,"LowF","HighA",5,1172.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PANZER",0,"LowF","LowA",1,271.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"RIVALE",0,"HighF","LowA",2,221.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"GEHALT",1,"LowF","LowA",3,1720.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"AGENT",1,"HighF","LowA",6,531.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HOCHMUT",0,"HighF","HighA",1,1049.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KORAN",1,"HighF","HighA",6,1264.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"WELLE",0,"LowF","LowA",3,180.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"LEERE",0,"LowF","HighA",2,1856.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"POKAL",1,"LowF","HighA",3,1115.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"LAUNE",0,"LowF","HighA",2,341.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TRESOR",0,"HighF","LowA",4,1210.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"VORSICHT",0,"LowF","HighA",3,1366.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"REFERAT",0,"HighF","LowA",1,1131.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"AUSFALL",1,"LowF","LowA",4,1332.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KURVE",1,"LowF","HighA",4,297,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"LUPE",1,"LowF","LowA",6,1417,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"AUFSTAND",1,"LowF","LowA",3,1322,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PROFIL",1,"LowF","LowA",6,1326,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"EIGENTUM",1,"LowF","LowA",3,273,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"NACHBAR",0,"LowF","LowA",5,433,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DARM",0,"HighF","LowA",1,350.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ANFLUG",1,"HighF","HighA",5,1883.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"MALARIA",1,"HighF","LowA",6,1558,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TRUPPE",1,"LowF","HighA",2,1828,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"AUSDAUER",1,"HighF","LowA",2,1692.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KLIMA",0,"LowF","LowA",4,1911.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BEGIERDE",1,"HighF","LowA",5,831.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"VITAMIN",1,"HighF","HighA",6,1683.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ERLEBNIS",1,"LowF","HighA",4,1010.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HARMONIE",0,"LowF","HighA",4,529.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"LAKEN",1,"HighF","LowA",6,1761.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"UNRUHE",0,"LowF","LowA",4,1395.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DIAGNOSE",0,"LowF","HighA",5,1110.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"AFFEKT",1,"HighF","LowA",6,216.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"WAHN",0,"HighF","HighA",2,1537.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KENNTNIS",0,"LowF","HighA",2,111.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TEUFEL",1,"LowF","HighA",6,885.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"REIZ",1,"LowF","LowA",6,6.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"STEG",0,"HighF","LowA",1,981.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"EGOISMUS",1,"HighF","HighA",6,1787.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SEGEN",0,"LowF","LowA",1,1243.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"UNGEDULD",0,"HighF","HighA",2,1965.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FRISUR",1,"HighF","LowA",6,3.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KOMPLIZE",1,"HighF","LowA",4,551.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FRIEDHOF",1,"LowF","LowA",6,1797.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FISCH",1,"LowF","HighA",3,685.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"MENSA",0,"HighF","LowA",1,1855.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"LIST",1,"HighF","HighA",5,245.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"UNWESEN",0,"HighF","LowA",1,335.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"AUFNAHME",0,"LowF","LowA",2,497.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TABLETT",1,"HighF","LowA",5,1133.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ALLEE",0,"LowF","HighA",1,1066.4,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PARADIES",0,"LowF","HighA",3,1886.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"EMOTION",0,"HighF","HighA",1,35.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"GENOSSE",0,"HighF","LowA",2,408.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SCHWERT",0,"HighF","HighA",3,209.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DOKUMENT",1,"LowF","HighA",6,811.3,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PFLEGE",1,"LowF","HighA",6,354.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HERING",1,"HighF","HighA",6,1226.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"RENNER",0,"LowF","LowA",1,75.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PROFI",1,"LowF","HighA",1,513.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ABSAGE",1,"LowF","LowA",2,269.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FREIZEIT",0,"LowF","LowA",4,1443.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"REKORD",0,"LowF","LowA",1,1636.2,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"WEHMUT",0,"HighF","LowA",1,1656.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SKRUPEL",1,"HighF","LowA",1,27.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HAMSTER",1,"HighF","LowA",1,498.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KARTON",0,"HighF","LowA",4,1556,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FILTER",0,"HighF","LowA",5,1061.1,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PROGNOSE",1,"LowF","LowA",4,829.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ENKEL",1,"LowF","LowA",2,1686.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SKANDAL",0,"LowF","LowA",1,39.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BEWEIS",1,"LowF","HighA",5,1905.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"NAGEL",1,"LowF","LowA",6,1921.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"AUSGABE",1,"LowF","LowA",2,714.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"TRAGIK",1,"HighF","HighA",2,621.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FABEL",0,"HighF","LowA",1,794.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"MISSION",0,"LowF","LowA",1,1697.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"STAU",0,"LowF","HighA",1,873.9,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PILGER",1,"HighF","LowA",5,1035.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"NOTAR",0,"HighF","HighA",3,1542.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"BEWERBER",1,"LowF","HighA",6,286.8,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"KAMIN",0,"HighF","LowA",4,1944.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"SEIFE",1,"HighF","HighA",6,473.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"OSTERN",0,"LowF","LowA",1,1879.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"PARTY",0,"LowF","LowA",1,23.7,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"HEIDE",1,"LowF","LowA",6,1752.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DUMMHEIT",1,"HighF","HighA",5,1640.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"ZWANG",0,"LowF","HighA",4,457.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FUCHS",1,"LowF","LowA",6,1293.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"STAUB",0,"LowF","HighA",3,1857.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"FABRIK",1,"LowF","LowA",6,483.6,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"DURST",0,"HighF","HighA",1,107.5,"Include"
"KFH2013_e1","KFH2013_e1_13",1,"EINTRITT",0,"LowF","LowA",3,1751.5,"Include"
