"exp","id","block","isold","rating","RT","excluding","trial"
"WKH2020_e1","WKH2020_e1_2",1,0,3,2550,"Include",138
"WKH2020_e1","WKH2020_e1_2",1,1,5,2626,"Include",139
"WKH2020_e1","WKH2020_e1_2",1,0,2,2924,"Include",140
"WKH2020_e1","WKH2020_e1_2",1,0,3,3134,"Include",141
"WKH2020_e1","WKH2020_e1_2",1,0,3,1715,"Include",142
"WKH2020_e1","WKH2020_e1_2",1,1,6,1865,"Include",143
"WKH2020_e1","WKH2020_e1_2",1,1,3,2411,"Include",144
"WKH2020_e1","WKH2020_e1_2",1,1,6,1900,"Include",145
"WKH2020_e1","WKH2020_e1_2",1,0,1,2288,"Include",146
"WKH2020_e1","WKH2020_e1_2",1,0,3,3438,"Include",147
"WKH2020_e1","WKH2020_e1_2",1,1,2,3214,"Include",148
"WKH2020_e1","WKH2020_e1_2",1,1,5,1786,"Include",149
"WKH2020_e1","WKH2020_e1_2",1,1,4,2473,"Include",150
"WKH2020_e1","WKH2020_e1_2",1,0,3,3434,"Include",151
"WKH2020_e1","WKH2020_e1_2",1,0,3,2578,"Include",152
"WKH2020_e1","WKH2020_e1_2",1,1,4,4306,"Include",153
"WKH2020_e1","WKH2020_e1_2",1,1,5,1966,"Include",154
"WKH2020_e1","WKH2020_e1_2",1,0,4,2989,"Include",155
"WKH2020_e1","WKH2020_e1_2",1,0,2,2732,"Include",156
"WKH2020_e1","WKH2020_e1_2",1,1,4,4079,"Include",157
"WKH2020_e1","WKH2020_e1_2",1,0,3,2408,"Include",158
"WKH2020_e1","WKH2020_e1_2",1,1,5,2127,"Include",159
"WKH2020_e1","WKH2020_e1_2",1,0,2,3445,"Include",160
"WKH2020_e1","WKH2020_e1_2",1,0,2,3284,"Include",161
"WKH2020_e1","WKH2020_e1_2",1,1,6,1686,"Include",162
"WKH2020_e1","WKH2020_e1_2",1,0,2,4196,"Include",163
"WKH2020_e1","WKH2020_e1_2",1,1,5,2336,"Include",164
"WKH2020_e1","WKH2020_e1_2",1,0,3,2760,"Include",165
"WKH2020_e1","WKH2020_e1_2",1,0,3,2406,"Include",166
"WKH2020_e1","WKH2020_e1_2",1,1,5,2064,"Include",167
"WKH2020_e1","WKH2020_e1_2",1,1,6,1773,"Include",168
"WKH2020_e1","WKH2020_e1_2",1,0,3,2682,"Include",169
"WKH2020_e1","WKH2020_e1_2",1,0,2,3252,"Include",170
"WKH2020_e1","WKH2020_e1_2",1,1,2,3886,"Include",171
"WKH2020_e1","WKH2020_e1_2",1,1,5,2121,"Include",172
"WKH2020_e1","WKH2020_e1_2",1,1,4,2367,"Include",173
"WKH2020_e1","WKH2020_e1_2",1,0,3,2828,"Include",174
"WKH2020_e1","WKH2020_e1_2",1,1,3,2331,"Include",175
"WKH2020_e1","WKH2020_e1_2",1,0,3,3893,"Include",176
"WKH2020_e1","WKH2020_e1_2",1,1,4,2674,"Include",177
"WKH2020_e1","WKH2020_e1_2",1,0,2,2858,"Include",178
"WKH2020_e1","WKH2020_e1_2",1,0,3,2457,"Include",179
"WKH2020_e1","WKH2020_e1_2",1,1,5,1981,"Include",180
"WKH2020_e1","WKH2020_e1_3",1,1,5,1618,"Include",1
"WKH2020_e1","WKH2020_e1_3",1,1,5,1163,"Include",2
"WKH2020_e1","WKH2020_e1_3",1,0,1,1227,"Include",3
"WKH2020_e1","WKH2020_e1_3",1,0,2,1575,"Include",4
"WKH2020_e1","WKH2020_e1_3",1,1,6,1664,"Include",5
"WKH2020_e1","WKH2020_e1_3",1,1,6,1372,"Include",6
"WKH2020_e1","WKH2020_e1_3",1,0,3,2129,"Include",7
"WKH2020_e1","WKH2020_e1_3",1,0,2,1588,"Include",8
"WKH2020_e1","WKH2020_e1_3",1,0,1,1244,"Include",9
"WKH2020_e1","WKH2020_e1_3",1,0,2,1659,"Include",10
"WKH2020_e1","WKH2020_e1_3",1,1,4,1798,"Include",11
"WKH2020_e1","WKH2020_e1_3",1,1,2,2797,"Include",12
"WKH2020_e1","WKH2020_e1_3",1,0,5,1906,"Include",13
"WKH2020_e1","WKH2020_e1_3",1,1,4,1786,"Include",14
"WKH2020_e1","WKH2020_e1_3",1,1,3,2089,"Include",15
"WKH2020_e1","WKH2020_e1_3",1,0,3,2970,"Include",16
"WKH2020_e1","WKH2020_e1_3",1,1,5,1821,"Include",17
"WKH2020_e1","WKH2020_e1_3",1,0,1,1908,"Include",18
"WKH2020_e1","WKH2020_e1_3",1,1,6,1149,"Include",19
"WKH2020_e1","WKH2020_e1_3",1,0,4,1718,"Include",20
"WKH2020_e1","WKH2020_e1_3",1,0,2,1804,"Include",21
"WKH2020_e1","WKH2020_e1_3",1,0,6,2399,"Include",22
"WKH2020_e1","WKH2020_e1_3",1,1,6,1288,"Include",23
"WKH2020_e1","WKH2020_e1_3",1,1,6,1720,"Include",24
"WKH2020_e1","WKH2020_e1_3",1,1,6,1216,"Include",25
"WKH2020_e1","WKH2020_e1_3",1,0,1,1705,"Include",26
