"exp","id","block","isold","rating","RT","excluding","trial"
"WKH2020_e1","WKH2020_e1_7",1,0,3,3136,"Include",86
"WKH2020_e1","WKH2020_e1_7",1,0,3,1752,"Include",87
"WKH2020_e1","WKH2020_e1_7",1,1,3,3215,"Include",88
"WKH2020_e1","WKH2020_e1_7",1,1,3,2038,"Include",89
"WKH2020_e1","WKH2020_e1_7",1,1,3,2422,"Include",90
"WKH2020_e1","WKH2020_e1_7",1,0,3,2665,"Include",91
"WKH2020_e1","WKH2020_e1_7",1,0,3,3070,"Include",92
"WKH2020_e1","WKH2020_e1_7",1,1,5,1552,"Include",93
"WKH2020_e1","WKH2020_e1_7",1,1,5,3274,"Include",94
"WKH2020_e1","WKH2020_e1_7",1,0,3,1820,"Include",95
"WKH2020_e1","WKH2020_e1_7",1,0,3,2007,"Include",96
"WKH2020_e1","WKH2020_e1_7",1,1,2,1866,"Include",97
"WKH2020_e1","WKH2020_e1_7",1,0,3,1987,"Include",98
"WKH2020_e1","WKH2020_e1_7",1,1,6,1399,"Include",99
"WKH2020_e1","WKH2020_e1_7",1,0,2,1675,"Include",100
"WKH2020_e1","WKH2020_e1_7",1,0,3,1635,"Include",101
"WKH2020_e1","WKH2020_e1_7",1,1,5,1301,"Include",102
"WKH2020_e1","WKH2020_e1_7",1,0,2,1390,"Include",103
"WKH2020_e1","WKH2020_e1_7",1,1,6,2329,"Include",104
"WKH2020_e1","WKH2020_e1_7",1,0,3,1271,"Include",105
"WKH2020_e1","WKH2020_e1_7",1,0,2,1761,"Include",106
"WKH2020_e1","WKH2020_e1_7",1,1,4,1868,"Include",107
"WKH2020_e1","WKH2020_e1_7",1,1,5,1584,"Include",108
"WKH2020_e1","WKH2020_e1_7",1,0,2,2194,"Include",109
"WKH2020_e1","WKH2020_e1_7",1,0,3,1541,"Include",110
"WKH2020_e1","WKH2020_e1_7",1,1,6,1079,"Include",111
"WKH2020_e1","WKH2020_e1_7",1,1,3,1735,"Include",112
"WKH2020_e1","WKH2020_e1_7",1,1,4,2564,"Include",113
"WKH2020_e1","WKH2020_e1_7",1,0,2,1660,"Include",114
"WKH2020_e1","WKH2020_e1_7",1,1,6,1154,"Include",115
"WKH2020_e1","WKH2020_e1_7",1,0,3,1338,"Include",116
"WKH2020_e1","WKH2020_e1_7",1,1,4,2192,"Include",117
"WKH2020_e1","WKH2020_e1_7",1,0,4,2168,"Include",118
"WKH2020_e1","WKH2020_e1_7",1,0,2,1708,"Include",119
"WKH2020_e1","WKH2020_e1_7",1,1,2,1604,"Include",120
"WKH2020_e1","WKH2020_e1_7",1,1,5,2901,"Include",121
"WKH2020_e1","WKH2020_e1_7",1,1,5,2306,"Include",122
"WKH2020_e1","WKH2020_e1_7",1,0,2,1972,"Include",123
"WKH2020_e1","WKH2020_e1_7",1,0,2,2734,"Include",124
"WKH2020_e1","WKH2020_e1_7",1,1,6,2115,"Include",125
"WKH2020_e1","WKH2020_e1_7",1,1,6,1941,"Include",126
"WKH2020_e1","WKH2020_e1_7",1,0,2,2173,"Include",127
"WKH2020_e1","WKH2020_e1_7",1,0,3,2688,"Include",128
"WKH2020_e1","WKH2020_e1_7",1,0,3,2628,"Include",129
"WKH2020_e1","WKH2020_e1_7",1,0,2,2209,"Include",130
"WKH2020_e1","WKH2020_e1_7",1,1,6,1715,"Include",131
"WKH2020_e1","WKH2020_e1_7",1,1,6,1473,"Include",132
"WKH2020_e1","WKH2020_e1_7",1,0,2,2484,"Include",133
"WKH2020_e1","WKH2020_e1_7",1,1,3,2518,"Include",134
"WKH2020_e1","WKH2020_e1_7",1,1,1,1291,"Include",135
"WKH2020_e1","WKH2020_e1_7",1,0,3,2185,"Include",136
"WKH2020_e1","WKH2020_e1_7",1,1,6,1373,"Include",137
"WKH2020_e1","WKH2020_e1_7",1,0,3,1945,"Include",138
"WKH2020_e1","WKH2020_e1_7",1,1,5,1764,"Include",139
"WKH2020_e1","WKH2020_e1_7",1,0,2,2136,"Include",140
"WKH2020_e1","WKH2020_e1_7",1,0,3,2930,"Include",141
"WKH2020_e1","WKH2020_e1_7",1,0,3,3537,"Include",142
"WKH2020_e1","WKH2020_e1_7",1,1,2,1945,"Include",143
"WKH2020_e1","WKH2020_e1_7",1,1,4,2290,"Include",144
"WKH2020_e1","WKH2020_e1_7",1,1,6,1539,"Include",145
"WKH2020_e1","WKH2020_e1_7",1,0,2,1980,"Include",146
"WKH2020_e1","WKH2020_e1_7",1,0,3,2628,"Include",147
"WKH2020_e1","WKH2020_e1_7",1,1,3,2180,"Include",148
"WKH2020_e1","WKH2020_e1_7",1,1,5,2869,"Include",149
"WKH2020_e1","WKH2020_e1_7",1,1,5,1429,"Include",150
"WKH2020_e1","WKH2020_e1_7",1,0,4,1761,"Include",151
"WKH2020_e1","WKH2020_e1_7",1,0,3,1716,"Include",152
"WKH2020_e1","WKH2020_e1_7",1,1,5,1477,"Include",153
"WKH2020_e1","WKH2020_e1_7",1,1,6,1506,"Include",154
"WKH2020_e1","WKH2020_e1_7",1,0,3,2256,"Include",155
"WKH2020_e1","WKH2020_e1_7",1,0,3,3158,"Include",156
"WKH2020_e1","WKH2020_e1_7",1,1,3,2639,"Include",157
"WKH2020_e1","WKH2020_e1_7",1,0,2,1819,"Include",158
"WKH2020_e1","WKH2020_e1_7",1,1,2,1822,"Include",159
"WKH2020_e1","WKH2020_e1_7",1,0,2,1729,"Include",160
"WKH2020_e1","WKH2020_e1_7",1,0,3,1915,"Include",161
"WKH2020_e1","WKH2020_e1_7",1,1,3,2072,"Include",162
"WKH2020_e1","WKH2020_e1_7",1,0,3,2170,"Include",163
"WKH2020_e1","WKH2020_e1_7",1,1,2,2000,"Include",164
"WKH2020_e1","WKH2020_e1_7",1,0,3,2241,"Include",165
"WKH2020_e1","WKH2020_e1_7",1,0,5,1982,"Include",166
"WKH2020_e1","WKH2020_e1_7",1,1,5,1636,"Include",167
"WKH2020_e1","WKH2020_e1_7",1,1,3,1483,"Include",168
"WKH2020_e1","WKH2020_e1_7",1,0,3,1859,"Include",169
"WKH2020_e1","WKH2020_e1_7",1,0,4,3050,"Include",170
"WKH2020_e1","WKH2020_e1_7",1,1,2,1436,"Include",171
"WKH2020_e1","WKH2020_e1_7",1,1,3,1581,"Include",172
"WKH2020_e1","WKH2020_e1_7",1,1,5,1307,"Include",173
"WKH2020_e1","WKH2020_e1_7",1,0,3,1578,"Include",174
"WKH2020_e1","WKH2020_e1_7",1,1,3,2924,"Include",175
"WKH2020_e1","WKH2020_e1_7",1,0,3,1866,"Include",176
"WKH2020_e1","WKH2020_e1_7",1,1,3,3091,"Include",177
"WKH2020_e1","WKH2020_e1_7",1,0,2,2738,"Include",178
"WKH2020_e1","WKH2020_e1_7",1,0,3,3322,"Include",179
"WKH2020_e1","WKH2020_e1_7",1,1,3,2456,"Include",180
"WKH2020_e1","WKH2020_e1_8",1,1,2,2323,"Include",1
"WKH2020_e1","WKH2020_e1_8",1,1,6,1456,"Include",2
"WKH2020_e1","WKH2020_e1_8",1,0,1,2512,"Include",3
"WKH2020_e1","WKH2020_e1_8",1,0,1,1505,"Include",4
"WKH2020_e1","WKH2020_e1_8",1,1,6,1518,"Include",5
"WKH2020_e1","WKH2020_e1_8",1,1,6,1119,"Include",6
"WKH2020_e1","WKH2020_e1_8",1,0,2,2831,"Include",7
"WKH2020_e1","WKH2020_e1_8",1,0,2,1052,"Include",8
"WKH2020_e1","WKH2020_e1_8",1,0,1,1406,"Include",9
"WKH2020_e1","WKH2020_e1_8",1,0,1,1372,"Include",10
"WKH2020_e1","WKH2020_e1_8",1,1,2,1864,"Include",11
"WKH2020_e1","WKH2020_e1_8",1,1,5,1602,"Include",12
"WKH2020_e1","WKH2020_e1_8",1,0,2,1570,"Include",13
"WKH2020_e1","WKH2020_e1_8",1,1,5,2854,"Include",14
"WKH2020_e1","WKH2020_e1_8",1,1,2,975,"Include",15
"WKH2020_e1","WKH2020_e1_8",1,0,2,1692,"Include",16
"WKH2020_e1","WKH2020_e1_8",1,1,2,2166,"Include",17
"WKH2020_e1","WKH2020_e1_8",1,0,2,1393,"Include",18
"WKH2020_e1","WKH2020_e1_8",1,1,6,1576,"Include",19
"WKH2020_e1","WKH2020_e1_8",1,0,2,1682,"Include",20
"WKH2020_e1","WKH2020_e1_8",1,0,3,3007,"Include",21
"WKH2020_e1","WKH2020_e1_8",1,0,2,1227,"Include",22
"WKH2020_e1","WKH2020_e1_8",1,1,2,1417,"Include",23
"WKH2020_e1","WKH2020_e1_8",1,1,2,1561,"Include",24
"WKH2020_e1","WKH2020_e1_8",1,1,6,1276,"Include",25
"WKH2020_e1","WKH2020_e1_8",1,0,1,1877,"Include",26
"WKH2020_e1","WKH2020_e1_8",1,0,2,1568,"Include",27
"WKH2020_e1","WKH2020_e1_8",1,1,4,2344,"Include",28
"WKH2020_e1","WKH2020_e1_8",1,1,2,1579,"Include",29
"WKH2020_e1","WKH2020_e1_8",1,1,6,2105,"Include",30
"WKH2020_e1","WKH2020_e1_8",1,0,1,1777,"Include",31
"WKH2020_e1","WKH2020_e1_8",1,0,2,1391,"Include",32
"WKH2020_e1","WKH2020_e1_8",1,1,2,1749,"Include",33
"WKH2020_e1","WKH2020_e1_8",1,1,5,1752,"Include",34
"WKH2020_e1","WKH2020_e1_8",1,0,2,862,"Include",35
"WKH2020_e1","WKH2020_e1_8",1,0,1,1576,"Include",36
"WKH2020_e1","WKH2020_e1_8",1,1,1,1812,"Include",37
"WKH2020_e1","WKH2020_e1_8",1,0,1,1389,"Include",38
"WKH2020_e1","WKH2020_e1_8",1,1,5,2050,"Include",39
"WKH2020_e1","WKH2020_e1_8",1,0,3,1566,"Include",40
"WKH2020_e1","WKH2020_e1_8",1,0,1,1531,"Include",41
"WKH2020_e1","WKH2020_e1_8",1,1,2,2624,"Include",42
"WKH2020_e1","WKH2020_e1_8",1,0,1,1791,"Include",43
"WKH2020_e1","WKH2020_e1_8",1,1,1,1927,"Include",44
"WKH2020_e1","WKH2020_e1_8",1,0,1,1124,"Include",45
"WKH2020_e1","WKH2020_e1_8",1,0,2,2821,"Include",46
"WKH2020_e1","WKH2020_e1_8",1,1,5,1481,"Include",47
"WKH2020_e1","WKH2020_e1_8",1,1,5,1807,"Include",48
"WKH2020_e1","WKH2020_e1_8",1,0,5,4119,"Include",49
"WKH2020_e1","WKH2020_e1_8",1,0,2,1333,"Include",50
"WKH2020_e1","WKH2020_e1_8",1,1,2,1329,"Include",51
"WKH2020_e1","WKH2020_e1_8",1,1,6,1565,"Include",52
"WKH2020_e1","WKH2020_e1_8",1,1,6,2847,"Include",53
"WKH2020_e1","WKH2020_e1_8",1,0,2,3496,"Include",54
"WKH2020_e1","WKH2020_e1_8",1,1,2,1338,"Include",55
"WKH2020_e1","WKH2020_e1_8",1,0,2,1091,"Include",56
"WKH2020_e1","WKH2020_e1_8",1,1,6,2828,"Include",57
"WKH2020_e1","WKH2020_e1_8",1,0,2,1341,"Include",58
"WKH2020_e1","WKH2020_e1_8",1,0,2,833,"Include",59
"WKH2020_e1","WKH2020_e1_8",1,1,4,2871,"Include",60
"WKH2020_e1","WKH2020_e1_8",1,1,5,2240,"Include",61
"WKH2020_e1","WKH2020_e1_8",1,1,4,2403,"Include",62
"WKH2020_e1","WKH2020_e1_8",1,0,2,1771,"Include",63
"WKH2020_e1","WKH2020_e1_8",1,0,2,1494,"Include",64
"WKH2020_e1","WKH2020_e1_8",1,1,4,1405,"Include",65
"WKH2020_e1","WKH2020_e1_8",1,1,2,1721,"Include",66
"WKH2020_e1","WKH2020_e1_8",1,0,2,1884,"Include",67
"WKH2020_e1","WKH2020_e1_8",1,0,2,1103,"Include",68
"WKH2020_e1","WKH2020_e1_8",1,0,2,1308,"Include",69
"WKH2020_e1","WKH2020_e1_8",1,0,2,2137,"Include",70
"WKH2020_e1","WKH2020_e1_8",1,1,2,1778,"Include",71
"WKH2020_e1","WKH2020_e1_8",1,1,6,1379,"Include",72
"WKH2020_e1","WKH2020_e1_8",1,0,2,2644,"Include",73
"WKH2020_e1","WKH2020_e1_8",1,1,6,1426,"Include",74
"WKH2020_e1","WKH2020_e1_8",1,1,3,1794,"Include",75
"WKH2020_e1","WKH2020_e1_8",1,0,2,1238,"Include",76
"WKH2020_e1","WKH2020_e1_8",1,1,5,1802,"Include",77
"WKH2020_e1","WKH2020_e1_8",1,0,2,873,"Include",78
"WKH2020_e1","WKH2020_e1_8",1,1,5,1713,"Include",79
"WKH2020_e1","WKH2020_e1_8",1,0,2,1472,"Include",80
"WKH2020_e1","WKH2020_e1_8",1,0,2,959,"Include",81
"WKH2020_e1","WKH2020_e1_8",1,0,2,1818,"Include",82
"WKH2020_e1","WKH2020_e1_8",1,1,2,1200,"Include",83
"WKH2020_e1","WKH2020_e1_8",1,1,2,1922,"Include",84
"WKH2020_e1","WKH2020_e1_8",1,1,6,1884,"Include",85
"WKH2020_e1","WKH2020_e1_8",1,0,2,1762,"Include",86
"WKH2020_e1","WKH2020_e1_8",1,0,2,1257,"Include",87
"WKH2020_e1","WKH2020_e1_8",1,1,2,1980,"Include",88
"WKH2020_e1","WKH2020_e1_8",1,1,2,2434,"Include",89
"WKH2020_e1","WKH2020_e1_8",1,1,3,2177,"Include",90
"WKH2020_e1","WKH2020_e1_8",1,0,2,1872,"Include",91
"WKH2020_e1","WKH2020_e1_8",1,0,2,1316,"Include",92
"WKH2020_e1","WKH2020_e1_8",1,1,5,1839,"Include",93
"WKH2020_e1","WKH2020_e1_8",1,1,6,1402,"Include",94
"WKH2020_e1","WKH2020_e1_8",1,0,2,1838,"Include",95
"WKH2020_e1","WKH2020_e1_8",1,0,2,1460,"Include",96
"WKH2020_e1","WKH2020_e1_8",1,1,1,2013,"Include",97
"WKH2020_e1","WKH2020_e1_8",1,0,2,1841,"Include",98
"WKH2020_e1","WKH2020_e1_8",1,1,6,1527,"Include",99
"WKH2020_e1","WKH2020_e1_8",1,0,1,1178,"Include",100
"WKH2020_e1","WKH2020_e1_8",1,0,2,2076,"Include",101
"WKH2020_e1","WKH2020_e1_8",1,1,2,1134,"Include",102
"WKH2020_e1","WKH2020_e1_8",1,0,2,1083,"Include",103
"WKH2020_e1","WKH2020_e1_8",1,1,5,1575,"Include",104
"WKH2020_e1","WKH2020_e1_8",1,0,1,1203,"Include",105
"WKH2020_e1","WKH2020_e1_8",1,0,1,1473,"Include",106
"WKH2020_e1","WKH2020_e1_8",1,1,4,2556,"Include",107
"WKH2020_e1","WKH2020_e1_8",1,1,2,1390,"Include",108
"WKH2020_e1","WKH2020_e1_8",1,0,1,1895,"Include",109
"WKH2020_e1","WKH2020_e1_8",1,0,1,1740,"Include",110
"WKH2020_e1","WKH2020_e1_8",1,1,6,1094,"Include",111
"WKH2020_e1","WKH2020_e1_8",1,1,2,2005,"Include",112
"WKH2020_e1","WKH2020_e1_8",1,1,2,1218,"Include",113
"WKH2020_e1","WKH2020_e1_8",1,0,2,1095,"Include",114
"WKH2020_e1","WKH2020_e1_8",1,1,6,1651,"Include",115
"WKH2020_e1","WKH2020_e1_8",1,0,1,1287,"Include",116
"WKH2020_e1","WKH2020_e1_8",1,1,3,2147,"Include",117
"WKH2020_e1","WKH2020_e1_8",1,0,2,1402,"Include",118
"WKH2020_e1","WKH2020_e1_8",1,0,1,1884,"Include",119
"WKH2020_e1","WKH2020_e1_8",1,1,2,2005,"Include",120
"WKH2020_e1","WKH2020_e1_8",1,1,2,3501,"Include",121
"WKH2020_e1","WKH2020_e1_8",1,1,5,3828,"Include",122
"WKH2020_e1","WKH2020_e1_8",1,0,2,1889,"Include",123
"WKH2020_e1","WKH2020_e1_8",1,0,1,3222,"Include",124
"WKH2020_e1","WKH2020_e1_8",1,1,5,2229,"Include",125
"WKH2020_e1","WKH2020_e1_8",1,1,2,3015,"Include",126
"WKH2020_e1","WKH2020_e1_8",1,0,1,2437,"Include",127
"WKH2020_e1","WKH2020_e1_8",1,0,2,2674,"Include",128
"WKH2020_e1","WKH2020_e1_8",1,0,2,3820,"Include",129
"WKH2020_e1","WKH2020_e1_8",1,0,1,2996,"Include",130
"WKH2020_e1","WKH2020_e1_8",1,1,2,4281,"Include",131
"WKH2020_e1","WKH2020_e1_8",1,1,1,1650,"Include",132
"WKH2020_e1","WKH2020_e1_8",1,0,2,2753,"Include",133
"WKH2020_e1","WKH2020_e1_8",1,1,6,1907,"Include",134
"WKH2020_e1","WKH2020_e1_8",1,1,2,2927,"Include",135
"WKH2020_e1","WKH2020_e1_8",1,0,1,2739,"Include",136
"WKH2020_e1","WKH2020_e1_8",1,1,6,1687,"Include",137
"WKH2020_e1","WKH2020_e1_8",1,0,2,2194,"Include",138
"WKH2020_e1","WKH2020_e1_8",1,1,4,5428,"Include",139
"WKH2020_e1","WKH2020_e1_8",1,0,2,2103,"Include",140
"WKH2020_e1","WKH2020_e1_8",1,0,2,3557,"Include",141
"WKH2020_e1","WKH2020_e1_8",1,0,2,1971,"Include",142
"WKH2020_e1","WKH2020_e1_8",1,1,4,3926,"Include",143
"WKH2020_e1","WKH2020_e1_8",1,1,2,2378,"Include",144
"WKH2020_e1","WKH2020_e1_8",1,1,4,5752,"Include",145
"WKH2020_e1","WKH2020_e1_8",1,0,2,2747,"Include",146
"WKH2020_e1","WKH2020_e1_8",1,0,2,1934,"Include",147
"WKH2020_e1","WKH2020_e1_8",1,1,2,1864,"Include",148
"WKH2020_e1","WKH2020_e1_8",1,1,2,2895,"Include",149
"WKH2020_e1","WKH2020_e1_8",1,1,1,3289,"Include",150
"WKH2020_e1","WKH2020_e1_8",1,0,2,1896,"Include",151
"WKH2020_e1","WKH2020_e1_8",1,0,1,2306,"Include",152
"WKH2020_e1","WKH2020_e1_8",1,1,3,3556,"Include",153
"WKH2020_e1","WKH2020_e1_8",1,1,2,2862,"Include",154
"WKH2020_e1","WKH2020_e1_8",1,0,2,1591,"Include",155
"WKH2020_e1","WKH2020_e1_8",1,0,1,2873,"Include",156
"WKH2020_e1","WKH2020_e1_8",1,1,2,3547,"Include",157
"WKH2020_e1","WKH2020_e1_8",1,0,2,1978,"Include",158
"WKH2020_e1","WKH2020_e1_8",1,1,2,4477,"Include",159
"WKH2020_e1","WKH2020_e1_8",1,0,2,1967,"Include",160
"WKH2020_e1","WKH2020_e1_8",1,0,3,4792,"Include",161
"WKH2020_e1","WKH2020_e1_8",1,1,2,2467,"Include",162
"WKH2020_e1","WKH2020_e1_8",1,0,2,4460,"Include",163
"WKH2020_e1","WKH2020_e1_8",1,1,2,2106,"Include",164
"WKH2020_e1","WKH2020_e1_8",1,0,2,1838,"Include",165
"WKH2020_e1","WKH2020_e1_8",1,0,5,2814,"Include",166
"WKH2020_e1","WKH2020_e1_8",1,1,5,2309,"Include",167
"WKH2020_e1","WKH2020_e1_8",1,1,3,3405,"Include",168
"WKH2020_e1","WKH2020_e1_8",1,0,1,2077,"Include",169
"WKH2020_e1","WKH2020_e1_8",1,0,2,1987,"Include",170
"WKH2020_e1","WKH2020_e1_8",1,1,6,1842,"Include",171
"WKH2020_e1","WKH2020_e1_8",1,1,2,5473,"Include",172
"WKH2020_e1","WKH2020_e1_8",1,1,2,2798,"Include",173
"WKH2020_e1","WKH2020_e1_8",1,0,2,1694,"Include",174
"WKH2020_e1","WKH2020_e1_8",1,1,5,1804,"Include",175
"WKH2020_e1","WKH2020_e1_8",1,0,1,2740,"Include",176
"WKH2020_e1","WKH2020_e1_8",1,1,4,4156,"Include",177
"WKH2020_e1","WKH2020_e1_8",1,0,2,3397,"Include",178
"WKH2020_e1","WKH2020_e1_8",1,0,2,980,"Include",179
"WKH2020_e1","WKH2020_e1_8",1,1,2,2334,"Include",180
"WKH2020_e1","WKH2020_e1_9",1,1,2,1694,"Include",1
"WKH2020_e1","WKH2020_e1_9",1,1,6,1571,"Include",2
"WKH2020_e1","WKH2020_e1_9",1,0,1,1354,"Include",3
"WKH2020_e1","WKH2020_e1_9",1,0,3,2889,"Include",4
"WKH2020_e1","WKH2020_e1_9",1,1,6,1243,"Include",5
"WKH2020_e1","WKH2020_e1_9",1,1,6,1115,"Include",6
"WKH2020_e1","WKH2020_e1_9",1,0,1,1953,"Include",7
"WKH2020_e1","WKH2020_e1_9",1,0,1,2283,"Include",8
"WKH2020_e1","WKH2020_e1_9",1,0,1,2172,"Include",9
"WKH2020_e1","WKH2020_e1_9",1,0,1,1163,"Include",10
"WKH2020_e1","WKH2020_e1_9",1,1,6,1606,"Include",11
"WKH2020_e1","WKH2020_e1_9",1,1,6,967,"Include",12
"WKH2020_e1","WKH2020_e1_9",1,0,3,1703,"Include",13
"WKH2020_e1","WKH2020_e1_9",1,1,6,1132,"Include",14
"WKH2020_e1","WKH2020_e1_9",1,1,3,1468,"Include",15
"WKH2020_e1","WKH2020_e1_9",1,0,2,2499,"Include",16
"WKH2020_e1","WKH2020_e1_9",1,1,6,1101,"Include",17
"WKH2020_e1","WKH2020_e1_9",1,0,1,1790,"Include",18
"WKH2020_e1","WKH2020_e1_9",1,1,1,1575,"Include",19
"WKH2020_e1","WKH2020_e1_9",1,0,1,1890,"Include",20
"WKH2020_e1","WKH2020_e1_9",1,0,2,2704,"Include",21
"WKH2020_e1","WKH2020_e1_9",1,0,2,3564,"Include",22
"WKH2020_e1","WKH2020_e1_9",1,1,1,1498,"Include",23
"WKH2020_e1","WKH2020_e1_9",1,1,1,1539,"Include",24
"WKH2020_e1","WKH2020_e1_9",1,1,6,1094,"Include",25
"WKH2020_e1","WKH2020_e1_9",1,0,1,1923,"Include",26
"WKH2020_e1","WKH2020_e1_9",1,0,1,2534,"Include",27
"WKH2020_e1","WKH2020_e1_9",1,1,1,1151,"Include",28
"WKH2020_e1","WKH2020_e1_9",1,1,1,1175,"Include",29
"WKH2020_e1","WKH2020_e1_9",1,1,6,1817,"Include",30
"WKH2020_e1","WKH2020_e1_9",1,0,2,2207,"Include",31
"WKH2020_e1","WKH2020_e1_9",1,0,1,1996,"Include",32
"WKH2020_e1","WKH2020_e1_9",1,1,6,1551,"Include",33
"WKH2020_e1","WKH2020_e1_9",1,1,2,3747,"Include",34
"WKH2020_e1","WKH2020_e1_9",1,0,1,4856,"Include",35
"WKH2020_e1","WKH2020_e1_9",1,0,1,1730,"Include",36
"WKH2020_e1","WKH2020_e1_9",1,1,6,1707,"Include",37
"WKH2020_e1","WKH2020_e1_9",1,0,2,2128,"Include",38
"WKH2020_e1","WKH2020_e1_9",1,1,6,1723,"Include",39
"WKH2020_e1","WKH2020_e1_9",1,0,6,961,"Include",40
"WKH2020_e1","WKH2020_e1_9",1,0,1,1401,"Include",41
"WKH2020_e1","WKH2020_e1_9",1,1,6,1865,"Include",42
"WKH2020_e1","WKH2020_e1_9",1,0,2,4423,"Include",43
"WKH2020_e1","WKH2020_e1_9",1,1,3,1814,"Include",44
"WKH2020_e1","WKH2020_e1_9",1,0,1,2106,"Include",45
"WKH2020_e1","WKH2020_e1_9",1,0,1,2062,"Include",46
"WKH2020_e1","WKH2020_e1_9",1,1,1,1243,"Include",47
"WKH2020_e1","WKH2020_e1_9",1,1,6,2157,"Include",48
"WKH2020_e1","WKH2020_e1_9",1,0,3,2213,"Include",49
"WKH2020_e1","WKH2020_e1_9",1,0,2,2895,"Include",50
"WKH2020_e1","WKH2020_e1_9",1,1,1,2120,"Include",51
"WKH2020_e1","WKH2020_e1_9",1,1,1,3331,"Include",52
"WKH2020_e1","WKH2020_e1_9",1,1,6,1240,"Include",53
"WKH2020_e1","WKH2020_e1_9",1,0,1,2036,"Include",54
"WKH2020_e1","WKH2020_e1_9",1,1,1,2386,"Include",55
"WKH2020_e1","WKH2020_e1_9",1,0,2,2774,"Include",56
"WKH2020_e1","WKH2020_e1_9",1,1,6,2196,"Include",57
"WKH2020_e1","WKH2020_e1_9",1,0,1,2042,"Include",58
"WKH2020_e1","WKH2020_e1_9",1,0,1,2404,"Include",59
"WKH2020_e1","WKH2020_e1_9",1,1,2,2323,"Include",60
"WKH2020_e1","WKH2020_e1_9",1,1,3,3662,"Include",61
"WKH2020_e1","WKH2020_e1_9",1,1,6,1790,"Include",62
"WKH2020_e1","WKH2020_e1_9",1,0,4,2189,"Include",63
"WKH2020_e1","WKH2020_e1_9",1,0,2,1602,"Include",64
"WKH2020_e1","WKH2020_e1_9",1,1,6,1435,"Include",65
"WKH2020_e1","WKH2020_e1_9",1,1,6,1178,"Include",66
"WKH2020_e1","WKH2020_e1_9",1,0,3,1629,"Include",67
"WKH2020_e1","WKH2020_e1_9",1,0,1,2125,"Include",68
"WKH2020_e1","WKH2020_e1_9",1,0,2,2702,"Include",69
"WKH2020_e1","WKH2020_e1_9",1,0,3,2818,"Include",70
"WKH2020_e1","WKH2020_e1_9",1,1,3,2939,"Include",71
"WKH2020_e1","WKH2020_e1_9",1,1,5,1482,"Include",72
"WKH2020_e1","WKH2020_e1_9",1,0,3,2629,"Include",73
"WKH2020_e1","WKH2020_e1_9",1,1,6,1296,"Include",74
"WKH2020_e1","WKH2020_e1_9",1,1,2,2627,"Include",75
"WKH2020_e1","WKH2020_e1_9",1,0,2,4033,"Include",76
"WKH2020_e1","WKH2020_e1_9",1,1,5,1357,"Include",77
"WKH2020_e1","WKH2020_e1_9",1,0,1,1812,"Include",78
"WKH2020_e1","WKH2020_e1_9",1,1,2,2472,"Include",79
"WKH2020_e1","WKH2020_e1_9",1,0,3,2778,"Include",80
"WKH2020_e1","WKH2020_e1_9",1,0,2,2893,"Include",81
"WKH2020_e1","WKH2020_e1_9",1,0,1,1524,"Include",82
"WKH2020_e1","WKH2020_e1_9",1,1,1,2330,"Include",83
"WKH2020_e1","WKH2020_e1_9",1,1,4,1721,"Include",84
"WKH2020_e1","WKH2020_e1_9",1,1,6,1251,"Include",85
"WKH2020_e1","WKH2020_e1_9",1,0,1,1959,"Include",86
"WKH2020_e1","WKH2020_e1_9",1,0,1,1566,"Include",87
"WKH2020_e1","WKH2020_e1_9",1,1,6,1522,"Include",88
"WKH2020_e1","WKH2020_e1_9",1,1,6,2651,"Include",89
"WKH2020_e1","WKH2020_e1_9",1,1,6,1341,"Include",90
"WKH2020_e1","WKH2020_e1_9",1,0,2,1648,"Include",91
"WKH2020_e1","WKH2020_e1_9",1,0,1,2074,"Include",92
"WKH2020_e1","WKH2020_e1_9",1,1,2,2392,"Include",93
"WKH2020_e1","WKH2020_e1_9",1,1,6,1562,"Include",94
"WKH2020_e1","WKH2020_e1_9",1,0,2,2333,"Include",95
"WKH2020_e1","WKH2020_e1_9",1,0,3,1761,"Include",96
"WKH2020_e1","WKH2020_e1_9",1,1,6,1208,"Include",97
"WKH2020_e1","WKH2020_e1_9",1,0,2,1880,"Include",98
"WKH2020_e1","WKH2020_e1_9",1,1,2,3690,"Include",99
"WKH2020_e1","WKH2020_e1_9",1,0,1,1463,"Include",100
"WKH2020_e1","WKH2020_e1_9",1,0,1,1526,"Include",101
"WKH2020_e1","WKH2020_e1_9",1,1,1,2889,"Include",102
"WKH2020_e1","WKH2020_e1_9",1,0,1,1417,"Include",103
"WKH2020_e1","WKH2020_e1_9",1,1,6,1160,"Include",104
"WKH2020_e1","WKH2020_e1_9",1,0,1,3241,"Include",105
"WKH2020_e1","WKH2020_e1_9",1,0,1,1986,"Include",106
"WKH2020_e1","WKH2020_e1_9",1,1,4,3017,"Include",107
"WKH2020_e1","WKH2020_e1_9",1,1,1,1492,"Include",108
"WKH2020_e1","WKH2020_e1_9",1,0,1,1625,"Include",109
"WKH2020_e1","WKH2020_e1_9",1,0,4,2058,"Include",110
"WKH2020_e1","WKH2020_e1_9",1,1,6,1026,"Include",111
"WKH2020_e1","WKH2020_e1_9",1,1,4,1994,"Include",112
"WKH2020_e1","WKH2020_e1_9",1,1,2,1631,"Include",113
