"exp","id","isold","rating","RT","excluding","trial"
"KL2012_e4","KL2012_e4_11",0,3,3568,"Include",73
"KL2012_e4","KL2012_e4_11",0,4,1917,"Include",74
"KL2012_e4","KL2012_e4_11",0,3,1292,"Include",75
"KL2012_e4","KL2012_e4_11",0,4,1410,"Include",76
"KL2012_e4","KL2012_e4_11",0,3,1767,"Include",77
"KL2012_e4","KL2012_e4_11",0,3,1460,"Include",78
"KL2012_e4","KL2012_e4_11",1,4,1617,"Include",79
"KL2012_e4","KL2012_e4_11",0,3,1043,"Include",80
"KL2012_e4","KL2012_e4_11",0,3,982,"Include",81
"KL2012_e4","KL2012_e4_11",1,3,758,"Include",82
"KL2012_e4","KL2012_e4_11",0,3,937,"Include",83
"KL2012_e4","KL2012_e4_11",0,4,1110,"Include",84
"KL2012_e4","KL2012_e4_11",1,3,4422,"Include",85
"KL2012_e4","KL2012_e4_11",0,3,1084,"Include",86
"KL2012_e4","KL2012_e4_11",1,3,2111,"Include",87
"KL2012_e4","KL2012_e4_11",0,3,1468,"Include",88
"KL2012_e4","KL2012_e4_11",0,3,3156,"Include",89
"KL2012_e4","KL2012_e4_11",1,6,2934,"Include",90
"KL2012_e4","KL2012_e4_11",1,3,1675,"Include",91
"KL2012_e4","KL2012_e4_11",1,6,1237,"Include",92
"KL2012_e4","KL2012_e4_11",0,4,1496,"Include",93
"KL2012_e4","KL2012_e4_11",0,4,3397,"Include",94
"KL2012_e4","KL2012_e4_11",0,3,1207,"Include",95
"KL2012_e4","KL2012_e4_11",0,3,786,"Include",96
"KL2012_e4","KL2012_e4_12",1,5,8454,"Include",1
"KL2012_e4","KL2012_e4_12",1,5,7368,"Include",2
"KL2012_e4","KL2012_e4_12",1,6,1892,"Include",3
"KL2012_e4","KL2012_e4_12",1,6,1016,"Include",4
"KL2012_e4","KL2012_e4_12",0,1,2256,"Include",5
"KL2012_e4","KL2012_e4_12",0,3,2795,"Include",6
"KL2012_e4","KL2012_e4_12",1,5,2662,"Include",7
"KL2012_e4","KL2012_e4_12",0,1,1724,"Include",8
"KL2012_e4","KL2012_e4_12",0,1,1385,"Include",9
"KL2012_e4","KL2012_e4_12",0,1,1449,"Include",10
"KL2012_e4","KL2012_e4_12",0,3,2989,"Include",11
"KL2012_e4","KL2012_e4_12",1,6,1851,"Include",12
"KL2012_e4","KL2012_e4_12",1,6,1136,"Include",13
"KL2012_e4","KL2012_e4_12",0,1,3613,"Include",14
"KL2012_e4","KL2012_e4_12",0,2,3009,"Include",15
"KL2012_e4","KL2012_e4_12",0,2,1573,"Include",16
"KL2012_e4","KL2012_e4_12",0,3,2074,"Include",17
"KL2012_e4","KL2012_e4_12",1,6,1420,"Include",18
"KL2012_e4","KL2012_e4_12",0,4,2659,"Include",19
"KL2012_e4","KL2012_e4_12",0,2,2594,"Include",20
"KL2012_e4","KL2012_e4_12",0,2,1500,"Include",21
"KL2012_e4","KL2012_e4_12",0,2,1340,"Include",22
"KL2012_e4","KL2012_e4_12",1,6,1322,"Include",23
"KL2012_e4","KL2012_e4_12",1,6,1357,"Include",24
"KL2012_e4","KL2012_e4_12",1,6,935,"Include",25
"KL2012_e4","KL2012_e4_12",1,6,1107,"Include",26
"KL2012_e4","KL2012_e4_12",1,6,979,"Include",27
"KL2012_e4","KL2012_e4_12",1,6,963,"Include",28
"KL2012_e4","KL2012_e4_12",1,6,917,"Include",29
"KL2012_e4","KL2012_e4_12",1,6,1639,"Include",30
"KL2012_e4","KL2012_e4_12",0,3,1753,"Include",31
"KL2012_e4","KL2012_e4_12",0,5,3002,"Include",32
"KL2012_e4","KL2012_e4_12",0,2,1804,"Include",33
"KL2012_e4","KL2012_e4_12",0,4,3480,"Include",34
"KL2012_e4","KL2012_e4_12",0,3,1595,"Include",35
"KL2012_e4","KL2012_e4_12",0,2,1580,"Include",36
"KL2012_e4","KL2012_e4_12",0,2,2572,"Include",37
"KL2012_e4","KL2012_e4_12",1,6,1591,"Include",38
"KL2012_e4","KL2012_e4_12",0,3,2394,"Include",39
"KL2012_e4","KL2012_e4_12",1,6,1163,"Include",40
"KL2012_e4","KL2012_e4_12",1,6,1445,"Include",41
"KL2012_e4","KL2012_e4_12",1,4,2138,"Include",42
"KL2012_e4","KL2012_e4_12",1,6,1041,"Include",43
"KL2012_e4","KL2012_e4_12",1,6,1636,"Include",44
"KL2012_e4","KL2012_e4_12",0,3,1845,"Include",45
"KL2012_e4","KL2012_e4_12",1,6,1498,"Include",46
"KL2012_e4","KL2012_e4_12",0,3,3673,"Include",47
"KL2012_e4","KL2012_e4_12",0,2,2835,"Include",48
"KL2012_e4","KL2012_e4_12",0,2,1404,"Include",49
"KL2012_e4","KL2012_e4_12",0,2,1537,"Include",50
"KL2012_e4","KL2012_e4_12",1,6,1110,"Include",51
"KL2012_e4","KL2012_e4_12",0,2,4653,"Include",52
"KL2012_e4","KL2012_e4_12",0,2,1208,"Include",53
"KL2012_e4","KL2012_e4_12",1,6,1405,"Include",54
"KL2012_e4","KL2012_e4_12",0,2,2033,"Include",55
"KL2012_e4","KL2012_e4_12",1,6,1388,"Include",56
"KL2012_e4","KL2012_e4_12",1,5,3282,"Include",57
"KL2012_e4","KL2012_e4_12",1,2,1461,"Include",58
"KL2012_e4","KL2012_e4_12",0,4,2571,"Include",59
"KL2012_e4","KL2012_e4_12",1,3,4200,"Include",60
"KL2012_e4","KL2012_e4_12",1,4,2617,"Include",61
"KL2012_e4","KL2012_e4_12",0,4,3717,"Include",62
"KL2012_e4","KL2012_e4_12",1,6,1623,"Include",63
"KL2012_e4","KL2012_e4_12",1,6,1118,"Include",64
"KL2012_e4","KL2012_e4_12",0,2,2744,"Include",65
"KL2012_e4","KL2012_e4_12",0,5,2303,"Include",66
"KL2012_e4","KL2012_e4_12",0,2,1910,"Include",67
"KL2012_e4","KL2012_e4_12",0,1,3032,"Include",68
"KL2012_e4","KL2012_e4_12",1,6,1250,"Include",69
"KL2012_e4","KL2012_e4_12",1,6,983,"Include",70
"KL2012_e4","KL2012_e4_12",0,4,2374,"Include",71
"KL2012_e4","KL2012_e4_12",1,6,1442,"Include",72
"KL2012_e4","KL2012_e4_12",1,6,749,"Include",73
"KL2012_e4","KL2012_e4_12",1,6,1012,"Include",74
"KL2012_e4","KL2012_e4_12",0,3,2113,"Include",75
"KL2012_e4","KL2012_e4_12",0,4,1898,"Include",76
"KL2012_e4","KL2012_e4_12",1,6,938,"Include",77
"KL2012_e4","KL2012_e4_12",0,1,1553,"Include",78
"KL2012_e4","KL2012_e4_12",0,3,1867,"Include",79
"KL2012_e4","KL2012_e4_12",0,5,2218,"Include",80
"KL2012_e4","KL2012_e4_12",0,4,3105,"Include",81
"KL2012_e4","KL2012_e4_12",1,4,2624,"Include",82
"KL2012_e4","KL2012_e4_12",1,6,1367,"Include",83
"KL2012_e4","KL2012_e4_12",1,6,820,"Include",84
"KL2012_e4","KL2012_e4_12",1,6,612,"Include",85
"KL2012_e4","KL2012_e4_12",1,6,1272,"Include",86
"KL2012_e4","KL2012_e4_12",0,2,2227,"Include",87
"KL2012_e4","KL2012_e4_12",1,6,1010,"Include",88
"KL2012_e4","KL2012_e4_12",1,6,806,"Include",89
"KL2012_e4","KL2012_e4_12",0,3,3011,"Include",90
"KL2012_e4","KL2012_e4_12",1,6,999,"Include",91
"KL2012_e4","KL2012_e4_12",1,6,1058,"Include",92
"KL2012_e4","KL2012_e4_12",0,2,1721,"Include",93
"KL2012_e4","KL2012_e4_12",0,2,1563,"Include",94
"KL2012_e4","KL2012_e4_12",0,3,2149,"Include",95
"KL2012_e4","KL2012_e4_12",1,4,1804,"Include",96
"KL2012_e4","KL2012_e4_13",1,1,6506,"Include",1
"KL2012_e4","KL2012_e4_13",0,2,3179,"Include",2
"KL2012_e4","KL2012_e4_13",1,6,3300,"Include",3
"KL2012_e4","KL2012_e4_13",0,6,1253,"Include",4
"KL2012_e4","KL2012_e4_13",1,6,643,"Include",5
"KL2012_e4","KL2012_e4_13",1,6,624,"Include",6
"KL2012_e4","KL2012_e4_13",1,4,3699,"Include",7
"KL2012_e4","KL2012_e4_13",1,6,1049,"Include",8
"KL2012_e4","KL2012_e4_13",1,6,811,"Include",9
"KL2012_e4","KL2012_e4_13",0,1,2281,"Include",10
"KL2012_e4","KL2012_e4_13",0,1,3736,"Include",11
"KL2012_e4","KL2012_e4_13",1,5,2324,"Include",12
"KL2012_e4","KL2012_e4_13",0,2,1812,"Include",13
"KL2012_e4","KL2012_e4_13",1,6,938,"Include",14
"KL2012_e4","KL2012_e4_13",1,6,1588,"Include",15
"KL2012_e4","KL2012_e4_13",1,6,635,"Include",16
"KL2012_e4","KL2012_e4_13",0,2,1696,"Include",17
"KL2012_e4","KL2012_e4_13",0,2,1479,"Include",18
"KL2012_e4","KL2012_e4_13",1,6,1548,"Include",19
"KL2012_e4","KL2012_e4_13",0,6,1643,"Include",20
"KL2012_e4","KL2012_e4_13",1,6,1047,"Include",21
"KL2012_e4","KL2012_e4_13",0,3,2519,"Include",22
"KL2012_e4","KL2012_e4_13",0,2,3118,"Include",23
"KL2012_e4","KL2012_e4_13",0,6,1611,"Include",24
"KL2012_e4","KL2012_e4_13",1,6,909,"Include",25
"KL2012_e4","KL2012_e4_13",0,3,2060,"Include",26
"KL2012_e4","KL2012_e4_13",0,1,1627,"Include",27
"KL2012_e4","KL2012_e4_13",0,1,975,"Include",28
"KL2012_e4","KL2012_e4_13",1,6,1089,"Include",29
"KL2012_e4","KL2012_e4_13",0,5,3249,"Include",30
"KL2012_e4","KL2012_e4_13",0,6,2222,"Include",31
"KL2012_e4","KL2012_e4_13",1,6,777,"Include",32
"KL2012_e4","KL2012_e4_13",1,6,2022,"Include",33
"KL2012_e4","KL2012_e4_13",1,6,572,"Include",34
"KL2012_e4","KL2012_e4_13",0,4,2566,"Include",35
"KL2012_e4","KL2012_e4_13",1,6,3031,"Include",36
"KL2012_e4","KL2012_e4_13",0,4,3620,"Include",37
"KL2012_e4","KL2012_e4_13",0,1,1782,"Include",38
"KL2012_e4","KL2012_e4_13",0,1,2262,"Include",39
"KL2012_e4","KL2012_e4_13",0,1,3410,"Include",40
"KL2012_e4","KL2012_e4_13",1,6,1839,"Include",41
"KL2012_e4","KL2012_e4_13",1,6,541,"Include",42
"KL2012_e4","KL2012_e4_13",0,6,1289,"Include",43
"KL2012_e4","KL2012_e4_13",0,2,2500,"Include",44
"KL2012_e4","KL2012_e4_13",1,1,2394,"Include",45
"KL2012_e4","KL2012_e4_13",1,6,1072,"Include",46
"KL2012_e4","KL2012_e4_13",0,3,1975,"Include",47
"KL2012_e4","KL2012_e4_13",0,4,4495,"Include",48
"KL2012_e4","KL2012_e4_13",1,4,3778,"Include",49
"KL2012_e4","KL2012_e4_13",1,6,1252,"Include",50
"KL2012_e4","KL2012_e4_13",1,5,4265,"Include",51
"KL2012_e4","KL2012_e4_13",0,1,1681,"Include",52
"KL2012_e4","KL2012_e4_13",0,2,1174,"Include",53
