"exp","id","isold","rating","RT","excluding","trial"
"KL2012_e4","KL2012_e4_19",0,4,3578,"Include",4
"KL2012_e4","KL2012_e4_19",0,4,809,"Include",5
"KL2012_e4","KL2012_e4_19",0,3,1681,"Include",6
"KL2012_e4","KL2012_e4_19",0,5,2096,"Include",7
"KL2012_e4","KL2012_e4_19",0,5,1155,"Include",8
"KL2012_e4","KL2012_e4_19",1,4,1886,"Include",9
"KL2012_e4","KL2012_e4_19",0,4,1086,"Include",10
"KL2012_e4","KL2012_e4_19",1,5,1608,"Include",11
"KL2012_e4","KL2012_e4_19",0,2,1590,"Include",12
"KL2012_e4","KL2012_e4_19",0,4,1805,"Include",13
"KL2012_e4","KL2012_e4_19",0,2,1910,"Include",14
"KL2012_e4","KL2012_e4_19",0,5,4936,"Include",15
"KL2012_e4","KL2012_e4_19",1,5,944,"Include",16
"KL2012_e4","KL2012_e4_19",0,2,2194,"Include",17
"KL2012_e4","KL2012_e4_19",1,6,1644,"Include",18
"KL2012_e4","KL2012_e4_19",1,5,4813,"Include",19
"KL2012_e4","KL2012_e4_19",1,4,3149,"Include",20
"KL2012_e4","KL2012_e4_19",0,4,1492,"Include",21
"KL2012_e4","KL2012_e4_19",0,4,1352,"Include",22
"KL2012_e4","KL2012_e4_19",1,3,1639,"Include",23
"KL2012_e4","KL2012_e4_19",1,5,2302,"Include",24
"KL2012_e4","KL2012_e4_19",0,2,2657,"Include",25
"KL2012_e4","KL2012_e4_19",0,2,2882,"Include",26
"KL2012_e4","KL2012_e4_19",1,6,1494,"Include",27
"KL2012_e4","KL2012_e4_19",0,3,1644,"Include",28
"KL2012_e4","KL2012_e4_19",1,6,1535,"Include",29
"KL2012_e4","KL2012_e4_19",0,3,1878,"Include",30
"KL2012_e4","KL2012_e4_19",0,4,1791,"Include",31
"KL2012_e4","KL2012_e4_19",1,6,1162,"Include",32
"KL2012_e4","KL2012_e4_19",1,6,1165,"Include",33
"KL2012_e4","KL2012_e4_19",1,6,1327,"Include",34
"KL2012_e4","KL2012_e4_19",1,5,1714,"Include",35
"KL2012_e4","KL2012_e4_19",1,6,747,"Include",36
"KL2012_e4","KL2012_e4_19",0,3,1750,"Include",37
"KL2012_e4","KL2012_e4_19",0,3,1853,"Include",38
"KL2012_e4","KL2012_e4_19",0,2,1437,"Include",39
"KL2012_e4","KL2012_e4_19",0,4,3316,"Include",40
"KL2012_e4","KL2012_e4_19",1,4,6681,"Include",41
"KL2012_e4","KL2012_e4_19",1,5,1128,"Include",42
"KL2012_e4","KL2012_e4_19",1,3,2815,"Include",43
"KL2012_e4","KL2012_e4_19",1,5,1403,"Include",44
"KL2012_e4","KL2012_e4_19",1,5,1498,"Include",45
"KL2012_e4","KL2012_e4_19",1,5,888,"Include",46
"KL2012_e4","KL2012_e4_19",1,6,2316,"Include",47
"KL2012_e4","KL2012_e4_19",0,3,3129,"Include",48
"KL2012_e4","KL2012_e4_19",1,5,2074,"Include",49
"KL2012_e4","KL2012_e4_19",0,5,2746,"Include",50
"KL2012_e4","KL2012_e4_19",1,6,1594,"Include",51
"KL2012_e4","KL2012_e4_19",1,6,916,"Include",52
"KL2012_e4","KL2012_e4_19",0,4,1849,"Include",53
"KL2012_e4","KL2012_e4_19",0,3,1979,"Include",54
"KL2012_e4","KL2012_e4_19",1,2,4163,"Include",55
"KL2012_e4","KL2012_e4_19",0,2,855,"Include",56
"KL2012_e4","KL2012_e4_19",0,4,6703,"Include",57
"KL2012_e4","KL2012_e4_19",1,5,1841,"Include",58
"KL2012_e4","KL2012_e4_19",0,5,1454,"Include",59
"KL2012_e4","KL2012_e4_19",1,6,1111,"Include",60
"KL2012_e4","KL2012_e4_19",0,3,1780,"Include",61
"KL2012_e4","KL2012_e4_19",1,6,4019,"Include",62
"KL2012_e4","KL2012_e4_19",0,3,2318,"Include",63
"KL2012_e4","KL2012_e4_19",1,6,1057,"Include",64
"KL2012_e4","KL2012_e4_19",0,4,4865,"Include",65
"KL2012_e4","KL2012_e4_19",1,2,2004,"Include",66
"KL2012_e4","KL2012_e4_19",1,2,2785,"Include",67
"KL2012_e4","KL2012_e4_19",0,2,2726,"Include",68
"KL2012_e4","KL2012_e4_19",0,3,2137,"Include",69
"KL2012_e4","KL2012_e4_19",1,3,1264,"Include",70
"KL2012_e4","KL2012_e4_19",1,4,1576,"Include",71
"KL2012_e4","KL2012_e4_19",0,3,1655,"Include",72
"KL2012_e4","KL2012_e4_19",1,4,1246,"Include",73
"KL2012_e4","KL2012_e4_19",1,5,1145,"Include",74
"KL2012_e4","KL2012_e4_19",0,4,3072,"Include",75
"KL2012_e4","KL2012_e4_19",0,4,1727,"Include",76
"KL2012_e4","KL2012_e4_19",1,4,1302,"Include",77
"KL2012_e4","KL2012_e4_19",0,4,1724,"Include",78
"KL2012_e4","KL2012_e4_19",0,2,3827,"Include",79
"KL2012_e4","KL2012_e4_19",1,4,2068,"Include",80
"KL2012_e4","KL2012_e4_19",0,2,1671,"Include",81
"KL2012_e4","KL2012_e4_19",0,2,1770,"Include",82
"KL2012_e4","KL2012_e4_19",1,6,1765,"Include",83
"KL2012_e4","KL2012_e4_19",1,4,2812,"Include",84
"KL2012_e4","KL2012_e4_19",0,4,2516,"Include",85
"KL2012_e4","KL2012_e4_19",1,5,1053,"Include",86
"KL2012_e4","KL2012_e4_19",1,3,2421,"Include",87
"KL2012_e4","KL2012_e4_19",1,5,1811,"Include",88
"KL2012_e4","KL2012_e4_19",1,5,4019,"Include",89
"KL2012_e4","KL2012_e4_19",0,4,13796,"Include",90
"KL2012_e4","KL2012_e4_19",0,4,5423,"Include",91
"KL2012_e4","KL2012_e4_19",1,6,2107,"Include",92
"KL2012_e4","KL2012_e4_19",0,4,1414,"Include",93
"KL2012_e4","KL2012_e4_19",0,4,2311,"Include",94
"KL2012_e4","KL2012_e4_19",1,6,1095,"Include",95
"KL2012_e4","KL2012_e4_19",1,3,1457,"Include",96
"KL2012_e4","KL2012_e4_2",1,5,2387,"Include",1
"KL2012_e4","KL2012_e4_2",1,6,2111,"Include",2
"KL2012_e4","KL2012_e4_2",0,2,2285,"Include",3
"KL2012_e4","KL2012_e4_2",1,6,2735,"Include",4
"KL2012_e4","KL2012_e4_2",0,2,1908,"Include",5
"KL2012_e4","KL2012_e4_2",0,4,2252,"Include",6
"KL2012_e4","KL2012_e4_2",1,6,1721,"Include",7
"KL2012_e4","KL2012_e4_2",1,6,940,"Include",8
"KL2012_e4","KL2012_e4_2",1,2,1625,"Include",9
"KL2012_e4","KL2012_e4_2",0,1,1513,"Include",10
"KL2012_e4","KL2012_e4_2",1,6,1639,"Include",11
"KL2012_e4","KL2012_e4_2",1,5,1850,"Include",12
"KL2012_e4","KL2012_e4_2",0,2,1671,"Include",13
"KL2012_e4","KL2012_e4_2",0,4,2463,"Include",14
"KL2012_e4","KL2012_e4_2",1,5,3014,"Include",15
"KL2012_e4","KL2012_e4_2",0,4,1931,"Include",16
"KL2012_e4","KL2012_e4_2",1,6,2446,"Include",17
"KL2012_e4","KL2012_e4_2",0,1,2632,"Include",18
"KL2012_e4","KL2012_e4_2",1,5,2384,"Include",19
"KL2012_e4","KL2012_e4_2",0,2,2452,"Include",20
"KL2012_e4","KL2012_e4_2",1,6,1578,"Include",21
"KL2012_e4","KL2012_e4_2",1,6,1015,"Include",22
"KL2012_e4","KL2012_e4_2",0,3,1740,"Include",23
"KL2012_e4","KL2012_e4_2",0,2,2105,"Include",24
"KL2012_e4","KL2012_e4_2",0,4,2768,"Include",25
"KL2012_e4","KL2012_e4_2",0,5,1549,"Include",26
"KL2012_e4","KL2012_e4_2",1,6,1141,"Include",27
"KL2012_e4","KL2012_e4_2",0,3,1762,"Include",28
"KL2012_e4","KL2012_e4_2",1,2,3073,"Include",29
"KL2012_e4","KL2012_e4_2",0,4,1820,"Include",30
"KL2012_e4","KL2012_e4_2",0,2,1857,"Include",31
"KL2012_e4","KL2012_e4_2",0,5,2390,"Include",32
"KL2012_e4","KL2012_e4_2",0,5,1078,"Include",33
"KL2012_e4","KL2012_e4_2",0,3,2289,"Include",34
"KL2012_e4","KL2012_e4_2",0,3,1419,"Include",35
"KL2012_e4","KL2012_e4_2",0,2,2288,"Include",36
"KL2012_e4","KL2012_e4_2",1,2,2285,"Include",37
"KL2012_e4","KL2012_e4_2",1,5,2316,"Include",38
"KL2012_e4","KL2012_e4_2",1,5,1207,"Include",39
"KL2012_e4","KL2012_e4_2",1,3,2162,"Include",40
"KL2012_e4","KL2012_e4_2",1,5,1891,"Include",41
"KL2012_e4","KL2012_e4_2",0,3,1824,"Include",42
"KL2012_e4","KL2012_e4_2",0,4,1760,"Include",43
"KL2012_e4","KL2012_e4_2",0,5,1810,"Include",44
"KL2012_e4","KL2012_e4_2",1,5,1013,"Include",45
"KL2012_e4","KL2012_e4_2",1,6,1578,"Include",46
"KL2012_e4","KL2012_e4_2",1,6,639,"Include",47
"KL2012_e4","KL2012_e4_2",0,4,1530,"Include",48
"KL2012_e4","KL2012_e4_2",0,2,1335,"Include",49
"KL2012_e4","KL2012_e4_2",0,3,2156,"Include",50
"KL2012_e4","KL2012_e4_2",1,5,1270,"Include",51
"KL2012_e4","KL2012_e4_2",1,6,2206,"Include",52
"KL2012_e4","KL2012_e4_2",0,5,1233,"Include",53
"KL2012_e4","KL2012_e4_2",1,3,1952,"Include",54
"KL2012_e4","KL2012_e4_2",0,2,2032,"Include",55
"KL2012_e4","KL2012_e4_2",0,4,1616,"Include",56
"KL2012_e4","KL2012_e4_2",1,4,1133,"Include",57
"KL2012_e4","KL2012_e4_2",1,5,2146,"Include",58
"KL2012_e4","KL2012_e4_2",1,3,2609,"Include",59
"KL2012_e4","KL2012_e4_2",0,3,1230,"Include",60
"KL2012_e4","KL2012_e4_2",0,2,2062,"Include",61
"KL2012_e4","KL2012_e4_2",0,5,2323,"Include",62
"KL2012_e4","KL2012_e4_2",0,5,949,"Include",63
"KL2012_e4","KL2012_e4_2",0,3,2805,"Include",64
"KL2012_e4","KL2012_e4_2",0,5,1839,"Include",65
"KL2012_e4","KL2012_e4_2",0,4,2282,"Include",66
"KL2012_e4","KL2012_e4_2",1,4,1188,"Include",67
"KL2012_e4","KL2012_e4_2",1,5,2092,"Include",68
"KL2012_e4","KL2012_e4_2",1,5,2193,"Include",69
"KL2012_e4","KL2012_e4_2",1,5,1049,"Include",70
"KL2012_e4","KL2012_e4_2",1,2,1894,"Include",71
"KL2012_e4","KL2012_e4_2",0,4,2515,"Include",72
"KL2012_e4","KL2012_e4_2",1,5,1005,"Include",73
"KL2012_e4","KL2012_e4_2",0,6,2335,"Include",74
"KL2012_e4","KL2012_e4_2",1,5,1036,"Include",75
"KL2012_e4","KL2012_e4_2",1,4,3564,"Include",76
"KL2012_e4","KL2012_e4_2",1,3,2574,"Include",77
"KL2012_e4","KL2012_e4_2",1,3,2691,"Include",78
"KL2012_e4","KL2012_e4_2",1,4,2080,"Include",79
"KL2012_e4","KL2012_e4_2",0,4,952,"Include",80
"KL2012_e4","KL2012_e4_2",0,4,2848,"Include",81
"KL2012_e4","KL2012_e4_2",0,3,2202,"Include",82
"KL2012_e4","KL2012_e4_2",1,4,2130,"Include",83
"KL2012_e4","KL2012_e4_2",1,5,1607,"Include",84
"KL2012_e4","KL2012_e4_2",1,2,3521,"Include",85
"KL2012_e4","KL2012_e4_2",0,1,4612,"Include",86
"KL2012_e4","KL2012_e4_2",0,3,2503,"Include",87
"KL2012_e4","KL2012_e4_2",0,5,2719,"Include",88
"KL2012_e4","KL2012_e4_2",1,5,1049,"Include",89
"KL2012_e4","KL2012_e4_2",0,5,1268,"Include",90
"KL2012_e4","KL2012_e4_2",0,5,1116,"Include",91
"KL2012_e4","KL2012_e4_2",1,5,1542,"Include",92
"KL2012_e4","KL2012_e4_2",1,4,1870,"Include",93
"KL2012_e4","KL2012_e4_2",0,4,3870,"Include",94
"KL2012_e4","KL2012_e4_2",1,3,1933,"Include",95
"KL2012_e4","KL2012_e4_2",1,4,1520,"Include",96
"KL2012_e4","KL2012_e4_20",0,1,10085,"Include",1
"KL2012_e4","KL2012_e4_20",0,2,15619,"Include",2
"KL2012_e4","KL2012_e4_20",0,2,1774,"Include",3
"KL2012_e4","KL2012_e4_20",1,4,3634,"Include",4
"KL2012_e4","KL2012_e4_20",1,4,1612,"Include",5
"KL2012_e4","KL2012_e4_20",1,2,1680,"Include",6
"KL2012_e4","KL2012_e4_20",0,2,1379,"Include",7
"KL2012_e4","KL2012_e4_20",1,2,1505,"Include",8
"KL2012_e4","KL2012_e4_20",1,6,3393,"Include",9
"KL2012_e4","KL2012_e4_20",0,5,1786,"Include",10
"KL2012_e4","KL2012_e4_20",0,4,1922,"Include",11
"KL2012_e4","KL2012_e4_20",0,3,1539,"Include",12
"KL2012_e4","KL2012_e4_20",0,2,2027,"Include",13
"KL2012_e4","KL2012_e4_20",1,2,1122,"Include",14
"KL2012_e4","KL2012_e4_20",0,2,1276,"Include",15
"KL2012_e4","KL2012_e4_20",1,6,2190,"Include",16
"KL2012_e4","KL2012_e4_20",0,4,1877,"Include",17
"KL2012_e4","KL2012_e4_20",0,4,1831,"Include",18
"KL2012_e4","KL2012_e4_20",0,5,1830,"Include",19
"KL2012_e4","KL2012_e4_20",0,2,2917,"Include",20
"KL2012_e4","KL2012_e4_20",0,2,1719,"Include",21
"KL2012_e4","KL2012_e4_20",1,3,2849,"Include",22
"KL2012_e4","KL2012_e4_20",0,4,2269,"Include",23
"KL2012_e4","KL2012_e4_20",0,2,1452,"Include",24
"KL2012_e4","KL2012_e4_20",0,5,2297,"Include",25
"KL2012_e4","KL2012_e4_20",0,2,1933,"Include",26
"KL2012_e4","KL2012_e4_20",1,5,2713,"Include",27
"KL2012_e4","KL2012_e4_20",0,3,2092,"Include",28
"KL2012_e4","KL2012_e4_20",0,3,2368,"Include",29
"KL2012_e4","KL2012_e4_20",0,3,1885,"Include",30
"KL2012_e4","KL2012_e4_20",1,6,1550,"Include",31
"KL2012_e4","KL2012_e4_20",0,3,2126,"Include",32
"KL2012_e4","KL2012_e4_20",0,4,1921,"Include",33
"KL2012_e4","KL2012_e4_20",1,6,5043,"Include",34
"KL2012_e4","KL2012_e4_20",1,4,1877,"Include",35
"KL2012_e4","KL2012_e4_20",1,5,2030,"Include",36
"KL2012_e4","KL2012_e4_20",1,5,1998,"Include",37
"KL2012_e4","KL2012_e4_20",1,4,1904,"Include",38
"KL2012_e4","KL2012_e4_20",1,5,2367,"Include",39
"KL2012_e4","KL2012_e4_20",1,2,1460,"Include",40
"KL2012_e4","KL2012_e4_20",1,3,4594,"Include",41
"KL2012_e4","KL2012_e4_20",1,3,1555,"Include",42
"KL2012_e4","KL2012_e4_20",0,2,1918,"Include",43
"KL2012_e4","KL2012_e4_20",1,5,1959,"Include",44
"KL2012_e4","KL2012_e4_20",0,4,1825,"Include",45
"KL2012_e4","KL2012_e4_20",1,3,5552,"Include",46
"KL2012_e4","KL2012_e4_20",1,4,2526,"Include",47
"KL2012_e4","KL2012_e4_20",0,5,4570,"Include",48
"KL2012_e4","KL2012_e4_20",0,2,4053,"Include",49
"KL2012_e4","KL2012_e4_20",1,6,4617,"Include",50
"KL2012_e4","KL2012_e4_20",1,1,6085,"Include",51
"KL2012_e4","KL2012_e4_20",0,3,2158,"Include",52
"KL2012_e4","KL2012_e4_20",0,1,3424,"Include",53
"KL2012_e4","KL2012_e4_20",1,6,1383,"Include",54
"KL2012_e4","KL2012_e4_20",0,2,3910,"Include",55
"KL2012_e4","KL2012_e4_20",1,4,4508,"Include",56
"KL2012_e4","KL2012_e4_20",0,1,3619,"Include",57
"KL2012_e4","KL2012_e4_20",0,3,1714,"Include",58
"KL2012_e4","KL2012_e4_20",1,1,1651,"Include",59
"KL2012_e4","KL2012_e4_20",1,6,1256,"Include",60
"KL2012_e4","KL2012_e4_20",0,5,1868,"Include",61
"KL2012_e4","KL2012_e4_20",0,1,1900,"Include",62
"KL2012_e4","KL2012_e4_20",1,2,4227,"Include",63
"KL2012_e4","KL2012_e4_20",0,4,4145,"Include",64
"KL2012_e4","KL2012_e4_20",1,1,1400,"Include",65
"KL2012_e4","KL2012_e4_20",1,4,2674,"Include",66
"KL2012_e4","KL2012_e4_20",0,1,1812,"Include",67
"KL2012_e4","KL2012_e4_20",0,2,6463,"Include",68
"KL2012_e4","KL2012_e4_20",1,2,990,"Include",69
"KL2012_e4","KL2012_e4_20",1,4,1926,"Include",70
"KL2012_e4","KL2012_e4_20",1,5,1602,"Include",71
"KL2012_e4","KL2012_e4_20",1,6,1340,"Include",72
"KL2012_e4","KL2012_e4_20",1,5,2523,"Include",73
"KL2012_e4","KL2012_e4_20",0,1,2445,"Include",74
"KL2012_e4","KL2012_e4_20",0,1,1782,"Include",75
"KL2012_e4","KL2012_e4_20",1,4,3382,"Include",76
"KL2012_e4","KL2012_e4_20",1,2,2180,"Include",77
"KL2012_e4","KL2012_e4_20",1,1,3179,"Include",78
"KL2012_e4","KL2012_e4_20",1,6,1403,"Include",79
"KL2012_e4","KL2012_e4_20",0,2,4860,"Include",80
"KL2012_e4","KL2012_e4_20",1,1,2355,"Include",81
"KL2012_e4","KL2012_e4_20",0,1,1500,"Include",82
"KL2012_e4","KL2012_e4_20",0,2,2284,"Include",83
"KL2012_e4","KL2012_e4_20",0,4,5317,"Include",84
"KL2012_e4","KL2012_e4_20",1,3,4862,"Include",85
"KL2012_e4","KL2012_e4_20",0,4,2092,"Include",86
"KL2012_e4","KL2012_e4_20",1,5,1625,"Include",87
"KL2012_e4","KL2012_e4_20",1,4,4592,"Include",88
"KL2012_e4","KL2012_e4_20",0,4,7445,"Include",89
"KL2012_e4","KL2012_e4_20",1,1,2498,"Include",90
"KL2012_e4","KL2012_e4_20",0,4,1861,"Include",91
"KL2012_e4","KL2012_e4_20",1,1,1733,"Include",92
"KL2012_e4","KL2012_e4_20",0,1,4905,"Include",93
"KL2012_e4","KL2012_e4_20",1,6,1455,"Include",94
"KL2012_e4","KL2012_e4_20",0,4,2420,"Include",95
"KL2012_e4","KL2012_e4_20",1,6,1283,"Include",96
"KL2012_e4","KL2012_e4_21",1,3,10020,"Include",1
"KL2012_e4","KL2012_e4_21",1,3,3791,"Include",2
"KL2012_e4","KL2012_e4_21",0,1,2749,"Include",3
"KL2012_e4","KL2012_e4_21",0,1,3010,"Include",4
"KL2012_e4","KL2012_e4_21",0,1,1074,"Include",5
"KL2012_e4","KL2012_e4_21",0,1,2578,"Include",6
"KL2012_e4","KL2012_e4_21",1,6,2145,"Include",7
"KL2012_e4","KL2012_e4_21",0,4,4859,"Include",8
"KL2012_e4","KL2012_e4_21",0,2,4837,"Include",9
"KL2012_e4","KL2012_e4_21",0,1,1288,"Include",10
"KL2012_e4","KL2012_e4_21",0,2,1152,"Include",11
"KL2012_e4","KL2012_e4_21",0,4,1853,"Include",12
"KL2012_e4","KL2012_e4_21",1,4,782,"Include",13
"KL2012_e4","KL2012_e4_21",0,3,1439,"Include",14
"KL2012_e4","KL2012_e4_21",1,5,1282,"Include",15
"KL2012_e4","KL2012_e4_21",0,1,1205,"Include",16
"KL2012_e4","KL2012_e4_21",1,6,1750,"Include",17
"KL2012_e4","KL2012_e4_21",1,6,722,"Include",18
"KL2012_e4","KL2012_e4_21",1,3,1471,"Include",19
"KL2012_e4","KL2012_e4_21",0,2,1059,"Include",20
"KL2012_e4","KL2012_e4_21",0,5,1401,"Include",21
"KL2012_e4","KL2012_e4_21",0,3,1533,"Include",22
"KL2012_e4","KL2012_e4_21",1,3,2256,"Include",23
"KL2012_e4","KL2012_e4_21",1,6,962,"Include",24
"KL2012_e4","KL2012_e4_21",1,6,795,"Include",25
"KL2012_e4","KL2012_e4_21",1,6,1000,"Include",26
"KL2012_e4","KL2012_e4_21",0,2,1089,"Include",27
"KL2012_e4","KL2012_e4_21",0,2,1334,"Include",28
"KL2012_e4","KL2012_e4_21",1,3,2023,"Include",29
"KL2012_e4","KL2012_e4_21",1,3,833,"Include",30
"KL2012_e4","KL2012_e4_21",1,4,8659,"Include",31
"KL2012_e4","KL2012_e4_21",0,3,772,"Include",32
"KL2012_e4","KL2012_e4_21",0,3,854,"Include",33
"KL2012_e4","KL2012_e4_21",1,3,1136,"Include",34
"KL2012_e4","KL2012_e4_21",1,3,1273,"Include",35
"KL2012_e4","KL2012_e4_21",0,5,1503,"Include",36
"KL2012_e4","KL2012_e4_21",1,5,1163,"Include",37
"KL2012_e4","KL2012_e4_21",0,3,582,"Include",38
"KL2012_e4","KL2012_e4_21",0,3,1262,"Include",39
"KL2012_e4","KL2012_e4_21",1,3,1290,"Include",40
"KL2012_e4","KL2012_e4_21",0,3,676,"Include",41
"KL2012_e4","KL2012_e4_21",0,5,1270,"Include",42
"KL2012_e4","KL2012_e4_21",1,6,1337,"Include",43
"KL2012_e4","KL2012_e4_21",1,2,2053,"Include",44
"KL2012_e4","KL2012_e4_21",0,2,1918,"Include",45
"KL2012_e4","KL2012_e4_21",1,5,1428,"Include",46
"KL2012_e4","KL2012_e4_21",0,2,637,"Include",47
"KL2012_e4","KL2012_e4_21",0,1,1002,"Include",48
"KL2012_e4","KL2012_e4_21",1,2,1109,"Include",49
"KL2012_e4","KL2012_e4_21",0,2,680,"Include",50
"KL2012_e4","KL2012_e4_21",0,1,932,"Include",51
"KL2012_e4","KL2012_e4_21",0,2,1487,"Include",52
"KL2012_e4","KL2012_e4_21",0,3,2363,"Include",53
"KL2012_e4","KL2012_e4_21",1,6,1055,"Include",54
"KL2012_e4","KL2012_e4_21",1,3,1381,"Include",55
"KL2012_e4","KL2012_e4_21",0,3,812,"Include",56
"KL2012_e4","KL2012_e4_21",1,3,626,"Include",57
"KL2012_e4","KL2012_e4_21",0,3,682,"Include",58
"KL2012_e4","KL2012_e4_21",0,3,706,"Include",59
"KL2012_e4","KL2012_e4_21",1,2,3760,"Include",60
"KL2012_e4","KL2012_e4_21",1,1,1475,"Include",61
"KL2012_e4","KL2012_e4_21",1,6,1069,"Include",62
"KL2012_e4","KL2012_e4_21",0,2,1125,"Include",63
"KL2012_e4","KL2012_e4_21",1,1,1157,"Include",64
"KL2012_e4","KL2012_e4_21",1,2,1638,"Include",65
"KL2012_e4","KL2012_e4_21",1,6,1141,"Include",66
"KL2012_e4","KL2012_e4_21",0,1,2592,"Include",67
"KL2012_e4","KL2012_e4_21",0,2,973,"Include",68
"KL2012_e4","KL2012_e4_21",0,3,1472,"Include",69
"KL2012_e4","KL2012_e4_21",0,2,868,"Include",70
"KL2012_e4","KL2012_e4_21",1,2,3510,"Include",71
"KL2012_e4","KL2012_e4_21",1,6,2339,"Include",72
"KL2012_e4","KL2012_e4_21",0,2,725,"Include",73
"KL2012_e4","KL2012_e4_21",1,2,715,"Include",74
"KL2012_e4","KL2012_e4_21",1,2,557,"Include",75
"KL2012_e4","KL2012_e4_21",0,3,1112,"Include",76
"KL2012_e4","KL2012_e4_21",1,2,2578,"Include",77
"KL2012_e4","KL2012_e4_21",1,3,1959,"Include",78
"KL2012_e4","KL2012_e4_21",0,3,1155,"Include",79
"KL2012_e4","KL2012_e4_21",0,3,914,"Include",80
"KL2012_e4","KL2012_e4_21",0,4,4236,"Include",81
"KL2012_e4","KL2012_e4_21",1,3,1217,"Include",82
"KL2012_e4","KL2012_e4_21",1,3,1526,"Include",83
"KL2012_e4","KL2012_e4_21",0,4,2173,"Include",84
"KL2012_e4","KL2012_e4_21",1,4,1184,"Include",85
"KL2012_e4","KL2012_e4_21",1,3,809,"Include",86
"KL2012_e4","KL2012_e4_21",1,3,930,"Include",87
"KL2012_e4","KL2012_e4_21",1,3,573,"Include",88
"KL2012_e4","KL2012_e4_21",1,6,1124,"Include",89
"KL2012_e4","KL2012_e4_21",1,3,792,"Include",90
"KL2012_e4","KL2012_e4_21",1,3,964,"Include",91
"KL2012_e4","KL2012_e4_21",0,3,1984,"Include",92
"KL2012_e4","KL2012_e4_21",0,5,1435,"Include",93
"KL2012_e4","KL2012_e4_21",0,4,1782,"Include",94
"KL2012_e4","KL2012_e4_21",1,3,770,"Include",95
"KL2012_e4","KL2012_e4_21",0,2,1271,"Include",96
"KL2012_e4","KL2012_e4_22",1,5,9474,"Include",1
"KL2012_e4","KL2012_e4_22",1,6,1164,"Include",2
"KL2012_e4","KL2012_e4_22",1,6,998,"Include",3
"KL2012_e4","KL2012_e4_22",0,6,1297,"Include",4
"KL2012_e4","KL2012_e4_22",0,1,1462,"Include",5
"KL2012_e4","KL2012_e4_22",1,2,2526,"Include",6
"KL2012_e4","KL2012_e4_22",1,3,4024,"Include",7
"KL2012_e4","KL2012_e4_22",1,4,1560,"Include",8
"KL2012_e4","KL2012_e4_22",1,3,1545,"Include",9
"KL2012_e4","KL2012_e4_22",0,4,1737,"Include",10
"KL2012_e4","KL2012_e4_22",0,5,1478,"Include",11
"KL2012_e4","KL2012_e4_22",0,1,1665,"Include",12
"KL2012_e4","KL2012_e4_22",0,1,1373,"Include",13
"KL2012_e4","KL2012_e4_22",1,1,1187,"Include",14
"KL2012_e4","KL2012_e4_22",0,1,1859,"Include",15
"KL2012_e4","KL2012_e4_22",1,4,1816,"Include",16
"KL2012_e4","KL2012_e4_22",1,5,1325,"Include",17
"KL2012_e4","KL2012_e4_22",1,6,1092,"Include",18
"KL2012_e4","KL2012_e4_22",0,2,2162,"Include",19
"KL2012_e4","KL2012_e4_22",0,2,1050,"Include",20
"KL2012_e4","KL2012_e4_22",0,3,2287,"Include",21
"KL2012_e4","KL2012_e4_22",0,3,869,"Include",22
"KL2012_e4","KL2012_e4_22",1,4,1526,"Include",23
"KL2012_e4","KL2012_e4_22",0,4,1104,"Include",24
"KL2012_e4","KL2012_e4_22",1,5,888,"Include",25
"KL2012_e4","KL2012_e4_22",1,5,957,"Include",26
"KL2012_e4","KL2012_e4_22",1,6,2352,"Include",27
"KL2012_e4","KL2012_e4_22",1,3,1092,"Include",28
"KL2012_e4","KL2012_e4_22",0,6,2274,"Include",29
"KL2012_e4","KL2012_e4_22",1,6,962,"Include",30
"KL2012_e4","KL2012_e4_22",0,6,852,"Include",31
"KL2012_e4","KL2012_e4_22",0,4,1598,"Include",32
"KL2012_e4","KL2012_e4_22",0,3,1153,"Include",33
"KL2012_e4","KL2012_e4_22",1,4,2113,"Include",34
"KL2012_e4","KL2012_e4_22",1,6,977,"Include",35
"KL2012_e4","KL2012_e4_22",0,4,1598,"Include",36
"KL2012_e4","KL2012_e4_22",0,4,1432,"Include",37
"KL2012_e4","KL2012_e4_22",0,2,1352,"Include",38
"KL2012_e4","KL2012_e4_22",0,2,1071,"Include",39
"KL2012_e4","KL2012_e4_22",1,2,2559,"Include",40
"KL2012_e4","KL2012_e4_22",1,6,1665,"Include",41
"KL2012_e4","KL2012_e4_22",0,6,1993,"Include",42
"KL2012_e4","KL2012_e4_22",0,1,1649,"Include",43
"KL2012_e4","KL2012_e4_22",1,6,1518,"Include",44
"KL2012_e4","KL2012_e4_22",0,2,2597,"Include",45
"KL2012_e4","KL2012_e4_22",0,6,1256,"Include",46
"KL2012_e4","KL2012_e4_22",1,4,1797,"Include",47
"KL2012_e4","KL2012_e4_22",1,6,2600,"Include",48
"KL2012_e4","KL2012_e4_22",0,1,1082,"Include",49
"KL2012_e4","KL2012_e4_22",0,6,1957,"Include",50
"KL2012_e4","KL2012_e4_22",0,3,1511,"Include",51
"KL2012_e4","KL2012_e4_22",0,3,1102,"Include",52
"KL2012_e4","KL2012_e4_22",0,4,1102,"Include",53
"KL2012_e4","KL2012_e4_22",1,6,1142,"Include",54
"KL2012_e4","KL2012_e4_22",0,6,851,"Include",55
"KL2012_e4","KL2012_e4_22",1,1,936,"Include",56
"KL2012_e4","KL2012_e4_22",1,6,861,"Include",57
