"exp","id","trial","isold","rating","excluding"
"NFR2013_e3","NFR2013_e3_2",103,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",104,0,3,"Include"
"NFR2013_e3","NFR2013_e3_2",105,0,5,"Include"
"NFR2013_e3","NFR2013_e3_2",106,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",107,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",108,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",109,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",110,0,4,"Include"
"NFR2013_e3","NFR2013_e3_2",111,0,3,"Include"
"NFR2013_e3","NFR2013_e3_2",112,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",113,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",114,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",115,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",116,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",117,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",118,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",119,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",120,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",121,0,3,"Include"
"NFR2013_e3","NFR2013_e3_2",122,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",123,1,3,"Include"
"NFR2013_e3","NFR2013_e3_2",124,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",125,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",126,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",127,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",128,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",129,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",130,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",131,1,5,"Include"
"NFR2013_e3","NFR2013_e3_2",132,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",133,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",134,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",135,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",136,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",137,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",138,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",139,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",140,0,2,"Include"
"NFR2013_e3","NFR2013_e3_2",141,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",142,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",143,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",144,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",145,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",146,1,3,"Include"
"NFR2013_e3","NFR2013_e3_2",147,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",148,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",149,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",150,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",151,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",152,0,4,"Include"
"NFR2013_e3","NFR2013_e3_2",153,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",154,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",155,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",156,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",157,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",158,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",159,1,3,"Include"
"NFR2013_e3","NFR2013_e3_2",160,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",161,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",162,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",163,1,2,"Include"
"NFR2013_e3","NFR2013_e3_2",164,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",165,1,4,"Include"
"NFR2013_e3","NFR2013_e3_2",166,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",167,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",168,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",169,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",170,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",171,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",172,0,6,"Include"
"NFR2013_e3","NFR2013_e3_2",173,1,2,"Include"
"NFR2013_e3","NFR2013_e3_2",174,1,1,"Include"
"NFR2013_e3","NFR2013_e3_2",175,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",176,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",177,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",178,0,4,"Include"
"NFR2013_e3","NFR2013_e3_2",179,0,6,"Include"
"NFR2013_e3","NFR2013_e3_2",180,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",181,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",182,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",183,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",184,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",185,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",186,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",187,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",188,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",189,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",190,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",191,0,4,"Include"
"NFR2013_e3","NFR2013_e3_2",192,0,3,"Include"
"NFR2013_e3","NFR2013_e3_2",193,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",194,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",195,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",196,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",197,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",198,0,1,"Include"
"NFR2013_e3","NFR2013_e3_2",199,1,6,"Include"
"NFR2013_e3","NFR2013_e3_2",200,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",1,0,4,"Include"
"NFR2013_e3","NFR2013_e3_3",2,1,5,"Include"
"NFR2013_e3","NFR2013_e3_3",3,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",4,0,5,"Include"
"NFR2013_e3","NFR2013_e3_3",5,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",6,0,2,"Include"
"NFR2013_e3","NFR2013_e3_3",7,0,1,"Include"
"NFR2013_e3","NFR2013_e3_3",8,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",9,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",10,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",11,1,4,"Include"
"NFR2013_e3","NFR2013_e3_3",12,0,1,"Include"
"NFR2013_e3","NFR2013_e3_3",13,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",14,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",15,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",16,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",17,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",18,0,1,"Include"
"NFR2013_e3","NFR2013_e3_3",19,0,1,"Include"
"NFR2013_e3","NFR2013_e3_3",20,0,2,"Include"
"NFR2013_e3","NFR2013_e3_3",21,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",22,0,2,"Include"
"NFR2013_e3","NFR2013_e3_3",23,0,1,"Include"
"NFR2013_e3","NFR2013_e3_3",24,0,1,"Include"
"NFR2013_e3","NFR2013_e3_3",25,0,1,"Include"
"NFR2013_e3","NFR2013_e3_3",26,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",27,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",28,0,1,"Include"
"NFR2013_e3","NFR2013_e3_3",29,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",30,0,1,"Include"
"NFR2013_e3","NFR2013_e3_3",31,0,2,"Include"
"NFR2013_e3","NFR2013_e3_3",32,0,2,"Include"
"NFR2013_e3","NFR2013_e3_3",33,1,6,"Include"
"NFR2013_e3","NFR2013_e3_3",34,1,6,"Include"
