"exp","id","isold","condition1","rating","excluding"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_3",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",6,"Include"
"LP2006_e2","LP2006_e2_4",0,"StudyIntactTestAnagram",6,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",6,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",6,"Include"
"LP2006_e2","LP2006_e2_5",0,"StudyIntactTestAnagram",6,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_6",0,"StudyIntactTestAnagram",6,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",6,"Include"
"LP2006_e2","LP2006_e2_7",0,"StudyIntactTestAnagram",6,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",3,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",4,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",5,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",6,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",6,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",6,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",6,"Include"
"LP2006_e2","LP2006_e2_8",0,"StudyIntactTestAnagram",6,"Include"
"LP2006_e2","LP2006_e2_9",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_9",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_9",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_9",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_9",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_9",0,"StudyIntactTestAnagram",1,"Include"
"LP2006_e2","LP2006_e2_9",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_9",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_9",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_9",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_9",0,"StudyIntactTestAnagram",2,"Include"
"LP2006_e2","LP2006_e2_9",0,"StudyIntactTestAnagram",2,"Include"
