"exp","id","item","trial","isold","condition1","rating","RT","excluding"
"LP2013_e2","LP2013_e2_1","bee",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","ear",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","gel",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","lag",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","leg",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","tar",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","vet",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","wax",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","bade",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","beer",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","bled",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","bred",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","deal",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","ever",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","glee",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","laze",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","raze",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","tree",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","verb",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","welt",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","alter",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","badge",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","deter",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","glade",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","later",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","level",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","regal",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","wager",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","gravel",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","vertex",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","ale",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","bar",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","eve",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","get",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","jet",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","law",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","vex",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","area",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","bead",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","data",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","dear",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","drag",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","earl",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","gala",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","gaze",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","read",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","tale",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","ware",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","were",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","alder",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","brave",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","breed",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","extra",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","glare",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","grave",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","tread",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","wedge",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","badger",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","blazer",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","larvae",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","eel",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","ewe",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","lab",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","lax",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","rag",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","tab",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","tea",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","wed",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","bale",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","brew",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","debt",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","drat",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","eave",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","garb",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","lard",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","rate",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","real",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","teal",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","veal",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","weed",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","award",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","barge",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","brawl",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","evade",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","gable",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","jewel",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","revel",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","tweed",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","water",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","zebra",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","art",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","bad",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","bed",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","led",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","rat",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","war",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","axle",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","bard",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","beat",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","beta",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","brat",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","gate",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","jade",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","leer",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","rave",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","reed",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","tear",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","veer",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","wale",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","beard",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","blare",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","braze",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","exalt",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","gavel",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","grade",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","great",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","large",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","adverb",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","beagle",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","garble",0,0,"not_tested",99,0,"Exclude"
"LP2013_e2","LP2013_e2_1","trade",1,0,"unrelated_lure",2,1805,"Include"
"LP2013_e2","LP2013_e2_1","much",2,1,"target",4,1063,"Include"
"LP2013_e2","LP2013_e2_1","mono",3,1,"target",4,1262,"Include"
"LP2013_e2","LP2013_e2_1","hick",4,1,"target",4,952,"Include"
"LP2013_e2","LP2013_e2_1","sum",5,1,"related_lure",2,1696,"Include"
"LP2013_e2","LP2013_e2_1","chomp",6,1,"target",4,1104,"Include"
"LP2013_e2","LP2013_e2_1","quin",7,1,"target",4,904,"Include"
"LP2013_e2","LP2013_e2_1","choosy",8,1,"related_lure",1,1414,"Include"
"LP2013_e2","LP2013_e2_1","ate",9,0,"unrelated_lure",2,2630,"Include"
"LP2013_e2","LP2013_e2_1","soup",10,1,"target",4,1092,"Include"
"LP2013_e2","LP2013_e2_1","mink",11,1,"target",3,1279,"Include"
"LP2013_e2","LP2013_e2_1","bare",12,0,"unrelated_lure",2,1140,"Include"
"LP2013_e2","LP2013_e2_1","raw",13,0,"unrelated_lure",3,1799,"Include"
