"exp","id","item","isold","condition1","rating","excluding","trial"
"FO2016_e3","FO2016_e3_1","array",0,"silent",6,"Include",1
"FO2016_e3","FO2016_e3_1","death",1,"silent",1,"Include",2
"FO2016_e3","FO2016_e3_1","city",0,"silent",6,"Include",3
"FO2016_e3","FO2016_e3_1","pupil",1,"silent",4,"Include",4
"FO2016_e3","FO2016_e3_1","wine",1,"silent",2,"Include",5
"FO2016_e3","FO2016_e3_1","forest",1,"silent",1,"Include",6
"FO2016_e3","FO2016_e3_1","ticket",0,"silent",1,"Include",7
"FO2016_e3","FO2016_e3_1","disease",1,"silent",1,"Include",8
"FO2016_e3","FO2016_e3_1","committee",0,"silent",3,"Include",9
"FO2016_e3","FO2016_e3_1","meeting",1,"silent",1,"Include",10
"FO2016_e3","FO2016_e3_1","inhabitant",0,"silent",6,"Include",11
"FO2016_e3","FO2016_e3_1","headquarters",0,"silent",5,"Include",12
"FO2016_e3","FO2016_e3_1","queen",0,"silent",5,"Include",13
"FO2016_e3","FO2016_e3_1","iron",0,"silent",5,"Include",14
"FO2016_e3","FO2016_e3_1","democracy",0,"silent",2,"Include",15
"FO2016_e3","FO2016_e3_1","salute",1,"silent",1,"Include",16
"FO2016_e3","FO2016_e3_1","steam",0,"silent",2,"Include",17
"FO2016_e3","FO2016_e3_1","capacity",1,"silent",2,"Include",18
"FO2016_e3","FO2016_e3_1","sensation",1,"silent",2,"Include",19
"FO2016_e3","FO2016_e3_1","instance",1,"silent",2,"Include",20
"FO2016_e3","FO2016_e3_1","direction",1,"silent",3,"Include",21
"FO2016_e3","FO2016_e3_1","boulder",0,"silent",5,"Include",22
"FO2016_e3","FO2016_e3_1","wheat",1,"silent",1,"Include",23
"FO2016_e3","FO2016_e3_1","jail",1,"silent",1,"Include",24
"FO2016_e3","FO2016_e3_1","attribute",0,"silent",3,"Include",25
"FO2016_e3","FO2016_e3_1","confidence",0,"silent",2,"Include",26
"FO2016_e3","FO2016_e3_1","string",1,"silent",1,"Include",27
"FO2016_e3","FO2016_e3_1","baby",1,"silent",5,"Include",28
"FO2016_e3","FO2016_e3_1","lake",0,"silent",5,"Include",29
"FO2016_e3","FO2016_e3_1","moral",1,"silent",6,"Include",30
"FO2016_e3","FO2016_e3_1","butterfly",0,"silent",6,"Include",31
"FO2016_e3","FO2016_e3_1","sea",0,"silent",6,"Include",32
"FO2016_e3","FO2016_e3_1","sunset",1,"silent",6,"Include",33
"FO2016_e3","FO2016_e3_1","glory",0,"silent",6,"Include",34
"FO2016_e3","FO2016_e3_1","grandmother",0,"silent",6,"Include",35
"FO2016_e3","FO2016_e3_1","cabin",1,"silent",1,"Include",36
"FO2016_e3","FO2016_e3_1","vision",0,"silent",1,"Include",37
"FO2016_e3","FO2016_e3_1","clock",0,"silent",5,"Include",38
"FO2016_e3","FO2016_e3_1","chance",0,"silent",5,"Include",39
"FO2016_e3","FO2016_e3_1","person",1,"silent",2,"Include",40
"FO2016_e3","FO2016_e3_1","facility",1,"silent",3,"Include",41
"FO2016_e3","FO2016_e3_1","charter",1,"silent",1,"Include",42
"FO2016_e3","FO2016_e3_1","affection",1,"silent",1,"Include",43
"FO2016_e3","FO2016_e3_1","physician",1,"silent",5,"Include",44
"FO2016_e3","FO2016_e3_1","material",1,"silent",1,"Include",45
"FO2016_e3","FO2016_e3_1","oven",1,"silent",6,"Include",46
"FO2016_e3","FO2016_e3_1","virtue",0,"silent",2,"Include",47
"FO2016_e3","FO2016_e3_1","bosom",0,"silent",2,"Include",48
"FO2016_e3","FO2016_e3_1","chin",0,"silent",4,"Include",49
"FO2016_e3","FO2016_e3_1","costume",0,"silent",4,"Include",50
"FO2016_e3","FO2016_e3_1","necessity",0,"silent",4,"Include",51
"FO2016_e3","FO2016_e3_1","ability",0,"silent",4,"Include",52
"FO2016_e3","FO2016_e3_1","harness",1,"silent",4,"Include",53
"FO2016_e3","FO2016_e3_1","custom",1,"silent",1,"Include",54
"FO2016_e3","FO2016_e3_1","assault",0,"silent",4,"Include",55
"FO2016_e3","FO2016_e3_1","rod",0,"silent",4,"Include",56
"FO2016_e3","FO2016_e3_1","shame",1,"silent",1,"Include",57
"FO2016_e3","FO2016_e3_1","flesh",1,"silent",4,"Include",58
"FO2016_e3","FO2016_e3_1","victim",0,"silent",1,"Include",59
"FO2016_e3","FO2016_e3_1","time",0,"silent",5,"Include",60
"FO2016_e3","FO2016_e3_1","attendant",0,"silent",5,"Include",61
"FO2016_e3","FO2016_e3_1","intellect",1,"silent",1,"Include",62
"FO2016_e3","FO2016_e3_1","gentleman",1,"silent",5,"Include",63
"FO2016_e3","FO2016_e3_1","welfare",0,"silent",4,"Include",64
"FO2016_e3","FO2016_e3_1","door",0,"silent",4,"Include",65
"FO2016_e3","FO2016_e3_1","metal",0,"silent",2,"Include",66
"FO2016_e3","FO2016_e3_1","lark",0,"silent",4,"Include",67
"FO2016_e3","FO2016_e3_1","cellar",0,"silent",2,"Include",68
"FO2016_e3","FO2016_e3_1","tablespoon",0,"silent",4,"Include",69
"FO2016_e3","FO2016_e3_1","party",0,"silent",4,"Include",70
"FO2016_e3","FO2016_e3_1","boss",1,"silent",2,"Include",71
"FO2016_e3","FO2016_e3_1","money",0,"silent",4,"Include",72
"FO2016_e3","FO2016_e3_1","decree",0,"silent",4,"Include",73
"FO2016_e3","FO2016_e3_1","winter",1,"silent",2,"Include",74
"FO2016_e3","FO2016_e3_1","judge",1,"silent",1,"Include",75
"FO2016_e3","FO2016_e3_1","sky",1,"silent",1,"Include",76
"FO2016_e3","FO2016_e3_1","sugar",0,"silent",2,"Include",77
"FO2016_e3","FO2016_e3_1","cash",0,"silent",2,"Include",78
"FO2016_e3","FO2016_e3_1","slipper",1,"silent",3,"Include",79
"FO2016_e3","FO2016_e3_1","garden",0,"silent",5,"Include",80
"FO2016_e3","FO2016_e3_1","fisherman",0,"silent",4,"Include",81
"FO2016_e3","FO2016_e3_1","foam",0,"silent",4,"Include",82
"FO2016_e3","FO2016_e3_1","cat",0,"silent",4,"Include",83
"FO2016_e3","FO2016_e3_1","child",1,"silent",2,"Include",84
"FO2016_e3","FO2016_e3_1","settler",1,"silent",1,"Include",85
"FO2016_e3","FO2016_e3_1","marriage",0,"silent",4,"Include",86
"FO2016_e3","FO2016_e3_1","chair",1,"silent",4,"Include",87
"FO2016_e3","FO2016_e3_1","code",0,"silent",4,"Include",88
"FO2016_e3","FO2016_e3_1","hammer",1,"silent",6,"Include",89
"FO2016_e3","FO2016_e3_1","slave",1,"silent",6,"Include",90
"FO2016_e3","FO2016_e3_1","law",0,"silent",6,"Include",91
"FO2016_e3","FO2016_e3_1","impulse",0,"silent",1,"Include",92
"FO2016_e3","FO2016_e3_1","menace",0,"silent",1,"Include",93
"FO2016_e3","FO2016_e3_1","sauce",1,"silent",1,"Include",94
"FO2016_e3","FO2016_e3_1","artist",1,"silent",6,"Include",95
"FO2016_e3","FO2016_e3_1","river",1,"silent",6,"Include",96
"FO2016_e3","FO2016_e3_1","grief",0,"silent",1,"Include",97
"FO2016_e3","FO2016_e3_1","wife",0,"silent",6,"Include",98
"FO2016_e3","FO2016_e3_1","excuse",0,"silent",1,"Include",99
"FO2016_e3","FO2016_e3_1","oxygen",0,"silent",2,"Include",100
"FO2016_e3","FO2016_e3_1","folly",1,"silent",1,"Include",101
"FO2016_e3","FO2016_e3_1","rock",1,"silent",6,"Include",102
"FO2016_e3","FO2016_e3_1","honour",0,"silent",2,"Include",103
"FO2016_e3","FO2016_e3_1","tribute",1,"silent",6,"Include",104
"FO2016_e3","FO2016_e3_1","anxiety",1,"silent",6,"Include",105
"FO2016_e3","FO2016_e3_1","duty",1,"silent",6,"Include",106
"FO2016_e3","FO2016_e3_1","banker",1,"silent",6,"Include",107
"FO2016_e3","FO2016_e3_1","prairie",0,"silent",1,"Include",108
"FO2016_e3","FO2016_e3_1","skin",0,"silent",3,"Include",109
"FO2016_e3","FO2016_e3_1","moss",0,"silent",1,"Include",110
"FO2016_e3","FO2016_e3_1","hope",1,"silent",6,"Include",111
"FO2016_e3","FO2016_e3_1","tobacco",0,"silent",2,"Include",112
"FO2016_e3","FO2016_e3_1","science",0,"silent",2,"Include",113
"FO2016_e3","FO2016_e3_1","jury",1,"silent",6,"Include",114
"FO2016_e3","FO2016_e3_1","claw",0,"silent",1,"Include",115
"FO2016_e3","FO2016_e3_1","disaster",0,"silent",2,"Include",116
"FO2016_e3","FO2016_e3_1","interest",0,"silent",6,"Include",117
"FO2016_e3","FO2016_e3_1","revolt",1,"silent",2,"Include",118
"FO2016_e3","FO2016_e3_1","vegetable",0,"silent",1,"Include",119
"FO2016_e3","FO2016_e3_1","hatred",1,"silent",6,"Include",120
"FO2016_e3","FO2016_e3_1","brain",0,"silent",6,"Include",121
"FO2016_e3","FO2016_e3_1","misery",1,"silent",6,"Include",122
"FO2016_e3","FO2016_e3_1","appearance",1,"silent",5,"Include",123
"FO2016_e3","FO2016_e3_1","charm",1,"silent",4,"Include",124
"FO2016_e3","FO2016_e3_1","master",1,"silent",4,"Include",125
"FO2016_e3","FO2016_e3_1","animal",0,"silent",2,"Include",126
"FO2016_e3","FO2016_e3_1","product",0,"silent",4,"Include",127
"FO2016_e3","FO2016_e3_1","army",1,"silent",2,"Include",128
"FO2016_e3","FO2016_e3_1","arm",0,"silent",2,"Include",129
"FO2016_e3","FO2016_e3_1","competition",0,"silent",4,"Include",130
"FO2016_e3","FO2016_e3_1","form",0,"silent",4,"Include",131
"FO2016_e3","FO2016_e3_1","ambassador",0,"silent",5,"Include",132
"FO2016_e3","FO2016_e3_1","vessel",1,"silent",6,"Include",133
"FO2016_e3","FO2016_e3_1","creature",0,"silent",4,"Include",134
"FO2016_e3","FO2016_e3_1","earth",0,"silent",4,"Include",135
"FO2016_e3","FO2016_e3_1","sickness",1,"silent",4,"Include",136
"FO2016_e3","FO2016_e3_1","dirt",0,"silent",4,"Include",137
"FO2016_e3","FO2016_e3_1","atmosphere",1,"silent",1,"Include",138
"FO2016_e3","FO2016_e3_1","trouble",1,"silent",2,"Include",139
"FO2016_e3","FO2016_e3_1","car",1,"silent",6,"Include",140
"FO2016_e3","FO2016_e3_1","prison",1,"silent",6,"Include",141
"FO2016_e3","FO2016_e3_1","ocean",1,"silent",6,"Include",142
"FO2016_e3","FO2016_e3_1","disposition",0,"silent",4,"Include",143
"FO2016_e3","FO2016_e3_1","fowl",0,"silent",4,"Include",144
"FO2016_e3","FO2016_e3_1","beggar",1,"silent",6,"Include",145
"FO2016_e3","FO2016_e3_1","tower",1,"silent",4,"Include",146
"FO2016_e3","FO2016_e3_1","plain",0,"silent",6,"Include",147
"FO2016_e3","FO2016_e3_1","goddess",1,"silent",6,"Include",148
"FO2016_e3","FO2016_e3_1","sulphur",0,"silent",1,"Include",149
"FO2016_e3","FO2016_e3_1","soil",0,"silent",4,"Include",150
"FO2016_e3","FO2016_e3_1","butter",0,"silent",4,"Include",151
"FO2016_e3","FO2016_e3_1","thief",1,"silent",6,"Include",152
"FO2016_e3","FO2016_e3_1","weapon",1,"silent",4,"Include",153
"FO2016_e3","FO2016_e3_1","idea",0,"silent",2,"Include",154
"FO2016_e3","FO2016_e3_1","camp",0,"silent",2,"Include",155
"FO2016_e3","FO2016_e3_1","fork",0,"silent",2,"Include",156
"FO2016_e3","FO2016_e3_1","moment",1,"silent",5,"Include",157
"FO2016_e3","FO2016_e3_1","nail",1,"silent",3,"Include",158
"FO2016_e3","FO2016_e3_1","grass",1,"silent",3,"Include",159
"FO2016_e3","FO2016_e3_1","toast",0,"silent",3,"Include",160
"FO2016_e3","FO2016_e3_1","convention",1,"silent",4,"Include",161
"FO2016_e3","FO2016_e3_1","link",0,"silent",3,"Include",162
"FO2016_e3","FO2016_e3_1","library",0,"silent",3,"Include",163
"FO2016_e3","FO2016_e3_1","series",1,"silent",3,"Include",164
"FO2016_e3","FO2016_e3_1","picture",1,"silent",4,"Include",165
"FO2016_e3","FO2016_e3_1","procession",0,"silent",3,"Include",166
"FO2016_e3","FO2016_e3_1","drama",1,"silent",5,"Include",167
"FO2016_e3","FO2016_e3_1","reflection",1,"silent",5,"Include",168
"FO2016_e3","FO2016_e3_1","railroad",1,"silent",6,"Include",169
"FO2016_e3","FO2016_e3_1","storm",1,"silent",5,"Include",170
"FO2016_e3","FO2016_e3_1","contents",0,"silent",3,"Include",171
"FO2016_e3","FO2016_e3_1","cotton",1,"silent",4,"Include",172
"FO2016_e3","FO2016_e3_1","maker",1,"silent",6,"Include",173
"FO2016_e3","FO2016_e3_1","amount",0,"silent",3,"Include",174
"FO2016_e3","FO2016_e3_1","tomb",1,"silent",5,"Include",175
"FO2016_e3","FO2016_e3_1","diamond",0,"silent",1,"Include",176
"FO2016_e3","FO2016_e3_1","prayer",0,"silent",1,"Include",177
"FO2016_e3","FO2016_e3_1","murder",0,"silent",3,"Include",178
"FO2016_e3","FO2016_e3_1","item",0,"silent",4,"Include",179
"FO2016_e3","FO2016_e3_1","journal",1,"silent",6,"Include",180
"FO2016_e3","FO2016_e3_1","scarlet",1,"silent",6,"Include",181
"FO2016_e3","FO2016_e3_1","vapour",1,"silent",6,"Include",182
"FO2016_e3","FO2016_e3_1","length",1,"silent",6,"Include",183
"FO2016_e3","FO2016_e3_1","king",0,"silent",2,"Include",184
"FO2016_e3","FO2016_e3_1","circuit",1,"silent",4,"Include",185
"FO2016_e3","FO2016_e3_1","conquest",1,"silent",6,"Include",186
"FO2016_e3","FO2016_e3_1","church",1,"silent",2,"Include",187
"FO2016_e3","FO2016_e3_1","bowl",1,"silent",6,"Include",188
"FO2016_e3","FO2016_e3_1","book",1,"silent",3,"Include",189
"FO2016_e3","FO2016_e3_1","institute",1,"silent",6,"Include",190
"FO2016_e3","FO2016_e3_1","speech",1,"silent",5,"Include",191
"FO2016_e3","FO2016_e3_1","nephew",0,"silent",1,"Include",192
"FO2016_e3","FO2016_e3_1","comparison",1,"silent",6,"Include",193
"FO2016_e3","FO2016_e3_1","love",0,"silent",3,"Include",194
"FO2016_e3","FO2016_e3_1","leader",1,"silent",3,"Include",195
"FO2016_e3","FO2016_e3_1","fire",1,"silent",3,"Include",196
"FO2016_e3","FO2016_e3_1","air",1,"silent",5,"Include",197
"FO2016_e3","FO2016_e3_1","vanity",0,"silent",3,"Include",198
"FO2016_e3","FO2016_e3_1","robber",0,"silent",3,"Include",199
"FO2016_e3","FO2016_e3_1","woods",0,"silent",4,"Include",200
"FO2016_e3","FO2016_e3_1","valley",1,"silent",3,"Include",201
"FO2016_e3","FO2016_e3_1","star",0,"silent",5,"Include",202
"FO2016_e3","FO2016_e3_1","mind",1,"silent",6,"Include",203
"FO2016_e3","FO2016_e3_1","horse",1,"silent",4,"Include",204
"FO2016_e3","FO2016_e3_1","beaver",0,"silent",1,"Include",205
"FO2016_e3","FO2016_e3_1","comrade",0,"silent",1,"Include",206
"FO2016_e3","FO2016_e3_1","justice",1,"silent",6,"Include",207
"FO2016_e3","FO2016_e3_1","priest",0,"silent",4,"Include",208
"FO2016_e3","FO2016_e3_1","mercy",0,"silent",1,"Include",209
"FO2016_e3","FO2016_e3_1","poetry",0,"silent",1,"Include",210
"FO2016_e3","FO2016_e3_1","baron",1,"silent",1,"Include",211
"FO2016_e3","FO2016_e3_1","colony",1,"silent",1,"Include",212
"FO2016_e3","FO2016_e3_1","joke",1,"silent",1,"Include",213
"FO2016_e3","FO2016_e3_1","fox",0,"silent",5,"Include",214
"FO2016_e3","FO2016_e3_1","lecture",0,"silent",1,"Include",215
"FO2016_e3","FO2016_e3_1","moisture",0,"silent",4,"Include",216
"FO2016_e3","FO2016_e3_1","deed",1,"silent",1,"Include",217
"FO2016_e3","FO2016_e3_1","elephant",0,"silent",1,"Include",218
"FO2016_e3","FO2016_e3_1","situation",1,"silent",6,"Include",219
"FO2016_e3","FO2016_e3_1","spray",0,"silent",1,"Include",220
"FO2016_e3","FO2016_e3_1","warmth",1,"silent",4,"Include",221
"FO2016_e3","FO2016_e3_1","majority",0,"silent",4,"Include",222
"FO2016_e3","FO2016_e3_1","corner",1,"silent",4,"Include",223
"FO2016_e3","FO2016_e3_1","shadow",0,"silent",4,"Include",224
"FO2016_e3","FO2016_e3_1","hint",1,"silent",3,"Include",225
"FO2016_e3","FO2016_e3_1","substitute",0,"silent",4,"Include",226
"FO2016_e3","FO2016_e3_1","stone",1,"silent",3,"Include",227
"FO2016_e3","FO2016_e3_1","ankle",0,"silent",3,"Include",228
"FO2016_e3","FO2016_e3_1","monarch",1,"silent",4,"Include",229
"FO2016_e3","FO2016_e3_1","gallery",1,"silent",4,"Include",230
"FO2016_e3","FO2016_e3_1","quality",0,"silent",4,"Include",231
"FO2016_e3","FO2016_e3_1","sovereign",1,"silent",6,"Include",232
"FO2016_e3","FO2016_e3_1","thorn",0,"silent",2,"Include",233
"FO2016_e3","FO2016_e3_1","captive",1,"silent",4,"Include",234
"FO2016_e3","FO2016_e3_1","quest",1,"silent",6,"Include",235
"FO2016_e3","FO2016_e3_1","effort",1,"silent",3,"Include",236
"FO2016_e3","FO2016_e3_1","frog",1,"silent",4,"Include",237
"FO2016_e3","FO2016_e3_1","attitude",0,"silent",4,"Include",238
"FO2016_e3","FO2016_e3_1","window",1,"silent",3,"Include",239
"FO2016_e3","FO2016_e3_1","christmas",0,"silent",1,"Include",240
"FO2016_e3","FO2016_e3_2","glory",0,"aloud",1,"Include",1
"FO2016_e3","FO2016_e3_2","tribute",1,"aloud",3,"Include",2
"FO2016_e3","FO2016_e3_2","vessel",1,"aloud",6,"Include",3
"FO2016_e3","FO2016_e3_2","quest",1,"aloud",6,"Include",4
"FO2016_e3","FO2016_e3_2","wine",0,"aloud",4,"Include",5
"FO2016_e3","FO2016_e3_2","folly",1,"aloud",3,"Include",6
"FO2016_e3","FO2016_e3_2","direction",0,"aloud",2,"Include",7
"FO2016_e3","FO2016_e3_2","appearance",1,"aloud",5,"Include",8
"FO2016_e3","FO2016_e3_2","beggar",1,"aloud",6,"Include",9
"FO2016_e3","FO2016_e3_2","cat",1,"aloud",4,"Include",10
"FO2016_e3","FO2016_e3_2","cellar",0,"aloud",2,"Include",11
"FO2016_e3","FO2016_e3_2","winter",1,"aloud",5,"Include",12
"FO2016_e3","FO2016_e3_2","robber",0,"aloud",4,"Include",13
"FO2016_e3","FO2016_e3_2","item",0,"aloud",3,"Include",14
"FO2016_e3","FO2016_e3_2","assault",0,"aloud",3,"Include",15
"FO2016_e3","FO2016_e3_2","tablespoon",1,"aloud",5,"Include",16
"FO2016_e3","FO2016_e3_2","democracy",1,"aloud",6,"Include",17
"FO2016_e3","FO2016_e3_2","frog",0,"aloud",5,"Include",18
"FO2016_e3","FO2016_e3_2","boulder",1,"aloud",4,"Include",19
"FO2016_e3","FO2016_e3_2","boss",1,"aloud",6,"Include",20
"FO2016_e3","FO2016_e3_2","deed",1,"aloud",4,"Include",21
"FO2016_e3","FO2016_e3_2","bosom",0,"aloud",2,"Include",22
"FO2016_e3","FO2016_e3_2","cabin",1,"aloud",6,"Include",23
"FO2016_e3","FO2016_e3_2","duty",1,"aloud",4,"Include",24
"FO2016_e3","FO2016_e3_2","river",0,"aloud",3,"Include",25
"FO2016_e3","FO2016_e3_2","comparison",0,"aloud",5,"Include",26
"FO2016_e3","FO2016_e3_2","prison",0,"aloud",4,"Include",27
"FO2016_e3","FO2016_e3_2","railroad",0,"aloud",2,"Include",28
"FO2016_e3","FO2016_e3_2","majority",0,"aloud",2,"Include",29
"FO2016_e3","FO2016_e3_2","horse",1,"aloud",2,"Include",30
"FO2016_e3","FO2016_e3_2","array",0,"aloud",2,"Include",31
"FO2016_e3","FO2016_e3_2","menace",0,"aloud",3,"Include",32
"FO2016_e3","FO2016_e3_2","animal",1,"aloud",5,"Include",33
"FO2016_e3","FO2016_e3_2","circuit",1,"aloud",4,"Include",34
"FO2016_e3","FO2016_e3_2","diamond",1,"aloud",2,"Include",35
"FO2016_e3","FO2016_e3_2","rod",0,"aloud",2,"Include",36
"FO2016_e3","FO2016_e3_2","earth",0,"aloud",1,"Include",37
"FO2016_e3","FO2016_e3_2","captive",0,"aloud",5,"Include",38
"FO2016_e3","FO2016_e3_2","claw",1,"aloud",2,"Include",39
"FO2016_e3","FO2016_e3_2","lecture",1,"aloud",5,"Include",40
"FO2016_e3","FO2016_e3_2","trouble",0,"aloud",4,"Include",41
"FO2016_e3","FO2016_e3_2","child",1,"aloud",2,"Include",42
"FO2016_e3","FO2016_e3_2","vapour",1,"aloud",5,"Include",43
"FO2016_e3","FO2016_e3_2","tomb",0,"aloud",4,"Include",44
"FO2016_e3","FO2016_e3_2","custom",0,"aloud",3,"Include",45
"FO2016_e3","FO2016_e3_2","disposition",1,"aloud",4,"Include",46
"FO2016_e3","FO2016_e3_2","disaster",1,"aloud",1,"Include",47
"FO2016_e3","FO2016_e3_2","charm",0,"aloud",2,"Include",48
"FO2016_e3","FO2016_e3_2","form",1,"aloud",5,"Include",49
"FO2016_e3","FO2016_e3_2","moment",0,"aloud",3,"Include",50
"FO2016_e3","FO2016_e3_2","length",1,"aloud",2,"Include",51
"FO2016_e3","FO2016_e3_2","goddess",1,"aloud",3,"Include",52
"FO2016_e3","FO2016_e3_2","vegetable",0,"aloud",3,"Include",53
"FO2016_e3","FO2016_e3_2","vision",0,"aloud",5,"Include",54
"FO2016_e3","FO2016_e3_2","flesh",0,"aloud",3,"Include",55
"FO2016_e3","FO2016_e3_2","wheat",0,"aloud",2,"Include",56
"FO2016_e3","FO2016_e3_2","fox",0,"aloud",2,"Include",57
"FO2016_e3","FO2016_e3_2","necessity",1,"aloud",6,"Include",58
"FO2016_e3","FO2016_e3_2","hope",1,"aloud",2,"Include",59
"FO2016_e3","FO2016_e3_2","sea",1,"aloud",2,"Include",60
"FO2016_e3","FO2016_e3_2","capacity",1,"aloud",6,"Include",61
"FO2016_e3","FO2016_e3_2","drama",1,"aloud",3,"Include",62
"FO2016_e3","FO2016_e3_2","moss",0,"aloud",4,"Include",63
"FO2016_e3","FO2016_e3_2","fisherman",1,"aloud",6,"Include",64
"FO2016_e3","FO2016_e3_2","oxygen",0,"aloud",3,"Include",65
"FO2016_e3","FO2016_e3_2","chance",1,"aloud",2,"Include",66
"FO2016_e3","FO2016_e3_2","brain",0,"aloud",5,"Include",67
"FO2016_e3","FO2016_e3_2","cotton",1,"aloud",6,"Include",68
"FO2016_e3","FO2016_e3_2","physician",1,"aloud",2,"Include",69
"FO2016_e3","FO2016_e3_2","journal",0,"aloud",2,"Include",70
"FO2016_e3","FO2016_e3_2","harness",0,"aloud",1,"Include",71
"FO2016_e3","FO2016_e3_2","storm",0,"aloud",3,"Include",72
"FO2016_e3","FO2016_e3_2","prayer",0,"aloud",4,"Include",73
"FO2016_e3","FO2016_e3_2","wife",0,"aloud",3,"Include",74
"FO2016_e3","FO2016_e3_2","creature",0,"aloud",6,"Include",75
"FO2016_e3","FO2016_e3_2","sovereign",1,"aloud",6,"Include",76
"FO2016_e3","FO2016_e3_2","valley",1,"aloud",6,"Include",77
"FO2016_e3","FO2016_e3_2","ambassador",0,"aloud",1,"Include",78
"FO2016_e3","FO2016_e3_2","disease",0,"aloud",3,"Include",79
"FO2016_e3","FO2016_e3_2","law",0,"aloud",2,"Include",80
"FO2016_e3","FO2016_e3_2","thief",0,"aloud",3,"Include",81
"FO2016_e3","FO2016_e3_2","church",0,"aloud",4,"Include",82
"FO2016_e3","FO2016_e3_2","queen",1,"aloud",6,"Include",83
"FO2016_e3","FO2016_e3_2","shadow",0,"aloud",1,"Include",84
"FO2016_e3","FO2016_e3_2","honour",0,"aloud",3,"Include",85
"FO2016_e3","FO2016_e3_2","hatred",0,"aloud",3,"Include",86
"FO2016_e3","FO2016_e3_2","effort",0,"aloud",2,"Include",87
"FO2016_e3","FO2016_e3_2","convention",0,"aloud",2,"Include",88
"FO2016_e3","FO2016_e3_2","inhabitant",1,"aloud",4,"Include",89
"FO2016_e3","FO2016_e3_2","moral",0,"aloud",4,"Include",90
"FO2016_e3","FO2016_e3_2","car",1,"aloud",3,"Include",91
"FO2016_e3","FO2016_e3_2","ability",0,"aloud",2,"Include",92
"FO2016_e3","FO2016_e3_2","murder",1,"aloud",3,"Include",93
"FO2016_e3","FO2016_e3_2","butterfly",1,"aloud",4,"Include",94
"FO2016_e3","FO2016_e3_2","situation",0,"aloud",4,"Include",95
"FO2016_e3","FO2016_e3_2","series",0,"aloud",3,"Include",96
"FO2016_e3","FO2016_e3_2","jail",1,"aloud",3,"Include",97
"FO2016_e3","FO2016_e3_2","steam",0,"aloud",3,"Include",98
"FO2016_e3","FO2016_e3_2","chair",1,"aloud",4,"Include",99
"FO2016_e3","FO2016_e3_2","nephew",0,"aloud",1,"Include",100
"FO2016_e3","FO2016_e3_2","mind",1,"aloud",3,"Include",101
"FO2016_e3","FO2016_e3_2","quality",0,"aloud",4,"Include",102
"FO2016_e3","FO2016_e3_2","picture",1,"aloud",3,"Include",103
"FO2016_e3","FO2016_e3_2","welfare",1,"aloud",3,"Include",104
"FO2016_e3","FO2016_e3_2","excuse",1,"aloud",4,"Include",105
"FO2016_e3","FO2016_e3_2","star",0,"aloud",3,"Include",106
"FO2016_e3","FO2016_e3_2","sugar",0,"aloud",3,"Include",107
"FO2016_e3","FO2016_e3_2","dirt",0,"aloud",3,"Include",108
"FO2016_e3","FO2016_e3_2","speech",1,"aloud",2,"Include",109
"FO2016_e3","FO2016_e3_2","misery",0,"aloud",4,"Include",110
"FO2016_e3","FO2016_e3_2","fowl",1,"aloud",4,"Include",111
"FO2016_e3","FO2016_e3_2","pupil",0,"aloud",2,"Include",112
"FO2016_e3","FO2016_e3_2","clock",0,"aloud",4,"Include",113
"FO2016_e3","FO2016_e3_2","settler",1,"aloud",2,"Include",114
"FO2016_e3","FO2016_e3_2","reflection",0,"aloud",3,"Include",115
"FO2016_e3","FO2016_e3_2","plain",0,"aloud",2,"Include",116
"FO2016_e3","FO2016_e3_2","thorn",0,"aloud",1,"Include",117
"FO2016_e3","FO2016_e3_2","decree",0,"aloud",3,"Include",118
"FO2016_e3","FO2016_e3_2","fire",0,"aloud",2,"Include",119
"FO2016_e3","FO2016_e3_2","master",1,"aloud",2,"Include",120
"FO2016_e3","FO2016_e3_2","colony",0,"aloud",2,"Include",121
"FO2016_e3","FO2016_e3_2","revolt",0,"aloud",2,"Include",122
"FO2016_e3","FO2016_e3_2","monarch",0,"aloud",2,"Include",123
"FO2016_e3","FO2016_e3_2","person",1,"aloud",2,"Include",124
"FO2016_e3","FO2016_e3_2","mercy",0,"aloud",3,"Include",125
"FO2016_e3","FO2016_e3_2","sauce",1,"aloud",2,"Include",126
"FO2016_e3","FO2016_e3_2","beaver",1,"aloud",2,"Include",127
"FO2016_e3","FO2016_e3_2","ticket",1,"aloud",3,"Include",128
"FO2016_e3","FO2016_e3_2","toast",1,"aloud",4,"Include",129
"FO2016_e3","FO2016_e3_2","skin",1,"aloud",2,"Include",130
"FO2016_e3","FO2016_e3_2","hint",1,"aloud",3,"Include",131
"FO2016_e3","FO2016_e3_2","corner",0,"aloud",3,"Include",132
"FO2016_e3","FO2016_e3_2","leader",1,"aloud",3,"Include",133
"FO2016_e3","FO2016_e3_2","virtue",0,"aloud",2,"Include",134
"FO2016_e3","FO2016_e3_2","marriage",1,"aloud",6,"Include",135
"FO2016_e3","FO2016_e3_2","baby",0,"aloud",4,"Include",136
"FO2016_e3","FO2016_e3_2","material",1,"aloud",3,"Include",137
"FO2016_e3","FO2016_e3_2","amount",0,"aloud",3,"Include",138
"FO2016_e3","FO2016_e3_2","slipper",1,"aloud",3,"Include",139
"FO2016_e3","FO2016_e3_2","city",0,"aloud",3,"Include",140
