"exp","id","isold","condition","rating","RT","excluding"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,660,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1086,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1013,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,772,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,803,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,683,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,664,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,2361,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,1318,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,2364,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,1723,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",4,3225,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,885,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1522,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,2569,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,846,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,5891,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,1164,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,781,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,1113,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1175,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2104,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1047,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,873,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,807,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,618,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,757,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,993,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,614,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,950,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,3276,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,657,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,630,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2464,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,2384,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,1152,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,560,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,734,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1224,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,583,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1174,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1136,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,2333,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,903,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1379,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,753,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,1043,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,1090,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",4,3832,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,814,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,5817,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1919,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,888,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,2449,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,788,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,971,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,730,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,672,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1329,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,800,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,939,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1182,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,1074,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,1066,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,1356,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",4,2669,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2738,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,2912,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,866,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1476,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,3159,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,2403,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",4,4381,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",4,2147,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",4,1383,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,2298,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",4,1483,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",2,4439,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1008,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,2533,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2820,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1348,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1175,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1402,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2109,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,613,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",4,1359,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",4,1591,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,3016,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,1039,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,1603,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,1017,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,842,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,3002,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,955,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,780,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,699,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,796,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,838,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,695,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,935,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,5203,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1046,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,796,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,866,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,1090,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1016,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1456,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1564,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,1086,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,595,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",4,849,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2437,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",5,845,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",4,919,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1279,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,1827,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,3596,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",2,1828,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",4,993,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",4,2032,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,4207,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,989,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,827,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1576,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,1217,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,777,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,1155,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1642,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,2090,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,846,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1738,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1263,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,2855,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,711,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,2677,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1113,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1696,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,2001,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,580,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,618,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,583,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,575,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,579,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,695,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,672,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,626,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,556,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,958,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,661,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,1580,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,680,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1534,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,804,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1117,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,769,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,847,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,707,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,811,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,1240,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1186,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,857,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1680,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1912,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2452,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,2344,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,602,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,838,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1009,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,2380,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,1348,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1502,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,4407,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,1005,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,750,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,950,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,4709,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,893,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,1086,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,630,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,819,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,974,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,858,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,882,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,665,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,1417,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,800,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,1174,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,803,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1372,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1252,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1179,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,668,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,927,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,2785,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1604,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1391,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2699,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1445,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",4,1781,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",3,9677,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,1607,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,2021,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1507,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,876,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,803,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1042,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1297,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,602,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1062,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1345,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,1388,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,762,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,935,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,1190,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",2,1098,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1823,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1166,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,796,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,580,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,738,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,514,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,630,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,2871,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,684,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1155,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,1041,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,695,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,657,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,1167,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,684,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,3523,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2036,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,649,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,950,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,471,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,919,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1228,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,765,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1102,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,11206,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,1484,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,932,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,770,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,893,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,3632,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,703,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,773,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,2272,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,5200,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1515,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,2114,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,843,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,731,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,672,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,795,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,707,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,1409,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,749,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,734,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,1356,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,812,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,1275,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,12481,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1580,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,2071,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,904,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,483,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,901,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,2635,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,1537,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1973,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2557,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,862,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,645,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,893,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,538,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,514,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,603,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",1,557,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,734,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",1,776,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,742,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",1,2662,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1121,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,908,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,861,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,2855,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1336,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,5183,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2054,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",2,1028,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",2,1276,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",2,947,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",2,784,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1116,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,780,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,656,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,953,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,14702,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1533,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",2,1221,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2468,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,970,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,1553,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",2,2572,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,710,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1578,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,664,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2204,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,927,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,3664,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,699,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,2153,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1889,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",2,890,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,2314,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,11253,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,3674,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,780,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,2077,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,1062,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,617,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",2,1391,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Short",6,564,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,737,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,482,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",2,560,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,451,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",2,796,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,517,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,514,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",2,495,"Include"
"GKH1999_e2","GKH1999_e2_1",0,"New",6,475,"Include"
"GKH1999_e2","GKH1999_e2_1",1,"Long",6,486,"Include"
