"exp","id","block","isold","condition1","condition2","rating","RT","excluding","trial"
"SWR2012_e1","SWR2012_e1_5",9,0,"pure","Strong",4,1477,"Include",19
"SWR2012_e1","SWR2012_e1_5",9,1,"pure","Strong",4,994,"Include",20
"SWR2012_e1","SWR2012_e1_5",9,0,"pure","Strong",4,1677,"Include",21
"SWR2012_e1","SWR2012_e1_5",9,0,"pure","Strong",4,1214,"Include",22
"SWR2012_e1","SWR2012_e1_5",9,1,"pure","Strong",20,751,"Include",23
"SWR2012_e1","SWR2012_e1_5",9,1,"pure","Strong",20,592,"Include",24
"SWR2012_e1","SWR2012_e1_5",10,1,"pure","Strong",20,1295,"Include",1
"SWR2012_e1","SWR2012_e1_5",10,1,"pure","Strong",20,938,"Include",2
"SWR2012_e1","SWR2012_e1_5",10,1,"pure","Strong",14,2234,"Include",3
"SWR2012_e1","SWR2012_e1_5",10,1,"pure","Strong",14,1453,"Include",4
"SWR2012_e1","SWR2012_e1_5",10,0,"pure","Strong",4,1475,"Include",5
"SWR2012_e1","SWR2012_e1_5",10,0,"pure","Strong",4,730,"Include",6
"SWR2012_e1","SWR2012_e1_5",10,0,"pure","Strong",4,625,"Include",7
"SWR2012_e1","SWR2012_e1_5",10,0,"pure","Strong",3,1434,"Include",8
"SWR2012_e1","SWR2012_e1_5",10,0,"pure","Strong",3,782,"Include",9
"SWR2012_e1","SWR2012_e1_5",10,0,"pure","Strong",3,573,"Include",10
"SWR2012_e1","SWR2012_e1_5",10,0,"pure","Strong",3,1005,"Include",11
"SWR2012_e1","SWR2012_e1_5",10,0,"pure","Strong",3,1584,"Include",12
"SWR2012_e1","SWR2012_e1_5",10,0,"pure","Strong",3,895,"Include",13
"SWR2012_e1","SWR2012_e1_5",10,1,"pure","Strong",3,1411,"Include",14
"SWR2012_e1","SWR2012_e1_5",10,0,"pure","Strong",3,677,"Include",15
"SWR2012_e1","SWR2012_e1_5",10,0,"pure","Strong",3,1321,"Include",16
"SWR2012_e1","SWR2012_e1_5",10,1,"pure","Strong",4,1077,"Include",17
"SWR2012_e1","SWR2012_e1_5",10,1,"pure","Strong",4,794,"Include",18
"SWR2012_e1","SWR2012_e1_5",10,1,"pure","Strong",20,895,"Include",19
"SWR2012_e1","SWR2012_e1_5",10,1,"pure","Strong",5,2066,"Include",20
"SWR2012_e1","SWR2012_e1_5",10,1,"pure","Strong",12,3877,"Include",21
"SWR2012_e1","SWR2012_e1_5",10,1,"pure","Strong",20,710,"Include",22
"SWR2012_e1","SWR2012_e1_5",10,1,"pure","Strong",20,541,"Include",23
"SWR2012_e1","SWR2012_e1_5",10,0,"pure","Strong",7,3360,"Include",24
"SWR2012_e1","SWR2012_e1_5",11,0,"pure","Strong",1,2347,"Include",1
"SWR2012_e1","SWR2012_e1_5",11,0,"pure","Strong",2,1748,"Include",2
"SWR2012_e1","SWR2012_e1_5",11,1,"pure","Strong",15,4023,"Include",3
"SWR2012_e1","SWR2012_e1_5",11,1,"pure","Strong",6,2666,"Include",4
"SWR2012_e1","SWR2012_e1_5",11,0,"pure","Strong",4,1655,"Include",5
"SWR2012_e1","SWR2012_e1_5",11,1,"pure","Strong",4,997,"Include",6
"SWR2012_e1","SWR2012_e1_5",11,0,"pure","Strong",4,504,"Include",7
"SWR2012_e1","SWR2012_e1_5",11,0,"pure","Strong",5,1294,"Include",8
"SWR2012_e1","SWR2012_e1_5",11,1,"pure","Strong",5,1218,"Include",9
"SWR2012_e1","SWR2012_e1_5",11,0,"pure","Strong",5,626,"Include",10
"SWR2012_e1","SWR2012_e1_5",11,1,"pure","Strong",6,3446,"Include",11
"SWR2012_e1","SWR2012_e1_5",11,1,"pure","Strong",3,1427,"Include",12
"SWR2012_e1","SWR2012_e1_5",11,0,"pure","Strong",3,965,"Include",13
"SWR2012_e1","SWR2012_e1_5",11,1,"pure","Strong",20,1037,"Include",14
"SWR2012_e1","SWR2012_e1_5",11,1,"pure","Strong",20,626,"Include",15
"SWR2012_e1","SWR2012_e1_5",11,0,"pure","Strong",12,2466,"Include",16
"SWR2012_e1","SWR2012_e1_5",11,0,"pure","Strong",1,1291,"Include",17
"SWR2012_e1","SWR2012_e1_5",11,1,"pure","Strong",11,2768,"Include",18
"SWR2012_e1","SWR2012_e1_5",11,1,"pure","Strong",20,974,"Include",19
"SWR2012_e1","SWR2012_e1_5",11,1,"pure","Strong",6,3001,"Include",20
"SWR2012_e1","SWR2012_e1_5",11,0,"pure","Strong",2,1330,"Include",21
"SWR2012_e1","SWR2012_e1_5",11,1,"pure","Strong",20,796,"Include",22
"SWR2012_e1","SWR2012_e1_5",11,0,"pure","Strong",2,2394,"Include",23
"SWR2012_e1","SWR2012_e1_5",11,0,"pure","Strong",2,964,"Include",24
"SWR2012_e1","SWR2012_e1_5",12,0,"pure","Weak",4,2473,"Include",1
"SWR2012_e1","SWR2012_e1_5",12,1,"pure","Weak",5,1200,"Include",2
"SWR2012_e1","SWR2012_e1_5",12,1,"pure","Weak",4,1819,"Include",3
"SWR2012_e1","SWR2012_e1_5",12,0,"pure","Weak",4,831,"Include",4
"SWR2012_e1","SWR2012_e1_5",12,1,"pure","Weak",20,1178,"Include",5
"SWR2012_e1","SWR2012_e1_5",12,1,"pure","Weak",8,2835,"Include",6
"SWR2012_e1","SWR2012_e1_5",12,1,"pure","Weak",7,1981,"Include",7
"SWR2012_e1","SWR2012_e1_5",12,1,"pure","Weak",7,3969,"Include",8
"SWR2012_e1","SWR2012_e1_5",12,1,"pure","Weak",20,1560,"Include",9
"SWR2012_e1","SWR2012_e1_5",12,0,"pure","Weak",4,2254,"Include",10
"SWR2012_e1","SWR2012_e1_5",12,0,"pure","Weak",2,1699,"Include",11
"SWR2012_e1","SWR2012_e1_5",12,1,"pure","Weak",17,1736,"Include",12
"SWR2012_e1","SWR2012_e1_5",12,1,"pure","Weak",9,2784,"Include",13
"SWR2012_e1","SWR2012_e1_5",12,1,"pure","Weak",20,801,"Include",14
"SWR2012_e1","SWR2012_e1_5",12,0,"pure","Weak",5,3675,"Include",15
"SWR2012_e1","SWR2012_e1_5",12,0,"pure","Weak",4,961,"Include",16
"SWR2012_e1","SWR2012_e1_5",12,0,"pure","Weak",7,2057,"Include",17
"SWR2012_e1","SWR2012_e1_5",12,0,"pure","Weak",3,1265,"Include",18
"SWR2012_e1","SWR2012_e1_5",12,1,"pure","Weak",11,3245,"Include",19
"SWR2012_e1","SWR2012_e1_5",12,0,"pure","Weak",4,2400,"Include",20
"SWR2012_e1","SWR2012_e1_5",12,0,"pure","Weak",4,740,"Include",21
"SWR2012_e1","SWR2012_e1_5",12,1,"pure","Weak",4,698,"Include",22
"SWR2012_e1","SWR2012_e1_5",12,0,"pure","Weak",3,2660,"Include",23
"SWR2012_e1","SWR2012_e1_5",12,0,"pure","Weak",12,1709,"Include",24
"SWR2012_e1","SWR2012_e1_6",1,0,"pure","Weak",3,9217,"Exclude",1
"SWR2012_e1","SWR2012_e1_6",1,1,"pure","Weak",4,2525,"Exclude",2
"SWR2012_e1","SWR2012_e1_6",1,1,"pure","Weak",20,1783,"Exclude",3
"SWR2012_e1","SWR2012_e1_6",1,1,"pure","Weak",17,1796,"Exclude",4
"SWR2012_e1","SWR2012_e1_6",1,0,"pure","Weak",1,1336,"Exclude",5
"SWR2012_e1","SWR2012_e1_6",1,0,"pure","Weak",1,1014,"Exclude",6
"SWR2012_e1","SWR2012_e1_6",1,0,"pure","Weak",8,1741,"Exclude",7
"SWR2012_e1","SWR2012_e1_6",1,0,"pure","Weak",1,2123,"Exclude",8
"SWR2012_e1","SWR2012_e1_6",1,0,"pure","Weak",1,822,"Exclude",9
"SWR2012_e1","SWR2012_e1_6",1,1,"pure","Weak",19,1510,"Exclude",10
"SWR2012_e1","SWR2012_e1_6",1,1,"pure","Weak",19,1636,"Exclude",11
"SWR2012_e1","SWR2012_e1_6",1,1,"pure","Weak",8,1650,"Exclude",12
"SWR2012_e1","SWR2012_e1_6",1,0,"pure","Weak",8,1224,"Exclude",13
"SWR2012_e1","SWR2012_e1_6",1,0,"pure","Weak",8,945,"Exclude",14
"SWR2012_e1","SWR2012_e1_6",1,0,"pure","Weak",8,1642,"Exclude",15
"SWR2012_e1","SWR2012_e1_6",1,1,"pure","Weak",14,3700,"Exclude",16
"SWR2012_e1","SWR2012_e1_6",1,1,"pure","Weak",14,1942,"Exclude",17
"SWR2012_e1","SWR2012_e1_6",1,1,"pure","Weak",19,4277,"Exclude",18
"SWR2012_e1","SWR2012_e1_6",1,1,"pure","Weak",19,700,"Exclude",19
"SWR2012_e1","SWR2012_e1_6",1,1,"pure","Weak",19,2158,"Exclude",20
"SWR2012_e1","SWR2012_e1_6",1,0,"pure","Weak",1,1097,"Exclude",21
"SWR2012_e1","SWR2012_e1_6",1,1,"pure","Weak",8,1271,"Exclude",22
"SWR2012_e1","SWR2012_e1_6",1,0,"pure","Weak",16,1536,"Exclude",23
"SWR2012_e1","SWR2012_e1_6",1,0,"pure","Weak",6,1609,"Exclude",24
"SWR2012_e1","SWR2012_e1_6",2,1,"pure","Strong",19,4070,"Exclude",1
"SWR2012_e1","SWR2012_e1_6",2,1,"pure","Strong",18,1615,"Exclude",2
"SWR2012_e1","SWR2012_e1_6",2,1,"pure","Strong",20,950,"Exclude",3
"SWR2012_e1","SWR2012_e1_6",2,1,"pure","Strong",20,934,"Exclude",4
"SWR2012_e1","SWR2012_e1_6",2,1,"pure","Strong",1,2370,"Exclude",5
"SWR2012_e1","SWR2012_e1_6",2,0,"pure","Strong",1,875,"Exclude",6
"SWR2012_e1","SWR2012_e1_6",2,1,"pure","Strong",20,1254,"Exclude",7
"SWR2012_e1","SWR2012_e1_6",2,0,"pure","Strong",1,1490,"Exclude",8
"SWR2012_e1","SWR2012_e1_6",2,0,"pure","Strong",1,1316,"Exclude",9
"SWR2012_e1","SWR2012_e1_6",2,0,"pure","Strong",10,1938,"Exclude",10
"SWR2012_e1","SWR2012_e1_6",2,0,"pure","Strong",1,1166,"Exclude",11
"SWR2012_e1","SWR2012_e1_6",2,0,"pure","Strong",1,722,"Exclude",12
"SWR2012_e1","SWR2012_e1_6",2,0,"pure","Strong",1,844,"Exclude",13
"SWR2012_e1","SWR2012_e1_6",2,0,"pure","Strong",7,2426,"Exclude",14
"SWR2012_e1","SWR2012_e1_6",2,0,"pure","Strong",1,1243,"Exclude",15
"SWR2012_e1","SWR2012_e1_6",2,1,"pure","Strong",10,1355,"Exclude",16
"SWR2012_e1","SWR2012_e1_6",2,0,"pure","Strong",5,2347,"Exclude",17
"SWR2012_e1","SWR2012_e1_6",2,1,"pure","Strong",20,2586,"Exclude",18
"SWR2012_e1","SWR2012_e1_6",2,1,"pure","Strong",20,1182,"Exclude",19
"SWR2012_e1","SWR2012_e1_6",2,0,"pure","Strong",1,1089,"Exclude",20
"SWR2012_e1","SWR2012_e1_6",2,1,"pure","Strong",20,1211,"Exclude",21
"SWR2012_e1","SWR2012_e1_6",2,1,"pure","Strong",8,3580,"Exclude",22
"SWR2012_e1","SWR2012_e1_6",2,0,"pure","Strong",8,1647,"Exclude",23
"SWR2012_e1","SWR2012_e1_6",2,1,"pure","Strong",4,4033,"Exclude",24
"SWR2012_e1","SWR2012_e1_6",3,0,"pure","Strong",1,2311,"Include",1
"SWR2012_e1","SWR2012_e1_6",3,0,"pure","Strong",1,942,"Include",2
"SWR2012_e1","SWR2012_e1_6",3,0,"pure","Strong",9,1966,"Include",3
"SWR2012_e1","SWR2012_e1_6",3,1,"pure","Strong",20,1038,"Include",4
"SWR2012_e1","SWR2012_e1_6",3,0,"pure","Strong",1,1060,"Include",5
"SWR2012_e1","SWR2012_e1_6",3,0,"pure","Strong",1,844,"Include",6
"SWR2012_e1","SWR2012_e1_6",3,0,"pure","Strong",8,2629,"Include",7
"SWR2012_e1","SWR2012_e1_6",3,1,"pure","Strong",5,1998,"Include",8
"SWR2012_e1","SWR2012_e1_6",3,1,"pure","Strong",16,1697,"Include",9
"SWR2012_e1","SWR2012_e1_6",3,1,"pure","Strong",20,1841,"Include",10
"SWR2012_e1","SWR2012_e1_6",3,1,"pure","Strong",2,1434,"Include",11
"SWR2012_e1","SWR2012_e1_6",3,1,"pure","Strong",20,982,"Include",12
"SWR2012_e1","SWR2012_e1_6",3,1,"pure","Strong",20,785,"Include",13
"SWR2012_e1","SWR2012_e1_6",3,0,"pure","Strong",1,942,"Include",14
"SWR2012_e1","SWR2012_e1_6",3,1,"pure","Strong",16,2357,"Include",15
"SWR2012_e1","SWR2012_e1_6",3,1,"pure","Strong",20,958,"Include",16
"SWR2012_e1","SWR2012_e1_6",3,0,"pure","Strong",2,1860,"Include",17
"SWR2012_e1","SWR2012_e1_6",3,0,"pure","Strong",1,1212,"Include",18
"SWR2012_e1","SWR2012_e1_6",3,1,"pure","Strong",9,1214,"Include",19
"SWR2012_e1","SWR2012_e1_6",3,1,"pure","Strong",20,966,"Include",20
"SWR2012_e1","SWR2012_e1_6",3,1,"pure","Strong",15,2123,"Include",21
"SWR2012_e1","SWR2012_e1_6",3,0,"pure","Strong",8,1679,"Include",22
"SWR2012_e1","SWR2012_e1_6",3,0,"pure","Strong",2,2229,"Include",23
"SWR2012_e1","SWR2012_e1_6",3,0,"pure","Strong",10,1783,"Include",24
"SWR2012_e1","SWR2012_e1_6",4,1,"pure","Strong",12,3376,"Include",1
"SWR2012_e1","SWR2012_e1_6",4,0,"pure","Strong",1,1500,"Include",2
"SWR2012_e1","SWR2012_e1_6",4,1,"pure","Strong",20,1200,"Include",3
"SWR2012_e1","SWR2012_e1_6",4,1,"pure","Strong",20,634,"Include",4
"SWR2012_e1","SWR2012_e1_6",4,1,"pure","Strong",20,1240,"Include",5
"SWR2012_e1","SWR2012_e1_6",4,0,"pure","Strong",1,1134,"Include",6
"SWR2012_e1","SWR2012_e1_6",4,0,"pure","Strong",8,1250,"Include",7
"SWR2012_e1","SWR2012_e1_6",4,0,"pure","Strong",1,1022,"Include",8
"SWR2012_e1","SWR2012_e1_6",4,0,"pure","Strong",1,1358,"Include",9
"SWR2012_e1","SWR2012_e1_6",4,0,"pure","Strong",8,1533,"Include",10
"SWR2012_e1","SWR2012_e1_6",4,1,"pure","Strong",20,998,"Include",11
"SWR2012_e1","SWR2012_e1_6",4,0,"pure","Strong",1,1621,"Include",12
"SWR2012_e1","SWR2012_e1_6",4,1,"pure","Strong",20,935,"Include",13
"SWR2012_e1","SWR2012_e1_6",4,0,"pure","Strong",8,1708,"Include",14
"SWR2012_e1","SWR2012_e1_6",4,1,"pure","Strong",17,5910,"Include",15
"SWR2012_e1","SWR2012_e1_6",4,0,"pure","Strong",4,2120,"Include",16
"SWR2012_e1","SWR2012_e1_6",4,0,"pure","Strong",8,1531,"Include",17
"SWR2012_e1","SWR2012_e1_6",4,0,"pure","Strong",4,1639,"Include",18
"SWR2012_e1","SWR2012_e1_6",4,1,"pure","Strong",20,1184,"Include",19
"SWR2012_e1","SWR2012_e1_6",4,1,"pure","Strong",11,4080,"Include",20
"SWR2012_e1","SWR2012_e1_6",4,0,"pure","Strong",11,972,"Include",21
"SWR2012_e1","SWR2012_e1_6",4,1,"pure","Strong",20,1135,"Include",22
"SWR2012_e1","SWR2012_e1_6",4,1,"pure","Strong",8,1347,"Include",23
"SWR2012_e1","SWR2012_e1_6",4,1,"pure","Strong",9,1137,"Include",24
"SWR2012_e1","SWR2012_e1_6",5,1,"pure","Strong",1,1387,"Include",1
"SWR2012_e1","SWR2012_e1_6",5,1,"pure","Strong",20,917,"Include",2
"SWR2012_e1","SWR2012_e1_6",5,0,"pure","Strong",1,897,"Include",3
"SWR2012_e1","SWR2012_e1_6",5,0,"pure","Strong",1,2413,"Include",4
"SWR2012_e1","SWR2012_e1_6",5,1,"pure","Strong",20,1156,"Include",5
"SWR2012_e1","SWR2012_e1_6",5,0,"pure","Strong",1,1123,"Include",6
"SWR2012_e1","SWR2012_e1_6",5,0,"pure","Strong",2,2491,"Include",7
"SWR2012_e1","SWR2012_e1_6",5,1,"pure","Strong",20,780,"Include",8
"SWR2012_e1","SWR2012_e1_6",5,0,"pure","Strong",1,1272,"Include",9
"SWR2012_e1","SWR2012_e1_6",5,1,"pure","Strong",20,1113,"Include",10
"SWR2012_e1","SWR2012_e1_6",5,0,"pure","Strong",2,1227,"Include",11
"SWR2012_e1","SWR2012_e1_6",5,1,"pure","Strong",3,2158,"Include",12
"SWR2012_e1","SWR2012_e1_6",5,1,"pure","Strong",17,2096,"Include",13
"SWR2012_e1","SWR2012_e1_6",5,0,"pure","Strong",1,770,"Include",14
"SWR2012_e1","SWR2012_e1_6",5,0,"pure","Strong",1,4730,"Include",15
"SWR2012_e1","SWR2012_e1_6",5,0,"pure","Strong",1,786,"Include",16
"SWR2012_e1","SWR2012_e1_6",5,0,"pure","Strong",1,749,"Include",17
"SWR2012_e1","SWR2012_e1_6",5,1,"pure","Strong",20,688,"Include",18
"SWR2012_e1","SWR2012_e1_6",5,1,"pure","Strong",20,948,"Include",19
"SWR2012_e1","SWR2012_e1_6",5,0,"pure","Strong",16,1652,"Include",20
"SWR2012_e1","SWR2012_e1_6",5,1,"pure","Strong",14,1602,"Include",21
"SWR2012_e1","SWR2012_e1_6",5,0,"pure","Strong",1,1629,"Include",22
"SWR2012_e1","SWR2012_e1_6",5,1,"pure","Strong",8,1763,"Include",23
"SWR2012_e1","SWR2012_e1_6",5,1,"pure","Strong",20,990,"Include",24
"SWR2012_e1","SWR2012_e1_6",6,0,"pure","Strong",1,3083,"Include",1
"SWR2012_e1","SWR2012_e1_6",6,1,"pure","Strong",20,786,"Include",2
"SWR2012_e1","SWR2012_e1_6",6,1,"pure","Strong",14,1493,"Include",3
"SWR2012_e1","SWR2012_e1_6",6,1,"pure","Strong",20,1019,"Include",4
"SWR2012_e1","SWR2012_e1_6",6,1,"pure","Strong",3,1458,"Include",5
"SWR2012_e1","SWR2012_e1_6",6,0,"pure","Strong",1,863,"Include",6
"SWR2012_e1","SWR2012_e1_6",6,1,"pure","Strong",20,2025,"Include",7
"SWR2012_e1","SWR2012_e1_6",6,0,"pure","Strong",1,1118,"Include",8
"SWR2012_e1","SWR2012_e1_6",6,0,"pure","Strong",3,1437,"Include",9
"SWR2012_e1","SWR2012_e1_6",6,1,"pure","Strong",20,868,"Include",10
"SWR2012_e1","SWR2012_e1_6",6,0,"pure","Strong",1,1301,"Include",11
"SWR2012_e1","SWR2012_e1_6",6,0,"pure","Strong",1,845,"Include",12
"SWR2012_e1","SWR2012_e1_6",6,1,"pure","Strong",1,829,"Include",13
"SWR2012_e1","SWR2012_e1_6",6,0,"pure","Strong",3,1366,"Include",14
"SWR2012_e1","SWR2012_e1_6",6,0,"pure","Strong",1,1017,"Include",15
"SWR2012_e1","SWR2012_e1_6",6,1,"pure","Strong",9,1433,"Include",16
"SWR2012_e1","SWR2012_e1_6",6,1,"pure","Strong",20,1357,"Include",17
"SWR2012_e1","SWR2012_e1_6",6,0,"pure","Strong",1,777,"Include",18
"SWR2012_e1","SWR2012_e1_6",6,1,"pure","Strong",1,1395,"Include",19
"SWR2012_e1","SWR2012_e1_6",6,0,"pure","Strong",1,1054,"Include",20
"SWR2012_e1","SWR2012_e1_6",6,0,"pure","Strong",10,2190,"Include",21
"SWR2012_e1","SWR2012_e1_6",6,0,"pure","Strong",1,788,"Include",22
"SWR2012_e1","SWR2012_e1_6",6,1,"pure","Strong",10,1986,"Include",23
"SWR2012_e1","SWR2012_e1_6",6,1,"pure","Strong",9,2708,"Include",24
"SWR2012_e1","SWR2012_e1_6",7,1,"pure","Weak",1,1778,"Include",1
"SWR2012_e1","SWR2012_e1_6",7,0,"pure","Weak",18,1541,"Include",2
"SWR2012_e1","SWR2012_e1_6",7,1,"pure","Weak",4,1814,"Include",3
"SWR2012_e1","SWR2012_e1_6",7,1,"pure","Weak",20,1689,"Include",4
"SWR2012_e1","SWR2012_e1_6",7,1,"pure","Weak",9,1575,"Include",5
"SWR2012_e1","SWR2012_e1_6",7,0,"pure","Weak",4,1485,"Include",6
"SWR2012_e1","SWR2012_e1_6",7,1,"pure","Weak",9,1272,"Include",7
"SWR2012_e1","SWR2012_e1_6",7,0,"pure","Weak",4,1354,"Include",8
"SWR2012_e1","SWR2012_e1_6",7,1,"pure","Weak",15,1897,"Include",9
"SWR2012_e1","SWR2012_e1_6",7,1,"pure","Weak",19,1349,"Include",10
"SWR2012_e1","SWR2012_e1_6",7,0,"pure","Weak",4,1506,"Include",11
"SWR2012_e1","SWR2012_e1_6",7,1,"pure","Weak",17,1466,"Include",12
"SWR2012_e1","SWR2012_e1_6",7,0,"pure","Weak",17,3479,"Include",13
"SWR2012_e1","SWR2012_e1_6",7,0,"pure","Weak",4,1564,"Include",14
"SWR2012_e1","SWR2012_e1_6",7,1,"pure","Weak",9,1918,"Include",15
"SWR2012_e1","SWR2012_e1_6",7,0,"pure","Weak",15,2402,"Include",16
"SWR2012_e1","SWR2012_e1_6",7,1,"pure","Weak",5,1689,"Include",17
"SWR2012_e1","SWR2012_e1_6",7,0,"pure","Weak",7,1634,"Include",18
"SWR2012_e1","SWR2012_e1_6",7,1,"pure","Weak",17,1033,"Include",19
"SWR2012_e1","SWR2012_e1_6",7,0,"pure","Weak",16,1453,"Include",20
"SWR2012_e1","SWR2012_e1_6",7,1,"pure","Weak",18,2209,"Include",21
"SWR2012_e1","SWR2012_e1_6",7,0,"pure","Weak",18,950,"Include",22
"SWR2012_e1","SWR2012_e1_6",7,0,"pure","Weak",7,1043,"Include",23
"SWR2012_e1","SWR2012_e1_6",7,0,"pure","Weak",14,862,"Include",24
"SWR2012_e1","SWR2012_e1_6",8,0,"pure","Weak",18,4309,"Include",1
"SWR2012_e1","SWR2012_e1_6",8,1,"pure","Weak",14,1482,"Include",2
"SWR2012_e1","SWR2012_e1_6",8,0,"pure","Weak",2,1612,"Include",3
"SWR2012_e1","SWR2012_e1_6",8,0,"pure","Weak",3,1410,"Include",4
"SWR2012_e1","SWR2012_e1_6",8,0,"pure","Weak",4,1213,"Include",5
"SWR2012_e1","SWR2012_e1_6",8,0,"pure","Weak",9,1482,"Include",6
"SWR2012_e1","SWR2012_e1_6",8,0,"pure","Weak",17,1200,"Include",7
"SWR2012_e1","SWR2012_e1_6",8,1,"pure","Weak",18,1014,"Include",8
"SWR2012_e1","SWR2012_e1_6",8,1,"pure","Weak",17,1359,"Include",9
"SWR2012_e1","SWR2012_e1_6",8,1,"pure","Weak",18,1016,"Include",10
"SWR2012_e1","SWR2012_e1_6",8,1,"pure","Weak",7,1240,"Include",11
"SWR2012_e1","SWR2012_e1_6",8,0,"pure","Weak",4,1115,"Include",12
"SWR2012_e1","SWR2012_e1_6",8,0,"pure","Weak",3,966,"Include",13
"SWR2012_e1","SWR2012_e1_6",8,1,"pure","Weak",17,1056,"Include",14
"SWR2012_e1","SWR2012_e1_6",8,1,"pure","Weak",18,937,"Include",15
"SWR2012_e1","SWR2012_e1_6",8,0,"pure","Weak",4,748,"Include",16
"SWR2012_e1","SWR2012_e1_6",8,0,"pure","Weak",12,3450,"Include",17
"SWR2012_e1","SWR2012_e1_6",8,1,"pure","Weak",8,898,"Include",18
"SWR2012_e1","SWR2012_e1_6",8,0,"pure","Weak",14,807,"Include",19
"SWR2012_e1","SWR2012_e1_6",8,1,"pure","Weak",9,665,"Include",20
"SWR2012_e1","SWR2012_e1_6",8,1,"pure","Weak",17,1059,"Include",21
"SWR2012_e1","SWR2012_e1_6",8,1,"pure","Weak",7,652,"Include",22
"SWR2012_e1","SWR2012_e1_6",8,0,"pure","Weak",17,1820,"Include",23
"SWR2012_e1","SWR2012_e1_6",8,1,"pure","Weak",17,1444,"Include",24
"SWR2012_e1","SWR2012_e1_6",9,1,"pure","Weak",19,2161,"Include",1
"SWR2012_e1","SWR2012_e1_6",9,0,"pure","Weak",4,1820,"Include",2
"SWR2012_e1","SWR2012_e1_6",9,1,"pure","Weak",20,1711,"Include",3
"SWR2012_e1","SWR2012_e1_6",9,0,"pure","Weak",3,1395,"Include",4
"SWR2012_e1","SWR2012_e1_6",9,1,"pure","Weak",9,985,"Include",5
"SWR2012_e1","SWR2012_e1_6",9,1,"pure","Weak",3,912,"Include",6
"SWR2012_e1","SWR2012_e1_6",9,0,"pure","Weak",9,1474,"Include",7
"SWR2012_e1","SWR2012_e1_6",9,1,"pure","Weak",16,2437,"Include",8
"SWR2012_e1","SWR2012_e1_6",9,0,"pure","Weak",14,2734,"Include",9
"SWR2012_e1","SWR2012_e1_6",9,0,"pure","Weak",7,1065,"Include",10
"SWR2012_e1","SWR2012_e1_6",9,1,"pure","Weak",6,1065,"Include",11
"SWR2012_e1","SWR2012_e1_6",9,1,"pure","Weak",18,1902,"Include",12
"SWR2012_e1","SWR2012_e1_6",9,0,"pure","Weak",7,1923,"Include",13
"SWR2012_e1","SWR2012_e1_6",9,1,"pure","Weak",19,1476,"Include",14
"SWR2012_e1","SWR2012_e1_6",9,0,"pure","Weak",3,1726,"Include",15
"SWR2012_e1","SWR2012_e1_6",9,1,"pure","Weak",9,1269,"Include",16
"SWR2012_e1","SWR2012_e1_6",9,0,"pure","Weak",9,907,"Include",17
"SWR2012_e1","SWR2012_e1_6",9,1,"pure","Weak",10,748,"Include",18
"SWR2012_e1","SWR2012_e1_6",9,1,"pure","Weak",20,1421,"Include",19
"SWR2012_e1","SWR2012_e1_6",9,0,"pure","Weak",10,1830,"Include",20
"SWR2012_e1","SWR2012_e1_6",9,0,"pure","Weak",3,1572,"Include",21
"SWR2012_e1","SWR2012_e1_6",9,0,"pure","Weak",3,727,"Include",22
"SWR2012_e1","SWR2012_e1_6",9,1,"pure","Weak",9,958,"Include",23
"SWR2012_e1","SWR2012_e1_6",9,0,"pure","Weak",17,1248,"Include",24
"SWR2012_e1","SWR2012_e1_6",10,0,"pure","Strong",1,2964,"Include",1
"SWR2012_e1","SWR2012_e1_6",10,0,"pure","Strong",1,836,"Include",2
"SWR2012_e1","SWR2012_e1_6",10,1,"pure","Strong",8,1490,"Include",3
"SWR2012_e1","SWR2012_e1_6",10,0,"pure","Strong",8,1639,"Include",4
"SWR2012_e1","SWR2012_e1_6",10,1,"pure","Strong",7,1939,"Include",5
"SWR2012_e1","SWR2012_e1_6",10,1,"pure","Strong",18,1641,"Include",6
"SWR2012_e1","SWR2012_e1_6",10,1,"pure","Strong",20,1064,"Include",7
"SWR2012_e1","SWR2012_e1_6",10,0,"pure","Strong",8,2825,"Include",8
"SWR2012_e1","SWR2012_e1_6",10,1,"pure","Strong",20,1416,"Include",9
"SWR2012_e1","SWR2012_e1_6",10,0,"pure","Strong",1,905,"Include",10
"SWR2012_e1","SWR2012_e1_6",10,1,"pure","Strong",1,924,"Include",11
"SWR2012_e1","SWR2012_e1_6",10,0,"pure","Strong",2,1047,"Include",12
"SWR2012_e1","SWR2012_e1_6",10,1,"pure","Strong",20,1001,"Include",13
"SWR2012_e1","SWR2012_e1_6",10,0,"pure","Strong",1,1091,"Include",14
"SWR2012_e1","SWR2012_e1_6",10,0,"pure","Strong",7,2560,"Include",15
"SWR2012_e1","SWR2012_e1_6",10,0,"pure","Strong",4,1344,"Include",16
"SWR2012_e1","SWR2012_e1_6",10,1,"pure","Strong",20,1035,"Include",17
"SWR2012_e1","SWR2012_e1_6",10,1,"pure","Strong",18,1958,"Include",18
"SWR2012_e1","SWR2012_e1_6",10,1,"pure","Strong",20,1296,"Include",19
"SWR2012_e1","SWR2012_e1_6",10,1,"pure","Strong",20,671,"Include",20
"SWR2012_e1","SWR2012_e1_6",10,0,"pure","Strong",1,849,"Include",21
"SWR2012_e1","SWR2012_e1_6",10,1,"pure","Strong",20,787,"Include",22
"SWR2012_e1","SWR2012_e1_6",10,0,"pure","Strong",2,921,"Include",23
