"exp","id","block","item","trial","isold","condition1","rating","RT","excluding"
"APH2016_e1","APH2016_e1_1",0,"commerce",1,0,"Backward",1,1844,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"ashamed",2,1,"Backward",6,1907,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"frighten",3,1,"Backward",6,1250,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"youthful",4,0,"Backward",1,1828,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"softly",5,0,"Backward",1,1734,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"unknown",6,1,"Backward",6,1250,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"truly",7,1,"Backward",6,1172,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"dirty",8,0,"Backward",1,1688,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"kingdom",9,1,"Backward",6,1140,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"purchase",10,0,"Backward",2,2094,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"scarcely",11,0,"Backward",2,2015,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"costly",12,1,"Backward",6,953,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"fairly",13,0,"Backward",2,2469,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"barely",14,1,"Backward",5,2500,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"replace",15,0,"Backward",2,2453,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"stocking",16,1,"Backward",6,1469,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"neglect",17,1,"Backward",6,1110,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"briefly",18,0,"Backward",3,3265,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"lucky",19,1,"Backward",6,1500,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"singer",20,0,"Backward",1,2468,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"restless",21,0,"Backward",2,2203,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"sickness",22,0,"Backward",1,1828,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"shortly",23,1,"Backward",6,1297,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"intend",24,1,"Backward",5,2375,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"splendid",25,1,"Backward",6,1438,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"cheerful",26,0,"Backward",1,2640,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"worker",27,1,"Backward",6,1062,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"handsome",28,0,"Backward",1,1328,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"exchange",29,1,"Backward",6,1391,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"wicked",30,1,"Backward",6,969,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"kindness",31,0,"Backward",3,2891,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"collect",32,0,"Backward",2,2282,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"latter",33,0,"Backward",1,1438,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"deadly",34,1,"Backward",6,1109,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"twilight",35,0,"Backward",1,1390,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"rocky",36,1,"Backward",6,1219,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"highly",37,1,"Backward",6,1578,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"mostly",38,0,"Backward",3,3407,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"flourish",39,0,"Backward",1,1625,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"writer",40,1,"Backward",6,1094,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"column",41,0,"Backward",1,1656,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"condemn",42,0,"Backward",2,3015,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"fiercely",43,1,"Backward",6,953,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"worship",44,1,"Backward",6,1719,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"array",45,1,"Backward",6,1188,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"grateful",46,1,"Backward",4,2640,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"complain",47,0,"Backward",2,2719,"Exclude"
"APH2016_e1","APH2016_e1_1",0,"wedding",48,0,"Backward",1,1468,"Exclude"
"APH2016_e1","APH2016_e1_1",1,"derive",1,1,"Backward",6,3016,"Include"
"APH2016_e1","APH2016_e1_1",1,"occur",2,0,"Backward",1,2610,"Include"
"APH2016_e1","APH2016_e1_1",1,"chapel",3,1,"Backward",6,1032,"Include"
"APH2016_e1","APH2016_e1_1",1,"prayer",4,0,"Backward",1,1766,"Include"
"APH2016_e1","APH2016_e1_1",1,"fabric",5,0,"Backward",1,1875,"Include"
"APH2016_e1","APH2016_e1_1",1,"resist",6,0,"Backward",2,2343,"Include"
"APH2016_e1","APH2016_e1_1",1,"parent",7,1,"Backward",6,1109,"Include"
"APH2016_e1","APH2016_e1_1",1,"resolve",8,1,"Backward",5,2719,"Include"
"APH2016_e1","APH2016_e1_1",1,"afford",9,1,"Backward",3,3922,"Include"
"APH2016_e1","APH2016_e1_1",1,"voyage",10,0,"Backward",1,1547,"Include"
"APH2016_e1","APH2016_e1_1",1,"normal",11,0,"Backward",1,1719,"Include"
"APH2016_e1","APH2016_e1_1",1,"fever",12,1,"Backward",6,922,"Include"
"APH2016_e1","APH2016_e1_1",1,"model",13,1,"Backward",6,766,"Include"
"APH2016_e1","APH2016_e1_1",1,"wander",14,0,"Backward",1,1360,"Include"
"APH2016_e1","APH2016_e1_1",1,"emerge",15,0,"Backward",2,1843,"Include"
"APH2016_e1","APH2016_e1_1",1,"spirit",16,1,"Backward",6,1063,"Include"
"APH2016_e1","APH2016_e1_1",1,"comrade",17,0,"Backward",1,1985,"Include"
"APH2016_e1","APH2016_e1_1",1,"native",18,1,"Backward",6,954,"Include"
"APH2016_e1","APH2016_e1_1",1,"forest",19,0,"Backward",1,2875,"Include"
"APH2016_e1","APH2016_e1_1",1,"angel",20,1,"Backward",6,766,"Include"
"APH2016_e1","APH2016_e1_1",1,"patient",21,0,"Backward",1,2094,"Include"
"APH2016_e1","APH2016_e1_1",1,"compare",22,1,"Backward",5,2312,"Include"
"APH2016_e1","APH2016_e1_1",1,"scholar",23,1,"Backward",6,1250,"Include"
"APH2016_e1","APH2016_e1_1",1,"wisdom",24,0,"Backward",2,2500,"Include"
"APH2016_e1","APH2016_e1_1",1,"jealous",25,1,"Backward",6,843,"Include"
"APH2016_e1","APH2016_e1_1",1,"unlike",26,1,"Backward",6,844,"Include"
"APH2016_e1","APH2016_e1_1",1,"victim",27,0,"Backward",1,1828,"Include"
"APH2016_e1","APH2016_e1_1",1,"fury",28,0,"Backward",1,1031,"Include"
"APH2016_e1","APH2016_e1_1",1,"conquest",29,0,"Backward",1,1125,"Include"
"APH2016_e1","APH2016_e1_1",1,"finish",30,1,"Backward",6,1110,"Include"
"APH2016_e1","APH2016_e1_1",1,"riches",31,1,"Backward",6,844,"Include"
"APH2016_e1","APH2016_e1_1",1,"enter",32,0,"Backward",2,1750,"Include"
"APH2016_e1","APH2016_e1_1",1,"earnest",33,0,"Backward",1,1593,"Include"
"APH2016_e1","APH2016_e1_1",1,"former",34,0,"Backward",2,2203,"Include"
"APH2016_e1","APH2016_e1_1",1,"bottom",35,1,"Backward",6,1281,"Include"
"APH2016_e1","APH2016_e1_1",1,"closet",36,1,"Backward",3,3828,"Include"
"APH2016_e1","APH2016_e1_1",1,"elbow",37,1,"Backward",6,1219,"Include"
"APH2016_e1","APH2016_e1_1",1,"double",38,1,"Backward",6,766,"Include"
"APH2016_e1","APH2016_e1_1",1,"contain",39,0,"Backward",4,2422,"Include"
"APH2016_e1","APH2016_e1_1",1,"helmet",40,0,"Backward",2,2829,"Include"
"APH2016_e1","APH2016_e1_1",1,"legal",41,1,"Backward",6,1219,"Include"
"APH2016_e1","APH2016_e1_1",1,"linen",42,0,"Backward",2,2062,"Include"
"APH2016_e1","APH2016_e1_1",1,"erect",43,1,"Backward",6,875,"Include"
"APH2016_e1","APH2016_e1_1",1,"measure",44,0,"Backward",2,2281,"Include"
"APH2016_e1","APH2016_e1_1",1,"appear",45,0,"Backward",3,3375,"Include"
"APH2016_e1","APH2016_e1_1",1,"horror",46,1,"Backward",6,843,"Include"
"APH2016_e1","APH2016_e1_1",1,"disgrace",47,0,"Backward",1,1734,"Include"
"APH2016_e1","APH2016_e1_1",1,"cable",48,1,"Backward",6,1016,"Include"
"APH2016_e1","APH2016_e1_1",2,"anchor",1,0,"Backward",1,1406,"Include"
"APH2016_e1","APH2016_e1_1",2,"hollow",2,0,"Backward",1,1516,"Include"
"APH2016_e1","APH2016_e1_1",2,"harness",3,1,"Backward",5,2125,"Include"
"APH2016_e1","APH2016_e1_1",2,"tunnel",4,1,"Backward",6,1219,"Include"
"APH2016_e1","APH2016_e1_1",2,"castle",5,1,"Backward",6,812,"Include"
"APH2016_e1","APH2016_e1_1",2,"worry",6,0,"Backward",2,1875,"Include"
"APH2016_e1","APH2016_e1_1",2,"moral",7,1,"Backward",6,875,"Include"
"APH2016_e1","APH2016_e1_1",2,"absorb",8,0,"Backward",1,1578,"Include"
"APH2016_e1","APH2016_e1_1",2,"lawyer",9,1,"Backward",6,938,"Include"
"APH2016_e1","APH2016_e1_1",2,"vital",10,0,"Backward",2,2922,"Include"
"APH2016_e1","APH2016_e1_1",2,"mission",11,0,"Backward",2,1532,"Include"
"APH2016_e1","APH2016_e1_1",2,"frequent",12,1,"Backward",6,1000,"Include"
"APH2016_e1","APH2016_e1_1",2,"current",13,1,"Backward",NA,NA,"Exclude"
"APH2016_e1","APH2016_e1_1",2,"immense",14,0,"Backward",2,2469,"Include"
"APH2016_e1","APH2016_e1_1",2,"expose",15,1,"Backward",5,1797,"Include"
"APH2016_e1","APH2016_e1_1",2,"chosen",16,0,"Backward",3,2125,"Include"
"APH2016_e1","APH2016_e1_1",2,"reform",17,1,"Backward",4,2062,"Include"
"APH2016_e1","APH2016_e1_1",2,"arouse",18,1,"Backward",6,1250,"Include"
"APH2016_e1","APH2016_e1_1",2,"fatal",19,0,"Backward",2,2890,"Include"
"APH2016_e1","APH2016_e1_1",2,"decide",20,0,"Backward",2,1656,"Include"
"APH2016_e1","APH2016_e1_1",2,"apple",21,1,"Backward",6,1063,"Include"
"APH2016_e1","APH2016_e1_1",2,"lecture",22,1,"Backward",6,860,"Include"
"APH2016_e1","APH2016_e1_1",2,"medal",23,0,"Backward",1,1578,"Include"
"APH2016_e1","APH2016_e1_1",2,"submit",24,0,"Backward",1,1188,"Include"
"APH2016_e1","APH2016_e1_1",2,"hungry",25,0,"Backward",1,1140,"Include"
"APH2016_e1","APH2016_e1_1",2,"convert",26,1,"Backward",5,2688,"Include"
"APH2016_e1","APH2016_e1_1",2,"sprinkle",27,1,"Backward",6,875,"Include"
"APH2016_e1","APH2016_e1_1",2,"dissolve",28,0,"Backward",2,2422,"Include"
"APH2016_e1","APH2016_e1_1",2,"teacher",29,1,"Backward",6,625,"Include"
"APH2016_e1","APH2016_e1_1",2,"extra",30,0,"Backward",1,1250,"Include"
"APH2016_e1","APH2016_e1_1",2,"adopt",31,0,"Backward",1,891,"Include"
"APH2016_e1","APH2016_e1_1",2,"express",32,1,"Backward",6,1578,"Include"
"APH2016_e1","APH2016_e1_1",2,"loyal",33,0,"Backward",1,1938,"Include"
"APH2016_e1","APH2016_e1_1",2,"devil",34,1,"Backward",6,672,"Include"
"APH2016_e1","APH2016_e1_1",2,"discuss",35,0,"Backward",3,3203,"Include"
"APH2016_e1","APH2016_e1_1",2,"concert",36,1,"Backward",6,813,"Include"
"APH2016_e1","APH2016_e1_1",2,"dragon",37,0,"Backward",1,1688,"Include"
"APH2016_e1","APH2016_e1_1",2,"artist",38,0,"Backward",1,1031,"Include"
"APH2016_e1","APH2016_e1_1",2,"canvas",39,1,"Backward",6,1109,"Include"
"APH2016_e1","APH2016_e1_1",2,"struggle",40,1,"Backward",6,844,"Include"
"APH2016_e1","APH2016_e1_1",2,"tennis",41,0,"Backward",1,2750,"Include"
"APH2016_e1","APH2016_e1_1",2,"district",42,1,"Backward",6,766,"Include"
"APH2016_e1","APH2016_e1_1",2,"disgust",43,0,"Backward",1,1813,"Include"
"APH2016_e1","APH2016_e1_1",2,"beside",44,1,"Backward",6,875,"Include"
"APH2016_e1","APH2016_e1_1",2,"pointed",45,0,"Backward",1,2204,"Include"
"APH2016_e1","APH2016_e1_1",2,"confuse",46,1,"Backward",6,1141,"Include"
"APH2016_e1","APH2016_e1_1",2,"portion",47,1,"Backward",6,953,"Include"
"APH2016_e1","APH2016_e1_1",2,"device",48,0,"Backward",2,1875,"Include"
"APH2016_e1","APH2016_e1_1",3,"insect",1,0,"Backward",1,1188,"Include"
"APH2016_e1","APH2016_e1_1",3,"manner",2,0,"Backward",5,2453,"Include"
"APH2016_e1","APH2016_e1_1",3,"candy",3,1,"Backward",6,891,"Include"
"APH2016_e1","APH2016_e1_1",3,"basis",4,1,"Backward",6,953,"Include"
"APH2016_e1","APH2016_e1_1",3,"conceal",5,0,"Backward",1,1890,"Include"
"APH2016_e1","APH2016_e1_1",3,"county",6,1,"Backward",6,953,"Include"
"APH2016_e1","APH2016_e1_1",3,"agent",7,0,"Backward",1,2125,"Include"
"APH2016_e1","APH2016_e1_1",3,"servant",8,1,"Backward",6,781,"Include"
"APH2016_e1","APH2016_e1_1",3,"excess",9,1,"Backward",6,1172,"Include"
"APH2016_e1","APH2016_e1_1",3,"perform",10,0,"Backward",4,2391,"Include"
"APH2016_e1","APH2016_e1_1",3,"consent",11,1,"Backward",4,2562,"Include"
"APH2016_e1","APH2016_e1_1",3,"harvest",12,0,"Backward",4,2734,"Include"
"APH2016_e1","APH2016_e1_1",3,"worthy",13,1,"Backward",5,2891,"Include"
"APH2016_e1","APH2016_e1_1",3,"package",14,0,"Backward",2,1625,"Include"
"APH2016_e1","APH2016_e1_1",3,"season",15,0,"Backward",1,1250,"Include"
"APH2016_e1","APH2016_e1_1",3,"admire",16,1,"Backward",6,922,"Include"
"APH2016_e1","APH2016_e1_1",3,"image",17,1,"Backward",6,1125,"Include"
"APH2016_e1","APH2016_e1_1",3,"protest",18,0,"Backward",1,2047,"Include"
"APH2016_e1","APH2016_e1_1",3,"feeble",19,1,"Backward",6,719,"Include"
"APH2016_e1","APH2016_e1_1",3,"absent",20,0,"Backward",2,1875,"Include"
"APH2016_e1","APH2016_e1_1",3,"assume",21,1,"Backward",4,2641,"Include"
"APH2016_e1","APH2016_e1_1",3,"separate",22,0,"Backward",3,3484,"Include"
"APH2016_e1","APH2016_e1_1",3,"dismiss",23,0,"Backward",3,3093,"Include"
"APH2016_e1","APH2016_e1_1",3,"suspect",24,1,"Backward",6,1656,"Include"
"APH2016_e1","APH2016_e1_1",3,"merit",25,1,"Backward",6,688,"Include"
"APH2016_e1","APH2016_e1_1",3,"gentle",26,1,"Backward",6,891,"Include"
"APH2016_e1","APH2016_e1_1",3,"opera",27,0,"Backward",1,1359,"Include"
"APH2016_e1","APH2016_e1_1",3,"induce",28,0,"Backward",3,2969,"Include"
"APH2016_e1","APH2016_e1_1",3,"orchard",29,1,"Backward",6,2391,"Include"
"APH2016_e1","APH2016_e1_1",3,"entire",30,1,"Backward",2,3078,"Include"
"APH2016_e1","APH2016_e1_1",3,"movie",31,0,"Backward",1,3203,"Include"
"APH2016_e1","APH2016_e1_1",3,"declare",32,0,"Backward",2,1578,"Include"
"APH2016_e1","APH2016_e1_1",3,"concern",33,0,"Backward",4,3563,"Include"
"APH2016_e1","APH2016_e1_1",3,"arise",34,1,"Backward",6,1109,"Include"
"APH2016_e1","APH2016_e1_1",3,"detail",35,1,"Backward",6,844,"Include"
"APH2016_e1","APH2016_e1_1",3,"gesture",36,0,"Backward",1,1719,"Include"
"APH2016_e1","APH2016_e1_1",3,"involve",37,0,"Backward",3,2390,"Include"
"APH2016_e1","APH2016_e1_1",3,"impress",38,0,"Backward",4,3203,"Include"
"APH2016_e1","APH2016_e1_1",3,"disease",39,1,"Backward",6,844,"Include"
"APH2016_e1","APH2016_e1_1",3,"cellar",40,1,"Backward",6,843,"Include"
"APH2016_e1","APH2016_e1_1",3,"winter",41,0,"Backward",1,1766,"Include"
"APH2016_e1","APH2016_e1_1",3,"extreme",42,1,"Backward",6,954,"Include"
"APH2016_e1","APH2016_e1_1",3,"echo",43,0,"Backward",1,1250,"Include"
"APH2016_e1","APH2016_e1_1",3,"delight",44,1,"Backward",3,3578,"Include"
"APH2016_e1","APH2016_e1_1",3,"rifle",45,0,"Backward",1,1281,"Include"
"APH2016_e1","APH2016_e1_1",3,"devote",46,1,"Backward",6,891,"Include"
"APH2016_e1","APH2016_e1_1",3,"powder",47,1,"Backward",6,766,"Include"
"APH2016_e1","APH2016_e1_1",3,"command",48,0,"Backward",4,2093,"Include"
"APH2016_e1","APH2016_e1_1",4,"diet",1,0,"Backward",1,1687,"Include"
"APH2016_e1","APH2016_e1_1",4,"jersey",2,0,"Backward",1,922,"Include"
"APH2016_e1","APH2016_e1_1",4,"junior",3,1,"Backward",6,922,"Include"
"APH2016_e1","APH2016_e1_1",4,"event",4,1,"Backward",6,735,"Include"
"APH2016_e1","APH2016_e1_1",4,"connect",5,1,"Backward",5,3890,"Include"
"APH2016_e1","APH2016_e1_1",4,"famous",6,0,"Backward",2,1687,"Include"
"APH2016_e1","APH2016_e1_1",4,"moisture",7,0,"Backward",1,1938,"Include"
"APH2016_e1","APH2016_e1_1",4,"record",8,1,"Backward",6,844,"Include"
"APH2016_e1","APH2016_e1_1",4,"passion",9,0,"Backward",2,3266,"Include"
"APH2016_e1","APH2016_e1_1",4,"ugly",10,0,"Backward",NA,NA,"Exclude"
"APH2016_e1","APH2016_e1_1",4,"estate",11,1,"Backward",6,1046,"Include"
"APH2016_e1","APH2016_e1_1",4,"humble",12,1,"Backward",6,672,"Include"
"APH2016_e1","APH2016_e1_1",4,"project",13,0,"Backward",5,2156,"Include"
"APH2016_e1","APH2016_e1_1",4,"serve",14,1,"Backward",6,969,"Include"
"APH2016_e1","APH2016_e1_1",4,"alas",15,1,"Backward",6,735,"Include"
"APH2016_e1","APH2016_e1_1",4,"campaign",16,0,"Backward",1,1204,"Include"
"APH2016_e1","APH2016_e1_1",4,"describe",17,0,"Backward",1,1844,"Include"
"APH2016_e1","APH2016_e1_1",4,"function",18,1,"Backward",6,844,"Include"
"APH2016_e1","APH2016_e1_1",4,"carriage",19,0,"Backward",1,1203,"Include"
"APH2016_e1","APH2016_e1_1",4,"belong",20,1,"Backward",6,703,"Include"
"APH2016_e1","APH2016_e1_1",4,"reflect",21,0,"Backward",2,1219,"Include"
"APH2016_e1","APH2016_e1_1",4,"tiger",22,1,"Backward",6,703,"Include"
"APH2016_e1","APH2016_e1_1",4,"organ",23,1,"Backward",6,782,"Include"
"APH2016_e1","APH2016_e1_1",4,"decrease",24,0,"Backward",1,1907,"Include"
"APH2016_e1","APH2016_e1_1",4,"message",25,1,"Backward",6,704,"Include"
"APH2016_e1","APH2016_e1_1",4,"conceive",26,0,"Backward",5,2016,"Include"
"APH2016_e1","APH2016_e1_1",4,"mixture",27,1,"Backward",6,656,"Include"
"APH2016_e1","APH2016_e1_1",4,"habit",28,0,"Backward",3,2531,"Include"
"APH2016_e1","APH2016_e1_1",4,"poem",29,1,"Backward",6,765,"Include"
"APH2016_e1","APH2016_e1_1",4,"impulse",30,1,"Backward",6,875,"Include"
"APH2016_e1","APH2016_e1_1",4,"aboard",31,0,"Backward",3,2015,"Include"
"APH2016_e1","APH2016_e1_1",4,"legend",32,0,"Backward",3,813,"Include"
"APH2016_e1","APH2016_e1_1",4,"cherry",33,1,"Backward",6,657,"Include"
"APH2016_e1","APH2016_e1_1",4,"prison",34,0,"Backward",1,1250,"Include"
"APH2016_e1","APH2016_e1_1",4,"weapon",35,1,"Backward",6,781,"Include"
"APH2016_e1","APH2016_e1_1",4,"attend",36,0,"Backward",6,875,"Include"
"APH2016_e1","APH2016_e1_1",4,"abuse",37,0,"Backward",1,1141,"Include"
"APH2016_e1","APH2016_e1_1",4,"stupid",38,1,"Backward",6,672,"Include"
"APH2016_e1","APH2016_e1_1",4,"argue",39,0,"Backward",2,1875,"Include"
"APH2016_e1","APH2016_e1_1",4,"error",40,1,"Backward",2,2453,"Include"
"APH2016_e1","APH2016_e1_1",4,"enjoy",41,1,"Backward",6,734,"Include"
"APH2016_e1","APH2016_e1_1",4,"eagle",42,0,"Backward",1,1109,"Include"
"APH2016_e1","APH2016_e1_1",4,"rabbit",43,0,"Backward",1,703,"Include"
"APH2016_e1","APH2016_e1_1",4,"ashore",44,1,"Backward",6,875,"Include"
"APH2016_e1","APH2016_e1_1",4,"prefer",45,1,"Backward",4,2204,"Include"
"APH2016_e1","APH2016_e1_1",4,"meadow",46,1,"Backward",4,1391,"Include"
"APH2016_e1","APH2016_e1_1",4,"sugar",47,0,"Backward",2,2109,"Include"
"APH2016_e1","APH2016_e1_1",4,"station",48,0,"Backward",2,1437,"Include"
"APH2016_e1","APH2016_e1_1",5,"product",1,0,"Backward",1,1328,"Include"
"APH2016_e1","APH2016_e1_1",5,"ancient",2,0,"Backward",1,937,"Include"
"APH2016_e1","APH2016_e1_1",5,"idle",3,1,"Backward",6,859,"Include"
"APH2016_e1","APH2016_e1_1",5,"dismay",4,1,"Backward",6,1016,"Include"
"APH2016_e1","APH2016_e1_1",5,"thunder",5,0,"Backward",1,969,"Include"
"APH2016_e1","APH2016_e1_1",5,"remain",6,1,"Backward",2,1828,"Include"
"APH2016_e1","APH2016_e1_1",5,"regard",7,1,"Backward",5,1625,"Include"
"APH2016_e1","APH2016_e1_1",5,"pursue",8,0,"Backward",2,1766,"Include"
"APH2016_e1","APH2016_e1_1",5,"signal",9,0,"Backward",1,953,"Include"
"APH2016_e1","APH2016_e1_1",5,"madam",10,0,"Backward",1,781,"Include"
"APH2016_e1","APH2016_e1_1",5,"bother",11,1,"Backward",6,843,"Include"
"APH2016_e1","APH2016_e1_1",5,"arrest",12,1,"Backward",5,2203,"Include"
"APH2016_e1","APH2016_e1_1",5,"folly",13,1,"Backward",6,844,"Include"
"APH2016_e1","APH2016_e1_1",5,"survey",14,0,"Backward",3,2421,"Include"
"APH2016_e1","APH2016_e1_1",5,"regret",15,0,"Backward",2,1547,"Include"
"APH2016_e1","APH2016_e1_1",5,"factor",16,1,"Backward",6,703,"Include"
"APH2016_e1","APH2016_e1_1",5,"coffee",17,1,"Backward",6,578,"Include"
"APH2016_e1","APH2016_e1_1",5,"justice",18,0,"Backward",4,1890,"Include"
"APH2016_e1","APH2016_e1_1",5,"combine",19,1,"Backward",6,1250,"Include"
"APH2016_e1","APH2016_e1_1",5,"series",20,0,"Backward",3,2687,"Include"
"APH2016_e1","APH2016_e1_1",5,"pillow",21,1,"Backward",6,625,"Include"
"APH2016_e1","APH2016_e1_1",5,"cannon",22,0,"Backward",1,1390,"Include"
"APH2016_e1","APH2016_e1_1",5,"confirm",23,0,"Backward",5,2234,"Include"
"APH2016_e1","APH2016_e1_1",5,"modest",24,1,"Backward",6,813,"Include"
"APH2016_e1","APH2016_e1_1",5,"province",25,1,"Backward",6,704,"Include"
"APH2016_e1","APH2016_e1_1",5,"proper",26,1,"Backward",6,844,"Include"
"APH2016_e1","APH2016_e1_1",5,"basin",27,0,"Backward",1,1250,"Include"
"APH2016_e1","APH2016_e1_1",5,"rider",28,0,"Backward",1,1031,"Include"
"APH2016_e1","APH2016_e1_1",5,"mistake",29,0,"Backward",2,1281,"Include"
"APH2016_e1","APH2016_e1_1",5,"await",30,1,"Backward",6,953,"Include"
"APH2016_e1","APH2016_e1_1",5,"desire",31,0,"Backward",5,2391,"Include"
"APH2016_e1","APH2016_e1_1",5,"temple",32,1,"Backward",6,922,"Include"
"APH2016_e1","APH2016_e1_1",5,"endure",33,0,"Backward",1,3016,"Include"
"APH2016_e1","APH2016_e1_1",5,"credit",34,1,"Backward",6,656,"Include"
"APH2016_e1","APH2016_e1_1",5,"heaven",35,1,"Backward",6,703,"Include"
"APH2016_e1","APH2016_e1_1",5,"liquid",36,0,"Backward",1,1328,"Include"
"APH2016_e1","APH2016_e1_1",5,"standard",37,1,"Backward",6,1125,"Include"
"APH2016_e1","APH2016_e1_1",5,"improve",38,1,"Backward",2,1953,"Include"
"APH2016_e1","APH2016_e1_1",5,"danger",39,0,"Backward",1,1141,"Include"
"APH2016_e1","APH2016_e1_1",5,"fallen",40,0,"Backward",2,2015,"Include"
"APH2016_e1","APH2016_e1_1",5,"compound",41,1,"Backward",6,734,"Include"
"APH2016_e1","APH2016_e1_1",5,"receipt",42,0,"Backward",1,1844,"Include"
"APH2016_e1","APH2016_e1_1",5,"honest",43,1,"Backward",6,703,"Include"
"APH2016_e1","APH2016_e1_1",5,"shower",44,0,"Backward",1,1063,"Include"
"APH2016_e1","APH2016_e1_1",5,"payment",45,0,"Backward",1,1156,"Include"
"APH2016_e1","APH2016_e1_1",5,"sulphur",46,1,"Backward",6,843,"Include"
"APH2016_e1","APH2016_e1_1",5,"disguise",47,0,"Backward",5,2469,"Include"
"APH2016_e1","APH2016_e1_1",5,"possess",48,1,"Backward",6,875,"Include"
"APH2016_e1","APH2016_e1_1",6,"likewise",1,1,"Backward",6,984,"Include"
"APH2016_e1","APH2016_e1_1",6,"remove",2,1,"Backward",4,2016,"Include"
"APH2016_e1","APH2016_e1_1",6,"attract",3,0,"Backward",2,1766,"Include"
"APH2016_e1","APH2016_e1_1",6,"boundary",4,0,"Backward",1,1109,"Include"
"APH2016_e1","APH2016_e1_1",6,"wonder",5,0,"Backward",2,2094,"Include"
"APH2016_e1","APH2016_e1_1",6,"obtain",6,1,"Backward",4,1688,"Include"
"APH2016_e1","APH2016_e1_1",6,"career",7,0,"Backward",3,2859,"Include"
"APH2016_e1","APH2016_e1_1",6,"widow",8,1,"Backward",6,1000,"Include"
"APH2016_e1","APH2016_e1_1",6,"method",9,1,"Backward",5,1953,"Include"
"APH2016_e1","APH2016_e1_1",6,"senate",10,0,"Backward",1,1360,"Include"
"APH2016_e1","APH2016_e1_1",6,"stable",11,0,"Backward",2,2578,"Include"
"APH2016_e1","APH2016_e1_1",6,"instinct",12,1,"Backward",6,704,"Include"
"APH2016_e1","APH2016_e1_1",6,"safety",13,0,"Backward",2,2016,"Include"
"APH2016_e1","APH2016_e1_1",6,"cruel",14,1,"Backward",6,593,"Include"
"APH2016_e1","APH2016_e1_1",6,"pardon",15,0,"Backward",1,1953,"Include"
"APH2016_e1","APH2016_e1_1",6,"island",16,1,"Backward",6,594,"Include"
"APH2016_e1","APH2016_e1_1",6,"precious",17,0,"Backward",1,2453,"Include"
"APH2016_e1","APH2016_e1_1",6,"pony",18,1,"Backward",6,563,"Include"
"APH2016_e1","APH2016_e1_1",6,"mayor",19,1,"Backward",6,593,"Include"
"APH2016_e1","APH2016_e1_1",6,"relief",20,0,"Backward",4,2719,"Include"
"APH2016_e1","APH2016_e1_1",6,"traitor",21,0,"Backward",1,2265,"Include"
"APH2016_e1","APH2016_e1_1",6,"channel",22,0,"Backward",1,922,"Include"
"APH2016_e1","APH2016_e1_1",6,"sudden",23,1,"Backward",1,937,"Include"
"APH2016_e1","APH2016_e1_1",6,"reckon",24,1,"Backward",6,703,"Include"
"APH2016_e1","APH2016_e1_1",6,"disturb",25,0,"Backward",2,2687,"Include"
"APH2016_e1","APH2016_e1_1",6,"pupil",26,0,"Backward",1,1063,"Include"
