"exp","id","item","trial","isold","condition1","rating","RT","excluding"
"KAWY2013_e3","KAWY2013_e3_1","chain.bmp",1,0,"New",1,1769,"Include"
"KAWY2013_e3","KAWY2013_e3_1","fork.bmp",2,0,"New",6,1268,"Include"
"KAWY2013_e3","KAWY2013_e3_1","giraffe.bmp",3,1,"DifferentContext",6,933,"Include"
"KAWY2013_e3","KAWY2013_e3_1","elephant.bmp",4,1,"SameContext",6,1045,"Include"
"KAWY2013_e3","KAWY2013_e3_1","racket.bmp",5,0,"New",4,4335,"Include"
"KAWY2013_e3","KAWY2013_e3_1","drum.bmp",6,1,"SameContext",6,1884,"Include"
"KAWY2013_e3","KAWY2013_e3_1","broom.bmp",7,1,"DifferentContext",1,1938,"Include"
"KAWY2013_e3","KAWY2013_e3_1","stool.bmp",8,1,"SameContext",5,4887,"Include"
"KAWY2013_e3","KAWY2013_e3_1","wateringcan.bmp",9,1,"DifferentContext",5,2796,"Include"
"KAWY2013_e3","KAWY2013_e3_1","thumb.bmp",10,1,"SameContext",6,2027,"Include"
"KAWY2013_e3","KAWY2013_e3_1","spoon.bmp",11,1,"SameContext",6,1131,"Include"
"KAWY2013_e3","KAWY2013_e3_1","cloud.bmp",12,1,"DifferentContext",1,1169,"Include"
"KAWY2013_e3","KAWY2013_e3_1","peanut.bmp",13,1,"DifferentContext",6,1382,"Include"
"KAWY2013_e3","KAWY2013_e3_1","football.bmp",14,1,"DifferentContext",6,1122,"Include"
"KAWY2013_e3","KAWY2013_e3_1","camel.bmp",15,0,"New",1,1577,"Include"
"KAWY2013_e3","KAWY2013_e3_1","telephone.bmp",16,1,"DifferentContext",2,3740,"Include"
"KAWY2013_e3","KAWY2013_e3_1","cigar.bmp",17,1,"SameContext",5,4707,"Include"
"KAWY2013_e3","KAWY2013_e3_1","sweater.bmp",18,1,"SameContext",5,1073,"Include"
"KAWY2013_e3","KAWY2013_e3_1","peacock.bmp",19,0,"New",1,2505,"Include"
"KAWY2013_e3","KAWY2013_e3_1","lips.bmp",20,1,"DifferentContext",6,2198,"Include"
"KAWY2013_e3","KAWY2013_e3_1","squirrel.bmp",21,1,"DifferentContext",4,5087,"Include"
