"exp","id","trial","isold","condition1","rating","excluding"
"TR2017_e1","TR2017_e1_1",190,0,"ScaleLength20",8,"Include"
"TR2017_e1","TR2017_e1_1",191,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_1",192,0,"ScaleLength20",5,"Include"
"TR2017_e1","TR2017_e1_1",193,1,"ScaleLength20",32,"Include"
"TR2017_e1","TR2017_e1_1",194,0,"ScaleLength20",2,"Include"
"TR2017_e1","TR2017_e1_1",195,0,"ScaleLength20",16,"Include"
"TR2017_e1","TR2017_e1_1",196,0,"ScaleLength20",19,"Include"
"TR2017_e1","TR2017_e1_1",197,1,"ScaleLength20",25,"Include"
"TR2017_e1","TR2017_e1_1",198,1,"ScaleLength20",25,"Include"
"TR2017_e1","TR2017_e1_1",199,1,"ScaleLength20",27,"Include"
"TR2017_e1","TR2017_e1_1",200,0,"ScaleLength20",12,"Include"
"TR2017_e1","TR2017_e1_1",1,1,"ScaleLength20",30,"Include"
"TR2017_e1","TR2017_e1_1",2,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_1",3,0,"ScaleLength20",9,"Include"
"TR2017_e1","TR2017_e1_1",4,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",5,1,"ScaleLength20",38,"Include"
"TR2017_e1","TR2017_e1_1",6,1,"ScaleLength20",30,"Include"
"TR2017_e1","TR2017_e1_1",7,1,"ScaleLength20",38,"Include"
"TR2017_e1","TR2017_e1_1",8,0,"ScaleLength20",7,"Include"
"TR2017_e1","TR2017_e1_1",9,1,"ScaleLength20",30,"Include"
"TR2017_e1","TR2017_e1_1",10,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_1",11,0,"ScaleLength20",7,"Include"
"TR2017_e1","TR2017_e1_1",12,1,"ScaleLength20",38,"Include"
"TR2017_e1","TR2017_e1_1",13,0,"ScaleLength20",11,"Include"
"TR2017_e1","TR2017_e1_1",14,0,"ScaleLength20",16,"Include"
"TR2017_e1","TR2017_e1_1",15,0,"ScaleLength20",13,"Include"
"TR2017_e1","TR2017_e1_1",16,1,"ScaleLength20",29,"Include"
"TR2017_e1","TR2017_e1_1",17,1,"ScaleLength20",38,"Include"
"TR2017_e1","TR2017_e1_1",18,0,"ScaleLength20",16,"Include"
"TR2017_e1","TR2017_e1_1",19,1,"ScaleLength20",34,"Include"
"TR2017_e1","TR2017_e1_1",20,0,"ScaleLength20",11,"Include"
"TR2017_e1","TR2017_e1_1",21,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",22,1,"ScaleLength20",35,"Include"
"TR2017_e1","TR2017_e1_1",23,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",24,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_1",25,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",26,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",27,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_1",28,1,"ScaleLength20",35,"Include"
"TR2017_e1","TR2017_e1_1",29,0,"ScaleLength20",11,"Include"
"TR2017_e1","TR2017_e1_1",30,0,"ScaleLength20",7,"Include"
"TR2017_e1","TR2017_e1_1",31,1,"ScaleLength20",35,"Include"
"TR2017_e1","TR2017_e1_1",32,1,"ScaleLength20",36,"Include"
"TR2017_e1","TR2017_e1_1",33,0,"ScaleLength20",11,"Include"
"TR2017_e1","TR2017_e1_1",34,0,"ScaleLength20",16,"Include"
"TR2017_e1","TR2017_e1_1",35,0,"ScaleLength20",7,"Include"
"TR2017_e1","TR2017_e1_1",36,0,"ScaleLength20",5,"Include"
"TR2017_e1","TR2017_e1_1",37,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_1",38,0,"ScaleLength20",11,"Include"
"TR2017_e1","TR2017_e1_1",39,0,"ScaleLength20",3,"Include"
"TR2017_e1","TR2017_e1_1",40,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_1",41,0,"ScaleLength20",7,"Include"
"TR2017_e1","TR2017_e1_1",42,1,"ScaleLength20",33,"Include"
"TR2017_e1","TR2017_e1_1",43,0,"ScaleLength20",16,"Include"
"TR2017_e1","TR2017_e1_1",44,0,"ScaleLength20",11,"Include"
"TR2017_e1","TR2017_e1_1",45,1,"ScaleLength20",25,"Include"
"TR2017_e1","TR2017_e1_1",46,0,"ScaleLength20",11,"Include"
"TR2017_e1","TR2017_e1_1",47,1,"ScaleLength20",36,"Include"
"TR2017_e1","TR2017_e1_1",48,0,"ScaleLength20",9,"Include"
"TR2017_e1","TR2017_e1_1",49,1,"ScaleLength20",38,"Include"
"TR2017_e1","TR2017_e1_1",50,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_1",51,1,"ScaleLength20",30,"Include"
"TR2017_e1","TR2017_e1_1",52,0,"ScaleLength20",16,"Include"
"TR2017_e1","TR2017_e1_1",53,0,"ScaleLength20",16,"Include"
"TR2017_e1","TR2017_e1_1",54,1,"ScaleLength20",34,"Include"
"TR2017_e1","TR2017_e1_1",55,1,"ScaleLength20",36,"Include"
"TR2017_e1","TR2017_e1_1",56,0,"ScaleLength20",4,"Include"
"TR2017_e1","TR2017_e1_1",57,1,"ScaleLength20",32,"Include"
"TR2017_e1","TR2017_e1_1",58,1,"ScaleLength20",31,"Include"
"TR2017_e1","TR2017_e1_1",59,0,"ScaleLength20",14,"Include"
"TR2017_e1","TR2017_e1_1",60,0,"ScaleLength20",16,"Include"
"TR2017_e1","TR2017_e1_1",61,0,"ScaleLength20",5,"Include"
"TR2017_e1","TR2017_e1_1",62,0,"ScaleLength20",11,"Include"
"TR2017_e1","TR2017_e1_1",63,1,"ScaleLength20",38,"Include"
"TR2017_e1","TR2017_e1_1",64,0,"ScaleLength20",8,"Include"
"TR2017_e1","TR2017_e1_1",65,0,"ScaleLength20",7,"Include"
"TR2017_e1","TR2017_e1_1",66,0,"ScaleLength20",3,"Include"
"TR2017_e1","TR2017_e1_1",67,0,"ScaleLength20",4,"Include"
"TR2017_e1","TR2017_e1_1",68,0,"ScaleLength20",9,"Include"
"TR2017_e1","TR2017_e1_1",69,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",70,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",71,0,"ScaleLength20",4,"Include"
"TR2017_e1","TR2017_e1_1",72,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",73,0,"ScaleLength20",9,"Include"
"TR2017_e1","TR2017_e1_1",74,0,"ScaleLength20",13,"Include"
"TR2017_e1","TR2017_e1_1",75,1,"ScaleLength20",33,"Include"
"TR2017_e1","TR2017_e1_1",76,0,"ScaleLength20",16,"Include"
"TR2017_e1","TR2017_e1_1",77,0,"ScaleLength20",14,"Include"
"TR2017_e1","TR2017_e1_1",78,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_1",79,0,"ScaleLength20",9,"Include"
"TR2017_e1","TR2017_e1_1",80,1,"ScaleLength20",32,"Include"
"TR2017_e1","TR2017_e1_1",81,1,"ScaleLength20",36,"Include"
"TR2017_e1","TR2017_e1_1",82,1,"ScaleLength20",37,"Include"
"TR2017_e1","TR2017_e1_1",83,1,"ScaleLength20",38,"Include"
"TR2017_e1","TR2017_e1_1",84,1,"ScaleLength20",32,"Include"
"TR2017_e1","TR2017_e1_1",85,1,"ScaleLength20",33,"Include"
"TR2017_e1","TR2017_e1_1",86,1,"ScaleLength20",35,"Include"
"TR2017_e1","TR2017_e1_1",87,1,"ScaleLength20",38,"Include"
"TR2017_e1","TR2017_e1_1",88,0,"ScaleLength20",9,"Include"
"TR2017_e1","TR2017_e1_1",89,0,"ScaleLength20",11,"Include"
"TR2017_e1","TR2017_e1_1",90,1,"ScaleLength20",35,"Include"
"TR2017_e1","TR2017_e1_1",91,1,"ScaleLength20",25,"Include"
"TR2017_e1","TR2017_e1_1",92,0,"ScaleLength20",16,"Include"
"TR2017_e1","TR2017_e1_1",93,1,"ScaleLength20",33,"Include"
"TR2017_e1","TR2017_e1_1",94,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_1",95,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",96,1,"ScaleLength20",38,"Include"
"TR2017_e1","TR2017_e1_1",97,0,"ScaleLength20",3,"Include"
"TR2017_e1","TR2017_e1_1",98,1,"ScaleLength20",32,"Include"
"TR2017_e1","TR2017_e1_1",99,1,"ScaleLength20",34,"Include"
"TR2017_e1","TR2017_e1_1",100,0,"ScaleLength20",3,"Include"
"TR2017_e1","TR2017_e1_1",101,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_1",102,1,"ScaleLength20",35,"Include"
"TR2017_e1","TR2017_e1_1",103,0,"ScaleLength20",7,"Include"
"TR2017_e1","TR2017_e1_1",104,0,"ScaleLength20",5,"Include"
"TR2017_e1","TR2017_e1_1",105,1,"ScaleLength20",22,"Include"
"TR2017_e1","TR2017_e1_1",106,0,"ScaleLength20",14,"Include"
"TR2017_e1","TR2017_e1_1",107,1,"ScaleLength20",38,"Include"
"TR2017_e1","TR2017_e1_1",108,0,"ScaleLength20",16,"Include"
"TR2017_e1","TR2017_e1_1",109,0,"ScaleLength20",14,"Include"
"TR2017_e1","TR2017_e1_1",110,0,"ScaleLength20",5,"Include"
"TR2017_e1","TR2017_e1_1",111,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_1",112,0,"ScaleLength20",13,"Include"
"TR2017_e1","TR2017_e1_1",113,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",114,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_1",115,0,"ScaleLength20",9,"Include"
"TR2017_e1","TR2017_e1_1",116,1,"ScaleLength20",37,"Include"
"TR2017_e1","TR2017_e1_1",117,1,"ScaleLength20",25,"Include"
"TR2017_e1","TR2017_e1_1",118,1,"ScaleLength20",34,"Include"
"TR2017_e1","TR2017_e1_1",119,0,"ScaleLength20",9,"Include"
"TR2017_e1","TR2017_e1_1",120,1,"ScaleLength20",33,"Include"
"TR2017_e1","TR2017_e1_1",121,1,"ScaleLength20",25,"Include"
"TR2017_e1","TR2017_e1_1",122,0,"ScaleLength20",19,"Include"
"TR2017_e1","TR2017_e1_1",123,0,"ScaleLength20",14,"Include"
"TR2017_e1","TR2017_e1_1",124,1,"ScaleLength20",28,"Include"
"TR2017_e1","TR2017_e1_1",125,0,"ScaleLength20",11,"Include"
"TR2017_e1","TR2017_e1_1",126,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",127,0,"ScaleLength20",11,"Include"
"TR2017_e1","TR2017_e1_1",128,1,"ScaleLength20",30,"Include"
"TR2017_e1","TR2017_e1_1",129,0,"ScaleLength20",7,"Include"
"TR2017_e1","TR2017_e1_1",130,0,"ScaleLength20",4,"Include"
"TR2017_e1","TR2017_e1_1",131,1,"ScaleLength20",37,"Include"
"TR2017_e1","TR2017_e1_1",132,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_1",133,0,"ScaleLength20",3,"Include"
"TR2017_e1","TR2017_e1_1",134,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",135,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_1",136,1,"ScaleLength20",38,"Include"
"TR2017_e1","TR2017_e1_1",137,0,"ScaleLength20",7,"Include"
"TR2017_e1","TR2017_e1_1",138,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_1",139,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",140,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_1",141,1,"ScaleLength20",27,"Include"
"TR2017_e1","TR2017_e1_1",142,1,"ScaleLength20",28,"Include"
"TR2017_e1","TR2017_e1_1",143,0,"ScaleLength20",11,"Include"
"TR2017_e1","TR2017_e1_1",144,1,"ScaleLength20",28,"Include"
"TR2017_e1","TR2017_e1_1",145,1,"ScaleLength20",29,"Include"
"TR2017_e1","TR2017_e1_1",146,0,"ScaleLength20",19,"Include"
"TR2017_e1","TR2017_e1_1",147,1,"ScaleLength20",30,"Include"
"TR2017_e1","TR2017_e1_1",148,0,"ScaleLength20",19,"Include"
"TR2017_e1","TR2017_e1_1",149,0,"ScaleLength20",14,"Include"
"TR2017_e1","TR2017_e1_1",150,1,"ScaleLength20",35,"Include"
"TR2017_e1","TR2017_e1_1",151,0,"ScaleLength20",9,"Include"
"TR2017_e1","TR2017_e1_1",152,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_1",153,1,"ScaleLength20",38,"Include"
"TR2017_e1","TR2017_e1_1",154,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_1",155,1,"ScaleLength20",37,"Include"
"TR2017_e1","TR2017_e1_1",156,0,"ScaleLength20",5,"Include"
"TR2017_e1","TR2017_e1_1",157,1,"ScaleLength20",34,"Include"
