"exp","id","trial","isold","condition1","rating","excluding"
"TR2017_e1","TR2017_e1_5",158,0,"ScaleLength20",5,"Include"
"TR2017_e1","TR2017_e1_5",159,0,"ScaleLength20",3,"Include"
"TR2017_e1","TR2017_e1_5",160,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",161,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",162,0,"ScaleLength20",3,"Include"
"TR2017_e1","TR2017_e1_5",163,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",164,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",165,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",166,0,"ScaleLength20",3,"Include"
"TR2017_e1","TR2017_e1_5",167,0,"ScaleLength20",2,"Include"
"TR2017_e1","TR2017_e1_5",168,0,"ScaleLength20",1,"Include"
"TR2017_e1","TR2017_e1_5",169,0,"ScaleLength20",3,"Include"
"TR2017_e1","TR2017_e1_5",170,0,"ScaleLength20",16,"Include"
"TR2017_e1","TR2017_e1_5",171,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",172,0,"ScaleLength20",3,"Include"
"TR2017_e1","TR2017_e1_5",173,1,"ScaleLength20",27,"Include"
"TR2017_e1","TR2017_e1_5",174,0,"ScaleLength20",17,"Include"
"TR2017_e1","TR2017_e1_5",175,1,"ScaleLength20",39,"Include"
"TR2017_e1","TR2017_e1_5",176,0,"ScaleLength20",2,"Include"
"TR2017_e1","TR2017_e1_5",177,0,"ScaleLength20",1,"Include"
"TR2017_e1","TR2017_e1_5",178,0,"ScaleLength20",15,"Include"
"TR2017_e1","TR2017_e1_5",179,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",180,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",181,0,"ScaleLength20",1,"Include"
"TR2017_e1","TR2017_e1_5",182,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",183,0,"ScaleLength20",6,"Include"
"TR2017_e1","TR2017_e1_5",184,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",185,0,"ScaleLength20",12,"Include"
"TR2017_e1","TR2017_e1_5",186,0,"ScaleLength20",5,"Include"
"TR2017_e1","TR2017_e1_5",187,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",188,0,"ScaleLength20",11,"Include"
"TR2017_e1","TR2017_e1_5",189,0,"ScaleLength20",17,"Include"
"TR2017_e1","TR2017_e1_5",190,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",191,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",192,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",193,0,"ScaleLength20",5,"Include"
"TR2017_e1","TR2017_e1_5",194,0,"ScaleLength20",1,"Include"
"TR2017_e1","TR2017_e1_5",195,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",196,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",197,1,"ScaleLength20",40,"Include"
"TR2017_e1","TR2017_e1_5",198,0,"ScaleLength20",2,"Include"
"TR2017_e1","TR2017_e1_5",199,1,"ScaleLength20",38,"Include"
"TR2017_e1","TR2017_e1_5",200,1,"ScaleLength20",21,"Include"
"TR2017_e1","TR2017_e1_6",1,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",2,0,"ScaleLength5",5,"Include"
"TR2017_e1","TR2017_e1_6",3,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",4,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",5,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",6,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",7,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",8,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",9,0,"ScaleLength5",5,"Include"
"TR2017_e1","TR2017_e1_6",10,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",11,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",12,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",13,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",14,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",15,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",16,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",17,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",18,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",19,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",20,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",21,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",22,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",23,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",24,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",25,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",26,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",27,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",28,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",29,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",30,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",31,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",32,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",33,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",34,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",35,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",36,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",37,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",38,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",39,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",40,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",41,0,"ScaleLength5",5,"Include"
"TR2017_e1","TR2017_e1_6",42,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",43,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",44,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",45,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",46,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",47,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",48,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",49,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",50,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",51,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",52,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",53,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",54,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",55,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",56,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",57,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",58,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",59,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",60,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",61,1,"ScaleLength5",6,"Include"
"TR2017_e1","TR2017_e1_6",62,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",63,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",64,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",65,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",66,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",67,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",68,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",69,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",70,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",71,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",72,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",73,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",74,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",75,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",76,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",77,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",78,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",79,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",80,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",81,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",82,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",83,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",84,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",85,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",86,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",87,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",88,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",89,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",90,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",91,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",92,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",93,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",94,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",95,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",96,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",97,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",98,1,"ScaleLength5",6,"Include"
"TR2017_e1","TR2017_e1_6",99,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",100,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",101,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",102,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",103,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",104,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",105,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",106,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",107,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",108,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",109,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",110,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",111,0,"ScaleLength5",1,"Include"
"TR2017_e1","TR2017_e1_6",112,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",113,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",114,0,"ScaleLength5",1,"Include"
"TR2017_e1","TR2017_e1_6",115,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",116,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",117,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",118,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",119,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",120,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",121,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",122,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",123,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",124,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",125,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",126,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",127,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",128,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",129,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",130,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",131,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",132,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",133,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",134,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",135,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",136,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",137,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",138,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",139,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",140,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",141,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",142,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",143,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",144,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",145,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",146,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",147,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",148,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",149,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",150,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",151,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",152,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",153,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",154,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",155,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",156,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",157,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",158,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",159,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",160,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",161,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",162,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",163,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",164,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",165,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",166,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",167,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",168,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",169,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",170,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",171,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",172,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",173,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",174,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",175,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",176,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",177,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",178,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",179,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",180,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",181,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",182,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",183,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",184,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",185,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",186,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",187,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",188,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",189,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",190,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",191,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",192,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",193,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",194,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",195,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",196,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",197,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",198,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",199,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",200,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",1,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",2,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",3,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",4,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",5,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",6,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",7,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",8,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",9,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",10,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",11,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",12,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",13,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",14,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",15,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",16,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",17,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",18,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",19,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",20,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",21,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",22,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",23,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",24,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",25,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",26,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",27,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",28,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",29,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",30,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",31,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",32,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",33,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",34,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",35,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",36,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",37,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",38,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",39,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",40,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",41,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",42,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",43,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",44,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",45,1,"ScaleLength5",6,"Include"
"TR2017_e1","TR2017_e1_6",46,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",47,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",48,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",49,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",50,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",51,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",52,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",53,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",54,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",55,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",56,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",57,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",58,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",59,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",60,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",61,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",62,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",63,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",64,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",65,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",66,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",67,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",68,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",69,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",70,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",71,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",72,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",73,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",74,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",75,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",76,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",77,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",78,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",79,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",80,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",81,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",82,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",83,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",84,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",85,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",86,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",87,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",88,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",89,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",90,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",91,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",92,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",93,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",94,1,"ScaleLength5",8,"Include"
"TR2017_e1","TR2017_e1_6",95,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",96,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",97,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",98,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",99,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",100,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",101,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",102,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",103,1,"ScaleLength5",10,"Include"
"TR2017_e1","TR2017_e1_6",104,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",105,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",106,0,"ScaleLength5",3,"Include"
"TR2017_e1","TR2017_e1_6",107,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",108,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",109,1,"ScaleLength5",9,"Include"
"TR2017_e1","TR2017_e1_6",110,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",111,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",112,0,"ScaleLength5",4,"Include"
"TR2017_e1","TR2017_e1_6",113,0,"ScaleLength5",2,"Include"
"TR2017_e1","TR2017_e1_6",114,1,"ScaleLength5",7,"Include"
"TR2017_e1","TR2017_e1_6",115,0,"ScaleLength5",2,"Include"
