"exp","id","block","item","trial","isold","rating","excluding"
"SHJ2005_e1","SHJ2005_e1_103",1,"VA084",1,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GBEN253",2,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"ONTO011",3,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"ISBO1",4,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"PAGETT11",5,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"CMMKT",6,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"BCV032",7,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"THA279",8,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"VNPSMCT",9,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"IL621",10,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"IRLKYL2",11,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"TZA086",12,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GR508",13,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"WI057",14,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"NVLV026",15,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"KEN271",16,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"MAL485",17,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"IRNBUSH1",18,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"MIGF6",19,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"IRNDML3",20,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"ONTO003",21,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"DKARHM1",22,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"OXHIGHST",23,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"AZTSBH2",24,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"NLGTH8",25,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"SCCH10",26,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"SVPTVER",27,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"KEN133",28,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"CHN684",29,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"MXMAL2",30,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"KEN439",31,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GR305",32,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"ISTOTHR2",33,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"NYC093",34,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"I1041",35,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"ONOT027",36,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"CTPH1",37,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GLOLDSTN",38,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"INA117",39,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"ISBLMOS1",40,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"MADPAL3",41,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"DVHOVERC",42,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"ONOT120",43,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"RI033",44,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"WYYEL6",45,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"HIK317",46,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"BCV030",47,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"CHAMBOR3",48,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"PEI08",49,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"MNPLDC2",50,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GUA017",51,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"ISVWTW",52,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GBEN702",53,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"BERGN2",54,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GBEN290",55,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"LASTF1",56,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GBLN048",57,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"FLOR1",58,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"RHASSHN",59,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"AK099",60,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"VAWB8",61,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"FP068",62,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"WI038",63,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"PRISLSLU",64,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GBEN125",65,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GR201",66,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"WTROSSSS",67,0,0,"Exclude"
"SHJ2005_e1","SHJ2005_e1_103",1,"D204",68,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"ILCH222",69,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"IRLBRT1",70,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"MA113",71,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"NZ036",72,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"MITTWLD2",73,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"MANB6",74,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"HIO042",75,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"ISANKV",76,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"MAL483",77,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"BRA116",78,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"CASDBAL5",79,0,0,"Exclude"
"SHJ2005_e1","SHJ2005_e1_103",1,"WI040",80,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"IND073",81,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"IND118",82,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"NMALBCHL",83,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"HALLSTA3",84,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GBLNMLB7",85,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"BTCIRCUS",86,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GBLNWM12",87,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GBEN539",88,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"KARENT",89,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"EDNWTWN1",90,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"PNG038",91,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"DCAE",92,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"TRI023",93,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"IND055",94,0,0,"Exclude"
"SHJ2005_e1","SHJ2005_e1_103",1,"PNG082",95,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"FP084",96,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"USSE",97,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"JPN128",98,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"AUVC300",99,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"ONTOM029",100,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"PNG130",101,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GBEN655",102,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"IND080",103,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"CAM402",104,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"KOR008",105,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"TZA049",106,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"SDE005",107,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"GBLNTAT2",108,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"TRI028",109,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"F471",110,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"BCV029",111,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"HIO004",112,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"MXVAL19",113,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"IND212",114,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"CHN238",115,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"ORMSTCTH",116,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"PNG032",117,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"INA119",118,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"NZ233",119,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"NYC199",120,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"NZ314",121,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"F782",122,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"CHN729",123,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"JPN118",124,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"LUXASW",125,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"JNGFRAU3",126,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"INA118",127,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",1,"F789",128,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"F513",1,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"F911",2,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"HEID3",3,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GR090",4,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GR312",5,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"HADWALL3",6,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GR106",7,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"ONTO009",8,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"BRPV",9,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"R328",10,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GR247",11,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"MXMC18",12,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"MORAT1",13,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CUB060",14,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"STL163",15,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"NZ084",16,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"STARNBG",17,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GBEN687",18,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CT031",19,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GR019",20,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"IL627",21,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"STL170",22,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CARHS4",23,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"SEGGT",24,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"ONOT162",25,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"STL011",26,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CT173",27,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"KEN104",28,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CUB072",29,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"I679",30,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"PRCITE",31,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CRC036",32,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CAYOS1",33,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GBEN049",34,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"D525",35,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"F443",36,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"TRI042",37,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"F670",38,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"UZB008",39,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"TAI007",40,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CHN280",41,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"F662",42,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"LSBELTW3",43,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"INA131",44,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CRC029",45,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"HIM487",46,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CUB114",47,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"VT012",48,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"MXMRD5",49,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"STL044",50,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"TZA105",51,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GR408",52,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"ONOT037",53,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"BRA091",54,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"TRI231",55,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"KEN434",56,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"HIH722",57,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"F855",58,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CHN639",59,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"DKARH5",60,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"NZ296",61,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CASFCH2",62,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"DKOD2",63,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"IL576",64,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"VILCON",65,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"RBCHENT",66,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"PNG021",67,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"BAR021",68,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"ISCIRPL2",69,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GRLNFTN2",70,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"UTBRY2",71,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"BRA125",72,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"KEN272",73,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"RCSANG1",74,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CHN376",75,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CHN234",76,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"IRLDR32",77,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GR122",78,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"MO054",79,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"ORPL14",80,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"KEN275",81,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"ONUCV3",82,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"INA016",83,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"NZ446",84,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CHN484",85,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"F510",86,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"AND5",87,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"PEI03",88,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"KEN278",89,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GR093",90,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GR314",91,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"ONTO078",92,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"F578",93,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"IND316",94,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CRC037",95,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"BAR049",96,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"FP052",97,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"HK087",98,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"LSBELTW2",99,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"JPN203",100,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"BAH263",101,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"TRI082",102,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"OHTIF3",103,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"EPYRE13",104,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"ASWNILE2",105,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CASDWAP5",106,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GIBRUNWY",107,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"MC744",108,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GBLN042",109,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"KOR017",110,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"AUNT052",111,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CHN660",112,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"MA237",113,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"ISHGSH3",114,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"PNG042",115,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GBEN114",116,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GUBVW",117,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GR062",118,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"VRARENA2",119,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"STL009",120,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"TXFWSY7",121,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"VAWB4",122,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"CULROSS1",123,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"GBLNEE5",124,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"LSSTRCR1",125,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"INA097",126,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"SHWSSQ2",127,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",2,"NLGTH5",128,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"VNBRSTHR",1,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"ONTO233",2,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"MAL456",3,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"AK081",4,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"HIK313",5,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"HIH738",6,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"IN125",7,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"MAL276",8,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"UZB027",9,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"JPN024",10,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"NZ335",11,0,0,"Exclude"
"SHJ2005_e1","SHJ2005_e1_103",3,"MC737",12,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"MAL437",13,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"BHU008",14,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"GR068",15,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"ILCH226",16,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"CHN300",17,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"CHN332",18,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"RONDA2",19,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"HLRKCH3",20,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"D760",21,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"OXBODLIB",22,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"IND006",23,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"DE011",24,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"JPN002",25,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"DKFRED1",26,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"IRLRC5",27,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"GUA025",28,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"ONOT214",29,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"ISTRAM",30,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"HIOAH05",31,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"BHU022",32,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"D336",33,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"PNG063",34,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"JPN068",35,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"RSM09",36,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"I1180",37,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"HIH770",38,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"USVI008",39,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"CRC102",40,1,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"D074",41,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"CHN647",42,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"CHN202",43,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"WICKUSHG",44,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"KEN013",45,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"HIK309",46,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"JERSHRBK",47,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"BAH097",48,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"VRPIABR",49,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"OSLOCTHL",50,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"CABP004",51,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"JPN209",52,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"KERSEY3",53,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"IL577",54,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"NYBUF917",55,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"BERGN1",56,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"SANIGHT",57,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"SDE012",58,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"STL126",59,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"IRLSKEL2",60,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"I823",61,1,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"WASL4",62,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"VA043",63,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"BRICEPAN",64,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"ECU002",65,0,4,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"INA110",66,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"BAR065",67,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"GBEN244",68,0,3,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"MVPOTT",69,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"BRA120",70,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"OK03",71,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_103",3,"CORATHS1",72,1,4,"Include"
