"exp","id","isold","rating","excluding"
"SD2004_e2","SD2004_e2_1",1,6,"Include"
"SD2004_e2","SD2004_e2_1",1,6,"Include"
"SD2004_e2","SD2004_e2_1",1,6,"Include"
"SD2004_e2","SD2004_e2_1",0,1,"Include"
"SD2004_e2","SD2004_e2_1",0,1,"Include"
"SD2004_e2","SD2004_e2_1",0,1,"Include"
"SD2004_e2","SD2004_e2_1",0,1,"Include"
"SD2004_e2","SD2004_e2_1",0,1,"Include"
"SD2004_e2","SD2004_e2_1",0,1,"Include"
"SD2004_e2","SD2004_e2_1",0,1,"Include"
"SD2004_e2","SD2004_e2_1",0,1,"Include"
"SD2004_e2","SD2004_e2_1",0,1,"Include"
"SD2004_e2","SD2004_e2_1",0,1,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,2,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,3,"Include"
"SD2004_e2","SD2004_e2_1",0,4,"Include"
"SD2004_e2","SD2004_e2_1",0,4,"Include"
"SD2004_e2","SD2004_e2_1",0,4,"Include"
"SD2004_e2","SD2004_e2_1",0,4,"Include"
"SD2004_e2","SD2004_e2_1",0,4,"Include"
"SD2004_e2","SD2004_e2_1",0,4,"Include"
"SD2004_e2","SD2004_e2_1",0,4,"Include"
"SD2004_e2","SD2004_e2_1",0,4,"Include"
"SD2004_e2","SD2004_e2_1",0,4,"Include"
"SD2004_e2","SD2004_e2_1",0,4,"Include"
"SD2004_e2","SD2004_e2_1",0,5,"Include"
"SD2004_e2","SD2004_e2_1",0,5,"Include"
"SD2004_e2","SD2004_e2_1",0,5,"Include"
"SD2004_e2","SD2004_e2_1",0,5,"Include"
"SD2004_e2","SD2004_e2_1",0,5,"Include"
"SD2004_e2","SD2004_e2_1",0,5,"Include"
"SD2004_e2","SD2004_e2_1",0,5,"Include"
"SD2004_e2","SD2004_e2_1",0,5,"Include"
"SD2004_e2","SD2004_e2_1",0,6,"Include"
"SD2004_e2","SD2004_e2_1",0,6,"Include"
"SD2004_e2","SD2004_e2_2",1,1,"Include"
"SD2004_e2","SD2004_e2_2",1,1,"Include"
"SD2004_e2","SD2004_e2_2",1,1,"Include"
"SD2004_e2","SD2004_e2_2",1,2,"Include"
"SD2004_e2","SD2004_e2_2",1,2,"Include"
"SD2004_e2","SD2004_e2_2",1,2,"Include"
"SD2004_e2","SD2004_e2_2",1,2,"Include"
"SD2004_e2","SD2004_e2_2",1,2,"Include"
"SD2004_e2","SD2004_e2_2",1,2,"Include"
"SD2004_e2","SD2004_e2_2",1,2,"Include"
"SD2004_e2","SD2004_e2_2",1,2,"Include"
"SD2004_e2","SD2004_e2_2",1,2,"Include"
"SD2004_e2","SD2004_e2_2",1,2,"Include"
"SD2004_e2","SD2004_e2_2",1,2,"Include"
"SD2004_e2","SD2004_e2_2",1,3,"Include"
"SD2004_e2","SD2004_e2_2",1,3,"Include"
"SD2004_e2","SD2004_e2_2",1,3,"Include"
"SD2004_e2","SD2004_e2_2",1,3,"Include"
"SD2004_e2","SD2004_e2_2",1,3,"Include"
"SD2004_e2","SD2004_e2_2",1,3,"Include"
"SD2004_e2","SD2004_e2_2",1,3,"Include"
"SD2004_e2","SD2004_e2_2",1,3,"Include"
"SD2004_e2","SD2004_e2_2",1,3,"Include"
"SD2004_e2","SD2004_e2_2",1,3,"Include"
"SD2004_e2","SD2004_e2_2",1,3,"Include"
"SD2004_e2","SD2004_e2_2",1,4,"Include"
"SD2004_e2","SD2004_e2_2",1,4,"Include"
"SD2004_e2","SD2004_e2_2",1,4,"Include"
"SD2004_e2","SD2004_e2_2",1,4,"Include"
"SD2004_e2","SD2004_e2_2",1,4,"Include"
"SD2004_e2","SD2004_e2_2",1,4,"Include"
"SD2004_e2","SD2004_e2_2",1,4,"Include"
"SD2004_e2","SD2004_e2_2",1,4,"Include"
"SD2004_e2","SD2004_e2_2",1,4,"Include"
"SD2004_e2","SD2004_e2_2",1,4,"Include"
"SD2004_e2","SD2004_e2_2",1,4,"Include"
"SD2004_e2","SD2004_e2_2",1,4,"Include"
"SD2004_e2","SD2004_e2_2",1,4,"Include"
"SD2004_e2","SD2004_e2_2",1,5,"Include"
"SD2004_e2","SD2004_e2_2",1,5,"Include"
"SD2004_e2","SD2004_e2_2",1,5,"Include"
"SD2004_e2","SD2004_e2_2",1,5,"Include"
"SD2004_e2","SD2004_e2_2",1,5,"Include"
"SD2004_e2","SD2004_e2_2",1,5,"Include"
"SD2004_e2","SD2004_e2_2",1,5,"Include"
"SD2004_e2","SD2004_e2_2",1,5,"Include"
"SD2004_e2","SD2004_e2_2",1,5,"Include"
"SD2004_e2","SD2004_e2_2",1,5,"Include"
"SD2004_e2","SD2004_e2_2",1,5,"Include"
"SD2004_e2","SD2004_e2_2",1,5,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",1,6,"Include"
"SD2004_e2","SD2004_e2_2",0,1,"Include"
"SD2004_e2","SD2004_e2_2",0,1,"Include"
"SD2004_e2","SD2004_e2_2",0,1,"Include"
"SD2004_e2","SD2004_e2_2",0,1,"Include"
"SD2004_e2","SD2004_e2_2",0,1,"Include"
"SD2004_e2","SD2004_e2_2",0,1,"Include"
"SD2004_e2","SD2004_e2_2",0,1,"Include"
"SD2004_e2","SD2004_e2_2",0,1,"Include"
"SD2004_e2","SD2004_e2_2",0,1,"Include"
"SD2004_e2","SD2004_e2_2",0,1,"Include"
"SD2004_e2","SD2004_e2_2",0,1,"Include"
"SD2004_e2","SD2004_e2_2",0,1,"Include"
"SD2004_e2","SD2004_e2_2",0,1,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,2,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,3,"Include"
"SD2004_e2","SD2004_e2_2",0,4,"Include"
"SD2004_e2","SD2004_e2_2",0,4,"Include"
"SD2004_e2","SD2004_e2_2",0,4,"Include"
"SD2004_e2","SD2004_e2_2",0,4,"Include"
"SD2004_e2","SD2004_e2_2",0,4,"Include"
"SD2004_e2","SD2004_e2_2",0,4,"Include"
"SD2004_e2","SD2004_e2_2",0,4,"Include"
"SD2004_e2","SD2004_e2_2",0,4,"Include"
"SD2004_e2","SD2004_e2_2",0,5,"Include"
"SD2004_e2","SD2004_e2_2",0,5,"Include"
"SD2004_e2","SD2004_e2_2",0,5,"Include"
"SD2004_e2","SD2004_e2_2",0,5,"Include"
"SD2004_e2","SD2004_e2_2",0,5,"Include"
"SD2004_e2","SD2004_e2_2",0,5,"Include"
"SD2004_e2","SD2004_e2_2",0,5,"Include"
"SD2004_e2","SD2004_e2_3",1,1,"Include"
"SD2004_e2","SD2004_e2_3",1,2,"Include"
"SD2004_e2","SD2004_e2_3",1,2,"Include"
"SD2004_e2","SD2004_e2_3",1,2,"Include"
"SD2004_e2","SD2004_e2_3",1,2,"Include"
"SD2004_e2","SD2004_e2_3",1,2,"Include"
"SD2004_e2","SD2004_e2_3",1,2,"Include"
"SD2004_e2","SD2004_e2_3",1,3,"Include"
"SD2004_e2","SD2004_e2_3",1,3,"Include"
"SD2004_e2","SD2004_e2_3",1,3,"Include"
"SD2004_e2","SD2004_e2_3",1,3,"Include"
"SD2004_e2","SD2004_e2_3",1,3,"Include"
"SD2004_e2","SD2004_e2_3",1,3,"Include"
"SD2004_e2","SD2004_e2_3",1,3,"Include"
"SD2004_e2","SD2004_e2_3",1,3,"Include"
"SD2004_e2","SD2004_e2_3",1,3,"Include"
"SD2004_e2","SD2004_e2_3",1,3,"Include"
"SD2004_e2","SD2004_e2_3",1,4,"Include"
"SD2004_e2","SD2004_e2_3",1,4,"Include"
"SD2004_e2","SD2004_e2_3",1,4,"Include"
"SD2004_e2","SD2004_e2_3",1,4,"Include"
"SD2004_e2","SD2004_e2_3",1,4,"Include"
"SD2004_e2","SD2004_e2_3",1,4,"Include"
"SD2004_e2","SD2004_e2_3",1,4,"Include"
"SD2004_e2","SD2004_e2_3",1,4,"Include"
"SD2004_e2","SD2004_e2_3",1,4,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,5,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",1,6,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,1,"Include"
"SD2004_e2","SD2004_e2_3",0,2,"Include"
"SD2004_e2","SD2004_e2_3",0,2,"Include"
"SD2004_e2","SD2004_e2_3",0,2,"Include"
"SD2004_e2","SD2004_e2_3",0,2,"Include"
"SD2004_e2","SD2004_e2_3",0,2,"Include"
"SD2004_e2","SD2004_e2_3",0,2,"Include"
"SD2004_e2","SD2004_e2_3",0,2,"Include"
"SD2004_e2","SD2004_e2_3",0,2,"Include"
"SD2004_e2","SD2004_e2_3",0,2,"Include"
"SD2004_e2","SD2004_e2_3",0,2,"Include"
"SD2004_e2","SD2004_e2_3",0,2,"Include"
"SD2004_e2","SD2004_e2_3",0,2,"Include"
"SD2004_e2","SD2004_e2_3",0,2,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,3,"Include"
"SD2004_e2","SD2004_e2_3",0,4,"Include"
"SD2004_e2","SD2004_e2_3",0,4,"Include"
"SD2004_e2","SD2004_e2_3",0,4,"Include"
"SD2004_e2","SD2004_e2_3",0,4,"Include"
"SD2004_e2","SD2004_e2_3",0,4,"Include"
"SD2004_e2","SD2004_e2_3",0,4,"Include"
"SD2004_e2","SD2004_e2_3",0,4,"Include"
"SD2004_e2","SD2004_e2_3",0,5,"Include"
"SD2004_e2","SD2004_e2_3",0,5,"Include"
"SD2004_e2","SD2004_e2_3",0,5,"Include"
"SD2004_e2","SD2004_e2_3",0,5,"Include"
"SD2004_e2","SD2004_e2_3",0,5,"Include"
"SD2004_e2","SD2004_e2_3",0,5,"Include"
"SD2004_e2","SD2004_e2_3",0,5,"Include"
"SD2004_e2","SD2004_e2_3",0,5,"Include"
"SD2004_e2","SD2004_e2_3",0,5,"Include"
"SD2004_e2","SD2004_e2_3",0,5,"Include"
"SD2004_e2","SD2004_e2_3",0,5,"Include"
"SD2004_e2","SD2004_e2_3",0,6,"Include"
"SD2004_e2","SD2004_e2_3",0,6,"Include"
"SD2004_e2","SD2004_e2_3",0,6,"Include"
"SD2004_e2","SD2004_e2_3",0,6,"Include"
"SD2004_e2","SD2004_e2_3",0,6,"Include"
"SD2004_e2","SD2004_e2_3",0,6,"Include"
"SD2004_e2","SD2004_e2_4",1,1,"Include"
"SD2004_e2","SD2004_e2_4",1,1,"Include"
"SD2004_e2","SD2004_e2_4",1,1,"Include"
"SD2004_e2","SD2004_e2_4",1,2,"Include"
"SD2004_e2","SD2004_e2_4",1,2,"Include"
"SD2004_e2","SD2004_e2_4",1,2,"Include"
"SD2004_e2","SD2004_e2_4",1,2,"Include"
"SD2004_e2","SD2004_e2_4",1,2,"Include"
"SD2004_e2","SD2004_e2_4",1,2,"Include"
"SD2004_e2","SD2004_e2_4",1,2,"Include"
"SD2004_e2","SD2004_e2_4",1,3,"Include"
"SD2004_e2","SD2004_e2_4",1,3,"Include"
"SD2004_e2","SD2004_e2_4",1,3,"Include"
"SD2004_e2","SD2004_e2_4",1,3,"Include"
"SD2004_e2","SD2004_e2_4",1,4,"Include"
"SD2004_e2","SD2004_e2_4",1,4,"Include"
"SD2004_e2","SD2004_e2_4",1,4,"Include"
"SD2004_e2","SD2004_e2_4",1,4,"Include"
"SD2004_e2","SD2004_e2_4",1,4,"Include"
"SD2004_e2","SD2004_e2_4",1,4,"Include"
"SD2004_e2","SD2004_e2_4",1,5,"Include"
"SD2004_e2","SD2004_e2_4",1,5,"Include"
"SD2004_e2","SD2004_e2_4",1,5,"Include"
"SD2004_e2","SD2004_e2_4",1,5,"Include"
"SD2004_e2","SD2004_e2_4",1,5,"Include"
"SD2004_e2","SD2004_e2_4",1,5,"Include"
"SD2004_e2","SD2004_e2_4",1,5,"Include"
"SD2004_e2","SD2004_e2_4",1,5,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",1,6,"Include"
"SD2004_e2","SD2004_e2_4",0,1,"Include"
"SD2004_e2","SD2004_e2_4",0,1,"Include"
"SD2004_e2","SD2004_e2_4",0,1,"Include"
"SD2004_e2","SD2004_e2_4",0,1,"Include"
"SD2004_e2","SD2004_e2_4",0,1,"Include"
"SD2004_e2","SD2004_e2_4",0,1,"Include"
"SD2004_e2","SD2004_e2_4",0,1,"Include"
"SD2004_e2","SD2004_e2_4",0,1,"Include"
