"exp","id","item","isold","condition1","rating","excluding"
"TMP2014_e1","TMP2014_e1_342","Neg_01",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_344","Neg_01",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_346","Neg_01",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_348","Neg_01",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_2","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_4","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_6","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_10","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_12","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_14","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_16","Neg_02",1,"Neg",1,"Include"
"TMP2014_e1","TMP2014_e1_18","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_20","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_22","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_26","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_28","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_31","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_33","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_35","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_37","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_39","Neg_02",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_42","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_43","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_44","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_46","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_48","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_50","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_52","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_54","Neg_02",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_56","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_58","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_60","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_64","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_66","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_71","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_73","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_80","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_84","Neg_02",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_85","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_86","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_90","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_92","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_96","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_98","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_100","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_102","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_104","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_106","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_108","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_110","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_112","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_116","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_120","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_122","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_124","Neg_02",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_126","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_128","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_129","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_131","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_133","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_139","Neg_02",1,"Neg",1,"Include"
"TMP2014_e1","TMP2014_e1_141","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_147","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_149","Neg_02",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_152","Neg_02",1,"Neg",1,"Include"
"TMP2014_e1","TMP2014_e1_153","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_155","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_157","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_159","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_161","Neg_02",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_163","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_165","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_167","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_169","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_170","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_172","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_176","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_180","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_182","Neg_02",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_184","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_186","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_188","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_190","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_192","Neg_02",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_194","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_198","Neg_02",1,"Neg",99,"Exclude"
"TMP2014_e1","TMP2014_e1_200","Neg_02",1,"Neg",1,"Include"
"TMP2014_e1","TMP2014_e1_202","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_204","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_206","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_208","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_209","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_212","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_217","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_221","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_222","Neg_02",1,"Neg",1,"Include"
"TMP2014_e1","TMP2014_e1_223","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_224","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_225","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_229","Neg_02",1,"Neg",1,"Include"
"TMP2014_e1","TMP2014_e1_230","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_232","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_234","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_235","Neg_02",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_236","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_238","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_239","Neg_02",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_242","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_246","Neg_02",1,"Neg",99,"Exclude"
"TMP2014_e1","TMP2014_e1_252","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_254","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_256","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_258","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_260","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_264","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_266","Neg_02",1,"Neg",1,"Include"
"TMP2014_e1","TMP2014_e1_268","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_270","Neg_02",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_272","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_274","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_276","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_278","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_280","Neg_02",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_282","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_286","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_288","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_290","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_292","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_294","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_298","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_302","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_304","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_306","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_308","Neg_02",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_310","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_314","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_316","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_318","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_320","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_324","Neg_02",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_326","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_328","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_332","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_334","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_340","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_342","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_344","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_346","Neg_02",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_348","Neg_02",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_2","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_4","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_6","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_10","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_12","Neg_03",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_14","Neg_03",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_16","Neg_03",1,"Neg",1,"Include"
"TMP2014_e1","TMP2014_e1_18","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_20","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_22","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_26","Neg_03",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_28","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_31","Neg_03",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_33","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_35","Neg_03",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_37","Neg_03",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_39","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_42","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_43","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_44","Neg_03",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_46","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_48","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_50","Neg_03",1,"Neg",1,"Include"
"TMP2014_e1","TMP2014_e1_52","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_54","Neg_03",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_56","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_58","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_60","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_64","Neg_03",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_66","Neg_03",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_71","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_73","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_80","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_84","Neg_03",1,"Neg",2,"Include"
"TMP2014_e1","TMP2014_e1_85","Neg_03",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_86","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_90","Neg_03",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_92","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_96","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_98","Neg_03",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_100","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_102","Neg_03",1,"Neg",4,"Include"
"TMP2014_e1","TMP2014_e1_104","Neg_03",1,"Neg",99,"Exclude"
"TMP2014_e1","TMP2014_e1_106","Neg_03",1,"Neg",6,"Include"
"TMP2014_e1","TMP2014_e1_108","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_110","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_112","Neg_03",1,"Neg",5,"Include"
"TMP2014_e1","TMP2014_e1_116","Neg_03",1,"Neg",3,"Include"
"TMP2014_e1","TMP2014_e1_120","Neg_03",1,"Neg",6,"Include"
