"exp","id","item","isold","condition1","rating","excluding"
"TMP2014_e1","TMP2014_e1_235","Neu_05",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_236","Neu_05",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_238","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_239","Neu_05",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_242","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_246","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_252","Neu_05",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_254","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_256","Neu_05",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_258","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_260","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_264","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_266","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_268","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_270","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_272","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_274","Neu_05",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_276","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_278","Neu_05",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_280","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_282","Neu_05",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_286","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_288","Neu_05",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_290","Neu_05",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_292","Neu_05",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_294","Neu_05",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_298","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_302","Neu_05",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_304","Neu_05",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_306","Neu_05",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_308","Neu_05",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_310","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_314","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_316","Neu_05",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_318","Neu_05",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_320","Neu_05",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_324","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_326","Neu_05",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_328","Neu_05",1,"Neu",1,"Include"
"TMP2014_e1","TMP2014_e1_332","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_334","Neu_05",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_340","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_342","Neu_05",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_344","Neu_05",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_346","Neu_05",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_348","Neu_05",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_2","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_4","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_6","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_10","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_12","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_14","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_16","Neu_06",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_18","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_20","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_22","Neu_06",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_26","Neu_06",1,"Neu",99,"Exclude"
"TMP2014_e1","TMP2014_e1_28","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_31","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_33","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_35","Neu_06",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_37","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_39","Neu_06",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_42","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_43","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_44","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_46","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_48","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_50","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_52","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_54","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_56","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_58","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_60","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_64","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_66","Neu_06",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_71","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_73","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_80","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_84","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_85","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_86","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_90","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_92","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_96","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_98","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_100","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_102","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_104","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_106","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_108","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_110","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_112","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_116","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_120","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_122","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_124","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_126","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_128","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_129","Neu_06",1,"Neu",1,"Include"
"TMP2014_e1","TMP2014_e1_131","Neu_06",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_133","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_139","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_141","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_147","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_149","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_152","Neu_06",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_153","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_155","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_157","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_159","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_161","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_163","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_165","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_167","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_169","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_170","Neu_06",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_172","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_176","Neu_06",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_180","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_182","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_184","Neu_06",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_186","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_188","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_190","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_192","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_194","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_198","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_200","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_202","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_204","Neu_06",1,"Neu",99,"Exclude"
"TMP2014_e1","TMP2014_e1_206","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_208","Neu_06",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_209","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_212","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_217","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_221","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_222","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_223","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_224","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_225","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_229","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_230","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_232","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_234","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_235","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_236","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_238","Neu_06",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_239","Neu_06",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_242","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_246","Neu_06",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_252","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_254","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_256","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_258","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_260","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_264","Neu_06",1,"Neu",99,"Exclude"
"TMP2014_e1","TMP2014_e1_266","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_268","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_270","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_272","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_274","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_276","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_278","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_280","Neu_06",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_282","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_286","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_288","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_290","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_292","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_294","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_298","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_302","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_304","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_306","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_308","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_310","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_314","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_316","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_318","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_320","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_324","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_326","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_328","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_332","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_334","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_340","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_342","Neu_06",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_344","Neu_06",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_346","Neu_06",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_348","Neu_06",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_2","Neu_07",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_4","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_6","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_10","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_12","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_14","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_16","Neu_07",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_18","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_20","Neu_07",1,"Neu",1,"Include"
"TMP2014_e1","TMP2014_e1_22","Neu_07",1,"Neu",1,"Include"
"TMP2014_e1","TMP2014_e1_26","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_28","Neu_07",1,"Neu",99,"Exclude"
"TMP2014_e1","TMP2014_e1_31","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_33","Neu_07",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_35","Neu_07",1,"Neu",1,"Include"
"TMP2014_e1","TMP2014_e1_37","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_39","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_42","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_43","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_44","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_46","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_48","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_50","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_52","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_54","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_56","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_58","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_60","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_64","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_66","Neu_07",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_71","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_73","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_80","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_84","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_85","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_86","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_90","Neu_07",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_92","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_96","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_98","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_100","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_102","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_104","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_106","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_108","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_110","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_112","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_116","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_120","Neu_07",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_122","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_124","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_126","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_128","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_129","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_131","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_133","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_139","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_141","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_147","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_149","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_152","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_153","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_155","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_157","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_159","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_161","Neu_07",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_163","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_165","Neu_07",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_167","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_169","Neu_07",1,"Neu",1,"Include"
"TMP2014_e1","TMP2014_e1_170","Neu_07",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_172","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_176","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_180","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_182","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_184","Neu_07",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_186","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_188","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_190","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_192","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_194","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_198","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_200","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_202","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_204","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_206","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_208","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_209","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_212","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_217","Neu_07",1,"Neu",1,"Include"
"TMP2014_e1","TMP2014_e1_221","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_222","Neu_07",1,"Neu",1,"Include"
"TMP2014_e1","TMP2014_e1_223","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_224","Neu_07",1,"Neu",1,"Include"
"TMP2014_e1","TMP2014_e1_225","Neu_07",1,"Neu",1,"Include"
"TMP2014_e1","TMP2014_e1_229","Neu_07",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_230","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_232","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_234","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_235","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_236","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_238","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_239","Neu_07",1,"Neu",1,"Include"
"TMP2014_e1","TMP2014_e1_242","Neu_07",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_246","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_252","Neu_07",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_254","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_256","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_258","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_260","Neu_07",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_264","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_266","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_268","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_270","Neu_07",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_272","Neu_07",1,"Neu",1,"Include"
"TMP2014_e1","TMP2014_e1_274","Neu_07",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_276","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_278","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_280","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_282","Neu_07",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_286","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_288","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_290","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_292","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_294","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_298","Neu_07",1,"Neu",4,"Include"
"TMP2014_e1","TMP2014_e1_302","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_304","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_306","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_308","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_310","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_314","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_316","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_318","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_320","Neu_07",1,"Neu",3,"Include"
"TMP2014_e1","TMP2014_e1_324","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_326","Neu_07",1,"Neu",1,"Include"
"TMP2014_e1","TMP2014_e1_328","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_332","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_334","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_340","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_342","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_344","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_346","Neu_07",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_348","Neu_07",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_2","Neu_08",1,"Neu",5,"Include"
"TMP2014_e1","TMP2014_e1_4","Neu_08",1,"Neu",6,"Include"
"TMP2014_e1","TMP2014_e1_6","Neu_08",1,"Neu",2,"Include"
"TMP2014_e1","TMP2014_e1_10","Neu_08",1,"Neu",6,"Include"
