"exp","id","isold","condition","rating","RT","excluding"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1669,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,935,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",5,3389,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,978,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",5,1256,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",4,1244,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",4,967,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",3,1960,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",3,1106,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",1,2613,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1369,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1890,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,1168,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,1214,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1075,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",5,1921,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1520,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,981,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1107,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1400,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1839,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,1581,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",5,1291,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1696,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1368,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",3,1288,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1097,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",4,1252,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",3,1103,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,2705,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1103,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1122,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",3,1612,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,1724,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,935,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1271,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,2531,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,893,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",3,1411,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1492,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1408,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1284,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",3,1241,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",3,2290,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,1758,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1384,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1520,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1244,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",5,1755,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1612,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,3327,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,842,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1481,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",1,1214,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,2069,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",1,3119,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,2489,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1145,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",1,1488,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1199,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,2404,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1195,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1608,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,1492,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,1438,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,1636,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1060,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1195,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1298,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1222,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",1,1640,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1044,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1486,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1242,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1345,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1384,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1122,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,3351,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1126,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,1576,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,1133,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,1499,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,1589,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1029,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1546,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,1798,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",3,2819,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1199,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1357,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1214,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,917,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",4,1828,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1565,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",3,2656,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,1130,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1314,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",3,1037,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",5,1782,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1162,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1268,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,828,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",1,1078,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",3,1250,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1663,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,1367,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1640,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",3,1176,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,2662,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1349,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,1427,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,1070,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1083,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,1756,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1357,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,2748,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,959,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",3,1477,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,1550,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",5,1083,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1288,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,1467,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1101,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1871,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",5,1574,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1194,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1200,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1075,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1028,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",3,1655,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1408,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",3,2095,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",5,1434,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,1291,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",3,1288,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,5326,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1099,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",5,1612,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1148,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1377,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,838,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,843,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1361,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1269,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,913,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",3,1141,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1245,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",5,1152,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1288,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,1893,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",1,2540,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1984,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",3,2188,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1226,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,2369,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,1252,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1312,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1159,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1218,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",5,3335,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,2007,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,3981,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1052,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1153,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1094,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1269,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1098,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1183,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,3865,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1744,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1036,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1222,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,1257,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,4522,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",5,3197,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",4,1894,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,1175,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,3444,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1288,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,1333,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,2703,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",4,1356,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1580,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,6904,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,2821,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,827,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,827,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1500,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1380,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1543,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1732,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1241,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,1705,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,1609,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1024,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1628,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1164,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",3,1686,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1524,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,847,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1260,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,964,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1898,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,2554,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,962,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1184,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1720,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,985,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,2332,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1615,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,2471,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",3,2124,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,2010,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1567,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,1434,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,1763,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1527,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,2339,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,1940,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1219,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",4,1941,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1569,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,1639,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,1311,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,1241,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,1841,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1230,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,1225,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,2355,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1473,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1704,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1655,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,887,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1164,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,935,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,1013,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1005,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1860,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",5,1914,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1241,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,913,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,1399,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,3551,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1265,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",1,1540,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",3,1215,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1632,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",3,1547,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1143,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1358,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,2069,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,2396,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1353,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1312,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1349,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,1725,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,1327,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1109,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",4,2961,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,1106,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,1302,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,1450,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1238,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",5,3880,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",5,1198,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",1,1682,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1469,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1272,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,1496,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1573,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,1729,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",1,979,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1187,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1048,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,1334,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1140,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",2,1100,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",4,5875,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",5,1152,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1334,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1099,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",5,1427,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1140,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,909,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,838,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1144,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1261,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1145,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",3,1215,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",1,1246,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,1392,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",6,1604,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",6,770,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep2",2,1408,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",3,1976,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1686,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1187,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,2617,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",4,3197,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1125,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",1,1099,"Include"
"GKH1999_e4","GKH1999_e4_1",1,"Rep1",6,1605,"Include"
"GKH1999_e4","GKH1999_e4_1",0,"New",2,1133,"Include"
